index,id,create_at,text,user_name,verified,location,followers_count,extended,retweeted,quoted
0,1270257362599886848,Tue Jun 09 07:32:10 +0000 2020,RT @business: Transmission of the coronavirus by asymptomatic people is “very rare ” says the WHO's Maria Van Kerkhove  contradicting a wid… Transmission of the coronavirus by asymptomatic people is “very rare ” says the WHO's Maria Van Kerkhove  contradic… https://t.co/ZK9QUZssmK,ovigho,False,,875,0,1,0
1,1270259655646863362,Tue Jun 09 07:41:16 +0000 2020,RT @MidlothScience: Have you observed and appreciated more of #nature during lockdown? Share your experiences with the Earth Project  recor… Have you observed and appreciated more of #nature during lockdown? Share your experiences with the Earth Project  r… https://t.co/gAcaFrj8j3,AbaRetweeter,False,,17,0,1,0
2,1270256318637649920,Tue Jun 09 07:28:01 +0000 2020,RT @RobGMacfarlane: Indigenous people in the Amazon are dying at terrifying rates from COVID &amp; hunger. Illegal environmental crime is soari… Indigenous people in the Amazon are dying at terrifying rates from COVID &amp; hunger. Illegal environmental crime is s… https://t.co/VFJDGw2IjV,Emma__Hills,False,,174,0,1,0
3,1270261984160698370,Tue Jun 09 07:50:32 +0000 2020,Dalam rangka pencegahan penyebaran covid-19 personil Polres Padang Pariaman jalani swab tes dan berikan himbauan  k… https://t.co/0VGaB95uBm,PolresPdPrm,False,,86,0,0,0
4,1270254870096834561,Tue Jun 09 07:22:15 +0000 2020,#CoronaKejriwal Propoganda   #ड्रामेबाज़_Kejriwal is a super Demon.   #Corona patients are not coming in Delhi from… https://t.co/gju4wD3gna,NKSR2016,False,DiLli,129,0,0,0
5,1270260494482518017,Tue Jun 09 07:44:36 +0000 2020,RT @DickDelingpole: That feeling when there’s a pandemic and you know you’re not supposed to be out but then you remember there’s a statue… That feeling when there’s a pandemic and you know you’re not supposed to be out but then you remember there’s a sta… https://t.co/hb5EBld9pe,afuckinwytbear,False,Hell,158,0,1,0
6,1270258273317519362,Tue Jun 09 07:35:47 +0000 2020,RT @omeuxeito: Hoy toca hacer de tertuliano de la ciencia: al final de este artículo de @Nunodomin en @materia_ciencia hago un par de obser… Hoy toca hacer de tertuliano de la ciencia: al final de este artículo de @Nunodomin en @materia_ciencia hago un par… https://t.co/o6bVAkJxR6,anxosan,False,Madrid,2376,0,1,0
7,1270263430973399042,Tue Jun 09 07:56:16 +0000 2020,@wendymkelvin @YorksAmbulance @BTP @AWPNHS @LCHNHSTrust Thanks Wendy. I hope all of your travelling plans come to f… https://t.co/6OirGixqPF,neil_lentern,False,Uk,688,0,0,0
8,1270257447437914114,Tue Jun 09 07:32:30 +0000 2020,RT @MaureenRoseVil1: Gandang kumot na mga 'to! Bili kayo! Gandang kumot na mga 'to! Bili kayo! https://t.co/wGJWS09HUh,maharshalal,False,philippines,245,0,1,0
9,1270257378135547904,Tue Jun 09 07:32:13 +0000 2020,RT @DavidLat: I consider myself very lucky in my post-#COVID improvement. My pulmonologist said he’s seen a number of post-#Covid_19 patien… I consider myself very lucky in my post-#COVID improvement. My pulmonologist said he’s seen a number of post-… https://t.co/BsQRReXSa9,caromitchell1,False,Scottish Highlands,962,0,1,0
10,1270255346137944064,Tue Jun 09 07:24:09 +0000 2020,Can't retweet @delbigtree  https://t.co/ZhxxePXLS1 Yet another study reveals completely unvaccinated kids have stronger immune systems and less chronic health conditi… https://t.co/NBd731LNx5,PatriotSiSi,False,Kansas City ,8720,0,0,1
11,1270258464967843840,Tue Jun 09 07:36:32 +0000 2020,RT @AirLiquide_IT: Un bell'esempio di professionalità e solidarietà ai tempi del #Covid. #Medicasa  società di @airliquidegroup specializza… Un bell'esempio di professionalità e solidarietà ai tempi del #Covid. #Medicasa  società di @airliquidegroup specia… https://t.co/2CLibfKpFF,Adichiar1,False,,1,0,1,0
12,1270258316426522632,Tue Jun 09 07:35:57 +0000 2020,RT @shahzadmemon2: A Monther (A frontline health Care worker) was tasted Positive in Corona. she was isolated  and when she couldn’t bear s… A Monther (A frontline health Care worker) was tasted Positive in Corona. she was isolated  and when she couldn’t b… https://t.co/VQpQdpCA6u,HarisAli_SPSF,False,Sindh Pakistan,1681,0,1,0
