index,id,create_at,text,user_name,verified,location,followers_count,extended,retweeted,quoted
0.0,1.2792072149017969e+18,Sat Jul 04 00:15:41 +0000 2020,RT @drdavidsamadi: I told you for months that hydroxychloroquine was effective against COVID-19.  Dr. Fauci and the CDC said that it was no… I told you for months that hydroxychloroquine was effective against COVID-19.  Dr. Fauci and the CDC said that it w… https://t.co/POw19t5GBe,OneAmazedHuman,False,Michigan USA,240.0,0.0,1.0,0.0
1.0,1.2792128888053228e+18,Sat Jul 04 00:38:13 +0000 2020,RT @platini954: Is this not zombie behavior? Y’all don’t want to wear a mask now this? https://t.co/zurjPSAhGZ Is this not zombie behavior? Y’all don’t want to wear a mask now this? https://t.co/zurjPSAhGZ,lee_lacayo47,False,Miramar FL,87.0,0.0,1.0,0.0
2.0,1.2792117683388785e+18,Sat Jul 04 00:33:46 +0000 2020,Mild cases of COVID-19 are meant to be over within two weeks  but thousands of overlooked people are struggling w… https://t.co/ynbUtdOj4S,larainepapa1,False,,178.0,0.0,0.0,0.0
3.0,1.2792108997571297e+18,Sat Jul 04 00:30:19 +0000 2020,RT @LAPD_unreal: This 4th of July weekend stay safe  celebrate at home.   Stay inside and you’re much less likely to encounter violent  dan… This 4th of July weekend stay safe  celebrate at home.   Stay inside and you’re much less likely to encounter viole… https://t.co/YyAfSyvnA2,BABYNVM,False,Los Angeles CA,326.0,0.0,1.0,0.0
4.0,1.2792126006564086e+18,Sat Jul 04 00:37:05 +0000 2020,@janewilliams141 Not really sure how you managed to miss the entire protest movement of conspiracy theory nuts  int… https://t.co/s9rXVl03ka,dlmetcalf,False,Sydney AU,649.0,0.0,0.0,0.0
5.0,1.2792136472233738e+18,Sat Jul 04 00:41:14 +0000 2020,RT @ThatLyin_kvng: I really experienced a global pandemic before I got to experience a stable relationship. https://t.co/em458XvUmG I really experienced a global pandemic before I got to experience a stable relationship. https://t.co/em458XvUmG,AriSangtheBlues,False,Los Angeles CA,643.0,0.0,1.0,0.0
8.0,1.2792083831788708e+18,Sat Jul 04 00:20:19 +0000 2020,RT @NavyNana2: Lol. looks like Mexico needs a wall to keep Americans out @realdonaldtrump .     Mexico closes US border in Arizona to stop… Lol. looks like Mexico needs a wall to keep Americans out @realdonaldtrump .     Mexico closes US border in Arizona… https://t.co/w3uBb7SznS,joeycorvid,False,Seattle. WA,1399.0,0.0,1.0,0.0
9.0,1.279216848693678e+18,Sat Jul 04 00:53:58 +0000 2020,RT @DaniOliver: Hey  so  I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory  cardiovascular &amp; neurological sym… Hey  so  I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory  cardiovascular &amp; neurolog… https://t.co/an0oibF66m,billyfleetwood,False,,216.0,0.0,1.0,0.0
11.0,1.2792143025248338e+18,Sat Jul 04 00:43:51 +0000 2020,RT @SenKamalaHarris: It’s once again the first of the month and countless Americans still have no means to pay their bills or make rent.  R… It’s once again the first of the month and countless Americans still have no means to pay their bills or make rent.… https://t.co/SDh66ROs2j,eplmhc,False,South Florida,32.0,0.0,1.0,0.0
12.0,1.279205248037294e+18,Sat Jul 04 00:07:52 +0000 2020,RT @MayorOfLA: We’re going to have to celebrate differently this year. Everyone should cancel plans with others for the 4th of July. You sh… We’re going to have to celebrate differently this year. Everyone should cancel plans with others for the 4th of Jul… https://t.co/GS5m9auDtH,madelynnnn_,False,,549.0,0.0,1.0,0.0
14.0,1.2792138020311204e+18,Sat Jul 04 00:41:51 +0000 2020,Coronavirus 😫 https://t.co/tOdHkzlSu4 I hate,tati_vianna1,False,Rio de Janeiro Brasil,636.0,0.0,0.0,1.0
15.0,1.2792034798154424e+18,Sat Jul 04 00:00:50 +0000 2020,RT @CNN: A surprising new study found that the controversial antimalarial drug hydroxychloroquine helped Covid-19 patients better survive i… A surprising new study found that the controversial antimalarial drug hydroxychloroquine helped Covid-19 patients b… https://t.co/SOPYBA3Iae,brunodedireita,False,São Paulo Brasil,6048.0,0.0,1.0,0.0
16.0,1.2792163168099123e+18,Sat Jul 04 00:51:51 +0000 2020,RT @glittersnot: If Gaga and Beyoncé had performed Telephone live together even just a single time I know coronavirus would not exist right… If Gaga and Beyoncé had performed Telephone live together even just a single time I know coronavirus would not exist right now,MyrkaFox_,False,,2771.0,0.0,1.0,0.0
17.0,1.2792063576658125e+18,Sat Jul 04 00:12:16 +0000 2020,RT @adamhousley: Well well whatta ya know. China didn’t report the virus to the WHO. That also means the WHO hasn’t told the truth also. Sh… Well well whatta ya know. China didn’t report the virus to the WHO. That also means the WHO hasn’t told the truth also. Shocking.,WTPAREPISSED17,False,Jersey ,1158.0,0.0,1.0,0.0
18.0,1.279212160179028e+18,Sat Jul 04 00:35:20 +0000 2020,RT @kikibobbi: And who politicized masks  Marco? Who was the first one to say they weren’t necessary &amp; pressured his cabinet not to wear th… And who politicized masks  Marco? Who was the first one to say they weren’t necessary &amp; pressured his cabinet not t… https://t.co/7fqpHBRJ1F,belle_levesque,False,,1940.0,0.0,1.0,0.0
19.0,1.2792128474620477e+18,Sat Jul 04 00:38:04 +0000 2020,RT @DaniOliver: I am not unique. Support groups have sprung up all over the internet because medical science doesn’t know what to do with t… I am not unique. Support groups have sprung up all over the internet because medical science doesn’t know what to d… https://t.co/0NjcpRwwxS,Josysegafan,False,Sitri's Room,385.0,0.0,1.0,0.0
20.0,1.2792118416090644e+18,Sat Jul 04 00:34:04 +0000 2020,Mercari! Digital Thermometer https://t.co/3gmTJ2fodi #Mercari #Amazon #eBay #eCrater #Digital #Thermometer… https://t.co/jan8lhmUcm,ACommGlobal,False,United States,4.0,0.0,0.0,0.0
22.0,1.279207167418151e+18,Sat Jul 04 00:15:29 +0000 2020,RT @AstroKatie: If  like me  you’re isolating as much as possible  wearing a mask  taking no risks: no need to read this thread; it’ll only… If  like me  you’re isolating as much as possible  wearing a mask  taking no risks: no need to read this thread; it… https://t.co/OcZXI9OPyC,andrewtsanborn,False,,107.0,0.0,1.0,0.0
23.0,1.2792142740874732e+18,Sat Jul 04 00:43:44 +0000 2020,RT @SenKamalaHarris: A dangerous ruling by the Supreme Court that will force thousands of Alabamians to vote in-person during a pandemic an… A dangerous ruling by the Supreme Court that will force thousands of Alabamians to vote in-person during a pandemic… https://t.co/zuimEp1RQa,zoinksyow6,False,Connecticut USA,178.0,0.0,1.0,0.0
26.0,1.2792080152757412e+18,Sat Jul 04 00:18:52 +0000 2020,RT @waltshaub: Tonight: A stupid man says stupid things to stupid people as they infect one another by stupidly ignoring the most basic pre… Tonight: A stupid man says stupid things to stupid people as they infect one another by stupidly ignoring the most… https://t.co/1gmw5l8OpJ,dlipp3,False,,124.0,0.0,1.0,0.0
28.0,1.2792180486588375e+18,Sat Jul 04 00:58:44 +0000 2020,RT @MaggieJordanACN: Trump’s new message on coronavirus: “The virus is with us  but we need to live with it”... unless  of course  you die… Trump’s new message on coronavirus: “The virus is with us  but we need to live with it”... unless  of course  you d… https://t.co/h97V9mJHfJ,Kyiakhalid,False,Oakland CA 94619,357.0,0.0,1.0,0.0
29.0,1.2792159840588513e+18,Sat Jul 04 00:50:31 +0000 2020,RT @RichardGrenell: So fewer people died because they took the drug @realDonaldTrump suggested....  Thank you  POTUS for doing the right th… So fewer people died because they took the drug @realDonaldTrump suggested....  Thank you  POTUS for doing the righ… https://t.co/sKcri31VCh,moscowyondo,False,,932.0,0.0,1.0,0.0
30.0,1.279205218589315e+18,Sat Jul 04 00:07:45 +0000 2020,RT @TheLeadCNN: CA doctor: if current COVID-19 case pace doesn't slow down  we are going to be in trouble. @BradSpellberg discusses https:/… CA doctor: if current COVID-19 case pace doesn't slow down  we are going to be in trouble. @BradSpellberg discusses https://t.co/8ioMRndQzv,shellbelle2212,False,,111.0,0.0,1.0,0.0
31.0,1.2792051448408064e+18,Sat Jul 04 00:07:27 +0000 2020,RT @tedlieu: The @WhiteHouse has not denied that Trump’s Feb 27 PDB contained info that Russia paid people to kill US troops. @realDonaldTr… The @WhiteHouse has not denied that Trump’s Feb 27 PDB contained info that Russia paid people to kill US troops.… https://t.co/IHQFXhJe27,50smag,False,,334.0,0.0,1.0,0.0
32.0,1.2792169034337362e+18,Sat Jul 04 00:54:11 +0000 2020,@BenRothenberg Ummm...look what happened with precautions https://t.co/8JUGtK8W0L Sources: Blues cancel practices due to ‘multiple’ COVID-19 positive tests https://t.co/fstyhGN1CA #stlblues,AnaV07388001,False,,212.0,0.0,0.0,1.0
34.0,1.279217381168935e+18,Sat Jul 04 00:56:05 +0000 2020,Distribution of IEC materials regarding the safety tips against VAWC  ill effects of drugs and terrorism  and preca… https://t.co/nEvuTHAr7t,zambopsnoppo,False,Zamboanguita Negros Oriental,509.0,0.0,0.0,0.0
35.0,1.2792070583746437e+18,Sat Jul 04 00:15:03 +0000 2020,the CDC is a vaccine company....Robert Kennedy Jr exposes a coverage up of a cause of Autism and other vaccine caus… https://t.co/ZDmf3n0UDp,mrcleansedotcom,False,SALT LAKE CITY UTAH,10522.0,0.0,0.0,0.0
38.0,1.2792122759839416e+18,Sat Jul 04 00:35:47 +0000 2020,So many jokes. So few characters. https://t.co/kymBbC4T8C Mexico closes border in Arizona as coronavirus cases in both countries surge https://t.co/KPOH3CWhkk https://t.co/pHRJ7RkRxT,ShibilSiddiqi,False,Toronto,556.0,0.0,0.0,1.0
39.0,1.27921091219336e+18,Sat Jul 04 00:30:22 +0000 2020,RT @SteveDeaceShow: Fauci lied about masks. The WHO lied about China notification of the virus. Our media lies everyday for going on four m… Fauci lied about masks. The WHO lied about China notification of the virus. Our media lies everyday for going on fo… https://t.co/Ck7wzTfgeV,InaudibleNoise,False,,2902.0,0.0,1.0,0.0
40.0,1.2792066940446966e+18,Sat Jul 04 00:13:37 +0000 2020,RT @DrEricDing: How the 1918 pandemic was conquered without a vaccine. https://t.co/Er7Zfh9p5X How the 1918 pandemic was conquered without a vaccine. https://t.co/Er7Zfh9p5X,Rochambeau_1781,False,,129.0,0.0,1.0,0.0
41.0,1.2792090592924508e+18,Sat Jul 04 00:23:00 +0000 2020,RT @DaniOliver: Hey  so  I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory  cardiovascular &amp; neurological sym… Hey  so  I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory  cardiovascular &amp; neurolog… https://t.co/an0oibF66m,Argnoth,False,Boston MA,248.0,0.0,1.0,0.0
42.0,1.2792107121041326e+18,Sat Jul 04 00:29:35 +0000 2020,RT @ZinnEdProject: "Trump has no right to go on Sioux nation lands to Mt Rushmore. He should instead ensure First Nation indigenous people… "Trump has no right to go on Sioux nation lands to Mt Rushmore. He should instead ensure First Nation indigenous pe… https://t.co/mtAlBLujAE,YPolitick,False,,210.0,0.0,1.0,0.0
44.0,1.2792051789488456e+18,Sat Jul 04 00:07:35 +0000 2020,RT @ibraheemclassic: Lockdown in Ilorin. Lockdown in Ilorin. https://t.co/vtkslrBo1h,Moh__bash,False,Nigeria,2848.0,0.0,1.0,0.0
46.0,1.2792134481031578e+18,Sat Jul 04 00:40:27 +0000 2020,RT @kylegriffin1: South Dakota Democratic Party Chair on CNN: "Our governor talks a lot about personal responsibility ... but it's larger t… South Dakota Democratic Party Chair on CNN: "Our governor talks a lot about personal responsibility ... but it's la… https://t.co/41B5X4MCg0,barney1776,False,Occupied North America,3335.0,0.0,1.0,0.0
47.0,1.2792112021203108e+18,Sat Jul 04 00:31:31 +0000 2020,RT @CaslerNoel: If you’re too stupid to wear a mask  you’re definitely too stupid to own a gun. If you’re too stupid to wear a mask  you’re definitely too stupid to own a gun.,LeakHisTaxes,False,,221.0,0.0,1.0,0.0
48.0,1.2792178000375194e+18,Sat Jul 04 00:57:44 +0000 2020,RT @codeofvets: MISSION ACCOMPLISHED🇺🇸🎇 https://t.co/XYlk9ataTA MISSION ACCOMPLISHED🇺🇸🎇 https://t.co/R7O3qLqOqM https://t.co/XYlk9ataTA,DawnGeisler1,False,The Troll Capital Of The World,332.0,0.0,1.0,0.0
49.0,1.2792164161688207e+18,Sat Jul 04 00:52:14 +0000 2020,RT @mcspocky: Mexico closes border in Arizona as coronavirus cases in both countries surge  I wonder what Donald thinks of that? Is that pa… Mexico closes border in Arizona as coronavirus cases in both countries surge  I wonder what Donald thinks of that?… https://t.co/3sWswht8LC,chirpydove,False,chirping in a tree near you,1484.0,0.0,1.0,0.0
50.0,1.2792115052972605e+18,Sat Jul 04 00:32:44 +0000 2020,RT @Shenanigans_luv: “iF yOu dOn’T LiKe iT mOve To aNoTheR cOuNtRy” we literally can’t because you won’t wear a mask “iF yOu dOn’T LiKe iT mOve To aNoTheR cOuNtRy” we literally can’t because you won’t wear a mask,isavannahturner,False,Dacula GA,616.0,0.0,1.0,0.0
