1.0,dread,god,bless,lounge
159.0,want,food,want,buy,want,pay,rent,want,cat,want
161.0,pang,paolo,benjamin,health,secretary,resign,apparent
163.0,covid,life
166.0,right,dramatic,think,cracking
168.0,getting,phone,stressful,best,times,service,provide
170.0,scathing,ice,cool,appraisal,government,management,covid,obvious,scathing,ice,cool,appraisal,government,management,covid,obvious
172.0,church,china,church,sing,lord,outside,watch,church,china,church,sing,lord,outside,watch
173.0,save,people,inhuman,exposed,covid,save,people,inhuman,exposed,covid
174.0,wearing,face,mandatory,wave,science,clear,wearing,face,mandatory,wave,science,clear
178.0,corona,virus,big,global,scam,shutdown,borrow,money,corona,virus,big,global,scam,shutdown,borrow,money
181.0,led,economic,recovery,create,times,fossil,fuel,led,recovery,led,economic,recovery,create,times,fossil,fuel,led,recovery
182.0,people,amid,people,amid
184.0,stop,people,absence,antibody,testing,metric,worth,considering,million,stop,people,absence,antibody,testing,metric,worth,considering
186.0,convenient,worried,covid,protest,convenient,worried,covid,protest
187.0,saw,mum,dad,yesterday,tarpaulin,kept,tipping,soaking
191.0,thanks,captain,obvious,provide,perfect,recipe,new,sur
192.0,blame,covid,instead,like,blame,covid,instead,like
193.0,fed,seeing,people,saying,cos,protest,mean,exactly
194.0,business,kiss,handshake,physical,outlast,pandemic,kiss,handshake,physical,outlast,pandemic
195.0,receive,antibody,drug,specifically,treat,covid,receive,antibody,drug,specifically,treat,covid
196.0,distract,corona,crime,shanghai
200.0,weird,seen,employee,gleefully,tweet,death,toll,little,week,weird,seen,employee,gleefully,tweet,death,toll,little,week
201.0,save,people,inhuman,exposed,covid,save,people,inhuman,exposed,covid
202.0,according,actor,selfless,work,naming,praising,political,party,according,actor,selfless,work,naming,praising,political
204.0,theory,pandemic,messin
206.0,bhandari,hand,account,covid,management,bhandari,hand,account,covid,management
207.0,majority,received,non,majority,received
208.0,sir,look,situation,covid,act,like,governor,act,sir,look,situation,covid,act,like,governor,don
210.0,breaking,covid,rising,covid,warrior,treatment,kin,sent,breaking,covid,rising,covid,warrior,treatment,kin
211.0,people,originally,longer,bother,saw
212.0,struggling,understand,logic,economy,rushing,lift,people,struggling,understand,logic,economy,rushing,lift,people
213.0,rig
214.0,set,rebuild,easing,set,rebuild,easing
215.0,china
216.0,bleach,applied,skin,survey,bleach,applied,skin,survey
219.0,presume,going,help,outbreak,care,presume,going,help,outbreak,car
220.0,news,went,far,late,leaving,far,early,paying,news,went,far,late,leaving,far,early
221.0,trump,swab,production,line,mask,manufacturer,trump,swab,production,line,mask,manufacturer
223.0,aware,global,pandemic,world,uncountable,aware,global,pandemic,world,uncountable
225.0,erecting,blaming,china,good,wake,pandemic
226.0,shaped,recovery,closer,look,work,shaped,recovery,closer,look,work
227.0,want,hear,damn,thing,social,destruction,people,want,hear,damn,thing,social,destruction
228.0,corona
229.0,court,bail,pregnant,woman,jail,tested,positive,court,bail,pregnant,woman,jail,tested,posit
230.0,people,menstruate,sure,word,people,help
232.0,man,works,government,fired,education,vast,majority,press,man,works,government,fired,education,vast,majority,press
233.0,pretty,sure,police,pretty,sure,police
234.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
235.0,surge,party,security,sparked,young,people,hanging,loose,spiral,surge,party,security,sparked,young,people,hanging,loose
237.0,burn,close,encourage,people,kneel,bully,burn,close,encourage,people,kneel,bully
238.0,provide,perfect,recipe,new,provide,perfect,recipe,new
239.0,time,heading,daily,exercise,remember,seek,medical,time,heading,daily,exercise,remember,seek
241.0,economic,covid,economic,covid
243.0,black,matter,summer,officially,officially,black,matter,summer,officially,officially
245.0,court,sop,social,peaceful,comes,court,sop,social,peaceful
246.0,god,forbid,second,spike,government,provide,clarity,leadership,god,forbid,second,spike,government,provide,clarity,leadership
247.0,blame,covid,instead,like,blame,covid,instead,like
249.0,size,permanent,underclass,fed,pioneer,size,permanent,underclass,fed
250.0,confused,introduce,alert,level,system,follow,admit,confused,introduce,alert,level,system,follow,admit
253.0,know,reckless,reckless,visiting,round,parliament,know,reckless,reckless,visiting,round,parliament
254.0,decided,virus,pandemic,haircut,leg,day,gym,thanks
256.0,consultant,need,pain,suffering,unnecessary,loss,consultant,need,pain,suffering,unnecessary
257.0,share,help,warren,find,home,year,old,like,stay,share,help,warren,find,home,year,old,like
259.0,health,infrastructure,tackle,corona,crisis,moment,health,infrastructure,tackle,corona,crisis,moment
260.0,communist,china,continue,rant,human,china,communist,china,continue,rant,human,china
261.0,covid,update,june,today,biggest,growth,country,big,differ,covid,update,june,today,biggest,growth,country
262.0,unlock,supply,disruption,rent,waiver,reduced,limit,unlock,supply,disruption,rent,waiver,reduced
263.0,tear,clothes,come,bowl,tear,clothes,come,bowl
264.0,provide,kin,die,air,subsidiary
265.0,thinking,visit,raja,corona
266.0,actually,remember,space,people,address,extreme,weather,pandemic,disease,actually,remember,space,people,address,extreme,weather,pandemic,disease
267.0,like,shut,old,hag,use,notoriety
268.0,supporting,fight,novel,dial
269.0,story,far,covid,earthquake,locust,plague,gas,brother,story,far,covid,earthquake,locust,plague,gas
272.0,need,right,sort,evening,wet,day,project
273.0,office,closed,corona,crisis,restlessly,working,office,closed,corona,crisis,restlessly,working
274.0,covid,peak,come,covid,peak,come
275.0,different,ways,help,great,week,usually,busy,instructor,time
276.0,social,enterprise,bring,world,waive,charge,social,enterprise,bring,world,waive,char
277.0,dog,found,morning,collar,dog,found,morning,collar
278.0,according,actor,selfless,work,naming,praising,political,party,according,actor,selfless,work,naming,praising,political
279.0,successful,businesswoman,main,reference,successful,businesswoman,main,reference
281.0,sure,blame,government,lock
284.0,saved,advised,people,boost,immune,system
285.0,health,continue,theirs,counter,spread,total,million,covid,health,continue,theirs,counter,spread,total,mil
287.0,interesting,people,covid,exist,dangerous,interesting,people,covid,exist,dangerous
288.0,list,native,legislative
289.0,covid,gone,away,wear,mask
290.0,death,toll,number,day,continue,fall
291.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
293.0,need,strategy,senior,fear,plan,second,wave,need,strategy,senior,fear,plan,second,wave
294.0,yes,terrific,thanks,posting,read,thing,today,covid,governmental,pandemic,response,observer,editorial
298.0,thread,especially,personal,differ,support,deeply,worried
299.0,inspired,true,world,new,book,housebound,chi,inspired,true,world,new,book
300.0,fir,violation,owner,manager,resort,district,congress,fir,violation,owner,manager,resort,district
302.0,entire,world,preoccupied,fighting,covid,pandemic,busy,entire,world,preoccupied,fighting,covid,pandemic,busy
304.0,college,great,pandemic
305.0,striven,provide,complete,accounting,pandemic,feel,job,striven,provide,complete,accounting,pandemic,feel
307.0,covid,brought,morning,groove,covid,brought,morning,groove
308.0,likely,drop,scenario,virus,spread
310.0,genuinely,feel,like,syndrome,like,work,normal,life,genuinely,feel,like,syndrome,like,work,normal,life
311.0,solidarity,use,pandemic,push,permanent,pay,solidarity,use,pandemic,push
314.0,largely,classified,south,largely,classified,sou
316.0,protect,family,tested,positive,share,protect,family,tested,positive,share
318.0,add,new,line,emma,new,york,times
319.0,seriously,injured,police,white,far,seriously,injured,police,white,far
320.0,let,speed,real,quick,south,highest,tested,continent,let,speed,real,quick,south,highest,tested,continent
322.0,undoubtedly,lead,pity,undoubtedly,lead,pity
324.0,covid,killing,people,globally,beating,killing,arresting,simply,black,covid,killing,people,globally,beating,killing,arresting,simply
328.0,business,group,reopen,green,zone,business,business
329.0,reopen,tanning,health,population,sign
330.0,advice,government,focus,saving,people,great,parliament,open,despite,covid,hope,pass,quickly
332.0,close
334.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
335.0,dear,sir,corona,body,gulf,people,rectified,civil,aviation,sector,stood,like,rock,add,strength
336.0,salute,host,morning,post,number,covid,clarify,salute,host,morning,post,number,covid,clarify
339.0,god,forbid,second,spike,government,provide,clarity,leadership,god,forbid,second,spike,government,provide,clarity,leadership
341.0,data,look,horrific,considering,death,count,pretty,simple,different
344.0,openly,breaking,openly,breaking
345.0,god,forbid,second,spike,government,provide,clarity,leadership
349.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
350.0,bad,news,saying,fear,covid,justification,fraud,mail,voting,primary,bad,news,saying,fear,covid,justification,fraud,mail,voting
351.0,sage,member,professor,going,cost,sage,member,professor,going,cost
352.0,pushing,implementation,national,identification,system,streamline,pushing,implementation,national,identification,system
353.0,ben,experienced,anxiety,amid
354.0,lot,people,think,news,blanked,good,list,lot,people,think,news,blanked,good,list
356.0,corona,safeguard,fight,bravely,pandemic,corona,safeguard,fight,bravely,pandemic
357.0,think,press,follow,social,think,press,follow,social
358.0,people,catch,corona,virus,people,smoke,seen,kind,madness,life,people,catch,corona,virus,people,smoke,seen,kind,madness,life
360.0,clear,new,covid,day,days,add,clear,new,covid,day,days
362.0,commercial,twitter,covid,miss,getting,sexually,racial,public,commercial,twitter,covid,miss,getting,sexually,racial,public
363.0,pick,choice,home,contact,contact
364.0,god,forbid,second,spike,government,provide,clarity,leadership,god,forbid,second,spike,government,provide,clarity,leadership
365.0,gave,austerity,perpetuate,austerity,austerity,plus,faster,stop,blaming,austerity,austerity,theme
366.0,safe,crazy,talk,pollution
367.0,logic,corona,management
368.0,thank,goodness,mother,forcing,covid,thank,goodness,mother,forcing,covid
369.0,huge,mistake,think,social,mandatory,mask,wearing,covid,public,health,huge,mistake,think,social,mandatory,mask,wearing,covid,public,health
372.0,covid,confirmation,suspected,came,positive,covid,confirmation,suspected,came,positive
373.0,future,nation,like,prepared,like,risk,student,future,nation,like,prepared,like,risk,stud
376.0,extend,transition,covid,extend,transition,covid
377.0,boss,received,project,document,boss,received,project,document
379.0,supplementary,information,supplementary,information
381.0,bad,march,work
384.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
385.0,sorry,inform,reporter,myasthenia,paralyses,sorry,inform,reporter,myasthenia,paralyses
386.0,opinion,humane,constantly,view,opinion,humane,constantly,point
391.0,copper,great,free,free,electron,atom,corona,stays,copper,great,free,free,electron,atom,corona,stays
392.0,directly,related,decision,come,personally,meeting,summer,covid,directly,related,decision,come,personally,meeting,summer
394.0,fiction,real,life,president,fiction,real,life,president
396.0,people,expect,superhuman,wages,people,expect,superhuman,wages
397.0,new,article,coagulation,covid,cell,bedside
398.0,continuously,demanding,fee,waiver,promotion,year,avoid,related,trouble,continuously,demanding,fee,waiver,promotion,year,avoid
399.0,day,excuse,times,sturgeon,away,utter,incompetence,day,excuse,times,sturgeon,away,utter,incompetence
402.0,press,release,june,press,release,june
403.0,deadly,alliance,dangerous,significant
405.0,column,getting,growth,difficult,column,getting,growth,difficult
406.0,save,people,inhuman,exposed,covid,save,people,inhuman,exposed,covid
408.0,boom,biggest,increase,million,economy,recover,boom,biggest,increase,million,economy,recover
412.0,going,old,lonely,isolating,covid,write,good,deed,going,old,lonely,isolating,covid,write,good,deed
414.0,black,man,stopped,guard,pass,walk,ask,black,man,stopped,guard,pass,walk
416.0,global,pandemic
417.0,covid,suffering,vitamin,deficiency,times,higher,death,rate
419.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
420.0,mean,brag,mean,brag
421.0,middle,global,pandemic,black,matter,uprising,decided,attack,middle,global,pandemic,black,matter,uprising,decided
422.0,government,year,old,government,year,old
424.0,win,bundle,great,boredom,win,bundle,great,boredom,bust
425.0,naturally,lost,dealt,isolation,naturally,lost,dealt,isolation
428.0,according,propaganda,catch,virus,rioting,like,trump,legal,soon
429.0,opinion,like,child,telling,sorry,opinion,like,child,telling,sorry
430.0,covid,trump,covid,testing,covid,trump,covid,testing
432.0,premium,like,reading,finding,premium,like,reading,finding
433.0,unprecedented,state,unprecedented,state
434.0,known,people,morning,brief,illness,suspected,related,threat,real,known,people,morning,brief,illness,suspected,related,threat
435.0,slash,social
437.0,corona,increasing,day,day,instead,taking,care,making,corona,increasing,day,day,instead,taking,care,making
438.0,legal,covid,soon,dragged,court,real,legal,covid,soon,dragged,court
442.0,time,matter,time,matter
443.0,sad,news,running,pandemic,aku,nak,complete,set,sad,news,running,pandemic,aku,nak,complete,set
445.0,new,scheme,end,reliance,china,new,scheme,end,reliance,china
446.0,days,booked,join,summit,june,free,days,booked,join,summit,june,free
449.0,latest,government,extended,island,migrant,june,latest,government,extended,island,migrant,june
450.0,suddenly,fan,sob,story,argue,protest
451.0,successful,businesswoman,main,reference,successful,businesswoman,main,reference
454.0,tomorrow,control,government
455.0,world,global,village
456.0,gal,sanger,tried,snuff,black,population,gal,sanger,tried,snuff,black,population
459.0,situation,bad,national,attention,getting,situation,bad,national,attention,getting
461.0,sir,fall,prey,fake,news,refer,link,team,sealed,received,forward,news
462.0,need,luck,fore,covid,fight,medical,association,tried,health
463.0,trump,swab,production,line,mask,manufacturer,trump,swab,production,line,mask,manufacturer
464.0,data,tested
465.0,motor,set,launch,latest,sports,program,cup
466.0,believe,high,death,toll,action,political,believe,high,death,toll,action,political,hot,potato
467.0,thing,improve,guy,strengthen,use,level,carpentry,project,man,grandson,garden
468.0,turned,blind,eye,plight,people,washed,crisis,turned,blind,eye,plight,people,washed,crisis
469.0,sure,enter,home,corona,sure,enter,home,corona
470.0,savvy,consider,sure,huge,especially,aged,people,savvy,consider,sure,huge,especially,aged
472.0,read,thing,today,covid,governmental,pandemic,response,observer,editorial,read,thing,today,covid,governmental,pandemic,response,observer,editorial
473.0,right,good,right,enjoy,better,life,right,good,right,enjoy,better,life
474.0,demanding,payment,tough,covid,period,especially,self,demanding,payment,tough,covid,period,especially
476.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
477.0,learn,lesson,came,teach,inequality,education
479.0,free,essential,number,ward,people,free,essential,number,ward,people
480.0,urgent,plasma,covid,patient,blood,group,contact,urgent,plasma,covid,patient,blood,group,contact
483.0,punto,people,menstruate,sure,word,people,help
485.0,wish,social,trip,trying,wish,social,trip
486.0,corona,thing,corona,thing
489.0,wake,sir,people,dying,crying,lying,wake,sir,people,dying,crying,lying
490.0,trump,believe,trump,past,good,reason
491.0,testimony,time,reach,chairman,corona,god,cure,church
492.0,people,trial,people,trial
493.0,case,covid,case,covid
494.0,thing,obviously,unable
496.0,lost,prime,chief,adviser,broke,devise,lied,lost,prime,chief,adviser,broke,devise,lied
498.0,yoga,fit,combat,stress,covid,pandemic,orthodox,church,yoga,fit,combat,stress,covid,pandemic,orthodox,church
501.0,nay,mahatma,june
504.0,late,beginning,permanently,county,late,beginning,permanently
506.0,read,thread,lie,reduced,wide,alert,level,advice,joint
510.0,beg,differ,covid
511.0,dead,pandemic,millions,unemployed,dead,pandemic,millions
512.0,love,seeing,love,seeing
518.0,shiv,attack,people,man,shiv,attack,people,man
519.0,got,pregnant,old,old,son,old,daughter
520.0,country,number,break,everyday,easing,rationale,country,number,break,everyday,easing
521.0,gone,think,cost,lot,unfortunately,sage,member,gone,think,cost,lot,unfortunately,sage,member
522.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
523.0,singh,working,day,night,fiber,restoration,singh,working,day,night,fiber,restoration
524.0,wonder,long,poor,actually,live,arson,covid,wonder,long,poor,actually,live,arson,covid
525.0,media,answer,media,answer
526.0,latest,post,looking,damn,caption,social,football,ground,mean,latest,post,looking,damn,caption,social,football,ground
527.0,global,world,economy,pandemic,global,world,economy,pandemic
531.0,deliverance,lunch,rush,new,yorker,hungry,deliverance,lunch,rush,new,yorker,hungry
534.0,new,police,drawing,contact,tracing,trust,national,system,new,police,drawing,contact,tracing,trust,national
536.0,quarantine,bae,covid,refuse,protest
537.0,new,investigation,trump,covid,new,investigation,trump,covid
539.0,said,war,corona,won,days,successive,said,war,corona,won,days
540.0,totally,sold,read,news,watch,video,listen,totally,sold,read,news,watch,video,listen
541.0,government,request,conduct,crucial,pandemic,situation,cancel,cap,government,request,conduct,crucial,pandemic,situation,cancel
543.0,interestingly,going,book,generally,interestingly,going,book,generall
544.0,second,wave,covid,wary,media,black,second,wave,covid,wary,media,black
545.0,sage,epidemiologist,professor,science,advice,immediately,sage,epidemiologist,professor,science,advice,immediately
547.0,mass,promotion,state,matter,government,mass,promotion,state,matter,government
548.0,sage,member,professor,going,cost,sage,member,professor,going,cost
553.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
554.0,like,like
557.0,saw,comment,literal,translation,ask,return,school,afraid,saw,comment,literal,translation,ask,return,school
562.0,omission,air,pollution,report,covid,race,astonishing
564.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
565.0,blame,covid,instead,like,blame,covid,instead,like
566.0,seriously,injured,police,white,far,seriously,injured,police,white,far
568.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
570.0,actively,people,inspired,place,legacy,secure,actively,people,inspired,place,legacy,secure
571.0,rick,tweet,extension,transition,petition,way
574.0,country,rising,rapidly,country,rising,rapidly
575.0,left,thriving,economy,comprehensive,pandemic,response,plan,nuclear,deal,left,thriving,economy,comprehensive,pandemic,response,plan,nuclear
577.0,deeply,missing,gym,like,mike,said,small
578.0,god,forbid,second,spike,government,provide,clarity,leadership,god,forbid,second,spike,government,provide,clarity,leadership
583.0,happening,hope,prepared,rise,blamed
584.0,fiction,real,life,president,fiction,real,life,president
586.0,place,people,tested,positive,covid,people,place,people,tested,positive,covid,people
589.0,government,protect,second,wave,second,government,protect,second,wave,second
590.0,anybody,social
591.0,pandemic,face,mask,attend
593.0,reminder,keen,receive,feedback,direct,specific,concern,reminder,keen,receive,feedback,direct,specific
594.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
595.0,approve,verdict,effort,spectacularly,mid,mar
596.0,undoubtedly,lead,pity,undoubtedly,lead,pity
597.0,stay,home,stay,safe,use,digital,pay,recurring,loan,stay,home,stay,safe,use,digital,pay,recurring,loan
601.0,media,going,use,growing,covid,vilify,masked,outdoor,necessary,life,saving,media,going,use,growing,covid,vilify,masked,outdoor,necessary,life,saving
603.0,news,wise,spoke,best,way,raise,awareness,covid,panel,news,wise,spoke,best,way,raise,awareness,covid,panel
605.0,strange,living,unprecedented,global,pandemic,inept,federal,government,extreme,strange,living,unprecedented,global,pandemic,inept,federal,government
606.0,supposed,beginning,year,supposedly,covid,push
607.0,classes,non,functional,network,accessible,classes,non,functional,network,accessible
608.0,run,gay,boss,absolutely,right,job,dick,run,gay,boss,absolutely,right,job,dick,sad
610.0,applied,biology,know,way,sabotage,making,vaccine,applied,biology,know,way,sabotage,making,vaccine
611.0,trump,narrative,disrespectful,trump,narrative,disrespectful
612.0,seen,right,health,think,rioting,cause,covid,transmission,protest,seen,right,health,think,rioting,cause,covid,transmission
615.0,body,sterilization,booth,hong,international,airport,booth,coated,body,sterilization,booth,hong,international,airport,booth
617.0,sigh,represent,true,position,labour,support,condemn,relaxation
621.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
622.0,omission,air,pollution,report,covid,race,astonishing,omission,air,pollution,report,covid,race,astonishing
624.0,vehemently,herd,immunity,policy,surfaced,contradict,vehemently,herd,immunity,policy,surfaced,contradict
625.0,video,dilemma,today,hand,taking,video,dilemma,today,hand,taking
626.0,blame,covid,instead,like,blame,covid,instead,like
628.0,total,far
629.0,government,inability,covid,situation,government,inability,covid,situation
630.0,lately,epidemic,white,lately,epidemic,white
631.0,covid,confirmation,thirty,suspected,came,positive,covid,confirmation,thirty,suspected,came,positive
633.0,sure,huge,guess,voting,person,problem
635.0,best,way,continue,active,citizen,let,know,best,way,continue,active,citizen,let
636.0,woman,guardian,observer,police,officer,critically,injured,woman,guardian,observer,police,officer,critically,injured
637.0,action,violation,lock,assistant,commissioner,phase,got
638.0,sage,epidemiologist,professor,science,advice,immediately,sage,epidemiologist,professor,science,advice,immediately
639.0,quarantine,late,covid,globe,going,tha,quarantine,late,covid,globe,going
640.0,tear,gas,way,dangerous,police,let,especially,pandemic
642.0,stated,unlawful,ask,encouraging,attend
643.0,sad,news,running,pandemic,aku,nak,complete,set,sad,news,running,pandemic,aku,nak,complete,set
644.0,undoubtedly,lead,pity,undoubtedly,lead,pity
645.0,independent,shadow,covid,forced,send,private,ration,care,shadow,covid,forced,send,private,ration,care
648.0,kindly,genuine,order,loan,time,country,suffering,disaster
650.0,small,family,run,pest,control,company,net,assets,handed,contract,worth,small,family,run,pest,control,company,net,assets,handed
652.0,believe,city,went,way,ready,everybody,believe,city,went,way,ready,everybody
655.0,save,people,inhuman,exposed,covid,save,people,inhuman,exposed,covid
656.0,know,fighting,covid
657.0,suicide,prevention,team,leader
658.0,couple,people,probably,start,die,alarming,hope,couple,people,probably,start,die,alarming,hope
659.0,rose,ill,consuming,rose,ill,consuming
661.0,today,tested,covid,conduct,today,tested,covid,cond
663.0,party,group,cycling,labour,appealing,tory,minister,manche,party,group,cycling,labour,appealing,tory,minister
664.0,according,actor,selfless,work,naming,praising,political,party,according,actor,selfless,work,naming,praising,political
667.0,watching,condition,country,right,spreading,aggressively
668.0,thanks,like,point,moral
670.0,chief,minister,unlock
671.0,denounce,want,attend,mandatory,pro,socialism,denounce,want,attend,mandatory,pro,socialism
672.0,issue,covid,infected,infect,ultimate,issue,covid,infected,infect
673.0,public,situation,known,public,situation,know
674.0,total,covid,cure,total,covid
675.0,debate,south,constellation,analysis
676.0,ludicrously,tribal,days,huge,beach,fine,brin,ludicrously,tribal,days,huge,beach,fine
677.0,scene,fish,market,positive,june,scene,fish,market,positive,june
679.0,covid,business,china,tunnel,listen,apple
680.0,dear,know,social,applied,covid,dear,know,social,applied,covid
681.0,going,second,wave,covid,people,try,blame,happening,going,second,wave,covid,people,try,blame
683.0,times,hard,wealthy,white,woman,mansion,times,hard,wealthy,white,woman,mansion
