0.0,directly,jail,directly,jail
83.0,premiere,backed,premiere,backed
85.0,want,suggest,china,development,traditionally,want,suggest,china,development,traditionally
86.0,secret,recall,disease,secret,recall,disease,start
88.0,breaking,test,people,flu,novel,official,breaking,test,people,flu,novel,official
89.0,attention,focus,warning,common,flu,widespread,attention,focus,warning,common,flu
90.0,police,killing,dogs,spreading,virus
93.0,falling,dead,real,cause,falling,dead,real,cause
94.0,man,board,cruise,ship,tested,positive,wife,man,board,cruise,ship,tested,positive,wife
95.0,spotted,yellow,sea,possibly,heading,china
96.0,white,better
97.0,new,york,city,hit,hard,new,york,city,hit,hard,busine
99.0,yow,man,hope,good,want,admit,interdiction
101.0,china,spreading,truth,china,spreading,truth
104.0,try,obvious,winter,china,summer,try,obvious,winter,china,summer
105.0,second,citizen,journalist,tighten,control,information,second,citizen,journalist,tighten,control,information
106.0,bore,outstandingly,valuable,resource,needs,support,bore,outstandingly,valuable,resource,needs,support
107.0,think,government,people,china,overthrow,government
108.0,friend,pop,bubble,wrap,remember,air,china,friend,pop,bubble,wrap,remember,air,china
109.0,live,surge,china,medical,infected,post,live,surge,china,medical,infected,post
110.0,drug,type,raising,hope,china,japan,times,drug,type,raising,hope,china,japan,times
111.0,deserve,like,china,deserve,like
113.0,quiet,beauty,sleep,key,dark,panda,quiet,beauty,sleep,key,dark,panda
114.0,scientist,leading,fight,absurd,amid,rising,panic,scientist,leading,fight,absurd,amid,rising,panic
115.0,appreciate,people,devoted,time,kind,work,easy,clean,appreciate,people,devoted,time,kind,work,easy,clean,par
116.0,health,report,fifth,case,covid,found,province
118.0,ago,innocent,people,injured,shooter,style,weapon,high,scho,ago,innocent,people,injured,shooter,style,weapon
119.0,expert,likely,gathering,steam
120.0,china,winner,das,book,oil,greed
122.0,ahead,despite
123.0,guy,smart,carry,house,puppy,idea
125.0,trying,develop,vaccine
127.0,maker,vodka,problem,company,cut,annual,profit,growth,outlook,maker,vodka,problem,company,cut,annual,profit,growth
128.0,funny,like,way,people,got,corona,stay,mad,healthy,funny,like,way,people,got,corona,stay,mad,healthy
129.0,image,worth,thousand,image,worth,thousand
130.0,despite,alarm,global,health,security,remains,despite,alarm,global,health,security,remains
131.0,premiere,backed,premiere,backed
132.0,country,single,case,human,human,infection,meaning,protect,public,task,force,felt,collectively
133.0,heart,goes,staff,stoneman,high,school,today,family,heart,goes,staff,stoneman,high,school,today
134.0,people,people
135.0,live,test,people
137.0,deserve,like,china,deserve,like
139.0,facing,harder,line,meddling,facing,harder,line,meddling
140.0,value,accurate,removed,video,armed,police,entering,residential,neighborhood,value,accurate,removed,video,armed,police,entering,residential,neighborhood
141.0,world,spent,defense,year,increase,decade,china,world,spent,defense,year,increase,decade
142.0,article,good,found,lower,latest,week,virology,cover,fatality,rate,initial,reaction
143.0,pathetic,attack,teen,school
145.0,corona,mountain
146.0,federal,government,travel,ban,cost,economy,federal,government,travel,ban,cost,economy
147.0,fully,understand,frustration,lawyer,wronged,client,impatient,justice,system,fully,understand,frustration,lawyer,wronged,client,impatient,justice
151.0,funny,like,way,people,got,corona,stay,mad,healthy,funny,like,way,people,got,corona,stay,mad,healthy
154.0,china,closed
155.0,fort,preliminary,china,building
157.0,second,citizen,journalist,tighten,control,information,second,citizen,journalist,tighten,control,information
159.0,said,tweet,number,rise,japan,pass
160.0,like,afraid,win
162.0,plague,china,virus
164.0,cut,politics,deadly,epidemic,cut,politics,deadly,epidemic
165.0,china
168.0,minister,health,corona,virus,capacity,handle,corona,virus,maximum,precaution,nee,minister,health,corona,virus,capacity,handle,corona,virus,maximum,precaution
171.0,prevention,better,cure,anti,prevention,better,cure,anti
172.0,sorry,burst,bubble,china,mess,making
173.0,trump,miraculously,away,president,noted,trump,miraculously,away,president,noted
174.0,corona,virus,coming,city,near
175.0,sense,nutter,corona,virus,caught,mult
176.0,life,health,faculty,staff,letter,life,health,faculty,staff,letter
178.0,set,aside,interesting,question,set,aside,interesting,question
179.0,realize,comes,china,right
180.0,yale,poison,ivy,league,pocket,yale,poison,ivy,league,pocket
181.0,hong,hong
182.0,urgent,corona,virus,prediction,tool,update,covid,virus
183.0,funded,staffed,thanks,trump,widespread,outbreak,funded,staffed,thanks,trump,widespread,outbreak
184.0,trump,strong,leader,dictator,china,today,tomorrow,trump,strong,leader,dictator,china,today,tomorrow
190.0,corona,literally,eat,stuff,fall,ground,long,corona,literally,eat,stuff,fall,ground,long,lim
191.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
192.0,funny,like,way,people,got,corona,stay,mad,healthy,funny,like,way,people,got,corona,stay,mad,healthy
193.0,sick,refuse,sick,refuse
198.0,shanghai,china,saw,new,new,shanghai,china,saw,new,new
199.0,abed,cheering,coastal,gas,link,helping,abed,cheering,coastal,gas,link
202.0,bombshell,naval,university,engineering,comprehensive,military
203.0,patient,conference,people,virus,health,patient,conference,people,virus,health
204.0,curt,family,smoking,gun,evidence,treason,china,curt,family,smoking,gun,evidence,treason,china
205.0,securely,latest,news,today,said,galloping,look,forward,lots,great,fra
206.0,pinche,like,pinche,like
207.0,change,trip,china,instead
209.0,context,declared,global,public,health,emergency,director,clinic,vaccine,research,basically,context,declared,global,public,health,emergency,director,clinic,vaccine,research,basic
211.0,outbreak,outbreak
213.0,clearly,concern,canada,white,compare,clearly,concern,canada,white,compare
214.0,recruit,teenage,work,hour,quarantine,recruit,teenage,work,hour,quarantine
215.0,heart,goes,staff,stoneman,high,school,today,family,heart,goes,staff,stoneman,high,school,today
216.0,love,air,wash
217.0,apparently,virus,china,apparently,virus,china
218.0,intruder,intruder,attack,squadron,flight,phantom,fighter,squadron,intruder,intruder,attack,squadron,flight,phantom,fighter,squadron
219.0,east,china,east,china
220.0,contest,south,china,sea,blanco
221.0,human,china,human,china
222.0,incredible,week,journalist,thought,writing,piece,disservice,public,health,incredible,week,journalist,thought,writing,piece,disservice
223.0,good,send,china,help,people,instead,con
225.0,speak,voracity,report,heading,state,run,loyal,trump,speak,voracity,report,heading,state,run,loyal,trump
228.0,epidemic,threat,global,economy,public,health,supply,chain
229.0,working,living,china,continue,maintain,minimum
230.0,way,going,business,convince,hurry,buy
231.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
232.0,update,believe,tell,heart,update,believe,tell,heart
235.0,federal,government,travel,ban,cost,economy
237.0,protect,wash,soap,water,cover,mouth,sneezing,protect,wash,soap,water,cover,mouth
238.0,tour,outbreak
240.0,thought,public,health,expert,supposed,saying,exact,thing,thought,public,health,expert,supposed,saying,exact,thin
242.0,conference,month,virus,conference,month,virus
243.0,long,stated,times,stated,detestable,remove,long,stated,times,stated,detestable
245.0,deserve,like,china,deserve,like
247.0,best,exchange,day,best,exchange,day
248.0,member,gathering
249.0,million,global,pandemic,million,global,pandemic
250.0,intense,moon,halo,corona,taken,morning,extremely,large,shot,intense,moon,halo,corona,taken,morning,extremely,large,shot,pan
252.0,know,flew,nest,scent,woman,dirty,big
255.0,china
260.0,pneumonia,wise,style
261.0,hospital,founder,knowing,impending
262.0,face,unspeakable,tragedy,stoneman,high,school,turned,grief,face,unspeakable,tragedy,stoneman,high,school,turned
263.0,post,sending,china,post,sending,china
264.0,ignore,possibility,nefarious,behaviour,ignore,coming,ignore,possibility,nefarious,behaviour,ignore,coming
265.0,disembarkation,crew,china,hong,order,disembarkation,crew,china,hong,order
266.0,read,fine,concerned,read,fine,concerned
267.0,epidemic,spread,china,community,transmission,hong,japan,sharply,epidemic,spread,china,community,transmission,hong,japan
268.0,deep,state,china,state,government,deep,state,china,state,government
269.0,spread,china,freedom,health,millions,innocent,spread,china,freedom,health,millions,innocent
270.0,genius,decided,china,stupid,trust,genius,decided,china,stupid,trust
273.0,china,continue,strict,trading,rhino,tiger,official,china,continue,strict,trading,rhino,tiger,official
274.0,year,rat,honest,racism,sentence
275.0,huge,frightening,news,military,stole,birth,social,security,huge,frightening,news,military,stole,birth,social,security
276.0,business,crisis,china,new,stress,financial,system,crisis,china,new,stress,financial,system
280.0,talk,unconventional,meet,fight,save,china
282.0,breaking,epicenter,outbreak,new,new,breaking,epicenter,outbreak,new,new
283.0,question,blatant,theft,intellectual,property,finally,question,blatant,theft,intellectual,property
285.0,incredible,week,journalist,thought,writing,piece,disservice,public,health,incredible,week,journalist,thought,writing,piece,disservice
289.0,hate,nanny,bring,car,away,panda,animal,pet,adorable,china,travel,hate,nanny,bring,car,away,panda,animal,pet,adorable,china
290.0,coverage,long,running,epidemic,hate,coverage,long,running,epidemic,hate
293.0,monopoly,china,active,generic,drug,monopoly,china,active
294.0,testing,smart,use,highly,contagious,situation,help,minimize,transmission,risk,exclusive,people,suspected,covid,tested
297.0,younger,staff,assigned,critical,sick,likely,younger,staff,assigned,critical,sick,like
298.0,forcibly,forcibly,fam
299.0,arrest,man,arrest,man
300.0,premiere,backed,premiere,backed
301.0,moment,loose,artificial,intelligence,biggest,threat,humanity,moment,loose,artificial,intelligence,biggest,threat,humanity
302.0,actual,genius,mark,actual,genius,mark
303.0,nar,latest,health,infected,china,latest,health,infected,china
306.0,trust,coming,china,consistently,scope,trust,coming,china,consistently,scope
308.0,new,away,virus
309.0,breaking,death,raised,new,china,breaking,death,raised,new,china
311.0,seven,duke,range,global,public,health,infectious,disease,global,health,pol
313.0,update,suspected,update,suspected
315.0,pastor,god,sparing,trump,administration,pastor,god,sparing,trump,administration
316.0,weekly,exciting,journey,hear,china,hand,weekly,exciting,journey,hear,china,han
318.0,non,profit,fighting,epidemic,ill,fight,engage
320.0,horrible,human,selling,liquid,allegedly
322.0,moral,story,play,let,lab,sinister,stuff,lots,smoke,seeing,fire
323.0,mean,global,economy,china,mean,global,economy,china
324.0,today,china,closed,quickly,possible,virus,quickly
325.0,given,access,china
326.0,typical,manipulation,presidency
327.0,covered,crazy,china,money,sit,buckle,happy,covered,crazy,china,money,sit,buckle,happy
329.0,case,case
331.0,speaker,bluntly,true,freedom,information,starkly,alarm,speaker,bluntly,true,freedom,information,starkly,alarm
332.0,surfacing,spread,dozen,surfacing,spread,dozen
333.0,love,time,day,ship,staff,diamond,princess,try,lift
334.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
336.0,dear,series,schedule,trip,china,china,dear,series,schedule,trip,china,china
337.0,hearts,oppressed
338.0,story,amazing,work,find,vaccine,working,story,interview
339.0,friend,pop,bubble,wrap,remember,air,china,friend,pop,bubble,wrap,remember,air,china
343.0,thread,thread
346.0,china,steel,demand,property,traffic,approaching,zero,economic,activity,china,steel,demand,property,traffic,approaching,zero,economic
347.0,people,worried,letter,report,people,worried,letter,report
348.0,close,look,said,day,baker
349.0,bring,communist,china,way,brought,communist,russia
350.0,need,better,security,popular,excuse,need,better,security,popular,excuse
352.0,people,privacy,young,man,took,video,report,epidemic,situation,nearly
354.0,addition,new,number,people,critical,condition,province,risen,addition,new,number,people,critical,condition,province,risen
355.0,china,zombie,apocalypse,black,entering,china
356.0,bill,impact,dramatic
357.0,china,primary,election,china,primary,election
358.0,dear,pro,chance,step,disprove,anti,vaccine,volunteer,fast,tra,dear,pro,chance,step,disprove,anti,vaccine,volunteer,fast
359.0,china,japan,south,china,japan,south
362.0,good,told,tweet,week,good,told,tweet,week
364.0,russia,broken,order,escape,quarantine
365.0,china,japan,south,china,japan,south
368.0,business,offensive,told,mockingbird,media
370.0,novel,roll,related,novel
371.0,imagine,like,medical,worker,right,ready,intensive,care,doctor,hospital,collapse
372.0,commentator,burned,everyday,million,observation,commentator,burned,everyday,million,observation
373.0,regional,holding,hot,dry,better,specialty,dish,regional,holding,hot,dry,better,specialty,dish
374.0,funny,like,way,people,got,corona,stay,mad,healthy,funny,like,way,people,got,corona,stay,mad,healthy
375.0,set,wake,spike,china
376.0,driver,reading,headline,driver,reading,headline
377.0,breaking,epicenter,outbreak,new,new,breaking,epicenter,outbreak,new,new
379.0,panic,assume,flu,panic,assume,flu
381.0,time,break,free,dependence,china,drug,time,break,free,dependence,china,drug
382.0,monumental,loss,interwar,period,standard,project,monumental,loss,interwar,period,standard,project
385.0,long,test,ship
386.0,work,tennis,shoe,factory,china,rest
387.0,colloidal,silver,kill,boost,immune,system,actually,colloidal,silver,kill,boost,immune,system,actually
388.0,case,health
391.0,stage,set,killing,rabbit,hole,deep,stage,set,killing,rabbit,hole,deep
392.0,woman,quarantine,hospital,ward,short,lock,russia
394.0,second,citizen,journalist,tighten,control,information,second,citizen,journalist,tighten,control,information
395.0,posted,dad,posting,posted,dad
397.0,latest,channel,best,coverage
398.0,military,pandemic,nation,prepare,arrive,military,pandemic,nation,prepare,arrive
399.0,breaking,new,province,breaking,new,province
401.0,today,stand,solidarity,native,nation,today,stand,solidarity,native,nation
402.0,trust,coming,china,consistently,scope,trust,coming,china,consistently,scope
407.0,case
408.0,cost,communist,state,simply,prime,minister,reminder,railway,minister,high,speed,rail,network,stealing
409.0,china,taking,rivalry,planet,new,space,race,red,planet,business,china,taking,rivalry,planet,new,space,race,red,planet
411.0,situation,taking,preparedness,immediate,risk,situation,taking,preparedness,immediate,risk
412.0,data,massive,release,dioxide,gas,data,massive,release,dioxide,gas
414.0,door,hope
415.0,new,case,shanghai,epic,fail,cabinet,politics
416.0,china,people,wear,mask,deadly,possibly,publicly,china,people,wear,mask,deadly,possibly
417.0,lousy,contagious,lousy
419.0,directly,jail,directly,jail
421.0,beck,death,toll,china,lying,death,video,beck,death,toll,china,lying,death,video
427.0,watch,city,prepare,potential,outbreak,watch,city,prepare,potential
428.0,student,spoke,class,yesterday,awful
429.0,china,dragging,visit,scarce,delegation,trip,transparency,china,dragging,visit,scarce,delegation,trip,transparency
435.0,world,pangolin,day,little,cute,china,preliminarily
437.0,widespread,outbreak
439.0,guardian,preliminary,china,building,preliminary,china,building
440.0,offensive,told,mockingbird,media
441.0,friend,pop,bubble,wrap,remember,air,china,friend,pop,bubble,wrap,remember,air,china
442.0,lower,reduced,confidence,accurate,information,lower,reduced,confidence,accurate,information
443.0,directly,jail,directly,jail
445.0,hong,dangerous,threat,border,china,impede,pro,democracy,hong,dangerous,threat,border,china,impede,pro
446.0,today,stand,solidarity,native,nation,today,stand,solidarity,native,nation
448.0,getting,dry,thanks
449.0,people,mumps,social,media,saw,highest,number,mumps,driven,stude
450.0,flawed
451.0,people,fly,got,day,delivery,china,later,ended
452.0,breaking,death,toll,breaking,death,toll
453.0,know,dome,concert,winner,concert,know,dome,concert,winner,con
454.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
455.0,warm,weather,affect,spread,covid,new,disease,soda
456.0,corona,literally,eat,stuff,fall,ground,long,corona,literally,eat,stuff,fall,ground,long,lim
457.0,driver,reading,headline,driver,reading,headline
458.0,dear,pro,chance,step,disprove,anti,vaccine,volunteer,fast,tra,dear,pro,chance,step,disprove,anti,vaccine,volunteer,fast
459.0,whelp,cry,frankly,heart
460.0,people,racism,die,certain,die,teaching,people,racism,die,certain,die,teaching
461.0,incredible,week,journalist,thought,writing,piece,disservice,public,health,incredible,week,journalist,thought,writing,piece,disservice
463.0,province,epicenter,epidemic,confirmed,province,epicenter,epidemic,confirmed
464.0,food,days,ago,certain,people,especially,based,position,food,days,ago,certain,people,especially,based
466.0,interview,getting,monkey,school,interview,getting,monkey,school
469.0,postponement,hong,postponement,hong
472.0,good,advice,sagittarius,love,air,today,sure,wear,certified,respirator,mask,burn,promptly,prevent,spread
473.0,episode,senior,fellow,special,guest,episode,senior,fellow,special,guest
475.0,china,half,million,people,close,contact,infected
476.0,smell,picture,smell,picture
478.0,resident,street,management,center,father,resident,street,management,center,father
479.0,china,dominant,supplier,found,vulnerable,china,dominant,supplier,found
480.0,update,suspected,update,suspected
481.0,ago,today,people,shot,hold,tight,today,ago,today,people,shot,hold,tight
482.0,like,hospital,treat,novel,patient,like,hospital,treat,novel
483.0,outbreak,outbreak
484.0,order,notified,epidemic,interesting,liberation,army,order,notified,epidemic,interesting,liberation,army
486.0,got,virus,lunar,new,year,dinner,got,virus,lunar,new,year,dinner
489.0,answer,certainly,deserve,racially,matter
490.0,turkey,export,detection,giving,faster,turkey,export,detection,giving,faster
493.0,wash,post,business,china,create,unprecedented,wash,post,business,china,create,unprecedented
495.0,driver,reading,headline,driver,reading,headline
497.0,funny,abandoned,living,country,funny,abandoned,living,country
498.0,matter,matter
501.0,airliner,toilet,note,sparks,outrage,south,airliner,toilet,note,sparks,outrage,south
502.0,breaking,visitor,japan,recently,contracted,breaking,visitor,japan,recently,contracted
505.0,directly,jail,directly,jail
506.0,directly,jail,directly,jail
507.0,update,covid,new,covid,past,death,report,update,covid,new,covid,past,death
508.0,heritage,community,threat,wake,corona,virus,outbreak,man,stood,heritage,community,threat,wake,corona,virus,outbreak,man
509.0,yale,accused,failing,report,millions,foreign,china,yale,accused,failing,report,millions,foreign,china
510.0,reality,economy,japan,deal
511.0,matter,matter
512.0,truth,problem,china,virus
513.0,directly,jail,directly,jail
514.0,delighted,announce,partnership,ease,international,china,delighted,announce,partnership,ease,international
515.0,infected,medical,extremely,ago,infected,infected,medical,extremely,ago,infected
516.0,man,confirmed,patient,vacation,man,confirmed,patient,vacation,shi
517.0,crowded,case
518.0,air,kissing,way,air,kissing,way
519.0,military,pandemic,department,defense,global,campaign,plan,pandemic,military,pandemic,department,defense,global,campaign,plan,pandemic
523.0,awesome,ability,fight,virus
524.0,article,false,omit,context,mislead,claim,claim,article,false,omit,context,mislead,claim
525.0,ago,innocent,people,injured,shooter,style,weapon,high,scho,ago,innocent,people,injured,shooter,style,weapon
526.0,anime
527.0,man,tested,positive,trip,man,tested,positive,trip
528.0,new,grad,teaching,male,female,campus,china,china
529.0,medical,team,hospital,left,today,help,fight,cor,medical,team,hospital,left,today,help,fight
531.0,people,worried,letter,report,people,worried,letter,report
532.0,video,man,gear,china,office,chemical,spray
533.0,opening,talk,concerned,impact,dramatic,opening,talk,concerned,impact
535.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
537.0,face,unspeakable,tragedy,stoneman,high,school,turned,grief,face,unspeakable,tragedy,stoneman,high,school,turned
538.0,graphic,positive,graphic,positive
541.0,case,case
545.0,face,unspeakable,tragedy,stoneman,high,school,turned,grief,face,unspeakable,tragedy,stoneman,high,school,turned
546.0,aware,billion,river,project,deliver,electricity,tyranny,aware,billion,river,project,deliver,electricity
547.0,flu,china,flu,china
548.0,latest,outbreak,china,confirmed,mac,latest,outbreak,china,confirmed
552.0,stopped,wrong,canada,stopped,wrong,canada
553.0,province,new,clinically,province,new,clinically
554.0,weird,unnecessary,worker,said,country,corona,weird,unnecessary,worker,said,country
555.0,bit,utter,like,idea,recently,sent,bit,utter,like,idea,recently,sent
556.0,translation,text,government,residential,sealed,translation,text,government,residential,sealed
557.0,alarm,travel
558.0,simplicity,dotted,easy,follow,ideal
559.0,china,japan,south,china,japan,south
560.0,addition,new,number,people,critical,condition,province,risen,addition,new,number,people,critical,condition,province,risen
561.0,canada,cheer,violent,hong,lighting,people,fire,canada,cheer,violent,hong,lighting,people,fire
562.0,economics,professor,corona,virus,exaggeration,negative,effects,economics,professor,corona,virus,exaggeration,negative,effects
563.0,new,novel,national,institute,allergy,infectious
564.0,china,quarantine,saying,china,quarantine,saying
566.0,night,dream,away,china,little,row,boat,find,said
567.0,discussion,talk,safety,flying,public,learn,discussion,talk,safety,flying,public,learn,chal
570.0,belong,party,blood,war,china,belong,party,blood,war
572.0,miraculously,disappear
574.0,global,impact,hong,latest,commentary,global,impact,hong,latest,commentary
575.0,ago,innocent,people,injured,shooter,style,weapon,high,scho,ago,innocent,people,injured,shooter,style,weapon
576.0,breaking,new,province,breaking,new,province
577.0,consider,contingency,outbreak,consider,contingency,outbreak
578.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
579.0,ago,innocent,people,injured,shooter,style,weapon,high,scho,ago,innocent,people,injured,shooter,style,weapon
580.0,wake,trade,advisor,wake,create,pharmaceutical,supply,chain,red,wake,trade,advisor,wake,create,pharmaceutical,supply,chain
581.0,yeah,thing,yeah,thing
583.0,epicenter,outbreak,china,abandoned,country,don,epicenter,outbreak,china,abandoned,country
584.0,fear,separation,virus,dirty,team,treating,hong,doctor,fear,separation,virus,dirty,team,treating,hong
585.0,virus,commonly,known,virus,commonly,known
586.0,news,new,spread,japan,people,direct,news,new,spread,japan,people,direct
588.0,china,japan,south
590.0,breaking,death,toll,breaking,death,toll
591.0,know,seven,samurai,night,thing,angry,men,know,particular,order,wizard,green,mile,titanic
592.0,crucially,showing,new,said,crucially,showing,new,sai
593.0,ross,seen,land,china,guess,charge,dig,ross,seen,land,china,guess,charge,dig
594.0,living,free,world,difficult,imagine,life,locked,city,like,living,free,world,difficult,imagine,life,locked,city,like
595.0,breaking,new,province,breaking,new,province
596.0,cow,virus,economy,corona,virus,cow,virus,economy,corona,virus
597.0,long,soil,right,free,speech,congress,stand,long,soil,right,free,speech,congress
599.0,according,expert,international,spread,beginning,according,expert,international,spread,beginning
600.0,new,director,right,evidence,new,director,right,evidence
602.0,update,suspected,update,suspected
603.0,man,falling,balcony,people,locked,fire,department
604.0,outbreak,novel,infected,outbreak,novel,infected
605.0,global,impact,hong,latest,commentary,global,impact,hong,latest,commentary
606.0,ago,innocent,people,injured,shooter,style,weapon,high,scho,ago,innocent,people,injured,shooter,style,weapon
608.0,gotten,flu,shot,year,moment,ponder,risk,ass,gotten,flu,shot,year,moment,ponder
610.0,story,research,scientist,level,lab,research,story,research,scientist,level,lab,research
611.0,matter,matter
613.0,local,state,hold,panel,dispel
614.0,diary,got,hospital,bed
615.0,china,japan,south,china,japan,south
616.0,video,royal,exhortation,devastating,interview,card,china,video,royal,exhortation,devastating,interview,card,china
617.0,smoking,gun,scientist,killer,probably,laboratory,zero
618.0,brutal,force,quarantine,cause,death,violate,human,people,brutal,force,quarantine,cause,death,violate,human,people
620.0,china,conventional,monetary,fiscal,policy,china
625.0,breaking,epicenter,outbreak,new,new,breaking,epicenter,outbreak,new,new
627.0,china,china
629.0,business,head,global,central,need,unite,fight,economic,corona,head,global,central,need,unite,fight,economic
630.0,new,accelerator,help,connect,program,wait,new,accelerator,help,connect,program,wait
631.0,breaking,death,toll,breaking,death,toll
632.0,china,taught,mandarin,black,monster,low,china,taught,mandarin,black,monster,low
633.0,today,stand,solidarity,native,nation,today,stand,solidarity,native,nation
636.0,dear,today,clear,discriminate,race,corona,virus,excuse,owe,dear,today,clear,discriminate,race,corona,virus,excuse
638.0,story,health,order,save,story,health,order
642.0,actually,evidence,report,specific,cure
643.0,matter,matter
645.0,latest,flu,activity,report,new,york,city,high,flu,activity,latest,flu,activity,report,new,york,city,high,flu
650.0,social,actively,engaged,fight,emergency,engagement,leadership,social,actively,engaged,fight,emergency,engagement
651.0,premiere,backed,premiere,backed
652.0,breaking,death,raised,new,china
653.0,talking,morse,code,avoid,censorship,pic,want,freedom,talking,morse,code,avoid,censorship,pic,want,free
656.0,disgraceful,community,faced,racism,business,disgraceful,community,faced,racism,business
657.0,look,russia,look,china,racketeering,conspiracy,conspiracy,look,russia,look,china,racketeering,conspiracy
658.0,outbreak,come,worst,time,china,global,economy,outbreak,come,worst,time,china,global,economy
659.0,attack,teen,school,attack,teen,school
660.0,vaccinate,wash,home,listen,health,advice,vaccinate,wash,home,listen,health,advice
661.0,bad,bad
662.0,medical,staff,paying,high,price,battle,medical,staff,paying,high,price,battle
664.0,little,different,dod,funded,strategic,policy,institute,little,different,dod,funded,strategic,policy,institute
665.0,calling,day,fasting,prayer,china,general,local,church,particular,calling,day,fasting,prayer,china,general,local,church,particular
666.0,business,warn,international,hong,risk,viral,outbreak,warn,international,hong,risk,viral,outbreak
668.0,recap,increase,hong,remain,united,recap,increase,hong,remain,united
669.0,video,streaming,unfiltered,heartbreaking,heart,video,streaming,unfiltered,heartbreaking
670.0,breaking,death,toll,breaking,death,toll
674.0,recently,watched,video,study,china,locked,dormitory,recently,watched,video,study,china,locked,dormitory
675.0,china,sent,white,house,sign,trade,deal,knowing,china,sent,white,house,sign,trade,deal,knowing
676.0,analysis,new,china,shutdown,large,analysis,new,china,shutdown,large
678.0,today,stand,solidarity,native,nation,today,stand,solidarity,native,nation
680.0,medical,likely,reach,nation,plan,medical,likely,reach,nation
681.0,update,suspected,update,suspected
682.0,medical,staff,showing,received,donation,ventilation,medical,staff,showing,received,donation,ventilation
684.0,china,japan,south,china,japan,south
685.0,breaking,death,toll,breaking,death,toll
686.0,san,bloody,san,bloody
687.0,stop
688.0,world,health,corona,virus,china
