word,count
covid,161
people,73
pandemic,52
new,52
home,37
virus,36
corona,36
government,35
social,30
world,29
death,29
spread,29
today,28
fight,28
stay,27
day,26
help,25
health,25
think,25
like,24
going,21
president,20
good,18
armed,18
time,18
know,17
need,17
look,16
global,16
left,15
stop,15
crisis,15
happy,14
medical,14
work,14
state,14
trump,14
save,14
far,14
china,14
media,14
white,13
testing,13
article,13
insurance,13
lot,13
end,12
week,12
away,12
fighting,12
great,12
biggest,12
giving,12
find,12
country,12
group,12
survey,12
news,12
let,12
live,12
decide,12
test,11
advice,11
forefront,11
bank,11
market,11
looking,11
case,11
care,11
million,11
getting,10
bill,10
went,10
hoax,10
doctor,10
money,10
business,10
ago,10
salute,10
prepare,10
talking,10
life,10
scaled,10
use,9
single,9
toll,9
outbreak,9
working,9
bravely,9
gesture,9
economic,9
according,9
police,9
times,9
house,9
highest,9
party,9
lock,9
positive,9
office,9
come,9
nation,9
fake,9
relief,9
vaccine,9
true,9
response,9
yes,8
remain,8
relaxed,8
breaking,8
political,8
safety,8
equal,8
fund,8
county,8
civil,8
watch,8
force,8
raise,8
family,8
playbook,8
way,8
big,8
right,8
wearing,8
donate,8
daily,8
challenge,8
love,8
story,7
late,7
lac,7
risk,7
morning,7
grant,7
close,7
treating,7
situation,7
nice,7
hospital,7
said,7
research,7
vulnerable,7
follow,7
total,7
minister,7
half,7
york,7
month,7
thank,6
wish,6
lab,6
night,6
peak,6
remember,6
miss,6
bit,6
mate,6
high,6
disease,6
support,6
best,6
cos,6
important,6
current,6
distance,6
science,6
dangerous,6
coming,6
village,6
received,6
version,6
movement,6
start,6
plan,6
communist,6
mask,6
charge,6
want,6
fire,6
democracy,6
continue,6
brought,6
saying,6
telling,6
yesterday,6
leader,6
interview,6
hope,6
infected,6
old,6
heart,6
button,6
russia,6
nearly,6
confirmed,6
aid,6
affected,6
face,6
self,6
try,6
march,6
medicine,6
pushing,6
migrant,6
prevent,6
past,6
thing,5
forget,5
leave,5
black,5
break,5
huge,5
shop,5
choice,5
spreading,5
teacher,5
got,5
key,5
create,5
shame,5
strong,5
real,5
thinking,5
point,5
count,5
tracing,5
society,5
national,5
song,5
comes,5
anti,5
thanks,5
protect,5
measure,5
actually,5
kill,5
difference,5
moment,5
worst,5
worried,5
person,5
ready,5
michigan,5
hit,5
excuse,5
rumor,5
protecting,5
decision,5
labour,5
totally,5
early,5
twitter,5
order,5
check,5
evidence,4
mean,4
hear,4
poll,4
tax,4
effort,4
project,4
quarantine,4
condition,4
strict,4
luckily,4
greater,4
bravery,4
hard,4
winning,4
war,4
beginning,4
trace,4
small,4
law,4
biology,4
brother,4
partner,4
chemical,4
sister,4
visit,4
develop,4
economy,4
completely,4
matter,4
learnt,4
slow,4
unprecedented,4
act,4
note,4
pretend,4
reasonable,4
stockpile,4
relationship,4
lost,4
relative,4
provided,4
wow,4
history,4
poster,4
men,4
amy,4
acton,4
department,4
gold,4
pay,4
donated,4
billion,4
personal,4
donation,4
clear,4
pro,4
style,4
public,4
independent,4
tyranny,4
liberal,4
prison,4
murder,4
allow,4
block,4
air,4
chance,4
leading,4
access,4
free,4
central,4
paying,4
animal,4
sad,4
tragic,4
nurse,4
chi,4
powerful,4
number,4
prime,4
ben,4
holiday,4
digital,4
track,4
army,4
humanity,4
conspiracy,4
combat,4
communal,4
despite,4
practice,4
summer,4
able,4
class,4
young,4
prayer,4
click,4
opening,4
actress,4
tagged,4
starting,4
turns,4
gay,4
clinical,4
friend,4
job,4
leaves,4
image,4
lifting,4
long,4
welcome,4
governor,4
cut,4
focus,4
majority,4
surprise,4
future,4
reveal,4
till,4
year,4
wake,4
transport,4
based,4
survival,4
sri,4
tally,4
data,4
large,4
reduce,4
potential,4
wing,4
trying,4
closed,4
college,4
pressure,4
led,4
broken,4
system,4
kindly,4
voice,4
speak,4
shut,4
travel,4
excess,4
dear,4
busy,4
struck,4
dramatically,4
brilliant,4
package,4
prepared,4
landless,4
hair,4
result,4
reddy,4
speed,4
imagine,4
locked,4
dossier,3
stopped,3
ill,3
preparedness,3
calling,3
change,3
trim,3
entire,3
infectious,3
non,3
expert,3
happen,3
impact,3
hand,3
sending,3
deep,3
herbal,3
bush,3
post,3
