3.0,certainly,soon
49.0,forgotten,agenda,said,citizen,forgotten,agenda,said,citizen
50.0,forced,quarantine,notice,cell,lawyer,forced,quarantine,notice,cell
51.0,citizen,citizen
52.0,recap,china,virus,toll,hong,quarantine,recap,china,virus,toll,hong,quarantine
53.0,know,nervous,think,woman,flight,hong,taking,know,nervous,think,woman,flight,hong
54.0,century,worried,idea,china,thief,century,worried,idea,china,thief
55.0,black,china,drag,car,unknown,reason,end,left,lifeless,black,china,drag,car,unknown,reason,end,left,lifeless
56.0,video,welding,shut,apartment,video,welding,shut,apartment,resident
58.0,traitor,lock
62.0,health,care,worker,line,defense,protect,prote,health,care,worker,line,defense,protect
63.0,track,better,light,virus,like,sun,track,better,light,virus,like,sun
66.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
67.0,said,corona,virus,free,soda
70.0,like,circle,russia,china,look,compliance,like,circle,russia,china,look,compliance
71.0,found,people,drawing,anime,girl
73.0,grab,shutting,known,indicator,come,global
74.0,salute,medical,fighting,china,poetic,willing,salute,medical,fighting,china,poetic
77.0,hong,quarantine
78.0,bag,mean,bag,mean
81.0,steep,drop,china,teapot,refinery,operating,independent
82.0,think,twice,future,think,twice,future
83.0,present,china,glory,technology,sealed,inside,ensure,die,present,china,glory,technology,sealed,inside,ensure
84.0,exactly,pay,attention,celebrity,post,exactly,pay,attention,celebrity
85.0,aboard,diamond,princess,cruise,ship,japan,test,positive,virus,aboard,diamond,princess,cruise,ship,japan,test,positive,virus
86.0,watch,welding,shut,apartment,inside,watch,welding,shut,apartment,inside
87.0,hong,medical,strike,days,demanding,government,close,hong,medical,strike,days,demanding,government,close
88.0,slow,pace,diagnosis,especially,disease,control,suspected,slow,pace,diagnosis,especially,disease,control,suspected
91.0,touching,moment,nurse,working,hospital,ward,eastern,touching,moment,nurse,working,hospital,ward,eastern
92.0,bag,mean,bag,mean
94.0,supervisory,commission,decided,send,team,central,province,conduct,supervisory,commission,decided,send,team,central,province,conduct
95.0,natural,selection,hell,week,natural,selection,hell,week
96.0,numerous,taxi,waiting,outside,bay,port,numerous,taxi,waiting,outside,bay,port
97.0,thread,thread
98.0,network,win,information,network,network,win,information,network
102.0,chapter,new,day,life,face,earth,epidemic,chapter,new,day,life,face,earth,epidemic
103.0,citizen,northern,chi,citizen,northern
105.0,maybe,stock,wine,ridiculous,booze,gone,trying,drink,death
108.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
111.0,virus,unknown,number,susceptible,cruise,liner,people,board,quarantine,passenger
113.0,determine,long,joke
115.0,ready,said,ready,said
116.0,new,soon,likely,tonight,exceed,month,mortality,count,new,soon,likely,tonight,exceed,month,mortality,count
117.0,breaking,new,chalet,ski,resort,breaking,new,chalet,ski
120.0,worried,china,trump,derangement,syndrome,outbreak,worried,china,trump,derangement,syndrome,outbreak
121.0,week,seeing,real,stuff,going,bad,getting
122.0,medicine,news,ski,chalet,catch,virus
124.0,bag,mean,bag,mean
127.0,new,jersey,hospital
128.0,stop,telling,little,sister
129.0,wired,yes,flu,bad,gambit,influenza,wonky,math,helpful,yes,flu,bad,gambit,influenza,wonky,math
130.0,away,deep,poignancy,deeply,moving,poem,gone,written
133.0,travel,united,squad,club,entry,travel,united,squad,club
135.0,million,person,city,locked,million,total,according,report,entire,million,person,city,locked,million,total,according,report,entire
136.0,bag,mean,bag,mean
137.0,train,rush,stock,train,rush,stock
138.0,death,biggest,criticism,government,death,biggest,criticism,government
139.0,reap,sow,recap,democrat,debate,racist,better,alive,national,security
142.0,confirmed,country,dead,dead,confirmed,country,dead,dead
143.0,annual,growth,trump,despite,deficit,real,hour
145.0,tour,tour
146.0,tour,tour
148.0,century,worried,idea,china,thief,century,worried,idea,china,thief
149.0,listen,learn,laugh,yer,arse,thanks,share,humor,crazy,situation
150.0,dari,knowledge,novel,dari,knowledge,novel
152.0,apparently,suspect,people,forcing,dying,building,apparently,suspect,people,forcing,dying,building
154.0,building,built,outbreak,building
155.0,beautiful,built,amazing,office,china,believe,beautiful,built,amazing,office,china,believe
157.0,know,health,care,free,china,life,death
158.0,china,threat,industrial,democracy,west
159.0,bag,mean,bag,mean
160.0,trump,money,china,voting,trump,money,china,voting
161.0,eldest,patient,novel,pneumonia,aged,hospital,eldest,patient,novel,pneumonia,aged,fro
163.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
164.0,china,safe,stay,strong,china,thank,china,safe,stay,strong,china,thank
167.0,death,doctor,whistle,sparks,outrage,china,news
168.0,business,china,sacrificing,province,save,world,china,sacrificing,province,save,world
171.0,project,going,work,suitable,big,thanks,community,help,send,crisis
172.0,ready,said,ready,said
173.0,effectiveness,airport,screening,infected,effectiveness,infected
176.0,bag,mean,bag,mean
178.0,tour,tour
181.0,think,virus,change,china,level,people,eating,bat,soup,clearly,lied,going,china
182.0,twitter,come,stay,away,want
184.0,feeling,public,constant,state,alarm
187.0,hong,shaping,response,hong,shaping,response
188.0,bag,mean,bag,mean
189.0,cruise,liner,people,board,quarantine,passenger,cruise,liner,people,board,quarantine,passenger
192.0,bag,mean,bag,mean
195.0,real,world,science,experiment,real,world,science,experiment
196.0,bag,mean,bag,mean
198.0,bag,mean,bag,mean
199.0,bag,mean,bag,mean
203.0,new,soon,likely,tonight,exceed,month,mortality,count,new,soon,likely,tonight,exceed,month,mortality,count
204.0,day,fly,disappear,country,living,hidden,day,fly,disappear,country,living,hidden
205.0,bag,mean,bag,mean
206.0,untreated,depression,prevent,people,working,untreated,depression,prevent,people,working
207.0,wow,china,panic,mode,trying,prevent,spread
210.0,share,catch,deadly,corona,virus,share,catch,deadly,corona,virus
211.0,bag,mean,bag,mean
212.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
213.0,proof,plan,literally,destroy,country,gain,control,people,getting,proof,plan,literally,destroy,country,gain,control,people,getting
214.0,communist,party,declared,war,united,like,communist,party,declared,war,united,like
215.0,truth,war,revealed,shocking,video,protective,dragging,truth,war,revealed,shocking,video,protective
216.0,actually,bound,ahead,let,nature,course,let,kick,effect,actually,bound,ahead,let,nature,course,let,kick
218.0,accept,assistance,sort,chief,rival,china,finding,quagmire
219.0,report,defect,statute,opposed,application,report,defect,statute,opposed,application
220.0,bag,mean,bag,mean
221.0,apple,apple
222.0,proof,plan,literally,destroy,country,gain,control,people,getting,proof,plan,literally,destroy,country,gain,control,people,getting
223.0,getting,control,year,old,man,infected,hospital,embassy
225.0,panic,assume,flu,panic,assume,flu
226.0,global,finding,solution,deal,virus,global,finding,solution,deal,virus
227.0,china,continue,crack,illegal,wildlife,trade,amid,state,market,china,continue,crack,illegal,wildlife,trade,amid,state
228.0,new,soon,likely,tonight,exceed,month,mortality,count,new,soon,likely,tonight,exceed,month,mortality,count
231.0,simulation,took,place,event,outbreak,novel,zoonotic
232.0,ready,said,ready,said
233.0,flu,past,week,confirmed,case
235.0,china,tote,china,china,tote,china
238.0,listening,mouth,piece,white,house,wheel,dealer
239.0,government,official,province,said,press,conference,author,government,official,province,said,press,conference
240.0,far,season,million,flu,far,season,million,flu
241.0,style,like,china,gone,deep,end,rea,style,like,china,gone,deep,end
242.0,angel,track,self,composed,song,lit
243.0,china,rescue,crisis,good,thank,china,rescue,crisis,good,thank
244.0,latest,today,confirmed,china,latest,today,confirmed
245.0,extraordinary,news,government,cope,drafting,staff,voluntary,basis,extraordinary,news,government,cope,drafting,staff,voluntary,basis,retire
246.0,year,old,boy,pigeon,express
248.0,time,doctor,history,doctor,history
249.0,shanghai,government,terrible,news,spread,air,shanghai,government,terrible,news,spread
251.0,dangerous,times,dangerous,times
252.0,business,current,outbreak,struck,deep,chord,hong,driven,deep,distrust,current,outbreak,struck,deep,chord,hong,driven,deep
253.0,sudden,death,level,lab,sudden,death
256.0,world,country,world,height,selfishness,world,country,world,height,selfishness
258.0,think,close,infected,patient,according,think,close,infected,patient
259.0,update,seven,new
260.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
261.0,watch,flight
262.0,dangerous,man,political,history,naked,communist,admitted,china,dangerous,man,political,history,naked,communist,admitted
263.0,know,nervous,think,woman,flight,hong,taking,know,nervous,think,woman,flight,hong
264.0,lead,forfeit,plant,china,compensate,forced,closure
266.0,latest,lethal,strain,arose,market,closed,wild,like
269.0,ready,said,ready,said
270.0,china,clinical,trial,test,antiviral,drug,new,need,urgent,china,clinical,trial,test,antiviral,drug,new,need
271.0,wow,china,wealthy,country
272.0,track,self,composed,song,lit,better,track,self,composed,song,lit
274.0,breaking,united,citizen,new,china,breaking,united,citizen,new,china
275.0,received,people,locking,infected,people,received,people,locking,infected,people
279.0,waffle,waffle
281.0,belt,road,retreat
282.0,help,find,cousin,gone,missing,china,family,china,kindly,help,find,cousin,gone,missing,china,family,china,kindly
283.0,worried,china,trump,derangement,syndrome,outbreak,worried,china,trump,derangement,syndrome,outbreak
284.0,video,taken,medical,staff,hong,medical,actually,need,line,buy,surgical,buy,video,taken,medical,staff,hong,medical,actually,need,line,buy,surgical,buy
286.0,kill,kill
287.0,health,emergency,world,disease,health,emergency,world,disease
288.0,disease,west,disease,lab,plum,disease,west,disease,lab
290.0,ready,said,ready,said
291.0,man,hunt,man,hunt
294.0,capitalism,thriving,hong,capitalism,thriving,hong
295.0,bag,mean,bag,mean
296.0,controversial,watched,reference,powerful,speech,added
297.0,natural,selection,hell,week,natural,selection,hell,week
299.0,nation,contain,potential,outbreak,president,busy,avenging,ally,lost,nation,contain,potential,outbreak,president,busy,avenging,ally
300.0,brutal,dictatorial,regime
302.0,natural,selection,hell,week,natural,selection,hell,week
303.0,heartbreaking,video,nurse,hit,hospital,province,sobbing,daughter,heartbreaking,video,nurse,hit,hospital,province,sobbing,daughter
304.0,year,old,new,confirmed,non
305.0,announce,additional,funds,support,china,commitment,announce,additional,funds,support,china
307.0,ready,said,ready,said
308.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
309.0,pontifex,help,middle,east,china
312.0,frankly,fail,understand,power,world,produce,frankly,fail,understand,power,world,produce
313.0,remember,garvey,said,race,authority,power,race,respect,sold,cheap,remember,garvey,said,race,authority,power,race,respect,sold
314.0,death,toll,china,rose,according,china,death,toll,china,rose,according
315.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
320.0,hong,shaping,response,hong,shaping,response
322.0,public,staged,revolt,death,doctor,tried,warn,public,staged,revolt,death,doctor,tried
323.0,china,cruise,ship,new,virus,update,china,cruise,ship,new,virus,update
324.0,catching,news
326.0,ready,said,ready,said
327.0,official,comeback,announcement,china,raised,day,official,comeback,announcement,china,raised
328.0,henry,handsome,elle,men,china,henry,handsome,elle,men,china
329.0,wow,quarantine,possible,wow,quarantine,possible
330.0,time,tried,tell,story,person,family,spent,new,year,holiday,time,tried,tell,story,person,family,spent,new,year,holiday
331.0,budget,china,russia,send,middle,east,budget,china,russia,send,middle,east
335.0,china,ramping,education,school,china,number,new,china,ramping,education,school,china,number,new
336.0,bag,mean,bag,mean
337.0,worst,day,single,day,citizen,worst,day,single,day,citizen
339.0,video,china,happily,going,admit,new,state,art,hospital,video,china,happily,going,admit,new,state,art,hospital
341.0,citizen,citizen
345.0,aggressive,combat,include,tough,aggressive,combat,include,tough
348.0,present,china,glory,technology,sealed,inside,ensure,die,present,china,glory,technology,sealed,inside,ensure
349.0,like,beggar,traffic,light,stopping,giving,foreign,ministry,protective,china,breakout
350.0,hong,ling,professor,university,science,technology,away,night,hong,ling,professor,university,science,technology,away,night
351.0,death,biggest,criticism,government,death,biggest,criticism,government
352.0,startling,graphic,showing,malpractice,remember,posted,startling,graphic,showing,malpractice,remember,posted
354.0,china,seek,approval,kill,china,seek,approval,kill
355.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
356.0,hala,raw,working,hard,fight,epidemic,university,hospital
358.0,black,china,drag,car,unknown,reason,end,left,lifeless,black,china,drag,car,unknown,reason,end,left,lifeless
360.0,kind,behaviour,barton,china,kind,behaviour,barton,china
361.0,amid,consul,rational,objective,calm
362.0,overt,racism,overt,racism
363.0,latest,public,information,watch,share,video,learn,latest,public,information,watch,share,video,learn
364.0,win,grand,prize,game,send,mystery,vacation,china,win,grand,prize,game,send,mystery,vacation,china
365.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
367.0,situation,watch,new,people,travis,north,san,evacuation
375.0,end,ming,got,rush,shipping
377.0,experience,like,perfect,storm,global,trade,slowdown,geopolitical,experience,like,perfect,storm,global,trade,slowdown,geopolitical
380.0,worst,thing,happen,happen,hate,fairly,land,stayed,worst,thing,happen,happen,hate,fairly,lan
381.0,transport,humanitarian,relief,people,personal,protective,transport,humanitarian,relief,people,personal
382.0,confirmed,study,confirmed,study
383.0,today,bloody,stupid,today,bloody,stupid
385.0,worried,china,trump,derangement,syndrome,outbreak,worried,china,trump,derangement,syndrome,outbreak
386.0,photograph,human,art,project,linked,attempt,portray,people,coll,photograph,human,art,project,linked,attempt,portray
387.0,woman,old,underlying,health,woman,old,underlying,health,con
388.0,bag,mean,bag,mean
390.0,daily,media,briefing,daily,media,briefing
391.0,china,bar,map,soul,new,record,china,bar,map,soul,new,record
398.0,vast,new,mixed,use,district,coming,china,construction,architecture,vast,new,mixed,use,district,coming,china,construction,architecture
399.0,people,shouting,night,pay,tribute,people,shouting,night,pay,tribute,wen
401.0,lot,fake,news,corona,virus,wait,care,long
402.0,china,las,fun,video,deadly,epidemic,brought,china,standstill
404.0,heart,listen,heart,listen
405.0,yeah,trying,influence,narrative,people
406.0,gave,key,hell,visitor,outbreak,mysterious
409.0,calling,china,virus,remember,people,calling,brazil,virus,calling,china,virus,remember,people,calling,brazil
410.0,china
412.0,visit,china,life,visit,china,life
414.0,outpouring,social,media,death,china,early,outpouring,social,media,death,china,early
416.0,cluster,grown,health,case,wife,man,cluster,grown,health,case,wife
418.0,depend,leadership,information,depressed,unhappy,depend,leadership,information,depressed,unhappy
420.0,video,china,happily,going,admit,new,state,art,hospital,video,china,happily,going,admit,new,state,art,hospital
421.0,business,latest,outbreak,die,latest,outbreak,die
422.0,trump,million,new
424.0,afternoon,letter,jointly,sent,travel,afternoon,letter,jointly,sent,travel
425.0,throat,elevator,today,got,ugly,look,clearly,afraid,cor,throat,elevator,today,got,ugly,look,clearly,afraid
427.0,case,patient,tested,hospital,health
428.0,citizen,china,citizen,china
429.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
433.0,surely,come,end,wait,record,surely,come,end,wait
436.0,natural,selection,hell,week,natural,selection,hell,week
437.0,bag,mean,bag,mean
438.0,like,example,china,especially,expert,immediate,warning,signal,like,example,china,especially,expert,immediate,warning
439.0,economy,republic,china,economy,republic,china
442.0,china,focus,big,data,system,capacity,governance,big,data,technology
446.0,ready,said,ready,said
447.0,said,current,stock,month,said,today,million,coming,said,current,stock,month,said,today,million
451.0,know,thinking,thinking,happen,united,thinking,know,thinking,thinking,happen,united,thinking
454.0,bag,mean,bag,mean
456.0,happy,birthday,know,history,science,friend,happy,birthday,know,history,science,friend
458.0,confirmed,severe,condition,confirmed,severe,condition
460.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
461.0,confirmed,case,longer,shedding,virus,needs,negative,test,confirmed,case,longer,shedding,virus,needs
462.0,bag,mean,bag,mean
463.0,bag,mean,bag,mean
464.0,video,welding,shut,apartment,inside,video,welding,shut,apartment
465.0,bag,mean,bag,mean
467.0,china,truthful,dead,people,dead,local,arresting,people,tell,truth,china,truthful,dead,people,dead,local,arresting,people,tell
468.0,brought,people,zero,far,far
469.0,dari,knowledge,novel,dari,knowledge,novel
470.0,ready,said,ready,said
473.0,tour,tour
474.0,look,spread,china,broken,province,excluding,hung
476.0,thread,scary,reality,secret,military,base,supposed,international,airport,thread,scary,reality,secret,military,base,supposed,international,airport
477.0,update,testing,total
478.0,breaking,united,citizen,new,china,breaking,united,citizen,new,china
479.0,clearly,lied,going,china,clearly,lied,going,china
480.0,bag,mean,bag,mean
482.0,talk,china,talk,china
483.0,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark
484.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
485.0,girl,receive,city,notice,home,drove,city,girl,receive,city,notice,home,drove,city
487.0,beginning,definitely,virus
488.0,man,hope,money,donated,research,cure
489.0,ready,said,ready,said
491.0,anger,virus,grow,china,total,anger,virus,grow,china,total
492.0,ready,said,ready,said
493.0,understand,novel,learn,new,day,deadly,understand,novel,learn,new,day,dead
494.0,humbly,request,control,people,coming,china,look,incompetency,type,given,authority,handle,pat
495.0,fight,toddler,epicenter,fight,toddler,epicenter
496.0,better,understanding,waiting,evacuation,fro,better,understanding,waiting
497.0,china,illness,san
498.0,contract,ski,resort
499.0,epidemic,lot,censorship,order,epidemic,lot,censorship,order
500.0,like,great,setting,story,world,dream,cruise,ship,hong,leave,soon
501.0,bag,mean,bag,mean
502.0,china,return,home
504.0,rest,peace,king,life,safety,china,world,rest,peace,king,life,safety,china,world
505.0,movie
508.0,ready,said,ready,said
509.0,leader,fight,safe,steven,lee
510.0,dangerous,man,political,history,naked,communist,admitted,china,dangerous,man,political,history,naked,communist,admitted
512.0,shot,video,bird,flu,outbreak,china,generator,silent,place,shot,video,bird,flu,outbreak,china,generator,silent
514.0,help,china
515.0,ready,said,ready,said
516.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
517.0,update,chart,hopeful,sign,case,growth,concern,growth,update,chart,hopeful,sign,case,growth,concern
518.0,ready,said,ready,said
519.0,breaking,people,new,breaking,people,new
520.0,face,haunt,face,haunt
521.0,people,living,extreme,poverty,share,world,total,china,people,living,extreme,poverty,share,world,total
522.0,welcome,join,discuss,situation,censorship,corona,virus,central
526.0,man,united,leave,training,camp
527.0,life,church
529.0,tested,positive,new,date,international,response,tested,positive,new,date,international
530.0,corona,virus,corona,virus
531.0,natural,selection,hell,week,natural,selection,hell,week
532.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
533.0,death,toll,corona,virus,people,affected,virus
534.0,argue,self,quarantine,individual,china,hong,work,argue,self,quarantine,individual,china,hong,work
535.0,ready,said,ready,said
536.0,need,address,china,trade,policy,china,legacy,access
539.0,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark
541.0,hong
542.0,food,waste,country,come,united,china,impact,global,warming,food,waste,country,come,united,china,impact,global
543.0,number,confirmed,new,virus,china,ruling,communist,number,confirmed,new,virus,china
545.0,warren,said,meant,fight,end,epidemic,need,active,ally,warren,said,meant,fight,end,epidemic,need,active,ally
547.0,new,soon,likely,tonight,exceed,month,mortality,count,new,soon,likely,tonight,exceed,month,mortality,count
548.0,new,cluster,centered,returned,stayed,new,cluster,centered,returned,stayed
550.0,citizen,citizen
551.0,public,staged,revolt,night,death,public,staged,revolt,night,death
552.0,note,response,world,health,organization,praising
554.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
555.0,ready,said,ready,said
557.0,time,fight,corona,virus,airport
559.0,response,epidemic,situation,free,opening,micro,visit,function,response,epidemic,situation,free,opening,micro,visit
561.0,ready,said,ready,said
562.0,ready,said,ready,said
564.0,breaking,source,found,pangolin,meat,don,pinnock,tiara,breaking,source,found,pangolin,meat,don,pinnock,tiara
565.0,tour,tour
566.0,trump,money,china,voting,trump,money,china,voting
570.0,china
571.0,natural,selection,hell,week,natural,selection,hell,week
572.0,diplomat,united,china,russia,key,challenge,saying,diplomat,united,china,russia,key,challenge,saying
573.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
574.0,ban,china,restricted,member,lay,ban,china,restricted,member,lay
577.0,obvious,like,better,china
578.0,completely,touch,real,crazy,recap,democrat,debate,racist,better,alive,national,security
579.0,argue,self,quarantine,individual,china,hong,work,argue,self,quarantine,individual,china,hong,work
580.0,win,grand,prize,game,send,mystery,vacation,china,win,grand,prize,game,send,mystery,vacation,china
581.0,health,minister,western,country,wearing,health,minister,western,country,wearing
583.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
587.0,like,like
588.0,help,find,cousin,gone,missing,china,family,china,kindly,help,find,cousin,gone,missing,china,family,china,kindly
589.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
592.0,passage,escape,china,avoid,getting,screen,said,passage,escape,china,avoid,getting,screen
593.0,worried,china,trump,derangement,syndrome,outbreak,worried,china,trump,derangement,syndrome,outbreak
594.0,today,task,force,provided,update,public,current,outbreak,today,task,force,provided,update,public,current,outbreak
595.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
596.0,funny,minister,defence,celebration,embassy,funny,minister,defence,celebration,embassy
597.0,wow,royal,people,hong
600.0,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark,bark
601.0,natural,selection,hell,week,natural,selection,hell,week
602.0,strike,union,attempt,negotiate,strike,union,attempt,negotiate
603.0,south,china,morning,post,gold,safe,haven,town,amid,outbreak,hit,south,china,morning,post,gold,safe,haven,town,amid,outbreak,hit
604.0,breaking,possible,case,daisy,hill,hospital
605.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
606.0,panic,anti,china,media,myth,panic,anti,china,media,myth
607.0,dependent,china,addition,later
608.0,pet,cat,buried,alive,housing,management,china,owner,proof,pet,cat,buried,alive,housing,management,china,owner,proof
609.0,drinking,alcohol,prevent,new,drinking,alcohol,protect,drinking,alcohol,prevent,new,drinking,alcohol,protect
610.0,new,southern,new,southern
611.0,business,china,sacrificing,province,save,world,china,sacrificing,province,save,world
612.0,bet,screened,incompetence,government
613.0,blame,patient,infected,people,dealing,virus,showing,clear,person,person,blame,patient,infected,people,dealing,virus,showing,clear,person
614.0,lord,spread,bad,lord,lord,spread,bad,lord
616.0,bag,mean,bag,mean
617.0,immune,system,increase,corona,cyanide,choice
619.0,lam,moon,common,listen,people,ref,lam,moon,common,listen
621.0,people,dead,condition,confirmed,people,dead,condition,confirmed
624.0,turned,invisible,epidemic,likely,cover,case,badly,turned,invisible,epidemic,likely,cover,case,bad
625.0,update,testing,today,total,confirmed,negative,update,testing,today,total,confirmed
626.0,case,series,extremely,rapid,publication,included,case,series,extremely,rapid,publication
629.0,leave,right,leave,right
631.0,cry,mourning,hope,shout,turns,actual,action,stand,cry,mourning,hope,shout,turns,actual,action
632.0,ready,said,ready,said
634.0,makeshift,hospital,infected
635.0,quarantine,repost,quarantine,repost
636.0,imagine,country,forcibly,large,people,imagine,country,forcibly,large,people
637.0,business,china,locked,million,people,stop,spread,work,china,locked,million,people,stop,spread,work
638.0,people,turning,party
639.0,number,people,novel,exceed,number,number,people,novel,exceed,number
642.0,china,build,week,use,high,speed,rail,network,transport,china,build,week,use,high,speed,rail,network
643.0,face,good,look,mike,pence,praise,china
645.0,new,soon,likely,tonight,exceed,month,mortality,count,new,soon,likely,tonight,exceed,month,mortality,count
649.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
651.0,check,latest,news,china,need
652.0,win,grand,prize,game,send,mystery,vacation,china,win,grand,prize,game,send,mystery,vacation,china
653.0,outbreak,surveillance,state
654.0,achieve,guidance,smile,sneer
655.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
656.0,corona,virus,football,corona,virus,football
657.0,black,mirror,death,crematorium,capacity,black,mirror,death,crematorium,capacity
658.0,panic,assume,flu,panic,assume,flu
659.0,know,comes,china,found,quality,control,know,comes,china,found,quality
660.0,spread,china,people
661.0,outbreak,mobile,world,congress
665.0,china,bar,map,soul,new,record,china,bar,map,soul,new,record
667.0,worst,thing,happen,happen,hate,fairly,land,stayed,worst,thing,happen,happen,hate,fairly,lan
668.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
670.0,china,learned
671.0,send
674.0,fail,technology,need,buy,china,use,fail,technology,need,buy,china,use
675.0,people,getting,rare,glimpse,giant,opaque,bureaucratic,system,works,people,getting,rare,glimpse,giant,opaque,bureaucratic,system,works
676.0,independent,covering,outbreak,independent,covering,outbreak
679.0,precision,public,health,new,precision,public,health,new
682.0,doubt,virus,came,china,smart,use,opportunity,bag,wid,doubt,virus,came,china,smart,use,opportunity,bag
683.0,china,clinical,trial,test,antiviral,drug,new,need,urgent,china,clinical,trial,test,antiviral,drug,new,need
684.0,china,truthful,dead,people,dead,local,arresting,people,tell
687.0,wait,wha,boy,wait,wha,boy
691.0,outbreak,outbreak
692.0,recap,democrat,debate,racist,better,alive,national,security,war,recap,democrat,debate,racist,better,alive,national,security
693.0,tour,tour
694.0,ready,said,ready,said
695.0,man,plastic,tent,plane,avoid,man,plastic,tent,plane,avoid
