2.0,forced,quarantine,forced,quarantine
41.0,virus,genetically,virus,genetically,mystery,surrounding,virus,virus,genetically,virus,genetically,mystery,surrounding,virus,deepen
42.0,million,movie,reality,million,movie,reality
43.0,worse,think,worse,think
44.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
46.0,actually,freeze,god,send,control,vast,overpopulation,problem
47.0,city,million,contain,city,million,contain
48.0,data,college,education,higher,pregnancy,related,mortality,ratio,data,college,education,higher,pregnancy,related,mortality,ratio
49.0,death,toll,outbreak,overnight,death,toll,outbreak,overnight
50.0,pregnant,pass,pregnancy,pregnant,pass
51.0,live,press,conference,emergency,committee,meeting,new,live,press,conference,emergency,committee,meeting,new
52.0,china,guan,virologist,identify,scale,china,guan,virologist,identify,scale
53.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
54.0,update,respect,remember,wear,repost,update,respect,remember,wear,repost
55.0,thanks,continued,data,institute,virology,national,institute,health,beginning,thanks,continued,data,institute,virology,national,institute,health,wer
56.0,red,zone,official,aside,shutting,public,transport,red,zone,official,aside,shutting,public,transport
57.0,forced,quarantine,forced,quarantine
58.0,animal,cruelty,animal,killing,tag,learn
59.0,nat,look,got,measles,epidemic,north
61.0,asleep,asleep
62.0,guan,virologist,scale,guan,virologist,scale
63.0,lived,got,contact,isolate
64.0,original,source,outbreak,china,protein,favored,new,cor,original,source,outbreak,china,protein,favored,new
65.0,dragon,flight,fever,princess,dragon,flight,fever,princess
66.0,million,people,shut,public,transportation,million,people,shut,public,transportation
67.0,remember,black,doctor,worked,flu,shot,actual,cause,influenza,remember,black,doctor,worked,flu,shot,actual,cause
69.0,tourist,fever,took,lower,body,temp,check,tourist,fever,took,lower,body,temp
70.0,recently,tait,rose,dig
71.0,han,archive,health,alert,network,han
73.0,real,time,reverse,test,diagnose,currently,testing
74.0,commie,style,watch,train,station,city,million,goes,stop,spread
75.0,breaking,received,genetic,novel,expect,breaking,received,genetic,novel
76.0,video,chat,group,dire,situation,overcrowded,concerned,sick,video,chat,group,dire,situation,overcrowded,concerned,sick
77.0,tested,city,tested,city
78.0,international,health,emergency,committee,new,currently,international,health,emergency,committee,new
80.0,highly,sexually,education,led,epidemic,sexual,highly,sexually,education,led,epidemic
82.0,video,social,media,hospital,makeshift,quarantine
83.0,current,shopping,cart
84.0,confirmed,novel,hong,confirmed,case,today,confirmed,novel,hong,confirmed,case,today
86.0,enhanced,health,select,enhanced,health,select
87.0,respecting,idea,lost,history,space
88.0,soon,censorship,media,soon,censorship,media
89.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
90.0,willing,wait,winner,care,winner,willing,wait,winner,care,winner
91.0,swamp
92.0,china,new,novel,past,china,new,novel
93.0,premature,conclude,new,deadly,said,representative,premature,conclude,new,deadly,said
94.0,eldest,history,eldest
95.0,terrifying,bat,eating,woman,global,outbreak,terrifying,bat,eating,woman,global,outbreak
96.0,breaking,director,general,convene,emergency,committee,novel,inter,breaking,director,general,convene,emergency,committee,novel
97.0,envoy,responsible,insomnia,epidemic,rig,envoy,responsible,insomnia,epidemic
98.0,source,infection,known,come,bats,virus,new
99.0,odd,flu,supposedly,going,cause,epidemic,know
100.0,paper,spike,protein,likely,result,recombination,event,bat,paper,spike,protein,likely,result,recombination,event,bat
101.0,emergency,committee,novel,ascertain,outbreak,public,health,emergency,committee,novel,ascertain,outbreak,pub
102.0,flight,dragon,flight,land,hour,flight,dragon,flight,land
103.0,travel,ban,government,people,leaving,city,travel,ban,government,people,leaving
104.0,forced,quarantine,forced,quarantine
105.0,trump,quarter,salary,fight,epidemic
106.0,locking,city,combat,epidemic,recommend,column,mishandle,locking,city,combat,epidemic,recommend,column
107.0,basically,leave,city,said,china,national,health
108.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
109.0,jay,confirmed,case,risk,low,state,jay,confirmed,case,risk,low
110.0,city,million,contain,city,million,contain
111.0,hopefully,find
112.0,epidemic,disproportionately,adolescent,young,sub,epidemic,disproportionately,adolescent,young,sub
113.0,live,greater,risk,catching,flu,dying,getting,good,new,live,greater,risk,catching,flu,dying,getting
114.0,finger,flip,end,cop,epitome,situation,finger,flip,end,cop,epitome,situation
115.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
116.0,narrative,add,actually,read,great,narrative,add,actually,read,great
117.0,locking,city,combat,epidemic,recommend,column,mishandle,locking,city,combat,epidemic,recommend,column
118.0,comparativist,face,seal,leakage,certified,filter
120.0,look,style,football,poor,people,south,needs,stopping,look,style,football,poor,people,south,needs,stopping
121.0,soon,censorship,media,soon,censorship,media
122.0,interesting,mean,different,devastating,vaccine,interesting,mean,different,devastating,vaccine
123.0,bad,news,case,deadly,china,virus,new,bad,news,case,deadly,china,virus
124.0,fact,consider,confirmed,unnaturally
125.0,blown,community,epidemic,health
126.0,doctor,emergency,room,want,believe,handle,epidemic,doctor,emergency,room,want,believe,handle
127.0,virus,bad,panic,advice,touch,virus,bad,panic,advice,tou
128.0,infected,isolation,took,little,tour,civilian,infected,isolation,took,little,tour
129.0,head,let,path,forward,gun,violence,epidemic
130.0,know,communist,thinking,emergency,meeting,city,know,communist,thinking,emergency,meeting
131.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
132.0,taking,action,push,notification,china,getting
133.0,jay,confirmed,case,risk,low,state,jay,confirmed,case,risk,low
134.0,search,editor,chief,student,publication,send,search,editor,chief,student,publication,send
135.0,bush,airport,post,warning,flyer
136.0,scientist,found,dead,mysterious,disappearance,likely,police,scientist,found,dead,mysterious,disappearance,likely,police
137.0,wow,submit,abstract,following,sessions
138.0,recent,story,medical,worker,infected,recent,story,medical,worker,infected
139.0,update,complex,situation,meet,tomorrow,decision,emergency,update,complex,situation,meet,tomorrow,decision
140.0,time,address,epidemic,need,fight
142.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
143.0,goes,epidemic,ban,yes,right,need,ban,entering,amid,scare
144.0,mortality,rate,age,age,sex,china
146.0,possible,introduction,traveler,possible,introduction,traveler
147.0,sell,high,speed,rail,amid,ongoing,outbreak,sell,high,speed,rail,amid,ongoing,outbreak
148.0,know,communist,thinking,emergency,meeting,city,know,communist,thinking,emergency,meeting
149.0,exposed,new,manila,arrival,found,exposed,new,manila,arrival,found
150.0,million,movie,reality,million,movie,reality
151.0,night,china,number,infected,declared,night,china,number,infected
152.0,alert,flight,lots,flight,cut,outside,alert,flight,lots,flight,cut
153.0,emergency,saved
154.0,live,press,conference,emergency,committee,meeting,new,live,press,conference,emergency,committee,meeting,new
155.0,tested,city,tested,city
156.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
157.0,knew,prevalence,registry,worked,hard,knew,prevalence,registry,worked
158.0,state,media,headline,phone,visit,happy,new,year
159.0,continuous,epidemic,public,produce,eloquence,heady,talk,little,practical,continuous,epidemic,public,produce,eloquence,heady,talk,little
160.0,joining,quarantine,joining,quarantine
161.0,confirmed,case,traveler,seat,confirmed,case,traveler
162.0,justice,secretary,bureau,tracked,family,chin,justice,secretary,bureau,tracked,family
163.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
164.0,eating,wild,ban,request,close,eating,wild,ban,request,close
165.0,public,new,spread
166.0,perspective,people,globally,outbreak,perspective,people,globally,outbreak
167.0,awesome,spread,check,meat,said,available,closed,ground,zer,awesome,spread,check,meat,said,available,closed
168.0,civil,unrest,civil,unrest
169.0,film,rapid,spread,virus,inspired
170.0,city,country,fear,worst,man
171.0,bloody,price,eating,wild,price,list,shop,selling,wildlife,bloody,price,eating,wild,price,list,shop,selling
172.0,insightful,analysis,response,apparently,public,health,insider,insightful,analysis,response,apparently,public,health,insider
173.0,case,deadly,state,later,today,case,deadly,state,later
174.0,truth,policy,making,flavor,based,claim,driving,factor,teen,experimentation,truth,policy,making,flavor,based,claim,driving,factor,teen,experimentation
175.0,air,pollution,epidemic,minority,literally,dying,breath,air,pollution,epidemic,minority,literally,dying
176.0,million,movie,reality,million,movie,reality
177.0,china,region,love,bats,wild,share,china,region,love,bats,wild,share
178.0,million,people,shut,public,transportation,million,people,shut,public,transportation
179.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
180.0,inclusion,amid,epidemic,threat,inclusion,amid,epidemic,threat
182.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
184.0,entry,screening,direct,entry,screening,direct
185.0,jazz,team,look,bad,cherry,pick,jazz,team,look,bad,cherry
186.0,source,infection,comes,bats,love,drink,bat,soup,source,infection,comes,bats,love,drink,bat,soup
187.0,spread,real,time,data,available,spread,real,time,data,available
188.0,terrifying,bat,eating,woman,global,outbreak,terrifying,bat,eating,woman,global,outbreak
190.0,hope,china,beat,pray
191.0,bloody,price,eating,wild,price,list,shop,selling,wildlife,bloody,price,eating,wild,price,list,shop,selling
192.0,victim,need,know,deadly,virus
193.0,flight,wearing
194.0,media,said,case,viral,pneumonia,local,gove
195.0,single,death,mult,times,drug,overdose,involve,multiple,single,death,mult,times,drug,overdose,involve,multiple
196.0,highly,sexually,education,led,epidemic,sexual,highly,sexually,education,led,epidemic
198.0,watch,morning,representative,watch,morning,representative
200.0,man,county,confirmed,case,man,county,confirmed,case
201.0,night,china,number,infected,declared,night,china,number,infected
202.0,hope,keeping,safe,spreading,epidemic,anxious,knowing,flying,hope,keeping,safe,spreading,epidemic,anxious,knowing,flying
203.0,epidemic,disproportionately,adolescent,young,sub,epidemic,disproportionately,adolescent,young,sub
204.0,forced,quarantine,forced,quarantine
205.0,guan,virologist,scale,guan,virologist,scale
206.0,movie,story,scientist,said,team,major,vaccine,movie,story,scientist,said,team,major
207.0,senseless,shooting,innocent,gun,violence,recognize
208.0,locking,city,combat,epidemic,recommend,column,mishandle,locking,city,combat,epidemic,recommend,column
210.0,best,action,combat,crisis,streamline,cost,legislate,mandatory
211.0,definitely,good,petition,definitely,good
212.0,emergency,committee,new,reconvene,tomorrow,emergency,committee,new,reconvene
213.0,worse,think,worse,think
214.0,red,zone,seen,international,airport,mid,day,today,red,zone,seen,international,airport,mid,day,today
216.0,forced,quarantine,forced,quarantine
217.0,feel,like,real,life,version,walking,dead,thinking
218.0,surgical,counter,surgical,counter
219.0,live,press,conference,emergency,committee,meeting,new,live,press,conference,emergency,committee,meeting,new
220.0,look,like,china,government,day
221.0,china,pray,china
222.0,truth,policy,making,flavor,based,claim,driving,factor,teen,experimentation,truth,policy,making,flavor,based,claim,driving,factor,teen,experimentation
223.0,need,free,account,family,practice,guideline,need,free,account,family,practice,guideline
224.0,china,epidemic,day,people,seizing,infection,people
225.0,soon,censorship,media,soon,censorship,media
226.0,wondering,city,county,state,federal,plan,address
227.0,caution,feel,uncomfortable,guess,bat,imagine,caution,feel,uncomfortable,guess,bat,imagine
228.0,guan,expert,hong,isolate,virus,source
229.0,china,finally,taking,virus,seriously,impact,people,huge,new,china,finally,taking,virus,seriously,impact,people,huge,chin
230.0,highly,sexually,education,led,epidemic,sexual,highly,sexually,education,led,epidemic
231.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
232.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
233.0,source,infection,comes,bats,love,drink,bat,soup,source,infection,comes,bats,love,drink,bat,soup
234.0,tested,city,tested,city
235.0,china,quarantine,million,people,case,chin,china,quarantine,million,people,case
236.0,locking,city,combat,epidemic,recommend,column,mishandle,locking,city,combat,epidemic,recommend,column
237.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
238.0,food,market,middle,outbreak,sold,live
239.0,million,people,shut,public,transportation,million,people,shut,public,transportation
240.0,second,patient,milestone,global,epidemic
241.0,praying,practiced,epidemic,pray,find,way,hospital,took,overdose
242.0,led,campaign,deny,gay,men,right,visit,height,led,campaign,deny,gay,men,right,visit,height
243.0,ban,entering,country,virus,epidemic,racist,taking,ban,entering,country,virus,epidemic,racist
244.0,soon,censorship,media,soon,censorship,media
245.0,acute,respiratory,syndrome,hong,government,care,health,hong,acute,respiratory,syndrome,hong,government,care,health,hong,citizen
246.0,update,respect,remember,wear,repost,update,respect,remember,wear,repost
247.0,enhanced,health,select,enhanced,health,select
248.0,look,pacific,aboard,flight,family,person,infected,look,pacific,aboard,flight,family,person,infected
250.0,locking,city,combat,epidemic,recommend,column,mishandle,locking,city,combat,epidemic,recommend,column
251.0,international,health,emergency,committee,new,currently,international,health,emergency,committee,new
252.0,interview,outbreak,country,interview,outbreak,country
253.0,flight,dragon,flight,land,hour,flight,dragon,flight,land
254.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
255.0,date,tracker
256.0,watching,right,contagion,library
258.0,video,chat,group,dire,situation,overcrowded,concerned,sick,video,chat,group,dire,situation,overcrowded,concerned,sick
259.0,time,release,pandemic,coincide,spread,time,release,pandemic,coincide,spread
260.0,possibility,virus,mutate,epidemic,spread,possibility,virus,mutate,epidemic,spread
261.0,implore,measure,monitor
262.0,inside,airport,people,flight,check,early,morning,local,inside,airport,people,flight,check,early,morning,local
263.0,medical,face,bidding,price,paying,crazy
264.0,epidemic,like,suspect,epidemic,like,suspect
265.0,infected,isolation,took,little,tour,civilian,infected,isolation,took,little,tour
266.0,terrifying,bat,eating,woman,global,outbreak,terrifying,bat,eating,woman,global,outbreak
267.0,dragon,target,public,anger,stop,direct,flight,dragon,target,public,anger,stop,direct,flight
268.0,removed,related,series,removed,related,series
269.0,pet,project,ways,prepare,emergency,pet,project,ways,prepare,emergency
270.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
271.0,china,country,office,informed,pneumonia,unknown,etiology,unknown,cause,china,country,office,informed,pneumonia,unknown,etiology,unknown
272.0,walking,land,airport,planet
273.0,international,found,bats,natural,host,international,found,bats,natural,host
274.0,unreported,epidemic,people,turning
275.0,bloody,price,eating,wild,price,list,shop,selling,wildlife,bloody,price,eating,wild,price,list,shop,selling
276.0,ban,entering,country,virus,epidemic,racist,taking,ban,entering,country,virus,epidemic,racist
277.0,forced,quarantine,forced,quarantine
278.0,sudden,overnight,quarantine,hour,grace,period,people,leave,predictably,led,sudden,overnight,quarantine,hour,grace,period,people,leave,predictably,led
279.0,china,epidemic,day,people,seizing,infection,people,succumb,china,epidemic,day,people,seizing,infection,people
280.0,guan,virologist,scale,guan,virologist,scale
281.0,came,fast,quarantine,properly,fired,came,fast,quarantine,proper
282.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
283.0,bunch,government,pop,welcome,feedback,survey
284.0,head,health,high,speed,rail,need,declare,health,head,health,high,speed,rail,need,declare,health
285.0,epidemic,frozen,head,selling,meat
286.0,think,tired,twitter,sensationalism
287.0,confirmed,case,traveler,seat,confirmed,case,traveler
288.0,guan,virologist,scale,guan,virologist,scale
289.0,source,outbreak,krait
290.0,inclusion,amid,epidemic,threat
291.0,got,frank,career,high,sick,stomach,got,frank,career,high,sick,stomach
292.0,ban,entering,country,virus,epidemic,racist,taking,ban,entering,country,virus,epidemic,racist
293.0,hong,epidemic,hong,epidemic
294.0,remember,black,doctor,worked,flu,shot,actual,cause,influenza,remember,black,doctor,worked,flu,shot,actual,cause
295.0,government,prohibit,people,leaving,city,government,prohibit,people,leaving,city
296.0,million,movie,reality,million,movie,reality
297.0,implore,measure
298.0,case,confirmed,case,confirmed
299.0,believe,die,country
300.0,mild,freak,worth,pointing,people,mild,freak,worth,pointing,people
301.0,china,guan,virologist,identify,scale,china,guan,virologist,identify,scale
302.0,highly,sexually,education,led,epidemic,sexual,highly,sexually,education,led,epidemic
303.0,confirmed,novel,hong,confirmed,case,today,confirmed,novel,hong,confirmed,case,today
304.0,emergency,committee,novel,ascertain,outbreak
305.0,china,stopped,flying
306.0,possibly,video,showing,highway,leaving,city,shutting,quarantine,possibly,video,showing,highway,leaving,city,shutting,quarantine
307.0,estimate,total,city,uncertainty,range
308.0,infectious,disease,expert,ministry,health,said,public
309.0,forced,quarantine,forced,quarantine
311.0,woman,longer,speak,care,skin,lightening,cream,toxic,woman,longer,speak,care,skin,lightening,cream,toxic
312.0,epidemic,china,panic,city,confined,epidemic,china,panic,city
313.0,zip,help,severe,daily,pain,anti,script,stop,idiotic,ignorant,practice,surgical,labor
314.0,emergency,committee,new,reconvene,tomorrow,emergency,committee,new,reconvene
315.0,virus,government,patent,like,modern,virus,outbreak,virus,government,patent,like,modern,virus
317.0,outbreak,live,animal,market,city,state,outbreak,live,animal,market,city
318.0,yip,lot
319.0,people,life,crack,epidemic,better,watch,news,tomorrow,salt,wound,president,trump,state,country,receive,million,fight,crisis
321.0,today,deliver,novel,threat,old,boy
322.0,exposed,new,manila,arrival,found
323.0,new,virus,end,people,new,virus,end,people
324.0,director,dry,language,epidemiology,question,higher
325.0,guan,virologist,scale,guan,virologist,scale
326.0,semi,conductor,industry,people,china
327.0,know,communist,thinking,emergency,meeting,city,know,communist,thinking,emergency,meeting
328.0,reason,need,reconvene,tomorrow,lack,precise,knowledge,severity,reason,need,reconvene,tomorrow,lack,precise,knowledge
329.0,spread,real,time,data,available,spread,real,time,data,available
330.0,routinely,ignore,million,female,male,rape,year
331.0,envoy,responsible,insomnia,epidemic,rig,envoy,responsible,insomnia,epidemic
332.0,selling,sold,pickup,selling,sold,pickup
333.0,imagine,quickly,epidemic,spread,united,country,uninsured,imagine,quickly,epidemic,spread,united,country,uninsured
334.0,jenny,responsible,global,health,epidemic,sent,space,jenny,responsible,global,health,epidemic,sent,space
335.0,read,read,alright,going
336.0,shutting,outbound,transportation,provincial,capital,city,unprecedented,china,shutting,outbound,transportation,provincial,capital,city,unprecedented,china
337.0,international,found,bats,natural,host,international,found,bats,natural,host
338.0,million,movie,reality,million,movie,reality
339.0,imagine,quickly,epidemic,spread,united,country,uninsured,imagine,quickly,epidemic,spread,united,country,uninsured
340.0,hong,epidemic,hong,epidemic
341.0,soon,censorship,media,soon,censorship,media
342.0,needs,respond,needs,respond
343.0,enjoy,bat,related,outbreak
344.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
345.0,caution,feel,uncomfortable,guess,bat,imagine,caution,feel,uncomfortable,guess,bat,imagine
346.0,stayed,decided,despite,continue,stayed,decided,despite
347.0,china,lab,china,safely,handle,new,road
349.0,pregnant,pass,pregnancy,pregnant,pass
350.0,dragon,target,public,anger,stop,direct,flight,dragon,target,public,anger,stop,direct,flight
351.0,new,type,cause,pneumonia,outbreak,china,different,new,type,cause,pneumonia,outbreak,china
352.0,known,virus,understood,new,strain,previously,known,virus,understood,new,strain,previously
353.0,help,end,epidemic,technology
354.0,case
355.0,silly,rabbit,beer,bigger,crack,epidemic,silly,rabbit,beer,bigger,crack,epidemic
356.0,insightful,analysis,response,apparently,public,health,insider,insightful,analysis,response,apparently,public,health,insider
357.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
358.0,mystery,surrounding,virus,mae,wan,genetic,engineer
359.0,china,people,china,suspected,infected,sur,china,people,china,suspected,infected
360.0,bad,news,case,deadly,china,virus,new,bad,news,case,deadly,china,virus
361.0,massive,budget,vulnerable,like,virus,spreading,quickly,massive,budget,vulnerable,like,virus,spreading,quick
362.0,china,guan,virologist,identify,scale,china,guan,virologist,identify,scale
363.0,china,discretion,upsetting,delicacy,probably,emergence,china,discretion,upsetting,delicacy,probably
364.0,dragon,target,public,anger,stop,direct,flight
365.0,bring,lot,care
366.0,health,department,said,travel,history,china,health,department,said,travel,history
367.0,effective,ways,prevent,spread,find,wash,right,way,effective,ways,prevent,spread,find,wash
368.0,confirmed,found,china,people,wear,secretary,confirmed,found,china,people,wear,secretary
369.0,crazy,work
370.0,live,press,conference,emergency,committee,meeting,new,live,press,conference,emergency,committee,meeting,new
371.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
372.0,bloody,price,eating,wild,price,list,shop,selling,wildlife,bloody,price,eating,wild,price,list,shop,selling
373.0,according,survey,data,year,million,female,male
374.0,dragon,target,public,anger,stop,direct,flight,dragon,target,public,anger,stop,direct,flight
375.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
376.0,world,wildlife,crime,epidemic,ivory,ban,twisted,supply,chain,world,wildlife,crime,epidemic,ivory,ban,twisted,supply
377.0,grateful,remote,job,pick,location,comfort,safety,public,transportation,bus,subway,ferry,long,distance,bus,temporarily,closed
378.0,doctor,emergency,room,want,believe,handle,epidemic,doctor,emergency,room,want,believe,handle
379.0,interim,guidance,range,help,manage,new,interim,guidance,range,help,manage,new
380.0,blown,community,epidemic,health,blown,community,epidemic,health
381.0,tonight,national,stop,subway,problem,tonight,national,stop,subway,problem
382.0,new,virus,identification,quickly,importantly,sequence,new,virus,identification,quickly,importantly
383.0,china,suspended,public,transport,new,china,suspended,public,transport,new
384.0,international,found,bats,natural,host,international,found,bats,natural,host
385.0,deadly,virus,additional,ill
386.0,feared,news,epidemic,china,feared,news,epidemic,china
387.0,international,found,bats,natural,host,international,found,bats,natural,host
388.0,red,zone,seen,international,airport,mid,day,today
389.0,surgical,counter,surgical,counter
390.0,bloody,price,eating,wild,price,list,shop
391.0,estimate,total,city,uncertainty,range,onset
392.0,fake,news,epidemic,infected,million
393.0,hong,epidemic,hong,epidemic
394.0,found,tonight,handful,harry,beginning,new,epidemic
395.0,like,central,major,transportation,hub
396.0,excellent,story
397.0,million,movie,reality,watch,train,station,city,million,goes,stop,spread
398.0,brought,word,apart
399.0,live,press,conference,emergency,committee,meeting,new,live,press,conference,emergency,committee,meeting,new
400.0,shifting,dynamics,overdose,rapidly,making,way,west,supply,traditionally,shifting,dynamics,overdose,rapidly,making,way,west,supply
401.0,fatal,virus,intention,hide,lie
402.0,epidemic,major,increasingly
404.0,stop,city,country,global,populace,hope,grow
405.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
406.0,led,campaign,deny,gay,men,right,visit,height,led,campaign,deny,gay,men,right,visit,height
407.0,human,infection,new,person,recently,traveled,human,infection,new,person,recently
408.0,virus,found,fruit,bats,common,ancestor,study,new,strain,virus,found,fruit,bats,common,ancestor,study,new,strain
409.0,hong,epidemic,hong,epidemic
410.0,breaking,local,media,case,confirmed,afternoon,breaking,local,media,case,confirmed
412.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
413.0,sudden,overnight,quarantine,hour,grace,period,people,leave,predictably,led,sudden,overnight,quarantine,hour,grace,period,people,leave,predictably,led
414.0,thanks,open,data,provincial,center,control,thanks,open,data,provincial,center,control
415.0,bloody,price,eating,wild,price,list,shop,selling,wildlife,bloody,price,eating,wild,price,list,shop,selling
416.0,breaking,local,media,case,confirmed,afternoon,breaking,local,media,case,confirmed
417.0,epidemic,leaves,person,dead,seven,injured,downtown,shooting
418.0,china,deadly,hong,beaten,health
419.0,emergency,committee,new,reconvene,tomorrow,emergency,committee,new,reconvene
420.0,blown,community,epidemic,health
421.0,video,chat,group,dire,situation,overcrowded,concerned,sick,video,chat,group,dire,situation,overcrowded,concerned,sick
422.0,soon,censorship,media,soon,censorship,media
423.0,surgical,counter,surgical,counter
424.0,epidemic,rape,sexual,assault,exploitation
425.0,imagine,quickly,epidemic,spread,united,country,uninsured,imagine,quickly,epidemic,spread,united,country,uninsured
426.0,guan,virologist,scale,guan,virologist,scale
427.0,thanks,eggy,feel,like,mentality,population
428.0,infected,isolation,took,little,tour,civilian,infected,isolation,took,little,tour
429.0,learn,took,experience,face,learn,took,experience,face
430.0,include,fever,dry,cough,shortness,breath,trouble,breathing,dear,include,fever,dry,cough,shortness,breath,trouble,breathing,dear
431.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
432.0,emergency,committee,new,reconvene,tomorrow,emergency,committee,new,reconvene
433.0,city,blocked,late,epidemic,spread,local
434.0,china,efficient,system,credit
435.0,video,chat,group,dire,situation,overcrowded,concerned,sick,video,chat,group,dire,situation,overcrowded,concerned,sick
436.0,new,virus,identification,quickly,importantly,sequence,new,virus,identification,quickly,importantly
437.0,hong,government,style,close,station,prince,station,close,immediately,long,station,close
438.0,wish,failing,release,congressionally,funds,research,wish,failing,release,congressionally,funds
439.0,video,clip,hospital,devastating,need,help,international,society,shall,government,video,clip,hospital,devastating,need,help,international,society,shall
440.0,goal,develop,best,practice,model,antibiotic,stewardship,urgent,care,combat,goal,develop,best,practice,model,antibiotic,stewardship,urgent,care
441.0,according,approximately,million,related,emergency,department,according,approximately,million,related,emergency,department
442.0,china,said,number,people,infected,new,hit,author
443.0,information,protect,available,information,protect,avail
444.0,department,health,looking,suspected,case,novel,following,arrival,department,health,looking,suspected,case,novel,following,arrival
445.0,press,release,travel,advisory,effort,protect,epidemic,press,release,travel,advisory,effort,protect,epidemic
