2.0,outbreak,outbreak
104.0,kind,sick,piece,crap,think,kind,sick,piece,crap,think
105.0,panic,basic,protective,fever,cough,difficulty,breathing,panic,basic,protective,fever,cough,difficulty
106.0,stupid,actively,sought,physical,contact,feared,contagious,stupid,actively,sought,physical,contact,feared,contagious
107.0,informed,based,informed,based
108.0,new,art
109.0,told,wash,told,wash
110.0,home,minister,shah,participate,view,outbreak,appeal
111.0,happening,world,going,corona,virus
112.0,case,monetary,fiscal,scrap,government,stand,square,case,monetary,fiscal,scrap,government,stand,square
113.0,truly,stunning,hear,advocate,free,testing,treatment,uninsured,rep,ted,truly,stunning,hear,advocate,free,testing,treatment,uninsured,rep
114.0,shaky,foundation,enter,covid
115.0,infected,patient,patient,infected,group,infected,patient,patient,infected,group
116.0,donated,million,won,help,support,affected,outbreak,donated,million,won,help,support,affected,outbreak
117.0,employee,positive,covid
118.0,ani,union,health,minister,harsh,contact,tracing,person,tested,positive,came,know,union,health,minister,harsh,contact,tracing,person,tested,positive,came
119.0,silent,epidemic,covid,united,going,silent,longe,silent,epidemic,covid,united,going,sile
121.0,single,person,needs,day,watch,single,person,needs,day,watch
122.0,natural,disease,sickness,human,flu,cancer,swine,flu,bird,flu
123.0,new,new,report,total
124.0,contracted,mortality,rate,contracted,mortality,rate,indicate
125.0,economic,job,right,cut
128.0,interview,confirmed,said,daughter,know,interview,confirmed,said,daughter
130.0,according,state,epidemiologist,public,health,agency,possible,china,according,state,epidemiologist,public,health,agency,possible,china
131.0,mum,china,people,shake,boots
132.0,information,building,closed
135.0,humour,vaccine,corona,bought,instant,death,humour,vaccine,corona,bought,instant,death
136.0,protest,covid
137.0,prevent,covid,panic
139.0,united,better,prepared,deal,infectious,disease,like,united,better,prepared,deal,infectious,disease,like,rep
140.0,clown,closed,country,china,ahead
141.0,frat,house,bathroom,immune,frat,house,bathroom,immune
144.0,corona,virus,death,toll,globally
145.0,urge,follow,current,advice,area,urge,follow,current,advice,area
146.0,tech,like
147.0,necessarily,need,fact,new,novel
148.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
149.0,china,quarantine,coming,china,corona,virus,china,quarantine,coming,china,corona,virus
150.0,drive
151.0,total,confirmed,union,health,minister,harsh,total,confirmed,union,health,minister,harsh
152.0,maybe,virus,earth,maybe,virus,earth
153.0,covid,social,media,wrong,advice,alcohol,based,tha,covid,social,media,wrong,advice,alcohol,based
154.0,live,update,confirmed,case,count
155.0,world,remains,threat,covid,world,remains,threat,covid
156.0,warren,plan,news,warren,plan,news
158.0,panic,people,toilet,paper,panic,people,toilet,paper
159.0,person,sick,help,doctor,office,visit,pay,test,person,sick,help,doctor,office,visit,pay
160.0,preventive,corona,virus,pathy,kind,ministry,stop,issuing,false,preventive,corona,virus,pathy,kind,ministry,stop,issuing
162.0,support,artist,talk,covid,support,artist,talk,covid
163.0,turnaround,time,test,public,safety,priority,public,information,campaign,washing
164.0,world,health,organization,hesitate,declare,covid,outbreak,pandemic,world,health,organization,hesitate,declare,covid,outbreak,pandemic
165.0,help,communicable,medical,economics
166.0,student,racist,attack,linked,attack,comes,student,racist,attack,linked,atta
168.0,returned,long,foreign,holiday,think,responsible,citizen,returned,long,foreign,holiday,think,responsible,citizen
169.0,talk,true,human,right,talk,true,human,right
170.0,wash,right,way,wash,right,way
171.0,worked,ago,bill,sure,drug,profiteer,worked,ago,bill,sure,drug
172.0,world,health,global,shortage,price,protective,equipment,fight,fast,world,health,global,shortage,price,protective,equipment,fight
173.0,finally,country,start
174.0,request,consider,shutting,till,time,threat,con,request,consider,shutting,till,time,threat
175.0,fatality,rate,reed,taking,notice
176.0,majority,retired,staff,want,return,tackle,covid,crisis,majority,retired,staff,want,return,tackle,covid,crisis
177.0,coming,hope,corona,virus
178.0,end,today,ill,add,profound,happiness,word
179.0,historian,response,clumsy,business,insider,business,insider,historian,response,clumsy,business,insider,business,insider
180.0,imagine,death,suicide,way,case,corona,virus,imagine,took,imagine,death,suicide,way,case,corona,virus,imagine,took,seriously
184.0,fly,destroy,world,people,need,corona,come,fly,destroy,world,people,need,corona
185.0,turnaround,times,getting,faster,team,rapid,turnaround,times,getting,faster,team
186.0,yes,alcohol,based,hand,alcohol,kill,envelope,coating,yes,alcohol,based,hand,alcohol,kill,envelope,coating
187.0,help,dying,need,access,promising,treatment,help,dying,need,access,promising,treatment
188.0,know,possible,global,pandemic,happening,right,piece
189.0,husband,police,officer,nearly,spat,tea,expect,police,respond,emerge,husband,police,officer,nearly,spat,tea,expect,police,respond
191.0,carried,behalf,ago,according,carried,behalf,ago,according,place
192.0,joe,permanent,normal,trade,china,bill,led,loss,joe,permanent,normal,trade,china,bill,led,loss
194.0,local,people,walking,said,save,local,people,walking,said
195.0,forget,corona,virus,catch,forget,corona,virus,catch
196.0,congress,new,fight,week,speaker,decide,instead,congress,new,fight,week,speaker,decide
197.0,cleaning,area,plane,keeping,healthy,flight,clean,stop,touching,face,cleaning,area,plane,keeping,healthy,flight,clean,stop,touching
198.0,everybody,year,travel,everybody,year,travel
199.0,public,health,record,disastrous,said,link,smoking,lung,cancer,overblown,public,health,record,disastrous,said,link,smoking,lung,cancer,overblown
201.0,tell,losing,tell,losing
202.0,funny,people,went,bought,heaps,paper,thought,china,ship
203.0,school,china,ubiquity,arbitrary,nature,ruling,school,china,ubiquity,arbitrary,nature
204.0,update,people,tested,positive,covid,county,latest
205.0,great,uninsured,testing,actually,widely,available,great,uninsured,testing,actually,widely,available,scree
206.0,party,cow,dung,fight,thought
207.0,test,positive,confirmed,read,test,positive,confirmed,read
208.0,sadly,today,pass,rob,hug
209.0,news,scary,happy,showing,intent,fig,news,scary,happy,showing
210.0,assist,remote,teaching,advanced,rolling,additional,cost,assist,remote,teaching,advanced,rolling
211.0,dangerously,incompetent,response,dangerously,incompetent,dangerously,incompetent,response,dangerously,incompetent
213.0,breaking,flight,deal,discovery,breaking,flight,deal,discovery
214.0,representation,media,mean,photo,corona,representation,media,mean,photo,article
215.0,patient,novel,respect,medical,profession,grown,patient,novel,respect,medical,profession,grown
216.0,world,covid,novel,corona,virus,medical,fraternity,jointly,making,contain,world,covid,novel,corona,virus,medical,fraternity,jointly,making
217.0,welcome,case,case,health,minister
218.0,left,thank,reviving,economy,left,thank,reviving,economy
220.0,gig,economy,forced,stay,home,told,claim,universal,credit,gig,economy,forced,stay,home,told,claim,universal,credit
221.0,receive,forward,group,post,social,media,feed
223.0,new,inform,public,cease,unfold,covid,politics,information
224.0,donated,million,won,vulnerable,county,addition,previous,million,won,donated,million,won,vulnerable,county,addition,previous
225.0,blocking,bill,charge,vaccine,report,blocking,bill,charge,vaccine,report
226.0,woman,management,position,country,woman,management,position,country
227.0,times,president,trump,tell,big,tech,supply,china,times,president,trump,tell,big,tech,supply,china
228.0,effects,outbreak,continue,reach,unexpected,beloved
229.0,blocking,bill,charge,vaccine,report,raw,story,blocking,bill,charge,vaccine,report,raw,story
230.0,far,positive,health,minister,harsh,far,positive,health,minister,harsh
233.0,video,showing,people,greeting,tapping,instead,shaking,gone,video,showing,people,greeting,tapping,instead,shaking
234.0,official,china,epidemic,prevention
235.0,immunity,immunity
236.0,breaking,china,breaking,china
237.0,independent,queen,palace,ceremony,amid,ongoing,outbreak,queen,palace,ceremony,amid,ongoing,outbreak
238.0,help,help
239.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
240.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
241.0,want,know,science,new,structure,want,know,science,new,structure
242.0,reducing,china,plus,big,vaccine,pouring,reducing,china,plus,big,vaccine
243.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
244.0,councilwoman,resign,tweet,trump
246.0,breaking,minister,breaking,minister
247.0,chief,medical,officer,sky,news,significant,number,covid,chief,medical,officer,sky,news,significant,number,covid
248.0,survive,deadly,regime,locust,threaten,survive,deadly,regime,locust
250.0,lay,kai,donated,combined,million,won,disaster,relief,association,lay,kai,donated,combined,million,won,disaster,relief
251.0,number,confirmed,far,infected,number,confirmed,far,infected
252.0,refund,flight,afraid,corona,virus,spreading
254.0,important,festival,wake,decided,participate,important,festival,wake,decided,participate
255.0,everybody,year,travel,everybody,year,travel
256.0,live,sure,community,spread,union,health,minister,briefs,media,live,sure,community,spread,union,health,minister
257.0,march,china,encouraging,protective,medical,use,export,meet,march,china,encouraging,protective,medical,use,export
258.0,outside,china,worst,outbreak,outside,china,worst
259.0,yes,alcohol,based,hand,alcohol,kill,envelope,coating,yes,alcohol,based,hand,alcohol,kill,envelope,coating
260.0,unpopular,opinion,way,thinning,herd,balancing,scales,resist
261.0,praying,cure,corona,virus,praying,prevent,tiger,eating,lunch,praying,cure,corona,virus,praying,prevent,tiger,eating,lunch
262.0,representation,media,mean,photo,corona,representation,media,mean,photo,article
263.0,spread,quickly,movie,spread,quickly,movie
264.0,announce,legal,action,false,involvement,religious,sect,announce,legal,action,false,involvement,religious,sect
266.0,china,quarantine,coming,china,corona,virus,week,china,quarantine,coming,china,corona,virus
268.0,pointing,consider,crisis,pointing,consider,crisis
269.0,president,commitment,donate,salary,office,promise,prote,president,commitment,donate,salary,office,promise,fur
270.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
271.0,state,seeing,explosion,dramatic,action,genetic,sea,state,seeing,explosion,dramatic,action,genetic
273.0,stop,touching,face,stop,touching,face
274.0,maybe,virus,earth,maybe,virus,earth
275.0,breaking,resident,confirmed,positive,covid,breaking,resident,confirmed,positive,covid
276.0,world,yoga,day,coincide,said,yoga,cure,apparently,best,cure,covid,ask
277.0,business,abu,shut,prevent,spread,abu,shut,prevent,spread
278.0,trump,convey,surprise,number,flu,related,reportedly,uneasy,trump,convey,surprise,number,flu,related,reportedly,uneasy
279.0,stopping,corona,virus,bill,allow,big,stopping,corona,virus,bill,allow,big
280.0,representation,media,mean,photo,corona,representation,media,mean,photo,article
283.0,completely,people,super,necessary
284.0,ramp,testing,screening,journal,constitution
285.0,satisfied,obesity,plateau,comes,severe,obesity,transform,satisfied,obesity,plateau,comes,severe,obesity,transform
286.0,traveler,quarantine,early,case,outbreak
287.0,donated,million,won,hope,bridge,help,support,affected,outbreak,donated,million,won,hope,bridge,help,support,affected,outbreak
288.0,lived,china,long,time,speak,fluent,probably,lived,china,long,time,speak,fluent
289.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
290.0,latest,travel,advice,morning,cancel,trip
292.0,best,article,read,covid,transmission,king,county,read,best,article,read,covid,transmission,king,county,read
293.0,spotted,wearing,mask,airport,way,schedule,like,pro,spotted,wearing,mask,airport,way,schedule,like
294.0,learn,exactly,wash,beat,learn,exactly,wash,beat
295.0,maybe,virus,earth,maybe,virus,earth
296.0,marathon,happening,soon,people,participate,reschedule,marathon,happening,soon,people,participate
297.0,right,prepare,outbreak
298.0,turkey,dealing,outbreak,greater,turkey,dealing,outbreak,greater
299.0,important,festival,wake,decided,participate,important,festival,wake,decided,participate
300.0,save,save
301.0,false,find,day
302.0,case,corona,virus,people,crazy,daily,people,die,road,case,corona,virus,people,crazy,daily,people,die,road
303.0,pray,happen
304.0,disappointing,tiny,bit,yang,got
305.0,witch,right
307.0,important,festival,wake,decided,participate,important,festival,wake,decided,participate
308.0,kindly,informed,china,duck,army,situation,scam,distraught,love,love
309.0,update,covid,decided,cancel,physical,event,update,covid,decided,cancel
310.0,world,bank,billion,package,poor,buy,equipment,test,corona,virus,world,bank,billion,package,poor,buy,equipment,test,corona
312.0,maybe,virus,earth,maybe,virus,earth
313.0,worst,thing,corona,virus,outbreak,outbreak,worst,thing,corona,virus,outbreak,outbreak
314.0,socialism,russia,china,north,list,year
315.0,student,racist,attack,linked,attack,comes,student,racist,attack,linked,atta
316.0,sin,sin
317.0,maybe,virus,earth,maybe,virus,earth
318.0,confuse,corona,beer,virus,virus,beer
319.0,dear,quit,wasting,time,clown,social,media,facing,dear,quit,wasting,time,clown,social,media,facing
320.0,breaking,president,trump,donated,salary,health,human,help,combat,breaking,president,trump,donated,salary,health,human,help,combat
321.0,corona,virus,minding,business,going,corona,virus,minding,business,going
322.0,able,handle,corona,virus,effectively,know,incompetence,able,handle,corona,virus,effectively,know,incompetence,purpose
323.0,important,festival,wake,decided,participate,important,festival,wake,decided,participate
324.0,mot,par,mot,par
325.0,quick,tip,terminology,family,cause,common,cold,novel,quick,tip,terminology,family,cause,common,cold,novel
326.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
327.0,smart,distract,building,home,expanding,small,business,smart,distract,building,home,expanding,small,business
328.0,national,program,prepared,tackle,dengue,dengue,year,standardized
330.0,prepared,taken,precautionary,contain,spread,covid,novel,request,prepared,taken,precautionary,contain,spread,covid,novel
331.0,direct,sincere,recent,relief,harshly,direct,sincere,recent,relief,harshly
332.0,alert,resident,confirmed,positive,covid,alert,resident,confirmed,positive,covid
333.0,simple,effective,way,offset,epidemic,economic,downturn,remains,infrastructure,construction,simple,effective,way,offset,epidemic,economic,downturn,remains,infrastructure,construction
334.0,new,synagogue,ordered,self,quarantine,new,synagogue,ordered,self,quarantine
335.0,rain,kim,tae,decided,reduce,rent,help,rain,kim,tae,decided,reduce,rent,help
336.0,positive,corona,virus,positive,corona,virus
337.0,think,important,stop,threat,stop,probably,bigg,think,important,stop,threat,stop,prob
338.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
339.0,dow,volatile,trading,fed,combat,dow,volatile,trading,fed,combat
340.0,guess,new,plan,spread,president,guess,new,plan,spread,preside
341.0,polish,corona,time
344.0,trump,year,roll,designed,prevent,spreading,nursing,trump,year,roll,designed,prevent,spreading,nursing
345.0,parliament,tested,positive,deputy,parliament,speaker,parliament,tested,positive,deputy,parliament,speaker
347.0,important,festival,wake,decided,participate,important,festival,wake,decided,participate
348.0,official,advice,public,stop,spread
349.0,fear,affect,ticket,salary,cap,year
350.0,important,government,advice,resuscitation,yes,child,mouth,mouth,important,government,advice,resuscitation,yes,child,mouth,mouth
351.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
352.0,sake,add,context,myriad,ways,president,taxpayer,sake,add,context,myriad,ways,president,taxpayer,dollar
353.0,suffering,epidemic,suffering,epidemic
354.0,spell,bad,news,government,spent,billion,spell,bad,news,government,spent,billion
355.0,local,supermarket,crazed,public,response,far,damage,disease,local,supermarket,crazed,public,response,far,damage,disease
356.0,epidemic,examination,registered,worried,difficulty
358.0,told,wash,told,wash
359.0,battle,plan,role,retired
360.0,covid,lack,universal,health,care,prove,catastrophic,critical,care,doctor,covid,lack,universal,health,care,prove,catastrophic,critical,care
361.0,corona,hold,gave,public,heal,corona,hold,gave,public
363.0,rush,right,corona,virus,attack,rush,right,corona,virus,attack
364.0,chemist,said,assistant,rid,said,ammonia,cleaner
366.0,homeopathic,drug,album,prevent,infection,min,homeopathic,drug,album,prevent,infection
367.0,breaking,minister,breaking,minister
368.0,stress,wash,stress,wash
369.0,covid,covid
370.0,new,mammal,species,shrew,eastern,scenic,spot,mountain,new,mammal,species,shrew,eastern,scenic,spot,mount
371.0,help,maker,aka,based,rash,help,maker,aka,based,rash
372.0,donated,million,won,vulnerable,county,addition,donated,million,won,vulnerable,county,addition
373.0,tweet,want,evidence,earl,tweet,want,evidence
374.0,notice,postponement,music,bank,sincerely,apologize,keeping,promise,concert,hope,notice,postponement,music,bank,sincerely,apologize,keeping,promise,concert
375.0,china,growing,virus,threat,outside,country
376.0,strom,reliable,abortion
377.0,union,health,minister,harsh,said,total,people,tested,positive,new,union,health,minister,harsh,said,total,people,tested,positive,new
378.0,surprise,testing,spark,government,cover
379.0,political,corona,virus,political,corona,virus
380.0,mayor,khan,odd,government,exclude,global,city,cobra,meeting,mayor,khan,odd,government,exclude,global,city
381.0,properly,care,today,doctor,lack,accurate,properly,care,today,doctor,lack,accurate
382.0,lay,kai,donated,combined,million,won,disaster,relief,association,lay,kai,donated,combined,million,won,disaster,relief
383.0,government,fining,spread,alarmist,corona,information,government,fining,spread,alarmist,corona,information,tra
384.0,stop,schooling,million,china,stop,schooling,million,china
386.0,wave,china,video,provide
387.0,returned,long,foreign,holiday,think,responsible,citizen,returned,long,foreign,holiday,think,responsible,citizen
388.0,fear,suspend,plenary,country,continue,open,work,fear,suspend,plenary,country,continue,open
389.0,media,share,copy,check,media,share,copy,check
391.0,chief,medical,officer,sky,news,probably,significant,number,covid,chief,medical,officer,sky,news,probably,significant,number,covid
392.0,diagnoses,china,south,japan,diagnoses,china,south,japan
393.0,world,advised,reduce,mass,avoid,spread,covid,novel,world,advised,reduce,mass,avoid,spread,covid,novel
395.0,money,vacation,got,pretend,fly,money,vacation,got,pretend,fly
396.0,man,tested,gone,japan,troublingly,man,tested,gone,japan,troublingly
397.0,jail,jail
400.0,direct,sincere,recent,relief,harshly,direct,sincere,recent,relief,harshly
401.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
402.0,read,thread,live,covid,read,thread,live
403.0,yeah,sorry,corona,yeah,sorry,corona
406.0,china,quarantine,coming,china,corona,virus,china,quarantine,coming,china,corona,virus
407.0,dear,sir,prepared,handle,global,like
408.0,north,province,production,strict,taken,prevent
409.0,outbreak,dos,list,dos,government,stall,spread,outbreak,dos,list,dos,government,stall
410.0,provable,lie,public,health,hospital,provable,lie,public,health,hospital
411.0,past,china,exactly,leading
412.0,funder,breaking,pence,task,force,press,conference,audio,video,breaking,pence,task,force,press,conference,audio,video,allow
413.0,frat,house,bathroom,immune,frat,house,bathroom,immune
414.0,taking,silent,corona,virus,educate
415.0,need,self,isolate,helpful,super,rich,working,class,need,self,isolate,helpful,super,rich,working
416.0,ashamed,german,ashamed,believing,fake,news,spreading
417.0,distraction,fact,tortured,distraction,fact,torture
418.0,guy,foot,sink,wudu,told,careful,guy,foot,sink,wudu,told,careful,cor
419.0,breaking,news,vaccine,discovered,breakthrough,hope,true,breaking,news,vaccine,discovered,breakthrough,hope,true
420.0,lot,learnt,worked,recent,lot,learnt,worked,recent
421.0,time,finally,use
422.0,simply,contain,infectious,disease,test
423.0,people,infected,crematorium,working,today,ordered
424.0,illness,disproportionately,effects,elderly,fully,covered,illness,disproportionately,effects,elderly,fully,covered
425.0,told,wash,told,wash
427.0,sharpen,battle,relief,sharpen,battle,relief
428.0,confidently,ago,china,problem,confidently,ago,china,problem
429.0,literally,said,going,suffer
431.0,travelled,contact,city,origin
433.0,guess,new,plan,spread,president,guess,new,plan,spread,preside
434.0,panic,kept,bay,simple,dos,panic,kept,bay,simple,dos
435.0,salary,president,went,year,stole,billion,salary,president,went,year,stole,billion
437.0,prepared,taken,precautionary,contain,spread,covid,novel,request,prepared,taken,precautionary,contain,spread,covid,novel
438.0,dear,knew,march,administration,dear,knew,march,administration
439.0,trump,order,test,epidemic,trump,order,test,epidemic
440.0,councilwoman,tweet,calling,trump,resignation,trump,councilwoman,tweet,calling,trump,resignation
441.0,capacity,cope,prof,capacity,cope,prof,explain
442.0,program,china,trade,war,perfect,opportunity,program,china,trade,war,perfect,opportunity
443.0,problem,problem,life,pastor,win,car,drinking,problem,problem,life,pastor,win,car,drinking,competition
444.0,publicly,trump,times,year,develop,publicly,trump,times,year
445.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
446.0,new,channel,subscribe,channel,great,help
447.0,representation,media,mean,photo,corona,representation,media,mean,photo,article
448.0,member,church,quarantine,member,church,quarantine
449.0,covid,efficiently,flu,transmission,appear,driven,sick,covid,efficiently,flu,transmission,appear,driven,sick
450.0,nearly,million,low,eligible,sick,pay,nearly,million,low,eligible,sick,pay
451.0,seen,virtually,shake,instead,lying,seen,virtually,shake,instead,lying
452.0,health,minister,said,total,confirmed,corona,health,minister,said,total,confirmed
453.0,nice,public,service,message,ministry,health,nice,public,service,message,ministry,health
454.0,impact,key,impact,key
455.0,frat,house,bathroom,immune,frat,house,bathroom,immune
456.0,people,flu,feel,stay,bed,people,feel,people,flu,feel,stay,bed,people,feel,wan
458.0,bright,said,going,look,bright,said,going,look
459.0,told,wash,told,wash
460.0,heroic,liberal,party,wrong,year,coming,office,heroic,liberal,party,wrong,year,coming,office
461.0,confirmed,employee,works,home,city,test,confirmed,employee,works,home,city
462.0,rally,communist,official,use,deadly,virus,rally,communist,official,use
463.0,international,screened,union,health,minister,harsh,international,screened,union,health,minister,harsh
464.0,challenge,wash,prevention,funny,challenge,wash,prevention,funny
465.0,student,racist,attack,linked,attack,comes,student,racist,attack,linked,atta
466.0,allow,come,close,contact,covid,positive,shook,allow,come,close,contact,covid,positive
467.0,council,meeting,accidentally,council,meeting,accidentally
471.0,complete,acid,produced,million,detection,test,meet
472.0,middle,eastern,respiratory,syndrome,corona,virus,case,tertiary,care,hospital
473.0,new,orange,county,currently,positive,local,confirm,new,orange,county,currently,positive,local
474.0,unintended,consequence,normalize,remote,working,find,unintended,consequence,normalize,remote,working
475.0,employee
476.0,dangerous,aga,dangerous
477.0,confidence,public,health,system
478.0,needs,hear,corona,infection,droplet,infection
479.0,contamination
480.0,communist,mercy,brutal,temporarily,avoid,infection,china
481.0,guardian,global,slowdown,grow,stimulus,rally,global,slowdown,grow,stimulus,rally
482.0,market,unrest,time,invest,stock,market,recent,amid,covid
483.0,mike,licking,touching,food,box,touching,coffee,box,exact,mike,licking,touching,food,box,touching,coffee,box
484.0,stopped,banging
485.0,case,corona,virus,suspected
486.0,wash,usual,time,soap,water,use,hand,wash,usual,time,soap,water,use,hand
487.0,save,save
488.0,stigma,covid,apa,yang,sal,stigma,covid,apa,sal
489.0,independent,latest,pope,negative,virus,people,normal,health,sec,latest,pope,negative,virus,people,normal,health,sec
490.0,music,music
491.0,discussion,politics,instead,person,event,discussion,politics,instead,person,event
493.0,media,share,copy,check,media,share,copy,check
494.0,bis,ist,sind,den,bis,ist,sind,den
495.0,repost,vital,information,class,lead,times,crisis,repost,vital,information,class,lead,times,crisis
496.0,corona
497.0,action,disability,action,disability
498.0,temporarily,avoid,spread
499.0,fit,corona,virus,grip,genie,cancel,circus,tent,year,sad,fit,corona,virus,grip,genie,cancel,circus,tent,year
500.0,covid,covid
501.0,far,positive,health,minister,harsh,far,positive,health,minister,harsh
502.0,sie,nam,sie,nam
503.0,report,globally,confirmed,new,chin
