word,count
covid,338
pandemic,118
new,104
trump,101
people,83
wear,71
mask,71
day,51
today,49
world,49
testing,49
shut,45
japan,43
positive,43
went,42
unemployment,42
rate,42
president,42
economic,41
health,39
like,39
country,37
virus,36
nearly,36
away,36
tested,35
news,35
school,33
home,32
know,31
state,29
breaking,29
rally,29
million,29
biggest,28
reminder,28
right,28
united,28
said,28
standing,26
going,26
time,26
year,25
getting,25
life,23
spread,23
outbreak,23
change,23
got,23
public,22
bad,22
history,21
government,20
understanding,20
seen,20
media,20
surge,20
stay,19
days,19
death,19
corona,19
feel,18
correctly,18
deadly,18
job,18
come,18
send,17
china,17
data,17
good,17
response,16
single,16
economy,16
acting,16
want,16
june,16
care,16
house,16
vote,16
campaign,16
let,15
fall,15
way,15
social,15
hit,14
team,14
organization,14
taking,14
refuse,14
fight,14
staff,14
look,14
child,13
crisis,13
spreading,13
test,13
growing,13
face,13
white,13
lost,13
congress,12
listen,12
help,12
city,12
reopen,12
open,12
week,12
likely,12
convention,12
looking,12
number,12
stop,12
phoenix,12
telling,12
wash,12
running,11
increase,11
better,11
story,11
start,11
confirmed,11
reason,11
tomorrow,11
case,11
pence,11
county,11
past,11
shot,11
comes,11
month,10
dying,10
remember,10
man,10
according,10
fired,10
vaccine,10
real,10
thanks,10
hard,10
fear,10
global,10
site,10
ongoing,10
need,10
ran,10
room,10
kiss,10
phone,10
song,10
music,10
point,10
able,10
lucky,10
easiest,10
forever,10
late,10
remain,9
eve,9
solution,9
think,9
leadership,9
matter,9
worth,9
instead,9
distance,9
highest,8
risk,8
yesterday,8
special,8
immunity,8
far,8
important,8
theme,8
screaming,8
roller,8
inside,8
times,8
longer,8
faster,8
growth,8
ask,8
old,8
force,8
cut,8
result,8
currently,8
sent,8
educator,8
finally,8
seriously,8
read,8
greater,8
chance,8
jail,8
kind,8
place,8
pay,8
forcing,8
mayor,8
football,8
post,7
scream,7
quick,7
dream,7
federal,7
safe,7
friend,7
believe,7
stupid,7
trying,7
sure,7
took,7
large,7
red,7
update,7
sports,7
actually,7
continue,7
join,7
stimulus,7
tell,7
prison,7
control,7
mortality,7
protect,7
