word,count
trump,219
people,162
hoax,154
new,145
china,119
president,112
virus,93
death,89
corona,87
white,74
breaking,67
press,65
covid,62
like,61
outbreak,53
tested,52
state,52
news,51
man,51
health,47
stop,46
conference,46
positive,44
find,42
flu,42
washing,41
cure,41
fact,41
non,40
wonder,40
hand,40
time,39
announce,39
dog,38
said,38
going,38
soap,37
pandemic,37
science,36
spread,36
situation,36
public,35
admit,35
banal,34
stuck,34
risk,34
leave,32
disease,31
spreading,31
south,30
pushing,30
world,30
care,30
travel,29
case,29
confirmed,29
emergency,28
response,28
total,28
know,27
today,27
house,26
number,26
media,26
way,26
latest,26
sick,25
crisis,24
donated,24
think,24
need,24
woman,23
facility,23
away,23
home,23
pence,23
thank,23
country,22
day,22
nursing,21
hospital,21
high,21
dear,20
wash,19
help,19
far,19
governor,19
fake,18
million,18
imagine,18
combat,18
mike,18
ama,17
medical,17
general,17
moment,17
patient,17
week,17
known,17
hospitalization,17
hope,16
read,16
panic,16
want,16
start,16
remember,16
prevent,16
days,16
administration,16
look,16
best,15
action,15
rally,15
worse,15
worry,15
hear,15
believe,15
calling,15
homeless,15
term,15
canada,15
russia,15
free,14
great,14
person,14
seriously,14
effective,14
catching,14
epidemic,14
letter,14
millions,14
feel,14
got,14
good,14
donate,14
plan,14
team,14
border,14
discuss,14
vulnerable,14
vaccine,14
problem,14
hong,13
hit,13
infected,13
saying,13
trying,13
little,13
making,13
national,13
buy,12
infectious,12
watch,12
thing,12
losing,12
fear,12
video,12
times,12
novel,12
friendly,12
reminder,12
reassure,12
elderly,12
democratic,12
long,12
level,11
purely,11
bad,11
staff,11
year,11
left,11
likely,11
protect,11
democrat,11
report,10
work,10
gave,10
early,10
approximately,10
post,10
result,10
disaster,10
congress,10
past,10
disappear,10
taken,10
leading,10
point,10
possible,10
smart,10
concert,10
aid,10
warren,10
test,10
coming,10
dying,10
director,10
right,10
sir,10
beer,10
presser,10
life,10
require,10
crux,10
end,10
nancy,10
tweet,10
month,10
talk,9
better,9
getting,9
heart,9
save,9
fight,9
address,9
handling,9
pope,9
false,9
worst,9
ago,9
related,9
touch,8
wait,8
presidential,8
agree,8
deadly,8
thanks,8
supplemental,8
entirely,8
wife,8
epidemy,8
law,8
order,8
low,8
leadership,8
gas,8
sure,8
system,8
worried,8
importance,8
falling,8
journal,8
control,8
preventable,8
received,8
meeting,8
global,8
alarmed,8
impact,8
testing,8
lying,8
higher,8
guy,8
senator,8
fatality,8
united,8
told,8
money,8
stay,8
avoid,8
ticket,8
nope,8
update,8
anti,8
guess,8
set,8
provision,8
eating,7
local,7
unfortunately,7
ban,7
night,7
liberal,7
cancer,7
lot,7
super,7
rate,7
decision,7
eve,7
actually,7
considering,7
apologize,7
question,7
fine,7
candidate,7
war,7
furious,7
real,7
relief,7
human,7
close,7
misinformation,7
community,7
giving,6
bill,6
recent,6
information,6
princess,6
ship,6
historian,6
won,6
financial,6
pollution,6
clear,6
live,6
spring,6
break,6
cause,6
hell,6
statement,6
use,6
lie,6
responsible,6
sent,6
demanding,6
transparency,6
northern,6
charge,6
worked,6
found,6
secretary,6
falsely,6
exclusive,6
relentlessly,6
coverage,6
government,6
cor,6
obese,6
comprehensive,6
old,6
word,6
scale,6
warning,6
sadly,6
listen,6
center,6
blaming,6
drew,6
threat,6
region,6
physical,6
contact,6
large,6
reportedly,6
tax,6
tear,6
black,6
west,6
economy,6
institute,6
allergy,6
hey,6
running,6
socialism,6
face,6
mask,6
middle,6
conspiracy,6
federal,6
claim,6
mind,6
dead,6
security,6
open,6
briefing,6
connection,6
restaurant,6
affordable,6
act,6
prepared,6
older,5
sad,5
race,5
political,5
cruise,5
yesterday,5
affected,5
goes,5
run,5
school,5
japan,5
based,5
taking,5
pretty,5
toll,5
crazy,5
police,5
half,5
incompetence,5
visit,5
politic,5
talking,5
figure,5
protection,5
daily,5
politico,5
kim,5
quarantine,5
change,5
family,5
seen,5
game,5
southern,5
leader,5
article,5
hysteria,5
sorry,5
die,5
deal,5
city,5
big,5
bed,4
thinking,4
interested,4
election,4
inside,4
tell,4
epidemiologist,4
contain,4
rely,4
stock,4
collapse,4
luxury,4
praise,4
writing,4
diamond,4
ahead,4
curve,4
handle,4
massive,4
shake,4
creativity,4
maybe,4
twice,4
spill,4
economist,4
correctly,4
supermarket,4
certain,4
fund,4
stable,4
negative,4
site,4
amid,4
business,4
thought,4
able,4
wearing,4
red,4
research,4
remains,4
try,4
comes,4
nitrogen,4
dioxide,4
returned,4
complete,4
era,4
confidence,4
ongoing,4
stress,4
ill,4
treat,4
medicine,4
noted,4
project,4
angel,4
feeling,4
dealing,4
bowing,4
apple,4
normal,4
imposing,4
entry,4
following,4
faulty,4
doomsday,4
czar,4
county,4
jay,4
mental,4
reading,4
crises,4
practical,4
improving,4
summary,4
truth,4
supporting,4
gender,4
second,4
lied,4
turns,4
explicit,4
prayerfully,4
learned,4
date,4
severe,4
cheering,4
view,4
disgusting,4
senior,4
office,4
small,4
universal,4
outside,4
probably,4
methodist,4
rodeo,4
lose,4
joke,4
sold,4
lead,4
republic,4
clearly,4
campaign,4
filled,4
fired,4
pepper,4
spray,4
disperse,4
clad,4
york,4
zombie,4
blown,4
drive,4
significant,4
officially,4
specifically,4
lake,4
ted,4
party,4
department,4
donation,4
climate,4
according,4
increase,4
hour,4
sensible,4
thread,4
aggressive,4
confront,4
prevention,4
current,4
social,4
para,4
tae,4
bye,4
dangerous,4
vino,4
happy,4
banning,4
teen,4
reporter,4
young,4
similar,4
meaning,4
sink,4
humanity,4
football,4
clip,4
perfect,4
nation,4
cut,4
vote,4
regime,4
biggest,4
add,4
dash,4
soup,4
removing,4
refer,4
policy,4
suspected,4
wake,4
gang,4
safe,4
removed,4
disturbing,4
spent,4
instead,4
baby,4
contracted,4
hard,4
issue,4
infection,4
dry,4
dropping,4
loud,4
pack,4
raised,4
cover,4
federally,4
entire,4
narrative,4
scare,4
fully,4
major,4
living,4
trade,4
love,4
suing,4
prospect,4
urging,4
led,4
important,4
dumb,4
male,4
event,4
stocks,3
charging,3
mission,3
quick,3
filter,3
market,3
vice,3
age,3
nail,3
coffin,3
eric,3
pharmaceutical,3
went,3
kill,3
rolling,3
nearly,3
dan,3
active,3
allow,3
sinal,3
poll,3
effort,3
bless,3
