5.0,indicator,panic,column
283.0,mick,suggest,turn,bury,sand,worried,mick,suggest,turn,bury,sand
284.0,incompetence,trump,administration,testing,incompetence,trump,administration,testing
285.0,democrat,joe,lying,democrat,joe,lying
286.0,trying,imagine,worst,possible,person,trump,acting,secretary,trying,imagine,worst,possible,person,trump,acting,secretary
292.0,hearing,swamp,trying,tie,long,term,reauthorization,emergency,fight,hearing,swamp,trying,tie,long,term,reauthorization,emergency,fight
293.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
294.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
296.0,dow,score,biggest,point,gains,stocks,comeback,fox,business
299.0,buy,buy
300.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
301.0,boom,dow,nearly,single,day,point,gain,history,media,endlessly,boom,dow,nearly,single,day,point,gain,history,media,endlessly
302.0,tweet,withheld,canada,tweet,withheld,response,report,copyright,holder,learn
303.0,pho,cure
305.0,people,help,people,panic,making,people,help,people,panic,making
306.0,read,written,china,virus
307.0,mike,pence,charge,spread,press,conference,mike,pence,charge,spread,press,conference
308.0,worst,thing,corona,virus,outbreak,outbreak,worst,thing,corona,virus,outbreak,outbreak
311.0,people,quarantine,town,corona,virus
314.0,living,bad,bad
317.0,count,united,dead,count,united,dead
319.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
320.0,sector,supply
321.0,washing,best,way,protect,spread,washing,best,way,protect,spread
322.0,causing,mass,hysteria,millions,unvaccinated,entering,country,causing,mass,hysteria,millions,unvaccinated,entering,country
324.0,people,wear,directed,health,care,provider,affiliate,assistant,professor,people,wear,directed,health,care,provider,affiliate,assistant
328.0,photo,man,flushing,photo,man,flushing
329.0,bowing,nodding,blowing,kiss,elbow,bump,problem,bowing,nodding,blowing,kiss,elbow,bump,problem
330.0,thread,tutti,thread,tutti
332.0,hospital,testing,capacity,national,scan,hospital,testing,capacity,nat
334.0,bizarre,seeing,like,hysteria,logic,scene,bizarre,seeing,like,hysteria,logic
335.0,correct,president,trump,importance
336.0,exciting,like,outbreak,long,term,care,facility,exciting,like,outbreak,long,term,care,facility
338.0,world,desperately,want,suffer,world,desperately,want,suffer
339.0,funder,trump,clearly,pence,head,task,force,blame,wrong,trump,clearly,pence,head,task,force,blame
340.0,breaking,stopped,number,tested,left,breaking,stopped,number,tested,left
341.0,minister,lord,minister,lord
342.0,mayor,public,health,emergency,spread,mayor,public,health,emergency,spread
343.0,surgeon,general,stop,protect,effective,surgeon,general,stop,protect,effective
344.0,breaking,stopped,number,tested,left,breaking,stopped,number,tested,left
345.0,las,las
346.0,boom,dow,nearly,single,day,point,gain,history,media,endlessly,boom,dow,nearly,single,day,point,gain,history,media,endlessly
348.0,mean,temporarily,legal,republic,china,man,good,climbing,compete,monkey,king
349.0,writing,shocking,lack,security,table,writing,shocking,lack,security,table
351.0,man,corona,scary,thinking,needs,survive,man,corona,scary,thinking,needs,survive
353.0,abruptly,press,briefing,today,removed,information,detailed,abruptly,press,briefing,today,removed,information
355.0,infectious,head,stop,trump,white,house,meeting,vaccine,infectious,head,stop,trump,white,house,meeting
356.0,perfectly,fine,zoom,twitter,strongly,encouraging,nearly,global,work,home
358.0,lay,kai,lay,kai
359.0,breaking,stopped,number,tested,left,breaking,stopped,number,tested,left
361.0,seen,lot,covid,flu,think,worth,talking,covid,seen,lot,covid,flu,think,worth,talking,covid
362.0,idiot,kill,stupidity,idiot,kill,stupidity
363.0,dow,sell,biggest,gain,wow,saw,coming,dow,sell,biggest,gain,wow,saw,coming
367.0,hospital,testing,capacity,national,scan,hospital,testing,capacity,nat
368.0,test,kit,cost,price,fat,test,kit,cost,price
369.0,exposed,checked,fever,meet,exposed,checked,fever,meet
370.0,person,save,person,save
371.0,trump,response,slow,lower,interest,fox,news
372.0,man,returned,china,felt,sick,instead,going,drugstore,counter,flu,medicine,man,returned,china,felt,sick,instead,going,drugstore,counter,flu
373.0,congress,needs,immediately,pass,bill,cover,cost,testing,congress,needs,immediately,pass,bill,cover,cost
374.0,bay,bay
375.0,interesting,virus,old,home,expendable,going,ask,interesting,virus,old,home,expendable,going,ask
378.0,medical,white,house,patiently,explain,trump,idea,flu,vaccine,address,medical,white,house,patiently,explain,trump,idea,flu,vaccine,add
380.0,white,blood,getting,ready,attack,white,blood,getting,ready,attack
383.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
384.0,trump,think,needs,national,emergency,dying,trump,think,needs,national,emergency,dying
387.0,picture,picture
388.0,making,partisan,political,issue,best,support,decisive,making,partisan,political,issue,best,support
392.0,question,tested,long,incubation,rate,sure,low,risk,covid,question,tested,long,incubation,rate,sure,low,risk,covid
393.0,sent,work,factory,report
394.0,business,billion,corridor,beset,lack,billion,corridor,beset,lack
395.0,remember,press,conference,pence,great,job,trump,remember,press,conference,pence,great,job,trump
396.0,new,public,health,response,covid,watching,sure,new,public,health,response,covid,watching
400.0,king,right,latest,curb,outbreak
401.0,wearing,wearing
404.0,happening
405.0,flash,index,continued,economic,growth,compiler
406.0,continue,support,response,federal,state,local,health,working,combat,continue,support,response,federal,state,local,health,working,combat
407.0,fact,mike,trump,comment
413.0,year,average,people,die,flu,people,time,flu,shot,year,average,people,die,flu,people,time,flu
414.0,good,grief,middle,school,medical,white,house,patiently,explain,trump,idea,flu,vaccine,add
416.0,damn,trump,way,rally,pay,clown,attend,damn,trump,way,rally,pay,clown,attend
417.0,funder,trump,clearly,pence,head,task,force,blame,wrong,trump,clearly,pence,head,task,force,blame
419.0,pacific,contest,long,place,multipolar,pacific,contest,long,place
421.0,respiratory,protective,mask,shop,today
422.0,trump,administration,fired,entire,pandemic,response,chain,command,white,house,trump,administration,fired,entire,pandemic,response,chain,command
424.0,reminder,cast,key,help,narrowly,defeat,legislation,reminder,cast,key,help,narrowly,defeat,legislation
425.0,average,daily,increase,case,outside,china,rate,mil
426.0,yeah,lost,situation,right,president,yeah,lost,situation,right,president
427.0,photo,man,flushing,photo,man,flushing
428.0,work,blocked,corona,virus,available,mike,fly,event
430.0,lady,corona,virus,saying,nasty,came,eating,bats,lady,corona,virus,saying,nasty,came,eating
431.0,people,state,border
432.0,wait,white,start,like,white,cause,epidemic,cycle,steal,wait,white,start,like,white,cause,epidemic,cycle
435.0,funder,trump,clearly,pence,head,task,force,blame,wrong,trump,clearly,pence,head,task,force,blame
437.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
438.0,pay,like,pay,like
439.0,cause,male,news,cause,male,news
440.0,got,learning,correctly,wash,disgusting,got,learning,correctly,wash,disgusting
442.0,ago,today,tore
443.0,happening,jay,update,novel,happening,jay,update,novel
444.0,remember,mass,tool,media,create,fear,panic,notice,little,coverage,remember,mass,tool,media,create,fear,panic,notice,little,cover
445.0,student,petition,close,campus,student,petition,close,campus
447.0,hand,absolutely,kill,maybe,effect,hand,absolutely,kill,maybe
452.0,people,couple,days,going,close,zero,people,couple,days,going,close,zero,tha
454.0,perfect,specimen,self,absorbed,toxic,businessman,think,genius,marvel,medical,white,house,patiently,explain,trump,idea,flu,vaccine,add
458.0,sent,memo,encouraging,use,fist,instead,high,fives,avoid,sent,memo,encouraging,use,fist,instead,high,fives,avoid
459.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
460.0,actively,misleading,total,disgrace,actively,misleading,total,disgrace
461.0,vice,president,deck,effort,today,president,brough,vice,president,deck,effort,today,president
462.0,case,case
463.0,want,virus,bad,like,want,virus,bad,like
464.0,sally,digital,solo,single,china,agency,days,ago,time,bloom
465.0,northeast,handle,outbreak
466.0,abruptly,press,briefing,today,removed,information,detailed,abruptly,press,briefing,today,removed,information
467.0,opinion,opinion
468.0,briefing,covid,jerk,award,briefing,covid,jerk,award
469.0,german,sausage,bacon,german,sausage,bacon
472.0,independent,ghost,town,away,ghost,town,away
473.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
474.0,interested,slowdown,china,possibly,particular,interested,slowdown,china,possibly,particular
476.0,rupee,month,low,fresh,country
479.0,thanks,leadership,president,time,thanks,leadership,president,time
482.0,funder,breaking,dealing,clearly,infectious,disease,outbreak,likely,breaking,dealing,clearly,infectious,disease,outbreak
484.0,worse,animus,control,times,media,worse,animus,control,times,media
485.0,walking,dead
486.0,pence,help,virus,outbreak
488.0,breaking,morocco,case,breaking,morocco,case
490.0,nefarious,imperialism,nefarious,imperialism
493.0,entire,time,power,blamed,actually,external,like,entire,time,power,blamed,actually,external
494.0,group,stadium,reason,given,group,stadium,reason,given
495.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
500.0,job,home,depot,going,crazy,customer,said,job,home,depot,going,crazy,customer,said
501.0,mike,pence,risk,low,increase
502.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
503.0,health,report,new,state,death,toll
504.0,notable,noon,briefing,nancy,head,national,center,immunization,respiratory,disease,notable,noon,briefing,nancy,head,national,center,immunization,respiratory
505.0,giving,strap,nut,daddy,knowing,damn,dick,china,giving,strap,nut,daddy,knowing,damn,dick,china
506.0,china,safe,china,safe
507.0,numerous,indicate,spread,urge,secretary,general,high,commission,numerous,indicate,spread,urge,secretary,general,high
508.0,corona,virus,corona,virus
510.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
511.0,large,like,completely,irresponsible,virus,outbreak,know
513.0,peck,believe,patel,sacked,national,security,lying,guy,peck,believe,patel,sacked,national,security,lying
516.0,dangerous,cruel,unwanted,leader,world,corona,virus,gone,viral,dangerous,cruel,unwanted,leader,world,corona,virus,gone
518.0,corona,boil
520.0,think,agree,watching,pence,conference,official,spoke,weasel,honestly,believe,necessarily,specific,cancellation,right
522.0,confirmed,county,logic,expect,days,confirmed,county,logic,expect
524.0,terrifying,cocktail,ineptitude,corruption,systemic,failure,terrifying,cocktail,ineptitude,corruption,systemic,failure
526.0,doc,national,pleading,test,officially,problem,doc,national,pleading,test,officially,problem
528.0,screwed,photo,pence,praying,task,force,criticism,left,praise,right,screwed,photo,pence,praying,task,force,criticism,left,praise,fro
529.0,maybe,kind,weird,epidemic,think,slipped,got
530.0,situation,closely,keeping,touch,government,health,situation,closely,keeping,touch,government,health
531.0,day
532.0,god,bless,people,doomsday,right,eating,little,food,sit
533.0,conservative,party,time,high,pressure,failing,necessary
535.0,turned,pence
536.0,funder,breaking,dealing,clearly,infectious,disease,outbreak,likely,breaking,dealing,clearly,infectious,disease,outbreak
537.0,bad,unfortunately,going,bad,unfortunately,going
538.0,yeah,right,trump,brought,people,corona,virus,cruise,ship,person,moment,country,learned,spread,president,took
539.0,president,met,pharmaceutical,actively,working,develop,covid,vaccine,dis,president,met,pharmaceutical,actively,working,develop,covid
541.0,penicillin,china,national,security,issue,president,considering,penicillin,china,national,security,issue,president,consider
545.0,outbreak,important,bring,outbreak,important,bring
546.0,stocks
547.0,mike,pence,epidemic,fit,handle,hilarious,point,mike,pence,epidemic,fit,handle,hilarious
548.0,hilariously,hilariously
549.0,worse,animus,control,times,media,worse,animus,control,times,media
551.0,spread,likely,plan,agreed,tackle,spread,likely,plan,agreed,tackle
552.0,bet,liberal,ass,disgusting,outbreak
553.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
554.0,ask,funds,voting,previously,cut,national,ask,funds,voting,previously,cut,national
555.0,need,china,trump,tax,promote,coming,outbreak,important,bring
557.0,boom,dow,nearly,single,day,point,gain,history,media,endlessly,boom,dow,nearly,single,day,point,gain,history,media,endlessly
559.0,corona,finally,panic,yes,corona,finally,panic,yes
561.0,fed,cut,inevitable,prob,mar,prove,futile,long,run,issue,impact,fed,rescue,new,death,rate
562.0,million,won,according,disaster,million,won,according
566.0,worried,client,hostage,prison,person,hallway,worried,client,hostage,prison,person
567.0,height,cowardice,mike,pence,answer,question,simple,think,wan,height,cowardice,mike,pence,answer,question,simple,think
568.0,infectious,head,stop,trump,white,house,meeting,vaccine,infectious,head,stop,trump,white,house,meeting
569.0,peep,fox,news,judge,deposition,oath,peep,fox,news,judge,deposition,oath
570.0,independent,trump,win,election,doom,economist,trump,win,election,doom,economist
572.0,year,average,people,die,flu,people,time,flu,shot,year,average,people,die,flu,people,time,flu
575.0,week,beautiful,rare,critically,herb
576.0,covid,press,conference,begin,lots,dear,leader,covid,press,conference,begin,lots,dear,leader
577.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
578.0,finished,interview,director,infectious,hour,long,interview,detailed,said,finished,interview,director,infectious,hour,long,interview,detailed
580.0,guess,push,guess,push
583.0,anti,science,faith,fired,dip,ask,funds,anti,science,faith,fired,dip,ask
585.0,flooded,provide,immediate,restoration,event,water,damage,carpet,flood,dama,closed,country,china,ahead
588.0,trump,pence,charge,throw,bus,replace
590.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
593.0,washing,help,washing,help
594.0,comes,prevention,preparedness,role,play,frequent,cough,comes,prevention,preparedness,role,play,frequent
595.0,hearing,swamp,trying,tie,long,term,reauthorization,emergency,fight,hearing,swamp,trying,tie,long,term,reauthorization,emergency,fight
597.0,idiot,kill,stupidity,idiot,kill,stupidity
598.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
599.0,stop,touching,face,stop,touching,face,stop,touching,face
600.0,real,time,president,real,time,president
601.0,dying,right,dying,right
603.0,remember,press,conference,pence,great,job,trump,remember,press,conference,pence,great,job,trump
604.0,welcome,new,reality,pass,hand
605.0,watch,democrat,trump,bipartisan,white,watch,democrat,trump,bipartisan
606.0,able,reduce,risk,spread,taking,prevent,infection,able,reduce,risk,spread,taking,prevent
609.0,lick,problem,usually,care,end,lick,problem,usually,care
610.0,country,china,japan,country,china,japan
611.0,caller,solution,shut,fort
612.0,like,guy,got,point,virus,hoax,exploitation,virus,political,gain,like,guy,got,point,virus,hoax,exploitation,virus,political
613.0,outer,membrane,oil,fat,outer,membrane,oil,fat
614.0,best,set,found,corona,virus,worth,watching,best,set,found,corona,virus,worth,watching
618.0,national,emergency,die
621.0,speak,accurately,risk,based,scientific,data,latest,official,health,advice,repeat,speak,accurately,risk,based,scientific,data,latest,official,health,advice
624.0,people,state,approximately,know,preside
625.0,need,vaccine,need,vaccine
626.0,die,flu,die,corona,virus
628.0,young,corona,virus
632.0,insanity,transparent,number,insanity,transparent,number
633.0,king,county,power,washing,mobile,housing,soon
634.0,sacrifice,willing,volunteer,contract,arrange,meeting,infected,self,democrat,leadership
635.0,million,won,according,disaster,million,won,according
636.0,photo,man,flushing,photo,man,flushing
637.0,update,self,isolate,days,canada,new,covid,trace,update,self,isolate,days,canada,new,covid
638.0,variation,flu,people,correct,bill,century,pathogen,worried,instill,fear,roll
641.0,breaking,warren,plan,presidential,agenda,federal,breaking,warren,plan,presidential,agenda,fed
642.0,pence,white,house,briefing,room,update,pence,white,house,briefing,room,update
644.0,stopped,number,tested,stopped,number,tested
645.0,outbreak,important,bring,outbreak,important,bring
646.0,people,world,wear,surgical,mask,million,people,wan,people,world,wear,surgical,mask,million,people
650.0,infected,death,toll,tops,globally,jordan,case,infected,death,toll,tops,globally,jordan,case
653.0,stay,home,avoid,contact,people,self,isolation,check,guide,stay,home,avoid,contact,people,self,isolation,check
654.0,tech,tech
655.0,shocking,new,diagnosis,known,instance,virus,spreading,general,public,shocking,new,diagnosis,known,instance,virus,spreading,general,pub
657.0,trump,vast,majority
