1.0,awesome,night,tonight,thanks,support
131.0,lewis,funeral,today,plenty,singing,sitting,right,good,lewis,funeral,today,plenty,singing,sitting,right,good
132.0,player,fire,saying,covid,overblown,bigger,agenda,player,fire,saying,covid,overblown,bigger,agenda
133.0,governor,needs,combat,president,vice,governor,needs,combat,president
134.0,incredibly,doubled,trillion,dollar,legislation,falsely,incredibly,doubled,trillion,dollar,legislation,falsely
135.0,independent,scrapped,national,strategy,political,blame,democrat,report,scrapped,national,strategy,political,blame,democrat,report
136.0,pretty,uncomfortable,trend,female,middle,pretty,uncomfortable,trend,female
140.0,covid,pandemic,time,unlike,time,time,covid,pandemic,time,unlike,time,time
141.0,partially,downward,rest,uncontrolled,partially,downward,rest,uncontrolled
142.0,hit,covid,hiker,trash,remember
143.0,pastor,positive,week,round,table,event,trump
144.0,shut,country,people,stay,home,enforced,quarantine,shut,country,people,stay,home,enforced,quarantine
146.0,fighting,act,following,science,fighting,act,following,science,fund
147.0,fraud,believe,clearly,sides,anti,fraud,believe,clearly,sides,ant
148.0,mean,taking,place,stopped,destruction,mean,taking,place,stopped,destruction
150.0,jordan,continually,possible,spread,mass,seen,kind,jordan,continually,possible,spread,mass,seen,kind
152.0,wake,people,wake,people
153.0,tied,staff,north,camp,june,tied,staff,north,camp,june
154.0,absolutely,treatment,malaria,lupus,taking,absolutely,treatment,malaria,lupus,taking
157.0,land,free,mutate,dehumanize,want,satisfy,sick,land,free,mutate,dehumanize,want,satisfy
158.0,real,pandemic,child,sex,agree,real,pandemic,child,sex,agree
160.0,pastor,tested,positive,week,visiting,trump,white,house,hope,better,pastor,tested,positive,week,visiting,trump,white,house,hope
161.0,true,health,conceded,times,way,explain,tha,true,health,conceded,times,way,explain
165.0,blocked,send,camp,outbreak,rapid,blocked,send,camp,outbreak,rapid
167.0,friend,tell,husband,dinner,bland
168.0,absolutely,story,write,political,covid,vaccine,measles,example,absolutely,story,write,political,covid,vaccine,measles
169.0,new,today,nursing,patient,week,today
171.0,twitter,community,kindly,help,till,talented,boy,sponsor,twitter,community,kindly,help,till,talented,boy,sponsor
172.0,eat,covid,thread,host,eat,covid,thread,host
174.0,covid,virus,lewis,funeral,peaceful,protest,wink,wink,covid,virus,lewis,funeral,peaceful,protest,wink,wink
175.0,voting,person,voting,check,registration,look,polling,place,voting,person,voting,check,registration,look,polling,place
177.0,pandemic,cocaine,soda,pandemic,cocaine,soda
178.0,covid,people,meant,quarantine
179.0,yes,stop,coming,vacation,surge,yeah,hurricane
180.0,city,jail,time,pandemic,city,jail,time,pandemic
181.0,jordan,needs,spend,time,working,stop,pandemic
183.0,silly,man,said,friend,cain,china,virus,listen,silly,man,said,friend,cain,china,virus,listen
187.0,breaking,report,killer,prison,people,breaking,report,killer,prison,people
188.0,year,old,nephew,built,gaming,system,pandemic,play,sup,year,old,nephew,built,gaming,system,pandemic,play,gam
189.0,taking,treat,diagnosis,decided,best,course,action,taking,treat,diagnosis,decided,best,course,act
191.0,ominous,sign,fall,staff,overnight,camp,ominous,sign,fall,staff,overnight,camp
193.0,average,wealth,senator,million,sneer,working,class,tell,average,wealth,senator,million,sneer,working,class,tell
195.0,people,cure,covid,overwhelming,cumulative,evidence,people,cure,covid,overwhelming,cumulative,evidence
196.0,people,think,effective,treatment,covid,people,think,effective,treatment,covid
197.0,sister,works,covid,school,notified,people,sister,works,covid,school,notified
198.0,fellow,woman,doctor,ambassador,army,colonel,disgusting,playbook,nights,closed,meeting,nancy
199.0,wish,family,happy,accept,shower
200.0,new,nearly,disapprove,handling,major,facing,country,new,nearly,disapprove,handling,major,facing,count
201.0,damn,thing,treatment
202.0,mustache,maybe,wear,mask,tho,king,harry,fan,today
203.0,sister,works,covid,school,notified,people,sister,works,covid,school,notified
206.0,quit,eating,horror,meat,quit,eating,horror,meat
207.0,spend,little,left,spend,little,left
208.0,millions,unemployed,desperate,need,income,pay,rent,buy,food,afford,medical,treatment,rep,millions,unemployed,desperate,need,income,pay,rent,buy,food,afford,medical
210.0,little,overlap,round,federal,aid,address,little,overlap,round,federal,aid
212.0,sister,works,covid,school,notified,people,sister,works,covid,school,notified
213.0,administration,finding,donate,administration,finding,don
214.0,blatant,racism,daily,unforgivable,times,falsely,refusing,national,response,pandemic,people,loving,country
215.0,hearing,covid,related
217.0,worker,lost,epidemic,worker,infection,potentially,hurt,worker,lost,epidemic,worker,infection,potentially,hurt
218.0,acquaintance,decided,son,deserved,graduation,party,entire,acquaintance,decided,son,deserved,graduation,party
220.0,covid,mortality,masterfully,method,current,mortality,appear
221.0,sure,like,know,saying,social,sure,like,know,saying,social
223.0,objectively,bigger,scandal,canada,world,class,pandemic,warning,system,objectively,bigger,scandal,canada,world,class,pandemic,warning,system,liberal
224.0,hey,provide,donated,mask,hey,provide,donated,mask
225.0,citizen,cattle,mandatory,fear,covid,shove,citizen,cattle,mandatory,fear,covid,shove
226.0,international,alliance,new,global,vaccine,access,drive
229.0,breaking,commissioner,rob,told,executive,director,tony,clark,sport,breaking,commissioner,rob,told,executive,director,tony,clark,sport
231.0,demise,shown,cohesive
232.0,increasingly,clear,turns,turned,opportunity,screw,poor,increasingly,clear,turns,turned,opportunity,screw,poor
233.0,emphasize,point,week,outside,long,term,care,covid,emphasize,point,week,outside,long,term,care,covid,tha
234.0,department,health,new,covid,additional,department,health,new,covid,additional
235.0,single,best,way,defeat,disease,personal,responsibility,socially,distance,wear,mask,single,best,way,defeat,disease,personal,responsibility,socially,distance,wear,mask
238.0,taking,treat,diagnosis,decided,best,course,action,taking,treat,diagnosis,decided,best,course,act
240.0,police,force,help,blame,covid,china
241.0,sitting,desk,traitorous,turtle,bill,want,pass,sitting,desk,traitorous,turtle,bill,want,pass
242.0,consider,weapon,arsenal,covid,wear,mask,practice,consider,weapon,arsenal,covid,wear,mask,practice
244.0,wait,hear,shouting,saying,covid,free,wait,hear,shouting,saying,covid,free
245.0,wear,mask,wear,mask
246.0,key,model,covid,key,model,covid
247.0,trump,travel,china,saved,early,pandemic
248.0,bad,school,staff,community,bad,school,staff,community
249.0,minister,actually,best,advice,need,minister,actually,best,advice,need
251.0,ill,blessing,people,like,apple,ill,blessing,people,like
252.0,covid,bill,fighter,covid,bill,fighter
254.0,virus,crime,big,big,allied,death,doctor,virus,crime,big,big,allied,death,doctor
256.0,house,hearing,director,narrative,dangerous,start,person,schooling,fall,house,hearing,director,narrative,dangerous,start,person,schooling,fall
257.0,whilst,socially,wonder,covid,spreading,like,wild,fire
259.0,bitch,expose,covid,kill,bitch
260.0,translation,going,china,translation,going,china
261.0,locked,locked
262.0,hear,office,admit,think,sent,innocent,man,death,row,hear,office,admit,think,sent,innocent,man,death,row
263.0,wear,mask,wash,distance,stay,safe,totally,useless
265.0,mince,dead,trump,administration,use,pandemic,politic,mince,dead,trump,administration,use,pandemic
267.0,director,witness,stand,today
268.0,touching,people,pandemic,touching,people,pandemic
269.0,coming,home,depart,crew,coming,home,depart
270.0,tied,staff,north,camp,june,tied,staff,north,camp,june
271.0,sen,communist,government,china,virus,expect,sen,communist,government,china,virus,expect
272.0,new,observational,study,associated,reduction,risk,death,anal,new,observational,study,associated,reduction,risk,death
277.0,love,community,love,community
278.0,tried,ways,extend,unemployment,blocked,refusing,tried,ways,extend,unemployment,blocked,refusing
279.0,tell,weak,fam,case,water,killas,passing,case,corona,hurricane,coming,water,beer
281.0,mince,dead,trump,administration,use,pandemic,politic,mince,dead,trump,administration,use,pandemic
283.0,corona,bitch,beating,ass,corona,bitch,beating,ass
284.0,birthday,fan,support,event,media,station,fan,support,event,release,today,birthday,fan,support,event,media,station,fan,support,event,release
285.0,dare,scum,economic,warfare,china,got,hit
287.0,blessed,occasion,wishing,family,joy,happiness,peace,prosperity
289.0,news,rep,told,today,know,hell,vote,trump,fall,news,rep,told,today,know,hell,vote,trump,fall
290.0,want,covid,episode,tonight,wait,tomorrow
291.0,new,outbreak,overnight,camp,staff,new,outbreak,overnight,camp,staff
292.0,huge,thanks,found,additional,covid,relate
294.0,know,sure,like,know,saying,social
296.0,pandemic,cocaine,soda,pandemic,cocaine,soda
297.0,manifesto,healthy,recovery,create,fairer,greener,world,manifesto,healthy,recovery,create,fairer,greener
299.0,explain,like,coin,shortage,people,cash,pandemic
302.0,rep,china,threat,covid,vaccine,development,said,rep,china,threat,covid,vaccine,development,said
303.0,sophia,dad,create,easier,way,track,time,wash,sophia,dad,create,easier,way,track,time,wash
305.0,people,eat,covid,thread,host
307.0,pastor,positive,week,round,table,event,trump,pastor,positive,week,round,table,event,trump
308.0,follow,hot,follow,hot
310.0,biggest,defender,regularly,travel,post,covid,ill
311.0,breaking,hong,legislative,election,covid,china,breaking,hong,legislative,election,covid,china
312.0,investigation,body,evidence,susceptible,infect,investigation,body,evidence,susceptible
315.0,trump,crisis,news
316.0,yes,president,response,saved,yes,president,response,saved
317.0,corona,update,new,today,yesterday,day,corona,update,new,today,yesterday
318.0,informed,valid,available,early,ranging,peer
319.0,talent,bree,self,current,covid,pandemic
321.0,new,local,government,drink,cider,graveyard,birthday,new,local,government,drink,cider,graveyard
323.0,probably,million,times,hey,scary,small,probably,million,times,hey,scary,small,busine
325.0,detail,understand,problem,protect,oneself,detail,understand,problem,protect,oneself
326.0,pandemic,people,understand
327.0,taking,treat,diagnosis,decided,best,course,action,taking,treat,diagnosis,decided,best,course,act
328.0,new,evidence,young,spread,covid,efficiently,new,evidence,young,spread,covid,efficiently
329.0,absolutely,understand,scientist,zero,covid,sheer,insanity,saying,fine,wit,absolutely,understand,scientist,zero,covid,sheer,insanity,saying
330.0,fake,news,media,want,clip,drive,crazy,viral,fake,news,media,want,clip,drive,crazy,viral
331.0,fake,news,media,want,clip,drive,crazy,viral,fake,news,media,want,clip,drive,crazy,viral
332.0,pandemic,cocaine,soda,pandemic,cocaine,soda
333.0,liar,unemployment,average,covid,supplement,additional,liar,unemployment,average,covid,supplement
334.0,almighty,accept,good,sacrifice,wipe,away,forgive,day,sacrifice,almighty,accept,good,sacrifice,wipe,away,forgive,day
335.0,constantly,saying,going,die,long,hard,look,constantly,saying,going,die,long,hard,look
336.0,time,reassert,climate,leadership,voting,latest,guardian,time,reassert,climate,leadership,voting,latest,guardian
337.0,yes,blame,surprising
338.0,column,unfortunately,sad,reason,column,unfortunately,sad,reason
340.0,works,episode,best,works,episode,best
341.0,odd,police,lie,system
342.0,covid,mortality,masterfully,method,current,mortality,appear,worse,covid,mortality,masterfully,method,current,mortality,appear
343.0,state,exposure,time,work,vote,registered,state,exposure,time,work,vote,register
344.0,know,needs,hear,landlord,pay,mortgage,second,property,lose,investment,know,needs,hear,landlord,pay,mortgage,second,property,lose,investment
345.0,mince,dead,trump,administration,use,pandemic,politic,mince,dead,trump,administration,use,pandemic
346.0,briefing,today,hypocrisy,briefing,today,hypocrisy
348.0,collective,spirit,attitude,deeply,rooted,collective,spirit,attitude,deeply,rooted
349.0,thank,speak,female,entrepreneur,economic,state,said,thank,speak,female,entrepreneur,economic,state,said
353.0,sure,whopping,death,number,people,pandemic,sure,whopping,death,number,people,pandemic
354.0,infect,high,rate,infect,infect,infect,high,rate,infect,infect
357.0,bad,covid,spread,area,control,guess,leave,choice
360.0,smith,march,dictator,dan,gone,mad,power,lock,smith,march,dictator,dan,gone,mad,power,lock
361.0,storm,safety,look,different,guidance,state,local,storm,safety,look,different,guidance,state,local
362.0,hope,small,struggling,stay,open,covid,pandemic
366.0,unemployment,rise,nearly,million,amid,pandemic
368.0,pandemic,team,share,research,manager,employment,labor,research
369.0,ill,crap,deny,spike,corona,virus,migrant,ill,crap,deny,spike,corona,virus,migrant
370.0,week,help,think,magnitude,dying,week,help,think,magnitude,dying
372.0,independent,police,hit,nonsense,timing,northern,announcement,police,hit,nonsense,timing,northern,announcement
373.0,spread,covid
374.0,fed,pandemic,money,congress,focus,turning,economy,need,fed,pandemic,money,congress,focus,turning,economy,nee
375.0,sad,international,journal,infectious,disease,join,growing,list,trump,possessed,witch,doctor,sad,international,journal,infectious,disease,join,growing,list,trump,possessed,witch
379.0,understanding,logic,matter,people,lewis,funeral
380.0,hello,away,pro,step,follow,step,tweet,hello,away,pro,step,follow,step,twee
382.0,health,dead,covid,black,minority,ethnic,staff,like,nurse,tun,health,dead,covid,black,minority,ethnic,staff,like,nurse,tun
383.0,mosque,covid,exemption,attend
384.0,public,disorder,overwhelm,control,catastrophically,undermine,govern,public,disorder,overwhelm,control,catastrophically,undermine
385.0,believe,damage,turn,lost,year,half,schooling,believe,damage,turn,lost,year,half,schooling
388.0,mayor,extended,ban,class,learning,week,election,mayor,extended,ban,class,learning,week,election
389.0,tried,ways,extend,welfare,blocked,tried,ways,extend,welfare,blocked
390.0,captain,corona,corona,king,doubt
391.0,seen,story,guy,got,covid,got,early,treatment,zinc,seen,story,guy,got,covid,got,early,treatment,zinc
393.0,following,story,closely,graduated,high,following,story,closely,graduated
394.0,stage,select,democrat,force,covid,nursing,increase,death,stage,select,democrat,force,covid,nursing,increase,death
396.0,breaking,report,killer,prison,people,breaking,report,killer,prison,people
397.0,social,media,delete,speech,covid,social,media,delete,speech,covid
399.0,fake,news,media,want,clip,drive,crazy,viral,fake,news,media,want,clip,drive,crazy,viral
400.0,like,gusto,love,ing,rejoicing,covid,day
401.0,urgent,health,system,collapse,war,running,covid,center,southern,urgent,health,system,collapse,war,running,covid,center
402.0,mince,dead,trump,administration,use,pandemic,politic,mince,dead,trump,administration,use,pandemic
404.0,friend,tell,husband,dinner,bland,tasteless,friend,tell,husband,dinner,bland
405.0,yes,yes
406.0,south,court,arrest,sect,leader,linked,covid,outbreak
407.0,extraordinary,job,extraordinary,job
408.0,encouraging,send,school,encouraging,send,school
409.0,fake,news,media,want,clip,drive,crazy,viral,fake,news,media,want,clip,drive,crazy,viral
411.0,today,death,look,like,province,today,death,look,like,province
412.0,pledge,august,scientific,public,health,data,pledge,august,scientific,public,health,data
413.0,joe,stand,china,phony,statistics,pass,joe,stand,china,phony,statistics,pass
414.0,learned,president,wash,wear,mask,bad,know
415.0,rod,brilliant,guy,space,want
416.0,pastor,positive,week,round,table,event,trump
417.0,pastor,tested,positive,week,event,president,trump,pastor,tested,positive,week,event,president,trump,white,house
418.0,failure,reprimand,let,dismiss,instead,defend,moment,failure,reprimand,let,dismiss,instead,defend,moment
420.0,zoom,interview,saying,days,days,life,zoom,interview,saying,days,days,life
421.0,russia,gym,jordan,pandemic,gym,jordan,russia,gym,jordan,pandemic,gym,jordan
422.0,fake,news,media,want,clip,drive,crazy,viral,fake,news,media,want,clip,drive,crazy,viral
423.0,reaction,reaction
425.0,covid,innocent,million,lose,livelihood
426.0,closed,contagious,disastrous,closed,contagious,disastrous
427.0,modern,better,fact,proposal,add,modern,better,fact,proposal,add
428.0,year,old,nephew,built,gaming,system,pandemic,play,sup,year,old,nephew,built,gaming,system,pandemic,play,gam
430.0,need,threaten,testify,dead,days,need,threaten,testify,dead,days
432.0,guest,service,disgusting,booked,flight,refund,eve
433.0,real,leader,television,hell,horrific,job,covid,response
437.0,eat,covid,thread,host,eat,covid,thread,host
443.0,ship,came,turned,middle,night,ship,came,turned,middle,night
444.0,thank,time,talent,chili,thank,time,talent,chili
447.0,outside,box,mortgage,suburban,surging,try,escape
448.0,entire,response,entire,response
449.0,number,people,staff,estimate,infected,week,number,people,staff,estimate,infected
450.0,dinner,delivery,dinner,delivery
451.0,stunning,response,infectious,disease,expert,supportive,loquacious,willing,stunning,response,infectious,disease,expert,supportive,loquacious
452.0,man,different,man,different
454.0,tested,positive,available,people
455.0,spent,worst,days,covid,new,york,worst,days,covid,absolutely
456.0,implement,mask,order,june,listen,maybe,hell,listen,implement,mask,order,june,listen,maybe,hell
458.0,map,seen,god,map,seen,god
459.0,covid,big,city,sign,downtown,new,look
460.0,sen,china,growing,respectable,nation,blamed
461.0,tied,staff,north,camp,june,tied,staff,north,camp,june
462.0,coming,home,depart,crew,coming,home,depart
463.0,spring,school,success,forward,fall,spring,school,success,forward,fall
465.0,director,told,decision,directed,director,told,decision,directed
466.0,interesting,outcome,community,level,serology,proportion,initially,went,interesting,outcome,community,level,serology,proportion,initially
467.0,army,exposed,corona,virus,thread,bomb
468.0,job,pandemic,job,pandemic
469.0,yep,covid,test,charge,yep,covid,test,charge
471.0,said,economy,worst,great,depression,grew
473.0,hearing,weird,like,ask,antibody,therapeutic,hearing,weird,like,ask,antibody,therapeutic
474.0,try,stay,home,kill,rest,henny
475.0,different,fall,change,scot,spirit,commitment,different,fall,change,scot,spirit
476.0,meet,kent,anthem,associate,survivor,better,chance,meet,kent,anthem,associate,survivor
477.0,home,sweet,home,social,felt,totally,safe,good,times
478.0,according,closed,covid,pandemic,according,closed,covid,pandemic
479.0,hey,provide,donated,mask,hey,provide,donated,mask
480.0,staff,overnight,camp,test,positive
481.0,alert,today,know,exposed,virus,flatten,alert,today,know,exposed,virus,flatten
482.0,health,local,health
483.0,want,want,people,riot,end,people,bac,voting,extending,unemployed,spite,new,low
485.0,dolly,friend,high,school,nurse,practitioner,gone,help,dolly,friend,high,school,nurse,practitioner,gone,help,pand
486.0,corona,virus,judgment,repent,return,lord,lord,relieve,pain,hear
488.0,blame,getting,covid,preview,blamed,blame,getting,covid,preview,blamed,open
489.0,got,covid,test,finally,positive,feel,fine,felt,fine,house,fine,got,covid,test,finally,positive,feel,fine,felt,fine,house
493.0,tried,ways,extend,unemployment,blocked,refusing,tried,ways,extend,unemployment,blocked,refusing
494.0,pandemic,boring,politically,little,koala,think,sit,relax
496.0,snort,people,turned,speech,afternoon,social,included
497.0,hide,human,new,research,hide,human,new,research
498.0,starting,run,starting
499.0,negative,covid,social,face,working,encourage,gave,blood,tested,encourage,faculty,staff,participate
500.0,long,term,effects,health,long,term,effects,health
501.0,prepare,right,teach,child,wear,mask,regularly,like,prepare,right,teach,child,wear,mask,regularly
502.0,deep,state,criminal,media,fake,covid,voting,deep,state,criminal,media,fake,covid
504.0,panic,pandemic,fear,unknown,lose,sleep,sense,god,panic,pandemic,fear,unknown,lose,sleep,sense,god,equip
505.0,reassuring,level,protection,saw,dan,preclinical,study,reassuring,level,protection,saw,dan
507.0,trump,card,responsible,liar,trump,card,responsible,liar
509.0,new,study,claim,responsible,covid,pandemic,new,study,claim,responsible,covid,pandemic
510.0,power,department,defense,operation,warp,speed,bring,capacity,power,department,defense,operation,warp,speed,bring,capacity
511.0,bipartisan,affordable,invest,bipartisan,affordable
513.0,preview,media,gene,vaccine,rushed,market
514.0,people,die,political,lived,blue,criminal,investigation,people,die,political,lived,blue,criminal,invest
515.0,going,wrong,start,looking,breaking,commissioner,rob,told,executive,director,tony,clark,sport
516.0,new,outbreak,overnight,camp,staff,new,outbreak,overnight,camp,staff
518.0,like,covid,lead,people,smoking
519.0,university,day,classes,university,day,classes
520.0,devil,spawn,address,come,blue,want,public,health,expert,contact,covid,task,force,said,early,member
522.0,thirty,days,island,case,covid,island,minister,health,wellness,thirty,days,island,case,covid,island,minister,health,wellness
523.0,answer,spread,covid,reason
524.0,trump,pandemic,enrich,millions,lose,work,face,eviction
527.0,report,infected,staff,sleep,away,camp,entirely
529.0,taking,treat,diagnosis,decided,best,course,action,taking,treat,diagnosis,decided,best,course,act
530.0,breaking,hong,leader,lam,legislative,council,spike,breaking,hong,leader,lam,legislative,council
531.0,sassy,real,sassy,real
533.0,shown,reality,vaccine,shown,reality,vaccine
534.0,bay,area,crisis,doctor,covid,passionate,speech,san
535.0,white,house,secretly,eventually,scrapped,national,covid,testing,strategy,according
536.0,error,people,received,extra,error,people,received,extra
538.0,charge,making,national,testing,plan,member,team
539.0,covid,killing,people,day,passenger,plane,people,covid,killing,people,day,passenger,plane,people
540.0,northwest,ice,center,aka,officially,notice,inter,commission,human,northwest,ice,center,aka,officially,notice,inter,commission
541.0,confirmed,case,covid,united,president,trump,confirmed,case,covid,united,president,trump
542.0,need,threaten,testify,dead,days,need,threaten,testify,dead,days
543.0,shalom,criminal,senator,got,pandemic,condemning,woke,shalom,criminal,senator,got,pandemic,condemning
544.0,breaking,report,killer,prison,people,breaking,report,killer,prison,people
545.0,wild,fun,pandemic,history,fact,apartment,aggressive,radiator,heat,winter,era
547.0,kind,loss,choose,party,walk,home,mask,disregard,kind,loss,choose,party,walk,home,mask
548.0,god,bless,health,quick,recovery,taking,treat,diagnosis,decided,best,course,act
549.0,end,month,want,thank,helping,stand,strong,midst,closure
550.0,new,person,classes,age,lead,surge,new,person,classes,age,lead,surge
553.0,corrupt,incompetent,left,wing,partisan,mind,job,corrupt,incompetent,left,wing,partisan,mind,job
554.0,media,fine,sure,dangerous,people,vote,person,bury,media,fine,sure,dangerous,people,vote,person,bury
556.0,sticks,money,oven,rid,covid,sticks,money,oven,rid
557.0,yeah,opinion,thing,regardless,exactly
558.0,anniversary,donation,drive,celebrate,year,anniversary,donation,drive,celebrate,year
559.0,story,brave,sane,like,common,sense,writ,story,brave,sane,like,common,sense
560.0,wear,mask,easier,key,saying,wear,mask,easier,key
561.0,hey,ford,tyranny,tell,wear,mask,tell,kind,wear,wake,hey,ford,tyranny,tell,wear,mask,tell,kind,wear
563.0,knew,infect,people,left,wing,political,fascinating,knew,infect,people,left,wing,political,fascinating
564.0,entire,response,entire,response
565.0,black,white,class,sizes,similar,previous
566.0,night,help,vulture,funds,shameful,sneaky,process,allow,legislation,night,help,vulture,funds,shameful,sneaky,process,allow
567.0,rich,love,telling,budget,slave,wages,worry,rich,love,telling,budget,slave,wages,worry
568.0,infected,summer,camp,report,infected,summer,camp,report
569.0,couple,covid,turned,video,local,law
571.0,long,thread,test,positivity,positivity,important,unlike,number,positivity,linked,long,thread,test,positivity,positivity,important,unlike,number,positivity,linked
572.0,sister,works,covid,school,notified,people,sister,works,covid,school,notified
573.0,recall,easter,day,recall,easter,day
574.0,holy,daily,new,death,stop,peaking,hit,day,week,holy,daily,new,death,stop,peaking,hit,day,week
575.0,hearing,evidence,national,plan,combat,covid,true,hearing,evidence,national,plan,combat,covid
576.0,lab,grown,protect,essential,episode
577.0,achieve,racial,justice,environmental,justice,pandemic,power,achieve,racial,justice,environmental,justice,pandemic
579.0,hope,better,pandemic,preparedness,course
581.0,free,school,lunch,pandemic,reality,free,school,lunch,pandemic,reality
583.0,group,responsible,viral,video,misinformation,group,responsible,viral,video
584.0,covid,past,days,school,aged,think,open
585.0,single,best,way,defeat,disease,personal,responsibility,socially,distance,wear,mask
586.0,lam,casually,suggesting,limit,leaving,city,protect,public,health,lam,casually,suggesting,limit,leaving,city,protect,public,health
