2.0,corona,trapped,manila,chance
96.0,nice,nationalism,objective,health,needs,dangerous,nice,nationalism,objective,health,needs
97.0,virus,needs,miss,phase,virus,needs,miss,phase
98.0,best,competent,trump,worst,incompetent,failure,best,competent,trump,worst,incompetent,failure
100.0,health,infrastructure,country,health,infrastructure
101.0,test,boston,meaning,infected,test,boston,meaning
102.0,picture,clearly,social,caption,worry,social,picture,clearly,social,caption,worry,social
104.0,think,don,knowledge,virus,course
107.0,know,suing,county,release,susceptible,know,suing,county,release,susceptible
108.0,peak,coming,week,week,peak,coming,week
109.0,opposition,epidemiologist,knut,opposing,opposition,epidemiologist,knut,opposing
110.0,think,government,cynical,dishonest,deliberately,evade,responsibility,think,government,cynical,dishonest,deliberately,evade,responsibility
111.0,new,social,contract,federation,intact,new,social,contract,federation,intact
113.0,bike,double,normally,hope,silver,bike,double,normally,hope,silver
116.0,think,single,life,eliminate
117.0,culture,central,strength,continue,play,integral,role,culture,central,strength,continue,play,integral,role
119.0,judge,delusional,martin,request,prison,study,treatment,judge,delusional,martin,request,prison,study,treatment
120.0,crisis,require,step,transcend,partisan,politics,unite,nation,achieve,common,goal,crisis,require,step,transcend,partisan,politics,unite,nation,achieve
121.0,fake,news,trump,information,available
122.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
125.0,hear,covid,noise,hear,covid,noise
126.0,prison
127.0,blatant,mislead,public,blatant,mislead,public
128.0,came,area
129.0,breaking,news,gradually,work,long,enforce,tight,sanitary
130.0,thread,covid,ensure,vote,thread,covid
131.0,read,sign
132.0,chile
134.0,tomorrow,joining,discuss,gun,violence,era,miss,tomorrow,joining,discuss,gun,violence,era,miss
135.0,breaking,star,row,model,met
136.0,bill,killing,include,bill,killing,include
137.0,midst,pandemic,like,serve,purpose,help,inform,public,save,midst,pandemic,like,serve,purpose,help,inform,public,save
139.0,virus,needs,miss,phase,virus,needs,miss,phase
140.0,sad,news,primate,got,infected
141.0,prime,minister,visiting,hospital,today,hospital,staff,turned,prime,minister,visiting,hospital,today,hospital,staff,turned
144.0,nation,president,took,relief,funds,come,nation,president,took,relief,funds,come
145.0,bill,miller,flying,blue,support,cost,flight,cit,bill,miller,flying,blue,support,cost,flight
146.0,pandemic,pandemic
148.0,people,covid,mild,moderate,recover,regardless,people,covid,mild,moderate,recover,regardless
149.0,today,focal,person,prime,minister,covid,sultan,meeting,central,council,today,focal,person,prime,minister,covid,sultan,meeting,central,council,doc
150.0,state,forced,nursing,covid,positive,covid,positive,nursing,home,state,forced,nursing,covid,positive,covid,positive,nursing,home,employee
152.0,antibody,continue,suggest,covid,far,widespread,deadly,initially,thought,news,antibody,continue,suggest,covid,far,widespread,deadly,initially,thought,news
153.0,wanting,wait,relief,bill,pause,thin,wanting,wait,relief,bill,pause
155.0,white,people,literally,beach,white,people,literally,beach
156.0,numerous,cool,new,prime,like,new,turned,away
157.0,gove,safe,school,saying,social
158.0,firing,president,trump,night,inspector,general,department,firing,president,trump,night,inspector,general,department
160.0,gathering,water,journey,worst,hit,gathering,water,journey
161.0,suspect,murder,colorado,prison
162.0,package,unhappy,stimulus,plan
163.0,covid,brazil,interior,lack,intensive,care,pressure,covid,brazil,interior,lack,intensive,care,pressure
165.0,united,space,force,pandemic,response,team,united,space,force,pandemic,response,team
166.0,white,people,literally,beach,white,people,literally,beach
170.0,government,publish,exact,model,input,imperial,college,infamous,government,publish,exact,model,input,imperial,college
171.0,remember,time,rosy,bitten,case
172.0,racism,cool,people,draw,line,racism,cool,people,draw,line
173.0,know,position,climate,change,know,teaching,know,position,climate,change,know,teaching
175.0,collins,new,legislation,response,going,stand,collins,new,legislation,response,going,stand
176.0,state,look,like,covid,going,order,chart,state,look,like,covid,going,order
178.0,curve,closed,locked,indoors,better,release
180.0,bribe,poison,covid,cure,president,bribe,poison,covid,cure,president
181.0,seriousness,think,thing,prominent,person,virus,seriousness,think,thing,prominent,person,virus
185.0,correct,date
186.0,going,watch,right,going,watch,right
189.0,said,federal,moral,ethical,obligation,provide,emergency,relief,said,federal,moral,ethical,obligation,provide,emergency,relief
190.0,store,let,mask,offer,mask,offer,store,let,mask,offer,mask,offer
191.0,infected,person,people,exposed,infection,single,event,contagion,works,infected,person,people,exposed,infection,single,event,contagion,works
192.0,orange,county,upset,store,let,shop,protective,tried,pretend,like
193.0,listen,eric,possible,testing,covid,quick,turnaround,time,saliva,test,accurately,transmissibility,minute,turnaround
194.0,hey,currently,indictment,fraud
195.0,plan,plan,lock,buy,time,cost,times,plan,plan,lock,buy,time,cost
197.0,wall,going,fast,today,wall,going,fast,today
198.0,covid,hanging
199.0,testing,program,backed,bill,testing,program,backed,bill
200.0,conclude,fear,infection,usual
201.0,interesting,analysis,research,city,flight,covid,featured
202.0,took,early,pandemic,real,difference,took,early,pandemic,real,difference
203.0,club,che,club,che
204.0,told,cruise,pandemic,money,told
206.0,pandemic,pandemic
207.0,century,idea,century,idea
209.0,president,trump,cover,virus,economic,increase,president,trump,cover,virus,economic
210.0,economy,stays,open,yearly,flue
212.0,unqualified,business,got,lucrative,contract,fed,shipment,tip,style
215.0,wall,going,fast,today,wall,going,fast,today
216.0,ago,corona,dramatic,throat,ago,corona,dramatic
217.0,politics,dirty,wale,chore
218.0,feeling,effects,weekend,need,bed,right
220.0,pandemic,fully,finally,torn,curtain,idea,charge,know,pandemic,fully,finally,torn,curtain,idea,charge,know
223.0,super,vigilant,sma
227.0,covid,hoax,holding,covid,hoax,holding
228.0,trump,nation,crisis,conspiracy,trump,nation,crisis,conspiracy
229.0,thank,fan,project,army,decided,come,thank,fan,project,army,decided,come
230.0,positive,covid,era,enjoy,life
231.0,breaking,star,row,model,met
232.0,summer,fall,summer,fall
233.0,ease,millions,people,virtual,house,arrest,took,ease,millions,people,virtual,house,arrest
234.0,pandemic,pandemic
236.0,breaking,star,row,model,met
237.0,white,people,literally,beach,white,people,literally,beach
238.0,lying,day,year,probably,reach,covid
239.0,baking,shut,baking,shut
240.0,relaxation,certain,compliance,operating,gift,city,going,relaxation,certain,compliance,operating,gift,city
241.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
243.0,draw,monster
244.0,definitely,ago,corona,dramatic
245.0,animal,crossing,like,summer,animal,crossing,like,summer
247.0,local,property,threaten,run,saying,local,property,threaten,run,saying
250.0,starting,undocumented,people,submit,application,receive,covid,relief,adult,starting,undocumented,people,submit,application,receive,covid,relief
252.0,reopen
253.0,new,eric,trump,dead,million,infected,million,newly,job,new,eric,trump,dead,million,infected,million,worker
254.0,market,obviously,economic,impact,question,second
255.0,response,historic,response,historic
258.0,video,lost,dude,rock,video,lost,dude,rock
260.0,talk,prevention,currently,obesity,related
261.0,deaf,blind,grandma,read,year,old,went,street
262.0,basket,loaded,vaccine,stock,smart,strategy
264.0,president,charge,handling,pandemic,wake,privately,president,charge,handling,pandemic
267.0,wave,depression,suicidal,ideation,arrive,pandemic,wave,depression,suicidal,ideation,arrive,pandemic
272.0,death,deceased,according,national,covid,death,deceased,according,national,covid
273.0,sign,share,need,scrutiny,accountability,sign,share,need,scrutiny,accountability
274.0,pretty,generous,error,intention,manipulation,data,political,pretty,generous,error,intention,manipulation,data,political
275.0,corona,fault
276.0,getting,point,worried,covid,hear,going,getting,point,worried,covid,hear
277.0,update,city,fort,expanded,list,reopen,include,commercial,update,city,fort,expanded,list,reopen,include
278.0,latest,raise,alarm,worrying,spike,getting,sick,rare,latest,raise,alarm,worrying,spike,getting,sick
279.0,chance,surviving,discharge,chance,surviving,discharge
280.0,today,practiced,shady,dance,know,post,covid,clubbing,ready
281.0,money,donate,allow,city,reopen,cor,week,boston,progress,fight,antibody
284.0,think,covid,crisis,powerful,people,like,powerful,people,think,covid,crisis,powerful,people,like,powerful,people
285.0,ending,people,ending,explanation,government,necessary,ending,people,ending,explanation,government,necessary,thanks
288.0,raise,blood,test,linked,syndrome
289.0,think,fair,living,best,life
290.0,federal,government,handed,trucks,assorted,foodstuff,state,government,cush,federal,government,handed,trucks,assorted,foodstuff,state,government
291.0,march,executive,order,nursing,accept,march,executive,order,nursing,accept
292.0,paper,packet,president,trump,style,pandemic,preparedness,response,plan,paper,packet,president,trump,style,pandemic,preparedness
294.0,covid,fun,sympathize,trump,boost,election
296.0,bill,speak,covid,medical,world,bill,speak,covid,medical,world
297.0,consulate,premier,covid,criticism
299.0,accused,counting,nursing,home,covid,false,negative,accused,counting,nursing,home,covid,false,negative
300.0,check,amazing,post,fake,news,caught,red,handed,pandemic
302.0,confrontation,crack,covid,lawsuit,lottery
303.0,entrance,social
304.0,order,work,order
308.0,prepared,covid,prof,roger,contemporary,apocalyptic,prepared,covid,prof,roger,contemporary,apocalyptic
309.0,mayor,centric,easing,mayor,centric,easing
310.0,hello,read,compelling,piece,elder,care,work,saskatoon
311.0,wow,wow
312.0,vaccine,year,far,sure,thing,expert,vaccine,winter
313.0,white,people,literally,beach,white,people,literally,beach
314.0,people,like,hearing,research,start,talking,role,west,funeral,people,like,hearing,research,start,talking,role,west,funeral
315.0,wall,going,fast,today,wall,going,fast,today
317.0,year,old,holocaust,survivor,year,old,kindergartener,people,united,year,old,holocaust,survivor,year,old,kindergartener,people,unit
319.0,state,look,like,covid,going,order,chart,state,look,like,covid,going,order
320.0,thumbnail,shook,glad,wholesome,video,thought,thumbnail,shook,glad,wholesome,video,thought
323.0,wall,going,fast,today,wall,going,fast,today
325.0,social,virus,social,virus
326.0,read,latest,extended,job,read,latest,extended
327.0,population,account,eastern,scientific,evidence,mortality,rate,annual,flu,people
330.0,united,date,new,new,united,date,new
332.0,hear,covid,noise,hear,covid,noise
333.0,corona,want,travel,want,enjoy,corona,want,travel,want,enjoy
335.0,look,pandemic,mark,look,pandemic,mark
336.0,welcome,study
337.0,free,testing,covid,available,prince,community,open,rain,free,testing,covid,available,prince,community
338.0,disagree,disagree
339.0,wall,going,fast,today,wall,going,fast,today
340.0,briefing,kilt,shop,fitted,conference,covid,briefing,kilt,shop,fitted,conference,covid
341.0,advocate,man,caged,smith,county,jail,covid,tell,family,advocate,man,caged,smith,county,jail,covid,tell,family
342.0,mass,like,economic,devastation,mass,like,economic,devastation
343.0,covid,flair,aviation,company,given,approval,humanitarian,regrettably,caught,covid,flair,aviation,company,given,approval,humanitarian,regrettably,caught
344.0,awake,truth,awake,truth
345.0,switch,dot,little,care,oversight,acting,run,agency,serving,switch,dot,little,care,oversight,acting,run,agency
346.0,graduation,birthday,sympathy,people,graduation,birthday,sympathy
347.0,hey,delete,tweet,saying,reason,trump,going,hold,mass,infect,people,hey,delete,tweet,saying,reason,trump,going,hold,mass,infect
348.0,eric,trump,saying,democratic,conspiracy,designed,cost,trump,election,eric,trump,saying,democratic,conspiracy,designed,cost,trump,election
349.0,song,song
352.0,demand,probe,china,global,list,demand,probe,china,global,list
354.0,text,copied,article,time,president,millions,text,copied,article,time,president,millions,dollar
355.0,fund,bursary,staff,independent,school,fund,bursary,staff,independent
357.0,know,suing,county,release,susceptible,know,suing,county,release,susceptible
359.0,wall,like,pandemic,response,plan,economy,wall,like,pandemic,response,plan,economy
361.0,breaking,star,row,model,met,breaking,star,row,model,met
362.0,related,cast,gave,trump,presidency,related,cast,gave,trump,presidency
363.0,pandemic,crew,tell,truth
365.0,entire,trump,family,think,universe,social
366.0,animal,crossing,like,summer,animal,crossing,like,summer
367.0,bill,miller,flying,blue,support,cost,flight,cit,bill,miller,flying,blue,support,cost,flight
369.0,eating,garlic,aid,social,eating,garlic,aid,social
370.0,white,house,response,false,choice
371.0,renegade,wearing,shirt,patriot,renegade,wearing,shirt
372.0,health,infrastructure,country,health,infrastructure
373.0,hear,covid,noise,hear,covid,noise
374.0,cuddle,curtain,cuddle,curtain
375.0,president,briefing,presidential,task,force,state,house,president,briefing,presidential,task,force,state,house
377.0,decided,die,responsibility,nursing,home,seed,decided,die,responsibility,nursing,home
378.0,state,look,like,covid,going,order,chart,state,look,like,covid,going,order
380.0,know,like,moment,madness,chipping,away,know,like,moment,madness,chipping,away
383.0,white,people,literally,beach,white,people,literally,beach
386.0,increasing,democrat,voter,simple,trick,fixed,increasing,democrat,voter,simple,trick,fixed
387.0,today,total,number,confirmed,south,total,number,today,total,number,confirmed,south,total,number
388.0,fight,covid,read,fight,covid,read
389.0,wall,going,fast,today,wall,going,fast,today
390.0,ago,corona,dramatic,throat,ago,corona,dramatic
391.0,headline,exactly,rushed,reopen,adequate,safety,meeting,headline,exactly,rushed,reopen,adequate,safety
392.0,picture,heartbreaking,funeral,dad,rob,robe
395.0,hopper,social,stay,home
396.0,going,rest,world,going,rest,world
397.0,stop,stay,home,time,open,stop,stay,home,time,open
401.0,collins,conversation,covid,learned,lesson,collins,conversation,covid,learned,lesson
402.0,cruise,industry,needs,end,horrible,massively,polluting,cruise,industry,needs,end,horrible,massively,polluting
404.0,disheartening,zero,representation,education,based,athletics,task,disheartening,zero,representation,education,based,athletics
405.0,usual,fighting,china,nice,fought,usual,fighting,china,nice,fought
407.0,time,severe,insomnia,long,pandemic,learned,sleepless,nights,severe,insomnia,long,pandemic,learned,sleepless,nights
408.0,wall,going,fast,today,wall,going,fast,today
410.0,good,morning,sane,exemption,pandemic,good,morning,sane,exemption,pandemic
412.0,agree,social,majority,ethnic
414.0,labour,transition,period,extended,order,avoid,labour,transition,period,extended,order,avoid
415.0,watch,corny,commercial,cheesy,piano,background,going,watch,corny,commercial,cheesy,piano,background,going
416.0,unconscionable,global,pandemic,trump,administration,dangerous,unconscionable,global,pandemic,trump,administration,dang
418.0,awake,truth,awake,truth
421.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
422.0,buy,hurt,people,write,know,grave,buy,hurt,people,write,know
423.0,people,think,like,ditto,discrimination,think,people,think,like,ditto,discrimination,think
424.0,glad,humanity,way,street,year,glad,humanity,way,street
425.0,people,woke,decided,mask,social,blown,natural,selection,people,woke,decided,mask,social,blown,natural,selection
427.0,food,supply,chain,broken,covid,broken,handful,profit,worker,food,supply,chain,broken,covid,broken,handful,profit
428.0,carefully,worded,draft,single,china,impartial,carefully,worded,draft,single,china,impartial
429.0,think,got,post,isolation,stress,disorder,triggered,presence,large,audacious,think,got,post,isolation,stress,disorder,triggered,presence,large
430.0,border,left,open,fix,thankfully,getting,job,border,left,open,fix,thankfully,getting,job
434.0,powerful,silent,hospital,staff,greet,prime,minister,powerful,silent,hospital,staff,greet,prime,minister
436.0,virus,exist,executive,self,police,wonder,trade,unio,virus,exist,executive,self,police,wonder
437.0,time,year,stop
438.0,response,outbreak,china,virus,world,mislead,response,outbreak,china,virus,world
441.0,twaddle,people,think,risk,free,self,isolate,twaddle,people,think,risk,free,self,isolate
446.0,ending,people,ending,explanation,government,necessary,ending,people,ending,explanation,government,necessary,thanks
447.0,return,resort,return,resort
449.0,animal,crossing,like,summer,animal,crossing,like,summer
450.0,baba,don,pass,dey,sup,corona
451.0,real,death,toll,state
455.0,pastor,brushed,aside,high,covid,infection,rate,said,pastor,brushed,aside,high,covid,infection,rate,said
456.0,message,young,girl,reach,days,school,tri
457.0,home,office,angle,need,nap,ride,room
458.0,wall,going,fast,today,wall,going,fast,today
461.0,daughter,man,suspected,told,sky,news,know,government,daughter,man,suspected,told,sky,news,know
462.0,shut,buy,time,plan,save,shut,buy,time,plan,save,coul
463.0,ago,corona,dramatic,throat,ago,corona,dramatic
464.0,know,suing,county,release,susceptible,know,suing,county,release,susceptible
466.0,install,theme,trump,grossly,incompetent,predecessor,response
467.0,child,heart,outbreak,news,child,heart,outbreak,news
469.0,kind,study,found,rate,non,contact,transmission,virus,respiratory,kind,study,found,rate,non,contact,transmission,virus
470.0,awake,truth,awake,truth
473.0,wall,going,fast,today,wall,going,fast,today
474.0,people,woke,decided,mask,social,blown,natural,selection,people,woke,decided,mask,social,blown,natural,selection
475.0,got,right,brother,law,covid,days,ago,buried,today,got,right,brother,law,covid,days,ago,bur
477.0,funder,million,known,trump,biggest,fraud,million,known,trump,biggest
478.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
479.0,think,test,trace,going,contain,pandemic,spread,far,wide,thinking,think,test,trace,going,contain,pandemic,spread,far,wide
480.0,agreed,foolish,die,social,job,right
482.0,love,railing,private,love,railing,private
483.0,civil,disobedience,civil,disobedience
484.0,company,shareholder,trump,donor,brad,received,nearly,company,shareholder,trump,donor,brad,received,nearly
488.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
489.0,auto,new,public,housing,auto,new,public,housing
492.0,hey,yesterday,idiot,son,hoax,stop,hey,yesterday,idiot,son,hoax,stop
493.0,hope,blamed,thread,fault,following,social,hope,blamed,thread,fault,following,social
494.0,covid,latest,possible,rare,virus,covid,latest,possible,rare,virus
496.0,ending,people,ending,explanation,government,necessary,ending,people,ending,explanation,government,necessary,thanks
497.0,declaration,independence,removing,consent,declaration,independence,removing,consent
498.0,single,thing,said,presidential,history,single,thing,said,presidential,history
499.0,hear,covid,noise,hear,covid,noise
501.0,love,collectively,spent,time,individual,love,collectively,spent,time,individual
502.0,latest,government,order,lock,latest,government,order,lock
503.0,interrupt,pandemic,short,message,interrupt,pandemic,short,message
504.0,predict,population,shift,history,people,liberal,predict,population,shift,history,people,liberal
505.0,state,look,like,covid,going,order,chart,state,look,like,covid,going,order
509.0,amazing,look,like,chubby,wee,boy,amazing,look,like,chubby,wee,boy
511.0,people,con,gun,warrant,related,prostitution,resisting,arrest,people,con,gun,warrant,related,prostitution,resisting
512.0,think,came,world,overnight,seen,result,think,came,world,overnight,seen,result
514.0,face,toilet,paper,face,toilet,paper
518.0,late,night,energy,money,fighting,late,night,energy,money,fighting
519.0,need,daily,air,celebrate,china,virus
521.0,trump,odd,man,approval,soar,world,handling
522.0,licensed,gun,owner,shot,man,getting,san,bus,licensed,gun,owner,shot,man,getting,san
523.0,pasan,state,look,like,covid,going,order
524.0,sound,strange,analytically,basketball
525.0,mass,like,economic,devastation,mass,like,economic,devastation
526.0,dog,walk,homemade,ultimate,cart
527.0,office,apology,public,health,department,chart,wrongly
529.0,trump,federal,search,covid,vaccine,trump,federal,search,covid
530.0,viral,video,viral,video
531.0,government,sending,amber,stay,home,save,government,sending,amber,stay,home,save
532.0,use,come,open,economy,people,safe,use,come,open,economy,people,safe
533.0,drama,video,drama,video
536.0,break,covid,conspiracy,theorist,vaccine,chip,break,covid,conspiracy,theorist,vaccine,chip
538.0,court,critical,litigation,tactics,challenge,covid,order
539.0,trump,administration,appoint,head,respect
541.0,wall,going,fast,today,wall,going,fast,today
542.0,rose,bowl,people,lost,covid,rose,bowl,people,lost,covid
543.0,note,important,new,ticket,reservation,help,passenger,note,important,new,ticket,reservation,help
544.0,sick,tired,hearing,people,media,able,hair,cut,sick,tired,hearing,people,media,able,hair
545.0,vaccine,virus,survival,rate,associated,vaccine,virus,survival,rate
547.0,problem,capitalism,eventually,run,problem,capitalism,eventually,run
551.0,career,joe,lip,service,worker,career,joe,lip,service,worker
552.0,warren,death,happen,translation,personal,warren,death,happen,translation,personal
554.0,people,woke,decided,mask,social,blown,natural,selection,people,woke,decided,mask,social,blown,natural,selection
555.0,said,covid,contagious,people,said,covid,contagious,people
556.0,flattening,curve,hide,corona,cure,pin,flattening,curve,hide,corona,cure
557.0,like,support,like,support,ret
558.0,order,work,order
561.0,ask,ways,feeling,song,free,ask,ways,feeling,song,free,sou
563.0,paper,packet,president,trump,style,pandemic,preparedness,response,plan,paper,packet,president,trump,style,pandemic,preparedness
565.0,ingenious,quickly,idea
568.0,going,personally,chuck,worth,corona,going,personally,chuck,worth,corona
569.0,democrat,vermin,shoehorn,infected,nursing,democrat,vermin,shoehorn,infected,nursing,tho
570.0,wall,going,fast,today,wall,going,fast,today
571.0,declaration,independence,removing,consent,declaration,independence,removing,consent
578.0,terrifying,article,saying,prof,imperial,college,model,covid,terrifying,article,saying,prof,imperial,college,model,covid
580.0,blue,blue
582.0,virus,pandemic,million,world
583.0,awake,truth,awake,truth
584.0,knew,bad,communicate,help,knew,bad,communicate
585.0,nice,try,federal,judge,request,martin,pharmaceutical,executive,widely
586.0,awake,truth,awake,truth
587.0,know,joe,leave,basement,risk,population,drop,know,joe,leave,basement,risk,population
589.0,hear,covid,noise,hear,covid,noise
591.0,detailed,terrific,new,preprint,price,detailed,terrific,new,preprint
593.0,message,urgent,father,covid,positive,admitted,hospital,critical,needs,immediate,plasma,message,urgent,father,covid,positive,admitted,hospital,critical,needs,immediate
596.0,productive,weekend,camp,productive,weekend,camp
597.0,today,international,day,stand,solidarity,today,international,day,stand,sol
600.0,federal,reserve,chairman,economy,fully,recover,vaccine,federal,reserve,chairman,economy,fully,recover,vaccine
601.0,predict,population,shift,history,people,liberal,predict,population,shift,history,people,liberal
603.0,daily,help,people,early,addiction,recovery,pandemic
604.0,complete,knew,spike,complete,knew,spike
605.0,powerful,silent,hospital,staff,greet,prime,minister,powerful,silent,hospital,staff,greet,prime,minister
606.0,let,country,white,house,health,body,covid
608.0,china,data,china,data
609.0,president,address,nation,broadcast
611.0,got,admit,good,covering,vaccine,guess,easier
612.0,predict,population,shift,history,people,liberal,predict,population,shift,history,people,liberal
614.0,entire,luxury,waterfront,hotel,barcelona,floor,pan,entire,luxury,waterfront,hotel,barcelona,floor
615.0,state,look,like,covid,going,order,chart,state,look,like,covid,going,order
616.0,included,mobile,medical,quarantine,isolation,rate,included,mobile,medical,quarantine,isolation,rat
618.0,breaking,define,covid,contact,tracing,protocol
620.0,breaking,huge,surge,covid,today,state,new,yesterday,big,breaking,huge,surge,covid,today,state,new,yesterday
621.0,medically,situation,plague,happen,medically,situation,plague,happen
623.0,president,legislation,providing,billion,historically,black,president,legislation,providing,billion,historically,black
624.0,main,hospital,quarantine,main,hospital,quarantine
627.0,thing,vaccine,international,single,country,thing,vaccine,international,single,country
630.0,ending,people,ending,explanation,government,necessary,ending,people,ending,explanation,government,necessary,thanks
631.0,attunement,episode,guest,discuss,voting,mail,voting,attunement,episode,guest,discuss,voting,mail,voting
632.0,pandemic,new,york,close,political,latest,pandemic,new,york,close,political,latest
634.0,plan,lock,buy,time,cost,times,yeah,plan,lock,buy,time,cost,times,yeah
635.0,public,outcry,deafening,public,outcry,deafening
636.0,hear,covid,noise,hear,covid,noise
637.0,hear,covid,noise,hear,covid,noise
639.0,county,saw,big,jump,san
641.0,help,message,killer,help,message,killer
642.0,wall,going,fast,today,wall,going,fast,today
643.0,love,love
644.0,report,mere,gain,deal,loss,departure,report,mere,gain,deal,loss
645.0,deadly,pandemic,rest,world,democratic,trick,hurt,dad,deadly,pandemic,rest,world,democratic,trick,hurt,dad
647.0,ago,corona,dramatic,throat,ago,corona,dramatic
648.0,going,extend,sure,mask,going,extend,sure,mask
649.0,ago,corona,dramatic,throat,ago,corona,dramatic
650.0,real,easy,people,getting,sitting,home,tell,real,easy,people,getting,sitting,home,tell
653.0,driving,crazy,road,driving,like,trying,found,incredibly,easily
654.0,attunement,episode,guest,discuss,voting,mail,voting,attunement,episode,guest,discuss,voting,mail,voting
657.0,understand,sole,twitter,sensible,went,consensus,opposed,consensus
658.0,threw,plague,like,threw,plague,like
659.0,read,plague,voice,read,plague,voice
660.0,original,disappear,ready,source,left,original,disappear,ready,source
661.0,wall,going,fast,today,wall,going,fast,today
662.0,god,let,buy,potato,chips,lube,god,let,buy,potato,chips,lube
663.0,hurt,election,campaign,father
