4.0,mean,country,lock,million,people
138.0,video,day,line,food,losing,main,source,income,enforce,video,day,line,food,losing,main,source,income
141.0,total,number,corona,linked,event,news,channel,total,number,corona,linked,event,news
142.0,jack,moving,square,equity,wealth,fund,global,covid,relief,disarm,moving,square,equity,wealth,fund,global,covid,relief
144.0,covid,far,unskilled,proving,essential,proving,useless,socialism,keeping,economy,going,covid,far,unskilled,proving,essential,proving,useless,socialism,keeping,economy
146.0,agree,crisis,remember,drained,sustained,agree,crisis,remember,drained,sustained
147.0,outbreak,days,outbreak,days
148.0,senior,minister,sri,press,conference,movement,control,order,covid,senior,minister,sri,press,conference,movement,control,order,covid
149.0,crisis,need,learn,need,control,crisis,need,learn,need,control
153.0,stay,safe,home,serve,book,water,delivery,today,stay,safe,home,serve,book,water,delivery,today
154.0,today,launch,city,doughnut,holistic,tool,future,live,today,launch,city,doughnut,holistic,tool,future
155.0,extra,support,help,cope
157.0,chief,justice,month,today,need,wages,pandemic,class,contrast,chief,justice,month,today,need,wages,pandemic,class
158.0,jack,billion,want,know,jack,billion,want,know
160.0,president,minister,stella,lunch,president,president,minister,stella,lunch,president
163.0,alert,true,colors,alert,true,colors,col
165.0,covid,special,mean
166.0,covid,manage,extraordinary,crisis,covid,manage,extraordinary,crisis
169.0,men,know,disease,type,predilection
172.0,find,eat,find,eat
173.0,thanks,support,entire,team,stay,home,stay,safe,thanks,support,entire,team,stay,home,stay,safe
174.0,china,giving,fake,data,covid,positive
175.0,illogical,contradictory,indoors,fear
176.0,watch,adorable,explore,aquarium,shutdown,watch,adorable,explore,aquarium,shutdown
178.0,found,according,liar,covered,found,according,liar
181.0,opposition,loan,request,hold,majority,successfully,opposition,loan,request,hold,majority,successfully
182.0,crazy,thing,response,little,testing
186.0,fact,news,joy,person,ensemble,remake,strength,fact,news,joy,person,ensemble,remake,stre
187.0,vaccine,treating,pandemic,sorry,state,country,vaccine,treating,pandemic,sorry,state
188.0,spread,respect,discriminate,poor,rich,trying,spread,respect,discriminate,poor,rich
190.0,fact,retain,crown,medical,doctor,need,know,beauty,fact,retain,crown,medical,doctor,need,know,beauty,page
191.0,spread,covid,way,world,ready,spread,covid,way,world,ready
193.0,president,bush,president,bush
198.0,heart,need,universal,basic,income,right,heart,need,universal,basic,income,right
199.0,new,update,response,times,following,new,update,response,times,following
200.0,sure,convenient,pneumonia,significantly,getting,sure,convenient,pneumonia,significantly,getting,covid,bed
202.0,china,chip,frog,court,life,balance
204.0,super,spreader,links,jihad,terror,north,super,spreader,links,jihad,terror,north
205.0,latest,policy,lock,latest,policy,lock
206.0,conservative,covid,pandemic,dangerous,conservative,covid,pandemic,dangerous
207.0,assistant,sub,inspector,posted,traffic,unit,police,positive,assistant,sub,inspector,posted,traffic,unit,police,positive
209.0,brave,father,goes,drop,brave,father,goes
211.0,minister,law,course,minister,law,course
212.0,quick,thread,belt,road,know,embarrassed,ask,quick,thread,belt,road,know,embarrassed,ask
213.0,new,killing,higher,rate,population,large,according,preliminary,new,killing,higher,rate,population,large,according
214.0,basic,cloth,fabric
217.0,strange,forced,thinking
223.0,reason,funded,largely,united,china,centric,reason,funded,largely,united,china,centric
225.0,humour,twitter,black,covid,related,variety,humour,twitter,black,covid,related,variety
226.0,monster,funds,literal,pandemic,monster,funds,literal,pandemic
227.0,need,start,social,damn,need,start,social,damn
229.0,wear,mask,going,wear,wear,mask,going,wear
230.0,draw,free,fuel,enjoy,feed,fat,steal,draw,free,fuel,enjoy,feed,fat
232.0,reason,funded,largely,united,china,centric,reason,funded,largely,united,china,centric
233.0,lock,lock,mayor,complete,biggest,slum
234.0,outbreak,dilemma,working
236.0,work,beef,join,delicious,journey,work,beef,join,delicious,journey
237.0,expect,government,prior,knowledge
238.0,doctor,simple,technique,help,covid,breathe,easily,doctor,simple,technique,help,covid,breathe,easily
241.0,china,million,year,million,year,china,million,year,million,year
242.0,racist,cute,racist,cute
243.0,thanks,beautiful,day
244.0,business,receive,central,government,grant,support,unsure,eligible,business,receive,central,government,grant,support,unsure
245.0,peak,peak
247.0,today,new,assistance,fight,general,today,new,assistance,fight,gen
248.0,strong,grown,strong,grown
253.0,russia,love,phrase,known,thanks,novel,bond,movie,shot,russia,love,phrase,known,thanks,novel,bond,movie,shot
255.0,getting,corona,special
256.0,good,chief,suspend,china,human,council,panel,choose,good,chief,suspend,china,human,council,panel
257.0,good,morning,thank,social,ser
259.0,president,trump,hold,world,health,organization,president,trump,hold,world,health,organization
260.0,likely,extended,school,year,essentially,seven,parent,know,time,likely,extended,school,year,essentially,seven,parent,know,times,column,tomorrow
261.0,making,bore,making,bore
264.0,trump,totally,control,person
265.0,today,day,stay,today,day,stay,inside
267.0,fully,aware,view,corona,epidemic,restriction,business,economic,fully,aware,view,corona,epidemic,restriction,business
269.0,exclusive,organ,exclusive,organ
270.0,snow,covered,clearly,snow,covered,clearly
271.0,president,trump,federal,money,tool,reward,punish,competent,inspector,general,president,trump,federal,money,tool,reward,punish,competent,inspector,general
272.0,daily,covid,death,record,accelerate,new,york,daily,covid,death,record,accelerate
275.0,plus,far,expensive,nice,try,tho,gas,gave,hold,key,treating
277.0,decision,play,biological,bomb,match,decision,play,biological,bomb,match
278.0,private,sector,potential,provide,duty,interest,private,sector,potential,provide,duty,interest
279.0,added,new,family,home,free,zone,added,new,family,home
280.0,visit,want,set,account,formed,aga,visit,want,set,account,forme
282.0,column,issue,decision,seriously,wrong,column,issue,decision,seriously,wrong
283.0,quarantine,realize,people,bathe,morning,going,quarantine,realize,people,bathe,morning,going
285.0,home,abroad,need,support,home,abroad,need,support
286.0,nation,special,gesture,giving,extending,validity,nation,special,gesture,giving,extending,validity
289.0,morning,international,airport,regular,passenger,traffic,day,lock
290.0,found,interesting,whilst,promotion,school,found,interesting,whilst,promotion,school
293.0,mysterious,decline,heart,attack,mysterious,decline,heart,attack
294.0,funder,breaking,trump,removed,pentagon,official,post,independent,watchdog,funds,pure,corrupt,breaking,trump,removed,pentagon,official,post,independent,watchdog,funds
295.0,spitting,walking,naked,fake,news,spitting,walking,naked,fake,news
296.0,big,thank,government,trial,potential,rolled,big,thank,government,trial,potential,rolled
297.0,link
298.0,miss,crown,return,work,doctor,amid,covid,crisis,miss,crown,return,work,doctor,amid,covid,crisis
301.0,true,actually,flu,pandemic,affected,greatly,mother,wrote,love,letter,true,actually,flu,pandemic,affected,greatly,mother,wrote,love
302.0,khan,near,lifting,people,yesterday,peak,lea,khan,near,lifting,people,yesterday,peak,week,away
304.0,hard,work,previous,undone,prevent,colossal,damage,hard,work,previous,undone,prevent,colossal,damage
305.0,man,suspected,positive,ground,note,regime,man,suspected,positive,ground,note
307.0,government,factory,state,pay,government,factory,state,pay,employ
308.0,assembly,speaker,robin,republican,wore,mask,protective,gear,sought,assure,assembly,speaker,robin,republican,wore,mask,protective,gear,sought
309.0,armed,break,home,pandemic,gun,killing,wounding
313.0,number,sri,rise,number,sri,rise
314.0,weep,recover,doctor,crisis,unfold,person,time,weep,recover,doctor,crisis,unfold,person
315.0,lack,demand,shutdown,price,war,russia,oil,production,nose,diving,lack,demand,shutdown,price,war,russia,oil,production,nose,div
317.0,led,new
318.0,conspiracy,think,plan,minister,communication
319.0,president,bush
321.0,wow,love,thanks,responsive,literary,festival
324.0,president,trump,presidential,election,talking,phone,brilliant,president,trump,presidential,election,talking,phone,brilliant
326.0,social,pin,social,pin
327.0,natural,rise,thought,climate,thought
328.0,pat,benny,pat,benny
329.0,scientist,quit,job,extremely,disappointed,response,scientist,quit,job,extremely,disappointed,response
331.0,national,aboriginal,strait,islander,legal,release,vulnerable,low,risk,national,aboriginal,strait,islander,legal,release
333.0,fit,half,work,surprisingly,communal,activity,live,stream
334.0,news,deal,million,million,million,surgical,month,news,deal,million,million,million,surgical
335.0,health,high,temperature,fallen,hospital,news
338.0,slowly,getting,stock,hospital,today,save,mask,coveralls,days
339.0,good,afternoon,good,afternoon
340.0,contrary,news,morning,kept,indoors,contrary,news,morning,kept,indoors
344.0,positivity,thee,stallion,nursing,home,amid,outbreak,home,posit
345.0,long,long
346.0,cave,culture,fear,project,fear,remainer,reject,cave,culture,fear,project,fear,remainer
349.0,report,bush,foundation,sent,millions,china,despite,mass,shortage,report,bush,foundation,sent,millions,china,despite,mass,shortage
350.0,china,trying,best,support,global,fight,green,channel,fast,track,china,trying,best,support,global,fight,green,channel,fast
351.0,phone,cut,disability,pension,twice,past,accused,phone,cut,disability,pension,twice,past
352.0,new,biggest,rise,day,far,remember,success,new,biggest,rise,day,far,remember,success
353.0,world,come,robust,plan,rapid,response,new,epidemic,shutting,world
354.0,south,lawn,telling,risk,south,lawn,telling,risk
356.0,opposition,interested,corona,interested,opposition,interested,corona,interested
358.0,wrong,china,lying,real,infection
359.0,covid,mobile,self,assessment
360.0,miss,crown,return,job,doctor,miss,crown,return,job,doctor
363.0,president,trump,presidential,election,talking,phone,brilliant,president,trump,presidential,election,talking,phone,brilliant
364.0,announce,curfew,purge,siren,skyrocket,announce,curfew,purge,siren,skyrocket
365.0,anybody,anybody
366.0,dear,everybody,like,inform
367.0,science,chief,blast,response,science,chief,blast,response
371.0,staff,produce,hand,help,fight,staff,produce,hand,help,fight
373.0,hoy,purchase,hah,extended,need,help,hoy,purchase,hah,extended,need,help
375.0,people,moving,body,secretly,zero,new,political,task,dare,people,moving,body,secretly,zero,new,political,task
376.0,authorized,heal,authorized
377.0,education,help,people,doctor,kept,visiting,mosque,illness,education,help,people,doctor,kept,visiting,mosque,illness
378.0,petition,day,petition,day
380.0,work,stay,home,stay,safe,look,rapidly
381.0,nation,tortoise,piece,primal,illness,nation,tortoise,piece,primal,illness
385.0,dustproof,anti,fog,anti,infection,anti,breathable,seal,safety,protective,face
386.0,people,moving,body,secretly,zero,new,political,task,dare,people,moving,body,secretly,zero,new,political,task
387.0,nightmare,trump,cancel,election,nightmare,nightmare,trump,cancel,election,nightmare
390.0,mar,total,conference,mar,total,conference
393.0,time,like,time,pray,prime,minister,currently,time,like,time,pray,prime,minister,currently
394.0,president,enthusiasm,spurred,hoarding,president,enthusiasm,spurred,hoarding
400.0,bit,war,talk,bit,war,talk
402.0,world,health,parent,united,shown,truly,preliminary,found,clear,evidence,human,human
403.0,business,rolling,growing,number,free,free,business,rolling,growing,number,free
404.0,information,support,new,let,stop,information,support,new,let,stop
405.0,president,lord,legend,seeking,help,fig,president,lord,legend,seeking,help
406.0,listening,program,spreading,awareness,wearing,mask
407.0,peak,week,march,panic,saying,panic,south,sold,peak,week,march,panic,saying,panic,south,sold
408.0,time,tough,serving,nation,continuously,provide,door,door,medical,time,tough,serving,nation,continuously,provide,door,door,medical,service
409.0,remember,day,posting,player,day,hope,global,pan
410.0,small,store,eastern,shop,near,shortage,flour
413.0,shaved,head,ill,worry,hair,pandemic
415.0,fact,unable,watch,phoenix,phoenix,based,station,fact,unable,watch,phoenix,phoenix,based,station
416.0,looking,great,maam,major,concern,vicinity,dying,rapid
418.0,engineer,race,save,ventilator,prototype,pandemic
419.0,twice,comeback,panic,twice,comeback,panic
421.0,beauty,village,people,facing,fighting,pand,beauty,village,people,facing,fighting
423.0,reason,funded,largely,united,china,centric,reason,funded,largely,united,china,centric
424.0,poor,tribal,dominated,state,facing,huge,shortage,money,poor,tribal,dominated,state,facing,huge,shortage,money
428.0,collect,news
429.0,sadly,blow,herd,immunity,theory,test,positive,south,test,sadly,blow,herd,immunity,theory,test,positive,south,kor
430.0,contrary,news,morning,kept,indoors,contrary,news,morning,kept,indoors
431.0,huge,respect,twitter,jack,wealth,fight,huge,respect,twitter,jack,wealth,fight
432.0,turned,today,possible,speak,past,tense,microbe,forced,ret,turned,today,possible,speak,past,tense,microbe,forced
434.0,shopping,center,morning,meal,search,shopping,center,morning,meal,search,throu
436.0,corona,virus,shamelessly,crore,corona,virus,shamelessly,crore
438.0,successful,vaccine,mice,hold,promise,covid,vaccine
444.0,father,struck,covid,leaves,hospital,spending,days,ventilator
445.0,help,urgently,billion,shortfall,facing,fight,help,urgently,billion,shortfall,facing,fight
446.0,student,player
448.0,add,normal,doctor,people,test,hear,correctly,count,death
451.0,president,lord,legend,seeking,help,fig,president,lord,legend,seeking,help
453.0,smart,vote,smart,vote
456.0,scientist,quits,saying,fervent,supporter,covid,crisis,completely,chang,scientist,quits,saying,fervent,supporter,covid,crisis,completely
457.0,listen,great,article
459.0,carried,speaking,people,course,ask,probably,carried,speaking,people,course,ask,probably
460.0,brand,new,study,service,pleural,peritoneal,brand,new,study,service,pleural,peritoneal
462.0,hey,got,cameo,watch,cameo,hey,got,cameo,watch,cameo
463.0,day,clean,room
464.0,havoc,havoc
465.0,deputy,headmistress,deliver,free,deputy,headmistress,deliver,free
466.0,week,chain,fellow,bed,switched,home,mourning,loss,week,chain,fellow,bed,switched,home,mourning
467.0,major,holiday,severity,global,major,holiday,severity,global
469.0,industrial,professional,bloom,sides,small,scale,fisher
471.0,yen,yen,yen,calm,know,yen,yen,yen,calm,know
473.0,best,protective,protecting,stock,portfolio
475.0,dental,practice,covid,strategy,time,check,brilliant,advice
477.0,said,segment,fox,news,anchor,removed,corona,coverage,conversation,said,segment,fox,news,anchor,removed,corona,coverage,conversation
478.0,continue,like,past,days,god
479.0,deceptively,clip,look,like,trump,said,action,deceptively,clip,look,like,trump,said,action
480.0,world,halt,stop,pandemic,defined,lin,world,halt,stop,pandemic,defined
481.0,check,guy,try,famous,check,guy,try,famous
484.0,agency,house,marketing,team,high,possibility,agency,house,marketing,team,high,possibility
485.0,cowardly,assault,police,officer,horrible,hard,watch,let,cowardly,assault,police,officer,horrible,hard,watch,let
486.0,doctor,proving,bunch,bull,doctor,proving,bunch,bull
487.0,breaking,new,covid,new,new,confirmed,breaking,new,covid,new,new
488.0,gang,send,pick,beat,house,violation,gang,send,pick,beat,house
491.0,tried,acid,wash,jeans,washing,machine,antifreeze,tried,acid,wash,jeans,washing,machine
492.0,bright,record,best,bright,record,best
493.0,plan,free,cost,landline,plan,free,cost,landline
494.0,corona,working,round,clock,uninterrupted,supply,emergency,service,corona,working,round,clock,uninterrupted,supply,emergency
497.0,battle,deep,state,cure,spreading,virus,flatten,curve,battle,deep,state,cure,spreading,virus,flatten,curve
498.0,terrible,staff,terrible
499.0,president,covid,state,matter,said,president,covid,state,matter
500.0,storm,coming,president,storm,mock,eat,laugh,luxury,storm,coming,president,storm,mock,eat,laugh
501.0,corona,virus,shamelessly
503.0,pushing,gun,pandemic,filing,acting,behalf,pushing,gun,pandemic,filing,acting,behalf
504.0,media,absolutely,problem,taking,billion,directly,media,absolutely,problem,taking,billion,directly
505.0,built,site,place,site,built,site,place
506.0,buy,china
508.0,covid,patient,needs,course,world,covid,patient,needs,course,world
509.0,come,crowd,social,twitter,build,figure
512.0,unacceptable,tough,message,jihad,label,covid,unacceptable,tough,message,jihad,label,covid
514.0,sad,beautiful,hopeful,text,doctor,crisis,unfold,person,time,look
516.0,special,sleeping,style,slept,like
518.0,president,minister,stella,lunch,president,president,minister,stella,lunch,president
519.0,sooner,realize,better,people,need,realize,high,sooner,realize,better,people,need,realize,high
520.0,meal,mum,dad,brought,restaurant,meal,mum,dad,brought
521.0,gave,people,cause,china,people,normal
522.0,notion,scientist,wrong,wrong,man,notion,scientist,wrong,wrong,man
523.0,quarantine,social,mean,designer,quarantine,social,mean,designer
525.0,major,containment,spread,covid,major,containment,spread,covid
526.0,article,china,article,china
528.0,absolutely,correct,decision,trump,propaganda,threat,absolutely,correct,decision,trump,propaganda,threat
529.0,cruel,insensitive,super,duper,catchy,acron,cruel,insensitive,super,duper,catchy
530.0,phone,russia,phone,russia
531.0,found,interesting,whilst,promotion,school,found,interesting,whilst,promotion,school
535.0,stranger,earth,pandemic,lyric,pandemic
536.0,person,saying,time,administrator,like,covid,response
537.0,news,inspired,gangland,truce,south
538.0,know,shirt,know,shirt
539.0,want,understand,government,listen,hong,virus,want,understand,government,listen,hong,virus
542.0,checked,friend,home,hubby,puppy,better,checked,friend,home,hubby,puppy
543.0,people,stay,home,protect,save,foreign,secreta,people,stay,home,protect,save,foreign
544.0,final,year,covid,final,year,covid
546.0,asinine,statement,leadership,president,trump,asinine,statement,leadership,president,trump
548.0,growth,new,average,falling,half,percentage,point,day,growth,new,average,falling,half,percentage,point,day
549.0,following,release,amidst,imperative,extend,scope,following,release,amidst,imperative,extend
551.0,jack,billion,want,know,jack,billion,want,know
552.0,lost,depression,lost,depression
554.0,credit,agricole,driven,related,uncertainty,weakening,fundament
556.0,status,quo,budget,billion,collect,billion,provincially,bill
557.0,breaking,democrat,state,rep,president,trump,tou,breaking,democrat,state,rep,president,trump
559.0,day,know,self,quarantine,people,exposed,new,risk,day,know,self,quarantine,people,exposed,new
560.0,reminder,freeing,deathly,pandemic,reminder,freeing,deathly,pandemic
561.0,covid,case,suspension
563.0,unable,start,new,academic,sessions,decided,start,unable,start,new,academic,sessions,decided,start
569.0,find,help,share,information,available,service,council,area,voluntary,community,sector,find,help,share,information,available,service,council,area,voluntary,community,sect
570.0,meeting,floor,political,video,meeting,floor,political,video
571.0,tough,situation,ought,overcome,mental,health,important,stay,strong,tough,situation,ought,overcome,mental,health,important,stay,strong
572.0,latest,advice,stay,safe,corona,latest,advice,stay,safe
573.0,country,unlocking,enormous,country,unlocking
574.0,going,covid,orange,juice,sold,yesterday,going,covid,orange,juice,sold,yester
576.0,breaking,new,corona,virus,count
577.0,tiger,bathroom
578.0,gosh,miss,purple,gold,damn,hope,healthy,gosh,miss,purple,gold,damn,hope,healthy
586.0,literally,political,polling,related,covid,day,ago,politic,literally,political,polling,related,covid,day,ago
587.0,hospital,covid,lee,funeral,home,hospital,covid,lee,funeral,home
589.0,feeling,anxious,constantly,like,hungry,sad,sick
591.0,breaking,new,covid,new,new,confirmed,breaking,new,covid,new,new
595.0,key,covid,update,new,testing,criteria,dramatically,tomorrow,key,covid,update,new,testing,criteria,dramatically
596.0,need,help,save,daily,need,help,save,daily
597.0,nature,nature,paper,active,replication,upper,respiratory,tract,group,nature,paper,active,replication,upper,respiratory,tract
601.0,live,corona,data,live,corona,data
603.0,wisdom,reach,virtual,time
605.0,evening,interview,talented,constituency,discuss,evening,interview,talented,constituency,dis
606.0,anybody,anybody
607.0,day,school,lunar
608.0,pandemic,sure,leave,mark,way,people,work,shop,socialize,permanently
609.0,seriously,good,government,took,consideration
610.0,share,today,share,today
611.0,gripe,sea,gripe,sea
612.0,far,corona,free,open,survival
615.0,corona,para,corona,para
616.0,china,con,para,personal,china,con,para,personal
617.0,exit,strategy,draw,balance,exit,strategy,draw,balance
618.0,ligne,ligne
620.0,telegraph,patient,able,come,ventilation,days,blood,plasma,people,patient,able,come,ventilation,days,blood,plasma,people
621.0,legit,nature,healing,lake,stay,indoors,stay,legit,nature,healing,lake,stay,indoors
622.0,perspective,inevitably,shoulder,extra,domestic,work,pandemic,help,perspective,inevitably,shoulder,extra,domestic,work,pandemic
623.0,sex,son,sex,son
625.0,test,sent,laboratory,cold,chain,transport,system,test,sent,laboratory,cold,chain,transport
626.0,education,help,people,doctor,kept,visiting,mosque,illness,education,help,people,doctor,kept,visiting,mosque,illness
627.0,pastor,sam,killing,ignorance,misinformation,simple,pastor,sam,killing,ignorance,misinformation,simple,intern
629.0,unprecedented,time,patient,lost,job,health,insurance,covid,unprecedented,time,patient,lost,job,health,insurance
633.0,period,spiral,period,spiral
634.0,authorized,heal,authorized
636.0,imagine,economic,survey,dismantle,imagine,economic,survey,dismantle
638.0,record,pandemic,need,discuss,record,pandemic,need,discuss
639.0,behave,people,damage,behave,people,damage
642.0,helping,poor,situation,province,helping,poor,situation,province
644.0,great,help,instructor,great,classes,zoom,turns
646.0,partial,remain,given,public
648.0,covid,update,currently,given,current
650.0,medical
651.0,novel,set,society,midst,viral,epidemic,author,known,novel,set,society,midst,viral,epidemic,author,known
652.0,head,science,body,quits,extremely,disappointing,response,crisis,head,science,body,quits,extremely,disappointing,response,crisis
653.0,comes,second,wave,flee,city,comes,second,wave,flee,city
654.0,extraordinary,guy,way,matter,figure,real,extraordinary,guy,way,matter,figure,real
655.0,thing,like,thing,like
656.0,people,vote,demon,office,worse,position
657.0,interesting,troubling,read,corporate,risk,lead
659.0,jack,moving,square,equity,wealth,fund,global,covid,relief,disarm,moving,square,equity,wealth,fund,global,covid,relief
661.0,said,baby,needs,clothes
663.0,confirmed,rise,death,toll
665.0,time,time
666.0,gig,affected
667.0,batch,hospital,hotel,hotel,staff,grand,welcome,batch,hospital,hotel,hotel,staff,grand,welcome
669.0,jack,billion,quarter,wealth,fighting,supporting,jack,billion,quarter,wealth,fighting,supporting
670.0,said,immediate,priority,protect,people,prevent,spread,said,immediate,priority,protect,people,prevent,spread
675.0,yeah,super,insightful,mean,elective,surgery,pandemic
676.0,pandemic,public,sec,cash,relief,people,air,people,abroad,tra,pandemic,public,sec,cash,relief,people,air,people
677.0,appeal,grow,covid,crisis
678.0,note,caution,totally,open
679.0,sure,convenient,pneumonia,significantly,getting,sure,convenient,pneumonia,significantly,getting,covid,bed
681.0,final,year,occupational,therapy,student,soon,begin,new
682.0,outrage,selling,anti,malaria,medication,completely,outrage,selling,anti,malaria,medication,completely
684.0,remember,time,young,woman,town,corona,diary
685.0,dan,experience,bad,night,terrible,fatigue,dan,experience,bad,night,terrible
688.0,rose,night,sky,rose,night,sky
689.0,help,plan,change,request,landline,help,plan,change,request,land
690.0,young,mental,health,hit,youth
694.0,hear,covid,noise,hear,covid,noise
695.0,remember,year,people,flu,stay,home,day,people,saying,remember,year,people,flu,stay,home,day,people
697.0,dear,morning,briefing,long,read,dear,morning,briefing,long
698.0,pastor,mass,hysteria,illness,pastor,mass,hysteria,illness
699.0,invoke,essential,act,amid,crisis
700.0,hope,lock,soon,economy,withstand,longer,uncertainty,unstability,distress
701.0,use,service,feel,cope,home,condition,use,service,feel,cope,home,con
702.0,question,bingo,tonight,charge,stupid,eve
703.0,resilient,boxing,prove,immune
704.0,quarantine,covid,corona,pie,quarantine,covid,corona
705.0,key,digital,amidst,crisis,canada
706.0,seeking,relief,investment,firm,trump
707.0,trump,test,covid,vaccine,sell,million,trump,test,covid,vaccine,sell,million
708.0,good,morning,resident,peacock,left,roaming,peace,good,morning,resident,peacock,left,roaming,peace
711.0,world,health,declared,international,health,emergency,trump,world,health,declared,international,health,emergency,trump
712.0,wait,till,china,look,person,think,zero,chance
