word,count
people,174
work,145
corona,119
virus,111
trump,102
sick,73
said,71
home,67
money,65
news,64
health,62
china,55
wash,55
feeling,49
spread,48
fake,47
president,42
stop,42
case,40
like,38
covid,36
going,34
country,34
confirmed,33
flying,31
know,31
hoard,30
man,30
alert,30
rate,28
united,27
new,27
world,27
need,27
washing,24
administration,24
response,24
protect,23
telling,22
travel,22
death,22
saying,22
outbreak,22
flu,20
sure,20
think,20
getting,19
way,19
stay,19
light,19
time,19
help,19
addition,18
public,18
fight,18
today,18
breaking,18
use,17
spreading,17
days,16
right,16
got,16
south,15
mon,15
great,15
lot,15
close,15
million,15
information,15
emergency,14
testing,14
best,14
stupid,14
taking,14
told,14
number,14
test,13
global,13
live,13
update,13
literally,12
city,12
medical,12
year,12
kill,12
brain,12
high,12
immune,12
instead,12
community,12
mouth,11
wait,11
truth,11
die,11
clip,11
pretty,11
good,11
dear,11
based,11
hunch,11
average,11
day,11
hospital,11
false,11
quarantine,10
seeing,10
watch,10
minister,10
attack,10
organization,10
crisis,10
disease,10
read,10
seriously,10
positive,10
threat,10
temporarily,10
hope,10
hilariously,10
mean,10
media,10
common,10
sense,10
dying,10
crazy,10
dangerous,9
better,9
government,9
place,9
state,9
fox,9
gave,9
mad,9
definitely,9
calling,9
old,9
contact,9
twitter,9
losing,9
watching,9
house,9
county,9
soap,9
face,8
paper,8
follow,8
vaccine,8
foreign,8
infection,8
possibly,8
ill,8
check,8
tweet,8
stopped,8
control,8
economy,8
life,8
look,8
briefing,8
ago,8
went,8
come,8
area,8
hit,8
mind,8
yes,8
pandemic,8
risk,8
want,8
real,7
history,7
play,7
prevent,7
open,7
party,7
data,7
school,7
official,7
making,7
amid,7
seen,7
feel,7
japan,7
clean,7
single,7
infected,7
cause,7
premier,7
league,7
situation,7
clear,7
advised,7
box,7
mike,7
pence,7
avoid,7
safe,7
market,7
department,7
low,7
growing,7
closed,7
doctor,7
white,7
music,6
panic,6
simple,6
sanctuary,6
cruise,6
naggin,6
thought,6
past,6
committee,6
barely,6
conspiracy,6
epidemic,6
misinformation,6
scientific,6
fatality,6
fault,6
trying,6
smoked,6
beer,6
charge,6
national,6
point,6
catch,6
stuff,6
brought,6
lying,6
assumed,6
chief,6
march,6
policy,6
opportunity,6
property,6
especially,6
impact,6
snap,6
limit,6
hot,6
zone,6
advanced,6
wearing,6
novel,6
worse,6
cough,6
inside,6
woman,6
actually,6
able,6
meet,6
funny,6
disappear,6
non,6
personal,6
thank,6
congress,6
agreed,6
provide,6
billion,6
week,6
decided,6
water,6
hand,6
completely,5
raise,5
type,5
negative,5
status,5
human,5
responsibility,5
press,5
conference,5
communist,5
blaming,5
hell,5
lower,5
morning,5
discriminating,5
tested,5
big,5
long,5
business,5
yesterday,5
federal,5
welcoming,5
infectious,5
bring,5
social,5
key,5
thinking,5
fly,5
continue,5
fact,5
spew,5
joke,5
times,5
sorry,5
heartbreaking,5
total,5
outside,5
challenge,5
taken,4
nose,4
free,4
working,4
complete,4
ban,4
hostile,4
gaslighting,4
danger,4
ploy,4
funds,4
care,4
came,4
tony,4
ways,4
workplace,4
shadow,4
canada,4
spoke,4
leave,4
safety,4
wrong,4
talk,4
line,4
worth,4
wonder,4
favorite,4
manager,4
russia,4
honest,4
tune,4
listen,4
actual,4
biological,4
guy,4
misled,4
democratic,4
server,4
talking,4
joe,4
corrupt,4
discuss,4
concerning,4
carry,4
alcohol,4
ask,4
smart,4
family,4
percent,4
origin,4
rule,4
stock,4
quarter,4
donated,4
salary,4
office,4
reduce,4
left,4
rapidly,4
comedy,4
skit,4
ground,4
exactly,4
daily,4
millions,4
remain,4
shopping,4
center,4
start,4
invite,4
trend,4
susceptible,4
force,4
director,4
institute,4
knew,4
basic,4
pro,4
virologist,4
problem,4
elderly,4
story,4
critical,4
shame,4
essential,4
era,4
list,4
deliberately,4
explicitly,4
disgusting,4
far,4
wide,4
region,4
airport,4
expect,4
current,4
coming,4
northern,4
person,4
weekend,4
ready,4
latest,4
somebody,4
night,4
little,4
reason,4
parliament,4
according,4
service,4
probably,4
universal,4
cash,4
important,4
para,4
currently,4
wrote,4
blamed,4
vote,4
worst,4
incapable,4
rising,4
mild,4
pun,4
chat,4
bought,4
toilet,3
job,3
retail,3
abroad,3
booking,3
spring,3
break,3
frankly,3
explaining,3
role,3
repeat,3
pharmaceutical,3
action,3
encouraging,3
dampen,3
internal,3
con,3
thing,3
commissioner,3
industry,3
domestic,3
equal,3
writ,3
cleaning,3
scare,3
doe,3
early,3
moron,3
needs,3
concise,3
police,3
princess,3
ship,3
pick,3
related,3
patient,3
giant,3
cluster,3
available,3
later,3
tha,3
agree,3
vice,3
major,3
confirmation,3
wow,3
yep,3
mask,3
sic,3
worker,3
believe,3
donate,3
future,3
monitor,3
miracle,3
rely,3
ministry,3
hearing,3
let,3
found,3
bathroom,3
inform,3
moving,3
soon,3
unaware,3
build,3
claim,3
helpful,3
interested,3
economic,3
senator,3
king,3
hoax,3
article,3
demand,3
hygiene,3
recently,3
true,3
anybody,3
maybe,3
recovery,3
traffic,3
checked,3
