word,count
people,156
virus,109
trump,106
corona,102
world,64
pence,55
president,54
outbreak,51
million,50
best,48
tested,48
mask,45
watching,44
set,43
worth,43
wear,42
found,41
breaking,41
like,41
today,41
china,40
covid,40
surgical,40
health,39
country,38
flu,37
vaccine,35
white,35
long,27
time,27
media,25
number,25
test,25
press,24
left,24
spread,24
house,24
dow,23
going,23
help,23
news,23
national,23
emergency,22
person,21
wan,21
mike,21
briefing,21
day,20
stopped,20
man,20
disease,20
infectious,20
global,19
point,19
gain,19
want,19
think,19
testing,19
single,18
hospital,18
administration,18
know,17
high,17
hate,17
confirmed,17
new,17
state,17
right,17
government,16
trying,16
information,16
home,16
real,16
dying,16
stop,16
fight,15
epidemic,15
need,15
said,15
way,15
nearly,14
risk,14
meeting,14
die,14
reject,14
thing,14
clearly,14
photo,14
medical,14
idea,14
head,14
conference,13
infected,13
death,13
sick,13
detailed,13
pandemic,13
boom,12
history,12
endlessly,12
remember,12
job,12
bring,12
hearing,12
term,12
bad,12
work,12
removed,12
support,12
rate,12
flushing,12
patiently,12
explain,12
response,12
great,11
case,11
away,11
biggest,11
care,11
report,11
democrat,11
task,10
force,10
guy,10
saying,10
came,10
swamp,10
tie,10
reauthorization,10
reminder,10
defeat,10
wash,10
canada,10
got,10
update,10
toll,10
capacity,10
minister,10
ask,10
dealing,10
vice,10
suffer,10
eating,9
hoax,9
united,9
likely,9
office,9
concerned,9
issue,9
economic,9
face,9
patient,9
plan,9
leader,9
public,9
days,9
working,9
situation,8
lady,8
nasty,8
cast,8
key,8
narrowly,8
legislation,8
official,8
week,8
encouraging,8
instead,8
avoid,8
low,8
quarantine,8
south,8
little,8
pass,8
address,8
live,8
abruptly,8
crisis,8
praying,8
sure,8
worst,8
add,8
self,8
japan,8
needs,8
cost,8
problem,8
desperately,8
security,8
interview,8
room,8
excellent,8
panic,7
federal,7
expert,7
hand,7
sent,7
available,7
save,7
believe,7
times,7
sell,7
economy,7
year,7
welcome,7
stay,7
prevent,7
community,7
political,7
quick,7
funder,7
wrong,7
team,7
question,7
getting,7
affected,7
making,7
worried,7
washing,7
fear,7
buy,6
unfortunately,6
water,6
safe,6
giving,6
reason,6
shake,6
bill,6
literally,6
cover,6
ready,6
safety,6
business,6
run,6
won,6
according,6
lying,6
fox,6
blame,6
general,6
good,6
king,6
kill,6
local,6
combat,6
damn,6
pay,6
cause,6
county,6
hour,6
contact,6
given,5
couple,5
fat,5
regime,5
watch,5
guidance,5
globally,5
apparently,5
san,5
