2.0,deadly,deadly
3.0,corona,trip,corona,trip
4.0,deadly,deadly
6.0,corona,got,club,listening,frank,ocean,corona,got,club,listening,frank,ocean
9.0,wife,prime,minister,tested,positive,novel,wife,prime,minister,tested,positive,novel
11.0,band,world,tour,goes,world,tour,band,world,tour,goes,world,tour
16.0,president,speak,hear,aggressive,news,progression,medical
18.0,album,tour,album,tour
19.0,think,primary,care,news,think,primary,care,news
20.0,find,cure,find,cure
21.0,clear,trump,administration,blocking,standard,response,republican,clear,trump,administration,blocking,standard,response,republican
22.0,animal,planet,cartoon,network,fox,news,fun,spring,salad,idea,animal,planet,cartoon,network,fox,news,fun,spring
23.0,covid,addition,non,nursing,home,doubling,rate,covid,addition,non,nursing,home
24.0,complex,good,news,canada,isolated,covid,virus,story,good,news,canada,isolated,covid,virus,story
25.0,deplorable,time,fly,laura,buried,telling,great,time,fly
27.0,wow,world,health,organization,chief,global,epicenter,wow,world,health,organization,chief,global,epicenter,chine
28.0,need,want,send,personal,sincere,thank,health,worker,need,want,send,personal,sincere,thank,health,worker
29.0,update,covid,statement,statement,conference,covid,update,covid,statement,statement,conference,covid
30.0,funny,concerned,funny,concerned
31.0,media,trying,run,propaganda,china,bought,time,new,low,media,trying,run,propaganda,china,bought,time,new,low
32.0,time,flu,worse,wash,time,flu,worse,wash
33.0,docket,carry,docket,carry
34.0,hockey,like,canada,hockey,like,canada
35.0,guy,incredible,billionaire,jack,donate,million,face
37.0,great,thread,virus,spread,population,unstoppable,extreme,likely,great,thread,virus,spread,population,unstoppable,extreme,likely
38.0,protege,protege
40.0,great,relief,defer,tax,rate,corona,virus,growing,great,relief,defer,tax,rate,corona,virus
42.0,light,giving,father,days,year,run,broke,light,giving,father,days,year,run
43.0,breaking,total,number,tested,positive,novel,breaking,total,number,tested,positive,novel
44.0,parliament,legislation,administration,execution,kind,glad
47.0,president,tested,positive,literally,days,crisis,fantasy,president,tested,positive,literally,days,crisis,fantasy
48.0,possible,overwhelming,scientific,consensus,possible,overwhelming,scientific
49.0,trump,lied,administration,declared,public,health,emergency,trump,lied,administration,declared,public,health,emergency
50.0,watch,watch
51.0,like,yes,yes,yes,praying,god,inject,like,yes,yes,yes,praying,god,inject
54.0,time,solidarity,fight,love,compassion,vulnerable,effects,time,solidarity,fight,love,compassion,vulnerable,effects,pandemic
55.0,protect,covid,protect,covid
57.0,claim,new,cause,damage
62.0,breaking,international,land,passenger,breaking,international,land,passenger,immi
67.0,learning,outbreak,district,learning,outbreak,district
68.0,global,pandemic,relentless,imposition,economic,global,pandemic,relentless,imposition,economic
70.0,reportedly,seen,giving,game,worn,arm,arena,days,tested,reportedly,seen,giving,game,worn,arm,arena,days
71.0,irresponsible,vice,president,joe,campaign,soliciting,talking,spread
76.0,corona,virus,local,restaurant,lot,probably,corona,virus,local,restaurant,lot,prob
79.0,people,stocking,toilet,paper,start,violently,contract,people,stocking,toilet,paper,start,violently,contract
80.0,want,health,pay,agree,stupid,system,sudden,want,health,pay,agree,stupid,system
81.0,right,imaginary,immigrant,caravan,national,emergency,real,pandemic,national,right,imaginary,immigrant,caravan,national,emergency,real,pandemic
82.0,quarantine,diary,day,non,perishable,food,maybe,quarantine,diary,day,non,perishable,food,maybe
83.0,avoid,large,people,avoid,possible,contamination,avoid,large,people,avoid,possible,contamination
84.0,contract,corona,virus,contract,corona,virus
88.0,nick,matter,real,deal,perceptually,real
92.0,older,watching,fox,news,hearing,worry,hearing,older,watching,fox,news,hearing,worry,hearing
94.0,option,media,saying,damned,word,option,media,saying,damned,word
95.0,avoid,large,people,avoid,possible,contamination,avoid,large,people,avoid,possible,contamination
98.0,march,new,total,total,quarantine,facility,total,isolation,facility,tot,march,new,total,total,quarantine,facility,total,isolation
100.0,economic,benefit,stop,capitalist,pig
101.0,clarification,coming,second,confirmative,test,clarification,coming,second,confirmative,test
102.0,respiratory,got,nun,worry,bout,smoking,gone,deep,planet,respiratory,got,nun,worry,bout,smoking,gone,deep
105.0,unclear,right,lying,mayor,tested,positive,meeting,unclear,right,lying,mayor,tested,positive
106.0,fully,concerned,got,paranoid
107.0,kind,crap,goes,constantly,think,normal,kind,crap,goes,constantly,think,normal
108.0,coming,got,extra,year,scintillating,local,politics,mayoral,council,fail,kick,coming,got,extra,year,scintillating,local,politics,mayoral,council,fail,kick
109.0,friend,thyroid,removed,cancer,find,friend,thyroid,removed,cancer
110.0,embarrassing,went,like,turn,fear,joke,funny,found,segment,great,host
111.0,backup,amid,pandemic
112.0,came,child,immune,corona,virus,came,child,immune,corona,virus
113.0,alarming,lot,intact,hygiene,alarming,lot,intact,hygiene
114.0,man,got,corona,stay,away,man,got,corona,stay,away
115.0,para,covid,sin,para,covid,sin
122.0,stay,mentally,healthy,consume,cable,news,careful,moderation,ignore,stay,mentally,healthy,consume,cable,news,careful,moderation,ignore,pol
123.0,class,fighting,chance,election,trump,end,class,fighting,chance,election,trump,end,comedy
124.0,need,know,running,service,plan,deviate,service,general,need,know,running,service,plan,deviate,service
125.0,hearing,going,die,buy,toilet,paper,hearing,going,die,buy,toilet,paper
126.0,interest,light,ways,trump,response,corona,interest,light,ways,trump,response
129.0,good,man,free,financial,dot,ill,good,man,free,financial,dot
130.0,wanting,sound,worried,privately,kind,action,wanting,sound,worried,privately,kind,action
132.0,smug,redundant,plan,trump
133.0,chad,chad
134.0,president,refusing,tested,pandemic,virus,certainly,elect,president,refusing,tested,pandemic,virus,certainly
135.0,avoid,large,people,avoid,possible,contamination,avoid,large,people,avoid,possible,contamination
136.0,currently,killer,covid,list,currently,killer,covid,list
140.0,united,country,world,mass,testing,united,country,world,mass,testing
142.0,instead,country,instead,country
143.0,covid,quarantine,checked,wheel,covid,quarantine,checked,wheel
144.0,reason,federal,health,president,reluctance,declare,national,reason,federal,health,president,reluctance,declare,national
145.0,absolutely,came,china,doubt,china,crazy,absolutely,came,china,doubt,china,crazy
146.0,federal,response,fiasco,global,health,expert,federal,response,fiasco,global,health,expert
147.0,want,health,pay,agree,stupid,system,sudden,want,health,pay,agree,stupid,system
148.0,dear,corona,virus,stop,messing,senior,year,thank,class,dear,corona,virus,stop,messing,senior,year,thank,class
149.0,novel,infectious,week,study
150.0,fired,pandemic,response,team,fired,pandemic,response,team,fired,pandemic,response,team,fired,pandemic,response,team
152.0,yes,yes
155.0,need,explain,immediately,approve,trillion,wall,street,free,need,explain,immediately,approve,trillion,wall,street,free
159.0,latest,advice,latest,advice
160.0,history,controversial,netted,legal,history,controversial,netted,legal
161.0,new,canada,baby,boy,child,new,canada,baby,boy,child
164.0,want,health,pay,agree,stupid,system,sudden,want,health,pay,agree,stupid,system
165.0,family,getting,worse,leadership,family,getting,worse,leadership
168.0,response,effective,major,advanced,economy,remains,response,effective,major,advanced,economy,remains
169.0,use,global,pandemic,rise,create,planet,apocalypse,pool,use,global,pandemic,rise,create,planet,apocalypse,pool
170.0,festival,amidst,festival,amidst
173.0,know,sensation,feel,like,know,sensation,feel,like
174.0,real,life,onion,business,real,life,onion,business
175.0,man,worry,paying,rent,additional,covid
176.0,love,unable,cure,gogo
178.0,patient,daughter,fatality,grief,patient,daughter,fatality,grief
180.0,closed,access,nature,barred,large
181.0,sheer,stupidity,irresponsibility,fox,news,think,bulk,older,sheer,stupidity,irresponsibility,fox,news,think,bulk
185.0,limit,economic,impact,large,targeted,help,instance
186.0,damn,crazy,damn,crazy
187.0,boy,hustler,ask,boy,hustler,ask
188.0,million,smash,system,got,million,smash,system,got
189.0,sure,equal,life,death,publicly,express,dramatic,think,people,sure,equal,life,death,publicly,express,dramatic,think,people
190.0,covid,covid,blood,covid,covid,blood
192.0,new,stressful,school,campus,juggling,child,care
193.0,stay,home,feeling,sick,practice,good,hygiene,wash,frequently,stay,home,feeling,sick,practice,good,hygiene,wash,frequent
195.0,need,flatten,curve,swamp
196.0,testing,positive,testing,positive
197.0,deliberately,test,available,deliberately,test,available
198.0,live,reference,sports,world
199.0,studied,testing,system,studied,testing,system
201.0,latest,update,status,positive,country,total,confirm,latest,update,status,positive,country,total,confirm
202.0,valued,covid,taking,necessary,ensure,safety,staff,valued,covid,taking,necessary,ensure,safety
204.0,reporter,friend,climbing,worst,low,testing,reporter,friend,climbing,worst,low
206.0,think,think
209.0,corona,virus,mar,corona,virus,mar
211.0,dad,group,advice,convention,dad,group,advice,convention
213.0,state,department,summons,ambassador,blatant,campaign,state,department,summons,ambassador,blatant,campaign
214.0,week,tested,people,jazz,tested,week,tested,people,jazz,tested
220.0,exclamation,mark,end,loser,news,conference,today,white,house,topic
221.0,true,extraordinary,new,confirmed,true,extraordinary,new,confirmed,main
224.0,watched,doc,airport,designed,china,mind,big,place,look,small,legendary,stuff
225.0,got,right
226.0,got,stay,away,got,stay,away
228.0,scary,right,affecting,sending,lots,scary,right,affecting,sending,lots
235.0,corona,virus,barely,young,people,respiratory,disease,half,ruined,corona,virus,barely,young,people,respiratory,disease,half,ruined
237.0,touch,psalm,thousand,fall,thousand,rig,touch,psalm,thousand,fall,thousand
239.0,care,explain,public,tried,sneak,abortion
241.0,remember,impeachment,spread,remember,impeachment,spread
243.0,offering,people,struggling,student,loan,debt,lick,splash,mountain,safety,bar,offering,people,struggling,student,loan,debt,lick,splash,mountain,safety,bar
244.0,thought,people,got,thought,people
245.0,studied,testing,system,studied,testing,system
247.0,said,health,told,said,health,told
248.0,fatality,rate,fatality,rate
251.0,single,important,piece,advice,health,help,stay,safe,covid,wash,hand,single,important,piece,advice,health,help,stay,safe,covid
252.0,reminder,blame,president,bad,covid,fired,entire,reminder,blame,president,bad,covid,fired,entire
254.0,football,join,immediately,outbreak,football,join,immediately,outbreak
255.0,waiting,bidding
259.0,news,conference,today,white,house,topic,news,conference,today,white,house,topic
260.0,hockey,like,canada,hockey,like,canada
263.0,united,country,world,mass,testing,united,country,world,mass,testing
265.0,real,life,onion,business,real,life,onion,business
267.0,said,movie,contagion,ago,prediction
273.0,know,mind,right,minute,think,know,mind,right,minute,think
274.0,state,run,propaganda,going,far,claim,state,run,propaganda,going
275.0,fist,tables,monkey,war,monkey,war,monkey,war,monkey,war,monkey,war,hungry,swarm,street,rival,fight,food,normally
276.0,suspended,tourist,month,suspended,tourist,month
278.0,nasty,man,train,pole,amid,panic
279.0,wow,world,health,organization,chief,global,epicenter,wow,world,health,organization,chief,global,epicenter,chine
280.0,oracle,billion,amid,stocks
283.0,people,analyse,situation,choice,appalling,complacency,people,analyse,situation,choice,appalling
284.0,deadly,deadly
285.0,text,borrow,goalkeeper,said,said,want,catch,text,borrow,goalkeeper,said,said,want,catch
286.0,corona,virus,flu,virus,cyrus,bet,close,liquor,store
287.0,trump,sicker,nationwide,quarantine,let,president,tell,trump,sicker,nationwide,quarantine,let,president
288.0,lying,lying
290.0,idiot,socialist,nitwit,cortez,response,include,universal,basic,income
291.0,going,famous,people,getting,infected,corona,virus,president,going,famous,people,getting,infected,corona,virus,president
293.0,wondering,cancel,large,public,love,basketball,wondering,cancel,large,public,love
294.0,especially,like,precaution,likely,suffer,especially,like,precaution,likely
295.0,summary,date,good,analysis,sadly,summary,date,good,analysis,sadly
296.0,testing,mobile,testing,new,drive,testing,center,open,testing,mobile,testing,new,drive,testing,center,open
297.0,corona
298.0,encouraging,tell,pass,encouraging,tell,pass,corona
299.0,anti,media,blatant,death,drastic,painted,anti,media,blatant,death,drastic,painted
300.0,statement,covid
302.0,outbreak,need,know
304.0,breaking,declare,new,public,health,disaster,breaking,declare,new,public,health,disaster
305.0,ladies,planet,ladies,planet
306.0,reminder,use,bot,contact,today,note,need,reminder,use,bot,contact,today,note
307.0,evil,create,pac,pay,person,president,trump,evil,create,pac,pay,person,president,trump
308.0,breaking,trump,pence,authorized,new,york,state,testing,breaking,trump,pence,authorized,new,york,state,testing
309.0,mad,tested,information,withheld,mad,tested,information,withheld
310.0,hand,essential,act,decision,empower,government,hand,essential,act,decision,empower,government
315.0,posted,corona,killing,people,posted,corona,killing,people
316.0,people,stocking,toilet,paper,start,violently,contract,people,stocking,toilet,paper,start,violently,contract
317.0,yes,yes
318.0,vote,mail,democracy,continue,vote,mail,democracy,continue
321.0,man,got,corona,stay,away,man,got,corona,stay,away
322.0,infectious,disease,explain,known,far,new,disease,covid,infectious,disease,explain,known,far,new,disease
323.0,embarrassing,brains
324.0,corona,got,club,listening,frank,ocean,corona,got,club,listening,frank,ocean
325.0,reminder,blame,president,bad,covid,fired,entire,reminder,blame,president,bad,covid,fired,entire
326.0,come,tested,spot,question,demanding,answer,come,tested,spot,question
327.0,criminal,china,concealed,epidemic,leading,global,outbreak,angry,people,took,streets,screaming,criminal,china,concealed,epidemic,leading,global,outbreak,angry,people,took,streets
330.0,safe,safe
331.0,time,cancel,time,ask,people,stand,line,sit
332.0,clean,use,soap,alcohol,based,hand,wash,regular,avoid,touching,clean,use,soap,alcohol,based,hand,wash,regular,avoid,touching
333.0,laugh,healthy,laugh,face,corona,need,laugh,love,guy,reach,grocery,store
334.0,reminder,blame,president,bad,covid,fired,entire,reminder,blame,president,bad,covid,fired,entire
335.0,administration,testing,harder,manage,test,million,people,administration,testing,harder,manage,test,million,people
339.0,told,stay,home,self,isolate,told,stay,home,self,isolate
340.0,mean,trump,fired,entire,pandemic,response,team,replace,mean,trump,fired,entire,pandemic,response,team,replace
341.0,previous,terrorist,hurricane,flu,outbreak,previous,terrorist,hurricane,flu,outbreak
343.0,hope,interview,effect,heavy,given,cure,virus
345.0,interview,secretary,unde
346.0,considering,billion,plus,population,handling,better,considering,billion,plus,population,handling,better
347.0,joe,government,nancy,government,sanders,joe,government,nancy,government,sanders
348.0,china,gifted,celebrate,birthday,knew,good,people,china,gifted,celebrate,birthday,knew,good,people
351.0,confederation,football,cup,confederation,football,cup
352.0,morning,pass,response,free,testing,days,morning,pass,response,free,testing
