1.0,neighbor,food,plenty,share,pandemic
57.0,plane,jackass,plane,jackass
58.0,state,emergency,official,video
59.0,today,united,new,covid,canada,total,thing,today,united,new,covid,canada,total,thing
61.0,breaking,news,legally,responsible,house,arrest
62.0,trump,tout,success,state,new
63.0,civil,stop,communism,spoke,man,video,way,worse,told
64.0,basically,given,basically,given
66.0,damning,body,pandemic,stockpile,covid,damning,body,pandemic,stockpile,covid
67.0,absolutely,necessary,public,transport,absolutely,necessary,public,transport
68.0,zero,spent,fighting,virus,totally,open
72.0,sap,join,coalition,leading,support,access
75.0,covid,reverse,progress,fresh,eating,bountiful,food,industry
78.0,answer,received,external,number,tested,answer,received,external,number,tested
79.0,read,aloud,story,thousand,gold,handful
80.0,south,world,tour
81.0,join,live,session,eminent
82.0,lancet,pandemic,right,sentence,understand,lancet,pandemic,right,sentence,understand
83.0,grocery,store,hearing,mass,grocery,store,hearing,mass
84.0,got
85.0,night,corona
92.0,compassion,love,care,people,sant,incomparable,guidance,compassion,love,care,people,sant,incomparable,guidance
93.0,tony,soprano,pretty,good,extortion,trump,relief,hit,hard,covid,require,ending,sanctuary,city,turning
94.0,urgent,tell,stop,force,stay,open,decision
95.0,going,allow,trump,withhold,relief,funds,protect,immigrant,going,allow,trump,withhold,relief,funds,protect,immigrant
96.0,nice,social
97.0,needs,transparent,world,know,history,haven,needs,transparent,world,know,history
98.0,death,toll,covid,country,climb,union,health,ministry,death,toll,covid,country,climb,union,health,ministry
100.0,blessed,covid,insurance,talk
102.0,seen,video,urgent,care,talking,covid,statement
105.0,way,official,funeral,grand,rabbi,away,covid
107.0,testing,people,hospital,far,understanding,testing,people,hospital,far,understand
109.0,satellite,cash,satellite,cash
110.0,pence,believe,science,charge,covid,response,meant,pence,believe,science,charge,covid,resp
111.0,drug,overdose,head,trauma,added,death,toll,year,old,man,drug,drug,overdose,head,trauma,added,death,toll,year,old,man,drug
112.0,question,post,pandemic,premise,alcohol,market
116.0,thank,president,steadfast,unapologetic,support,law,enforcement,day,thank,president,steadfast,unapologetic,support,law,enforcement
117.0,red,alert,slam,making,life,covid,scare,red,alert,slam,making,life,covid,scare
118.0,nearly,million,people,united,according,trump,white,house,nearly,million,people,united,according,trump,white,house
119.0,vocal,critic,response,discuss,vocal,critic,response,discuss
123.0,let,defer,fee,use,technology,allow,use,manufacture,let,defer,fee,use,technology,allow,use,manufacture
128.0,brought,russia,hoax,bogus,impeachment
130.0,fight,covid,people,driven,time,world,trying,extricate
131.0,expanded,waste,getting,month,food,getting,expanded,waste,getting,month,food,getting
132.0,pence,believe,science,charge,covid,response,meant,pence,believe,science,charge,covid,resp
133.0,national,support,play,press,conference,rug,national,support,play,press,conference,pulli
135.0,simple,fraction,tested,positive,simple,fraction,tested,positive
138.0,corona,deep,ecosystem,despite,trying,discuss,corona,deep,ecosystem,despite,trying,discuss
139.0,mask,fire,mask,fire
140.0,good,shutdown,protester,candidate,losing,state,senate,primary
141.0,nar,expand,vaccine,eye,fall,approval,expand,vaccine,eye,fall,approval
143.0,time,thank,corona,pray,safety,health,work,health,time,thank,corona,pray,safety,health,work
144.0,quit,masse,hospital,poor,working,low,wages,quit,masse,hospital,poor,working,low,wag
145.0,evil,fell,working,hard,pandemic,period,instead,evil,fell,working,hard,pandemic,period,instead
148.0,media,sick,visible,enemy,justify,military,war,global,media,sick,visible,enemy,justify,military,war
149.0,vice,president,mike,pence,clinic,mask,told,wear,vice,president,mike,pence,clinic,mask,told,wear
151.0,think,got,shot,scientific,related,cute,science
152.0,closed,closed
154.0,expanding,vote,mail,time,runoff,expanding,vote,mail,time,runoff
155.0,ways,follow,outbreak,area,ways,follow,outbreak,area
157.0,people,mosque,namaz,people,police,mob,people,mosque,namaz,people
158.0,covid,briefing
160.0,governor,stop,hire,fishing,industry,shutdown,fish,smartly,safely,covid
162.0,population,world,wide,population
164.0,warm,exchange,looking,canada,difficult,warm,exchange,looking,canada
165.0,census,consequential,ways,distribute,political,economic,power,census,consequential,ways,distribute,political,economic,power,happen
167.0,wear,body,useless,virus,seep
168.0,trump,broken,test,faulty,test
171.0,whew,whew
172.0,mining
177.0,buy,want,beef,growth,meat
178.0,shutdown,protester,candidate,losing,state,senate,primary,shutdown,protester,candidate,losing,state,senate,primary
179.0,bottle,confidence,graphic,use,life,bottle,confidence,graphic,use,life
181.0,country,report,covid,country,report,covid
183.0,streets,stay,safe,tell,hood,stay,safe,start,talking,know,home,man
184.0,help,planet,home,taking,turn,help,planet,home,taking,turn
185.0,interesting,pandemic,pentagon,hold,beer,interesting,pandemic,pentagon,hold,beer
186.0,remember,matter,truly,national,suicide,prevention,lifeline,remember,matter,truly,national,suicide,prevention,lifeline
189.0,hell,influenza,data,month,half,early,reclassify,flu,hell,influenza,data,month,half,early,reclassify,flu
190.0,respond,real,time,share,authoritative,public,respond,real,time,share,authoritative,public
191.0,favor,extortion,forget,forgive,breaking,let,trump,away,aid,exchange,political,favor
192.0,honest,review,kiss,acrylic,nail,kit
193.0,pretty,obvious,blessing,flu,covid,pretty,obvious,blessing,flu
194.0,terrifying,terrifying
196.0,mean,literally,living,epidemic,lot,graduating,high,school,mean,literally,living,epidemic,lot,graduating,high
197.0,pandemic,bad,look,people,pandemic,bad,look,people
198.0,new,kim,determined,open,state,growing,number,new,kim,determined,open,state,growing,number
199.0,flatly,unconstitutional,flatly,unconstitutional
201.0,totally,understand,tat,big,totally,understand,tat,big
202.0,tonight,pushing,handle,people,benefit,good,works,far,tonight,pushing,handle,people,benefit,good,works,far
205.0,household,cause,health,properly,follow,product,household,cause,health,properly,follow
206.0,covid,testing,crowd,hard,hit,covid,testing,crowd,hard,hit
207.0,director,center,global,health,law,leading,center,director,center,global,health,law,leading,center
209.0,according,permit,stay,home,according,permit,stay
210.0,riot,prison,covid,care,dead
211.0,pence,believe,science,charge,covid,response,meant,pence,believe,science,charge,covid,resp
212.0,good,company,good,company
214.0,selfish,self,centered,begin,describe,thought,process,happening,selfish,self,centered,begin,describe,thought,process,happening
215.0,tracing,idea,system,neighborhood,offender,watch,change,covid,contact
219.0,fox,news,peddling,misinformation,covid,tucker,fox,news,peddling,misinformation,covid,tucker
221.0,republican,phase,infrastructure,payroll,tax,relief,democrat,phase,state,mail,voting,republican,phase,infrastructure,payroll,tax,relief,democrat,phase,state,mail
222.0,good,thread,new,york,times,word,president,trump,spoken,white,house
223.0,miss,everyday,live,enjoy,premium,miss,miss,everyday,live,enjoy,premium,miss
225.0,cool,company,went,way,commercial,know,going,cool,company,went,way,commercial,know,everybody
226.0,help,planet,home,taking,turn,help,planet,home,taking,turn
228.0,million,population,people,seeing,million,population,people,seeing
229.0,check,covid,collection,license,royalty,free
231.0,help,planet,home,taking,turn,help,planet,home,taking,turn
232.0,wow,work,stop,brilliant
233.0,posing,bus,period,dressed,casual,clothes,posing,bus,period,dressed,casual
237.0,update,total,death,active,critical
238.0,broke,story,seven,ago,twitter,conspiracy,theorist,single,thing,broke,story,seven,ago,twitter,conspiracy,theorist,single,thing
240.0,dead,man,spent,wishing,virus,away,instead,fighting,long,dead,man,spent,wishing,virus,away,instead,fighting
242.0,relaxed,manner,state,given,flexibility,rane,relaxed,manner,state,given,flexibility
243.0,standard,newspaper,regret,headline,predominantly,country
244.0,interested,sadly,people,dying,covid,transfer,rice,van,beek
245.0,anti,media,funds,defame,truth,multiple,relief,anti,media,funds,defame,truth,multiple
247.0,sign,petition,change
250.0,dead,dead,covid,virus,thing,common,trump,fight,dead,dead,covid,virus,thing,common,trump,fight
251.0,worse,dumb,ass,charge,covid,response,team,figure,worse,dumb,ass,charge,covid,response,team,figure
253.0,help,planet,home,taking,turn,help,planet,home,taking,turn
254.0,request,push,installment,huge,number,request,push,installment,huge,number
256.0,breaking,report,governor,allow,stay,home,order,expire,support,breaking,report,governor,allow,stay,home,order,expire,support
257.0,help,planet,home,taking,turn,help,planet,home,taking,turn
258.0,year,old,woman,underlying,flu,year,old,woman,underlying,flu
259.0,money,right,reject,material,find,quality,money,right,reject,material,find,quality
260.0,champion,repeat,slide,champion,quarantine,champion,repeat,slide,champion,quarantine
264.0,look,day,old,baby,covid,days,confinement,received,father,lobby,look,day,old,baby,covid,days,confinement,received,father
267.0,pandemic,artist,amy,art,photography,photographer
268.0,drinking,coffee,night,giving,time,probably,new,drinking,coffee,night,giving,time,probably,new,habit
271.0,amazing,amazing
272.0,kill,trace,ferocious,rampage,body,brain,disease,atta,kill,trace,ferocious,rampage,body,brain,disease
273.0,murder,rate,new,high,violence,amid,covid,spread
275.0,continue,pray,grieving,suffer,heart,continue,pray,grieving,suffer
277.0,successful,control,covid,south,department,taking,epic,hit,successful,control,covid,south,department,taking,epic,hit
278.0,best,king,probably,best,pandemic,best,king,probably,best,pandemic
279.0,like,cost,hour,roughly,price,covid,test,like,cost,hour,roughly,price,covid
280.0,trump,blame,pandemic,preparedness,failure,joe,rightly,trump,blame,pandemic,preparedness,failure,joe,rightly
281.0,pence,wear,mask,visit,clinic,wear,pence,wear,mask,visit,clinic
283.0,die,prison,riot,amid,covid,spread,die,prison,riot,amid,covid,spread
284.0,covid,white,people,acting,like,stay,home,version,civil,rig,covid,white,people,acting,like,stay,home,version,civil,movement
285.0,year,old,woman,superhuman,year,old,woman,superhuman
286.0,despite,false,role
287.0,ago,ago,ago,ago,ago,ago,ago
289.0,time,stand,protect,getting,wall,street,corps,time,stand,protect,getting,wall,street
291.0,watch,movie,ironman,watch,movie,ironman
294.0,trump,biggest,failure,president
295.0,article,provide,lot,links,clearly,social,thing,driven,article,provide,lot,links,clearly,social,thing
297.0,yea,yow,ill,saying,loyalty,making,year,cut
298.0,tossing
299.0,thank,supporting,sir,bobby,covid,appeal,thank,supporting,sir,bobby,covid,appeal
300.0,like,think,owl,chance,tho,overstate,bad,professional,overwatch,scene,literally,best,overwatch,player
303.0,virus,real,bad,wut,virus,real,bad,wut
308.0,obviously,healthy,paranoia,willingness,afraid,avoidance,tough,guy,obviously,healthy,paranoia,willingness,afraid,avoidance,tough
309.0,inner,sissy,tired,social,sissy,inner,sissy,tired,social,sissy
310.0,land,starve,risk,dying,covid,land,starve,risk,dying,covid
311.0,population,thanks,incompetence,people,population,thanks,incompetence
313.0,following,data,rightly,fantasy,peaked,following,data,rightly,fantasy,peaked
316.0,simple,trump,death,sentence,compel,immigrant,dead,simple,trump,death,sentence,compel,immigrant
326.0,example,leading,way,shree,maharaja,family,self,registered,example,leading,way,shree,maharaja,family,self,registered
327.0,enjoying,life,job,pressure,pollution,busy,schedule,peaceful,inside
328.0,ago,ago,ago,ago,ago,ago,ago
331.0,pandemic,blinking,flashlight,survival
332.0,post,covid,world,post,covid,world
333.0,video,video
334.0,corona
335.0,taking,note,infection,asymptomatic,rise,ordered,taking,note,infection,asymptomatic,rise,ordered
336.0,remember,woman,told,media,trump,husband,husband,allegedly,drank,fish,tank,cleaner,remember,woman,told,media,trump,husband,husband,allegedly,drank,fish,tank
337.0,care,explain,thought
340.0,japan,times,population,canada,covid,despite,looser
341.0,interview,suppressed,courtesy,station,place,interview,suppressed,courtesy,station
343.0,king,rest,assured,final,king,rest,assured,final
344.0,corona,threat
345.0,stop,sant,serve,humanity,stop,sant,serve
347.0,money,patient,novel,tested,money,patient,novel,tested
348.0,covid,simulator,end,summer,covid,simulator,end,summer
349.0,run,bot,checkers,like
351.0,reason,outside,reason,outside
352.0,talking,dependency,financial,capital,post,pandemic,world,focus
353.0,hospital,people,visit,social,hospital,people,visit,social
354.0,update,avoid,contact,live
355.0,bleach,tried,bleach,tried
356.0,las,firm,safety,use,casino,tables,las,firm,safety,use,casino,tables
358.0,sea,breeze,awesome,summer,amidst,pandemic,strong
359.0,breaking,professional,given,ahead,return,training,breaking,professional,given,ahead,return,training
363.0,ask,trump,stop,dangerous,conspiracy,like,covid
364.0,shut,country,question,time,shut,country,question,time
366.0,interesting,read
368.0,covid,open,today
369.0,unite,ask,currently,working,class,money,fixed,unite,ask,currently,working,class,money,fixed
370.0,cod,death,patient,positive,death,life,cos,accidental,death,sol,cod,death,patient,positive,death,life,cos,accidental,death
373.0,dear,pence,virus,incubation,period,days,tested,day,tested,negative,days,dear,pence,virus,incubation,period,days,tested,day,tested
375.0,newspaper,organization,civil,society,democratic,leader,calling,trump,newspaper,organization,civil,society,democratic,leader,calling
376.0,remember,woman,told,media,trump,husband,husband,allegedly,drank,fish,tank,cleaner,remember,woman,told,media,trump,husband,husband,allegedly,drank,fish,tank
380.0,poison,control,system,usually,disinfectant,day
381.0,purpose,human,life,serve,compassion,help,kudos,purpose,human,life,serve,compassion,help,kudos
382.0,life,today,medical,excellence,respect,basic
385.0,close,crowd,streets,funeral,rabbi
388.0,death,like,jordan,strong,ground,game
389.0,truth,direct,narrative,believe,truth,direct,narrative,believe
391.0,plan,shopping,days,ask,min
392.0,battle,battle
393.0,people,fighting,food,best,people,world,food
396.0,heavy,heart,inform,sister,rana,maybe,away,today,heavy,heart,inform,sister,rana,maybe,away,today
397.0,today,actual,bra,instead,sports,bra,basically,today,actual,bra,instead,sports,bra,basically
398.0,help,planet,home,taking,turn,help,planet,home,taking,turn
399.0,thanks,world,period,ozone,layer,depletion
400.0,doodle,doodle
403.0,briefing,today
404.0,resolution,hold,china,accountable,failure,pandemic,resolution,hold,china,accountable,failure,pandemic
405.0,billion,fight
407.0,dear,mike,pence,mask,protect,protect,clinic,right,viol,dear,mike,pence,mask,protect,protect,clinic
412.0,state,federal,assistance,visit,apply,click,file,claim,state,federal,assistance,visit,apply,click
413.0,good,south,governor,implement,stay,home,throw,parade,good,south,governor,implement,stay,home,throw,parade
414.0,new,york,article,ran,virus,new,york,article,ran
416.0,help,planet,home,taking,turn,help,planet,home,taking,turn
417.0,time,time
419.0,today,day,perished,job,especially,poignant,today,day,perished,job,especially
420.0,ill,help,pandemic,problem,going,need,little,favor,ill,help,pandemic,problem,going,need,little,favor
421.0,people,trump,wasted,magical,thinking,purging,care,people,trump,wasted,magical,thinking,purging,care
422.0,going,lie,super,cool,shoot,able,lasting
423.0,mail,primary,news
425.0,considerate,thing,brother,tonight,dogs
427.0,year,old,doctor,working
428.0,corona,virus,new,hoax,said,tape
431.0,needs,fired,knowledge,pandemic,come,fruition,needs,fired,knowledge,pandemic,come,fruition
432.0,death,toll,covid,country,climb,union,health,ministry,death,toll,covid,country,climb,union,health,ministry
433.0,cancel,rent,mortgage,cancel,rent,mortgage
434.0,stand,personal,protection,social
435.0,fact,trump,inept,handling,fact,trump,inept,handling,ken
436.0,corona,update,total,confirmed,active,total,total,death
438.0,sorry,finally,got,test,today,hurt,slept,day
439.0,covid,infection,rate,covid,infection,rate
440.0,work,force,roughly,business,work,force,roughly,business
441.0,ill,help,pandemic,problem,going,need,little,favor,ill,help,pandemic,problem,going,need,little,favor
442.0,devastate,water,soil,air,pandemic,mining,devastate,water,soil,air,pandemic,mining
443.0,face,face
445.0,covid,update,today,crash,course,learn,crisis,going,country,covid,update,today,crash,course,learn,crisis,going
447.0,climate,crisis,simultaneously,response,seen,climate,crisis,simultaneously,response,seen,safe
448.0,nearly,million,people,united,according,trump,white,house,nearly,million,people,united,according,trump,white,house
449.0,evidence,suggest,food,likely,source,route,transmission,virus,time,evidence,suggest,food,likely,source,route,transmission,virus,time
451.0,broke,story,seven,ago,twitter,conspiracy,theorist,single,thing,broke,story,seven,ago,twitter,conspiracy,theorist,single,thing
452.0,summer,recently,lost,job,pandemic,breaking,responsible
453.0,landlord,locked,house,slept,car,days,found,landlord,locked,house,slept,car,days,foun
454.0,good,news,share
455.0,tam,saying,documentary,tam,saying,documentary
458.0,god,want,tell,nickname,college,bad,god,want,tell,nickname,college,bad
459.0,unable,basketball,banquet,help,congratulate,student,unable,basketball,banquet,help,congratulate,student,athlete
461.0,good,feel,like,window,smidge,brain
462.0,entirely,wrong,idea,going,title,equality,task,force,wife,head,racial,inequality,task,force
470.0,thank,brother,defence,best,thank,brother,defence,best
471.0,officially,million
474.0,viral,free,dispenser,long,way,fight,viral,free,dispenser,long,way,fight
477.0,new,episode,talk,firing,fox,news,giant,inter,new,episode,talk,firing,fox,news
479.0,pure,insanity,thanks,blowing,mind,usual
480.0,protest,yesterday,today,news,broke,trump,invoke,defense,production,act,protest,yesterday,today,news,broke,trump,invoke,defense,production,act
481.0,artist,student,covid
482.0,fox,loving,driving,paranoid,insane,van,outside,contact,fox,loving,driving,paranoid,insane,van,outside,contact
484.0,hunting,different,covid,thank,writing,hunting,different,covid,thank,writing
485.0,clear,opening,open,longer,clear,opening,open,longer
486.0,read,people,vivid,pandemic,happening,read,people,vivid,pandemic,happening
488.0,shine,darkness,shine,darkness
489.0,stop,right,read,stop,right,read
491.0,spoke,grim,news,home,day,spoke,grim,news,home,day
493.0,pence,believe,science,charge,covid,response,meant,pence,believe,science,charge,covid,resp
494.0,covid,old,older,category,elderly,car,covid,old,older,category,elder
495.0,relative,personally,saw
497.0,trump,lost,trump,lost
498.0,headline,media,want,data,flu,dangerous,headline,media,want,data,flu,dangerous
499.0,wife,discussion,today,uncomfortable,going,address,aft,wife,discussion,today,uncomfortable,going
500.0,mission,air,force,vet,home,shutdown,mission,air,force,vet,home,shutdown
501.0,piece,today,making,inequality,worse
503.0,fault,swine,flu,fault,fault,fault,swine,flu,fault,fault
505.0,surprise
507.0,daily,wages,stuck,facing,essential,food,daily,wages,stuck,facing,essential,food
509.0,help,planet,home,taking,turn,help,planet,home,taking,turn
510.0,morning,took,silence,remember,tragically,pand,morning,took,silence,remember,tragically
511.0,help,planet,home,taking,turn,help,planet,home,taking,turn
512.0,look,day,old,baby,covid,days,confinement,received,father,lobby,look,day,old,baby,covid,days,confinement,received,father
513.0,apart,luke,unreleased,new,song,covid
514.0,starting,wear,face,covering,traveling,flight,check,boar,starting,wear,face,covering,traveling,flight,che
519.0,wonder,calm,lady,pandemic
520.0,maybe,pay,people,maybe,pay,people
521.0,amazing,kind,unified,effort,respond,thing,like,country,amazing,kind,unified,effort,respond,thing,like
523.0,united,millionth,case,toll,country
525.0,unite,ask,currently,working,class,money,fixed,unite,ask,currently,working,class,money,fixed
526.0,listen,recent,episode,family,addiction,fear,anger,people,tea,pot
527.0,check,product,china,buy,nice,state,media,boss,gum,shoe
528.0,time,open,talk,small,business,owner,look,stock,market,talk,fired,time
529.0,innovative,precautious,message,entire,beautiful,conversation
530.0,jay,hind,sir,permissible,motivational,interaction,old,age,people,suffering,wit
532.0,successfully,outbreak,seen,new,successfully,outbreak,seen,new
534.0,blue,city,today,beautiful,outrage,lack,social,blue,city,today,beautiful,outrage,lack
535.0,watch,non,produce,statistically,different,number,watch,non,produce,statistically,different,number
537.0,reporter,legitimate,pandemic,today,reporter,legitimate,pandemic
539.0,break,free,break,free
540.0,infrastructure,included,new,package,infrastructure,included,new,package
541.0,went,ended,dying,rip
542.0,possible,proved,impossible,impossible,possible,proved,impossible,impossible
543.0,today,lost,college,classmate,covid,alison,newspaper,family,big,hear,today,lost,college,classmate,covid,alison,newspaper,family
549.0,dad,today,covid,unit,bilateral,pneumonia,fought,hard,able,watch,pass,dad,today,covid,unit,bilateral,pneumonia,fought,hard,able,watch
551.0,prosperity,success,healthy,life
553.0,know,imagine,seriously,imagine,hurricane,tha,know,imagine,seriously,imagine,hurricane
554.0,actually,felt,mentally,healthy,life,lucky,time,actually,felt,mentally,healthy,life,lucky,time
555.0,raj,acknowledged,negative,corona,raj,acknowledged,negative,corona
558.0,covid,ferry,covid,ferry
559.0,wish,leadership,oval,office,right,deserve,president,manage,wish,leadership,oval,office,right,deserve,president,manage
560.0,constituent,impacted,urge,support
561.0,interesting,read,exciting,positive,coming,interesting,read,exciting,positive,coming
562.0,great,community,coming,help,celebrate,hard,work,great,community,coming,help,celebrate,hard,work
563.0,selling,face,prince,darkness,selling,face,prince,darkness
564.0,dear,biggest,giveaway,worth,comment,dear,biggest,giveaway,worth
565.0,thanks,whoop,whoop,fighting,covid,thanks,whoop,whoop,fighting,covid
567.0,breaking,mayor,property,tax,increase,amid,covid,pandemic,breaking,mayor,property,tax,increase,amid,covid,pandemic
568.0,perfect,seen,near,boundary,observe,perfect,seen,near,boundary,observe
572.0,year,old,superhuman,flu,year,old,superhuman,flu
574.0,playbook,look,playbook,look
577.0,amazing,young,pandemic,seriously,hope,god,hear,amazing,young,pandemic,seriously,hope,god,hear
579.0,regime,ability,import,regime,ability,import
580.0,pandemic,bad,look,people,pandemic,bad,look,people
581.0,trump,administration,defense,production,act,meat,open,despite,massive,covid,trump,administration,defense,production,act,meat,open,despite,massive,covid
583.0,help,planet,home,taking,turn,help,planet,home,taking,turn
585.0,minister,live,minister,live
587.0,time,dick,exploded,pants,time,dick,exploded,pants
589.0,risk,covid,risk,covid
591.0,tonight,removed,possible,covid,warning,dispatch,system,tonight,removed,possible,covid,warning,dispatch,system
598.0,hospital,virtually,hospital,virtually
599.0,schedule,crime,humanity
600.0,going,allow,trump,withhold,relief,funds,protect,immigrant,going,allow,trump,withhold,relief,funds,protect,immigrant
601.0,complex,year,old,woman,born,flu,pandemic,covid,year,old,woman,born,flu,pandemic,covid
603.0,lot,seen,congressional,making,month,session,think
608.0,mandate,face
609.0,grilled,straight,trump,intelligence,grilled,straight,trump
612.0,viral,video,logic,stay,home,viral,video,logic,stay,home
613.0,help,planet,home,taking,turn,help,planet,home,taking,turn
615.0,pence,believe,science,charge,covid,response,meant,pence,believe,science,charge,covid,resp
616.0,thank,configure,polity,thank,configure,polity
617.0,minister,meeting,district,covid,red,zone,area,minister,meeting,district,covid,red,zone,area
618.0,overly,prepared,overly,prepared
619.0,hearts,yearn,look,mosque,hearts,yearn,look,mosque
620.0,terrifying,terrifying
621.0,stand,ban,act,amid,pandemic,authority,restrict,immigration,stand,ban,act,amid,pandemic,authority,restrict,immigration
622.0,covid,white,people,acting,like,stay,home,version,civil,rig,covid,white,people,acting,like,stay,home,version,civil,movement
623.0,pandemic,black,problem,solution,tirelessly,working,pandemic,black,problem,solution,tirelessly,working
624.0,keeping,country,clean,hong,nam
625.0,right,fight,helping,right,fight,helping
627.0,note,announcement,new,schedule,time,covid,situation,evolve,note,announcement,new,schedule,time,covid,situation
629.0,need,assistance,assist,tomorrow,ill,need,assistance,assist,tomorrow
630.0,president,close,daughter,chief,president,close,daughter,chi
631.0,corona,infected,police,officer,bad,treatment,abbot
632.0,reminder,willful,idiot,follow,policy,protecting,people,reminder,willful,idiot,follow,policy,protecting,people
634.0,vote,worst,world,covid,brazil,mass,trump,mass,vote,worst,world,covid,brazil,mass,trump,mass
636.0,cooper,talking,woman,husband
637.0,currently,covid,screening,enhanced,currently,covid,screening,enhanced
640.0,health,care,stand,anti,north
641.0,according,tally,united,confirmed,according,tally,united,confirmed
642.0,new,global,day,giving,unity,place,addition,new,global,day,giving,unity,place,addition
644.0,covid,white,people,acting,like,stay,home,version,civil,rig,covid,white,people,acting,like,stay,home,version,civil,movement
646.0,sick,forcing,stay,home,sick,forcing,stay,home
648.0,way,cum,sissy,chastity,locked,way,cum,sissy,chastity,locked
649.0,chosen,choice,enforce,meat,industry,protect,chosen,choice,enforce,meat,industry,protect
650.0,independent,death,toll,higher,war,death,toll,higher,war
655.0,know,cause,damn,seen,covid,swab,test
656.0,house,delegation,stream,need,explain,corona,relief,house,delegation,stream,need,explain,corona
657.0,ago,ago,ago,ago,ago,ago,ago
659.0,cum,free,page,cum,free,page
661.0,fox,news,case,national,getting,think,reason,fox,news,case,national,getting,think
662.0,stop,sant,serve,humanity,helping,needy,follow,stop,sant,serve,humanity,helping,needy
664.0,tragic,nation,hit,especially,hard,tragic,nation,hit,especially,hard
665.0,listening,listening
666.0,oval,office,received,threat,oval,office,received,threat
668.0,new,saying,nearly,living,working,ways,new,saying,nearly,living,working,ways
669.0,huge,milestone,discharging,patient,today,huge,milestone,discharging,patient,today
671.0,best,stay,ass,home,seen,best,stay,ass,home,seen
672.0,tune,virtual,mayday,bring,hour,music,join,celebrate,tune,virtual,mayday,bring,hour,music,join
673.0,ago,ago,ago,ago,ago,ago,ago
674.0,brilliant,comedic,timing,unmatched,going,movie,amazing
675.0,giant,private,equity,waiting,gobble,struggling,small,pandemic,giant,private,equity,waiting,gobble,struggling,small
676.0,hospital,ship,comfort,covid,mission,treating,hospital,ship,comfort,covid,mission,treating
682.0,flatly,unconstitutional,flatly,unconstitutional
683.0,right,way,wale
685.0,time,civil,right,thing,min
687.0,nearly,week,governor,issue,stay,home,order,nearly,week,governor,issue,stay
689.0,days,experience,working,covid,covid,positive,days,experience,working,covid,covid,positive
691.0,pandemic,bad,look,people,pandemic,bad,look,people
692.0,fact,check,united,verge
694.0,breaking,drug,antibody,covid,breaking,drug,antibody,covid
696.0,covid,hospital,today,pop,according
699.0,flattening,curve,positive,flattening,curve,positive
701.0,terrible,crisis,waste,advance,radical,terrible,crisis,waste,advance,radical
707.0,huge,opportunity,disruptor,transfer,lower,offer,hybrid,partial,tuition,shift,learning
710.0,running,inspiration,param,sant,running,inspiration,param,sant
712.0,sant,extending,people,sant,extending,people
717.0,interview,suppressed,courtesy,station,place,interview,suppressed,courtesy,station
718.0,transcript,response,spoken
719.0,emerge,pandemic,case,ill,sorely,disappointed
722.0,arrange,poor,stuck,precaution,covid
723.0,prize,crazy,help,come
