word,count
covid,111
trump,90
people,71
burr,65
new,64
corona,59
virus,57
pandemic,55
china,51
social,47
million,47
day,46
like,36
positive,35
hard,34
tested,34
got,31
stop,30
stock,30
sen,28
news,28
stay,27
going,27
public,27
want,26
home,25
today,25
food,24
know,24
ago,24
breaking,22
house,22
state,22
good,21
world,21
self,21
chairman,21
time,21
help,20
knew,20
hear,20
outbreak,20
crisis,20
sold,20
said,19
need,19
care,19
bad,19
president,19
isolate,18
dollar,18
private,18
feel,18
response,18
fact,17
old,17
look,17
media,17
video,17
right,16
south,16
went,16
committee,16
money,15
end,15
man,14
senate,14
hospital,14
remember,14
stocks,14
posting,14
senator,14
family,13
delay,13
plan,13
love,13
safe,13
trading,13
share,13
times,13
risk,12
election,12
confirmed,12
year,12
long,12
panic,12
calling,12
flu,12
death,12
information,12
days,12
thing,12
spring,12
number,12
change,12
night,11
medical,11
live,11
millions,11
bill,11
health,11
intelligence,11
inside,11
break,11
chloroquine,10
system,10
infected,10
needs,10
sick,10
offense,10
aside,10
actual,10
worst,10
result,10
emergency,10
classified,10
cure,10
party,10
tweet,10
damn,10
better,10
grocery,10
thanks,10
support,10
market,10
getting,10
goes,10
thought,9
racist,9
normal,9
spread,9
disease,9
rate,9
recent,9
matter,9
insider,9
government,9
wrong,9
work,9
order,9
twitter,9
instead,8
fight,8
pop,8
piece,8
significant,8
come,8
test,8
preparedness,8
early,8
told,8
kill,8
hell,8
week,8
group,8
tell,8
law,8
congress,8
period,8
important,8
smart,8
warn,8
probably,8
cheating,8
forward,8
city,8
administration,8
secondhand,8
embarrassment,8
bed,8
convinced,8
mild,8
throat,8
scratch,8
kelly,8
worth,8
briefing,8
key,8
use,8
resign,8
absolutely,8
treat,8
trying,7
country,7
checked,7
life,7
general,7
chair,7
team,7
morning,7
selling,7
blame,7
fine,7
making,7
job,7
spreading,7
large,7
birthday,7
hit,7
close,7
came,7
march,7
testing,7
seriously,7
unemployment,7
carry,7
looking,7
popular,7
lied,7
drug,7
low,6
federal,6
piss,6
healthy,6
thread,6
living,6
starting,6
attack,6
happen,6
shaking,6
tired,6
maybe,6
rid,6
second,6
body,6
chest,6
immune,6
assuring,6
telling,6
farming,6
relief,6
staff,6
gay,6
let,6
generation,6
fake,6
individual,6
everybody,6
watch,6
person,6
ill,6
ask,6
posted,6
debating,6
mum,6
sure,6
fully,6
alert,6
donate,6
game,6
talking,6
united,6
pence,6
percentage,6
slow,6
con,6
doctor,6
child,6
national,6
fairness,6
slip,6
tongue,6
understandable,6
don,6
seeing,6
labor,6
precise,6
novel,6
issuing,6
member,6
singing,6
credit,6
white,6
half,6
latest,6
paper,6
vulnerable,6
bit,6
republican,6
treatment,6
street,6
holy,6
data,5
saw,5
shelter,5
research,5
warning,5
turns,5
major,5
tonight,5
currently,5
based,5
believe,5
thank,5
taking,5
direct,5
trust,5
took,5
literally,5
business,5
shut,5
economy,5
bring,5
find,5
mike,5
secret,5
case,5
propaganda,5
acting,5
higher,5
hate,5
seen,5
real,5
potential,5
malaria,5
report,5
soon,5
received,5
working,5
beginning,5
broke,5
village,5
province,5
place,5
think,5
actually,5
dead,5
away,5
outside,5
immediately,5
quickly,5
truth,5
killing,5
coming,5
canada,5
total,5
press,5
rich,5
heart,5
mayor,5
pay,5
young,5
release,4
kirk,4
dry,4
planet,4
given,4
later,4
smiling,4
fixed,4
sanders,4
single,4
status,4
conservative,4
push,4
zero,4
cleaning,4
clean,4
isolated,4
cautious,4
pick,4
additional,4
dealing,4
arresting,4
shot,4
contact,4
account,4
afford,4
hot,4
formative,4
involve,4
terrorist,4
exorbitantly,4
agama,4
socially,4
leave,4
left,4
garbage,4
talk,4
nasty,4
protective,4
provided,4
governor,4
nearly,4
grateful,4
struggling,4
explain,4
bomb,4
attitude,4
correct,4
story,4
aka,4
midst,4
oversight,4
slew,4
totally,4
believable,4
true,4
communist,4
smallpox,4
measles,4
bubonic,4
plague,4
tuberculosis,4
influenza,4
chicken,4
pox,4
rep,4
prison,4
engage,4
original,4
hand,4
discovered,4
run,4
foreign,4
elite,4
patty,4
best,4
returned,4
respect,4
god,4
potentially,4
dear,4
free,4
access,4
treasury,4
department,4
revenue,4
vice,4
history,4
truly,4
morally,4
bankrupt,4
prepared,4
yesterday,4
nation,4
editorial,4
wish,4
letter,4
super,4
natural,4
domestic,4
usually,4
ordered,4
demanding,4
update,4
tool,4
mal,4
store,4
army,4
deal,4
effects,4
unbelievable,4
sorry,4
equipment,4
moment,4
read,4
sensitive,4
assist,4
point,4
strong,4
quarantine,4
card,4
difficult,4
bet,4
big,4
directly,4
helping,4
shift,4
mark,4
seek,4
flatten,4
curve,4
open,4
necessary,4
withheld,4
midnight,4
reading,4
isolating,4
guy,4
supposed,4
multiple,4
dishonest,4
short,4
income,4
implement,4
effective,4
win,4
siding,4
younger,4
scoop,4
blamed,4
possibly,4
legal,4
flight,4
added,4
green,4
red,4
require,4
review,4
severity,4
stimulus,4
keeping,4
unemployed,4
movie,3
bitch,3
commission,3
act,3
watching,3
epidemic,3
community,3
wolf,3
scar,3
hey,3
great,3
crazy,3
felt,3
round,3
bare,3
intensive,3
physician,3
learned,3
asymptomatic,3
wash,3
yard,3
deep,3
writing,3
spent,3
sad,3
amid,3
guess,3
experience,3
guard,3
recording,3
fear,3
exactly,3
suddenly,3
stupid,3
showing,3
impact,3
pull,3
crossed,3
ready,3
service,3
special,3
context,3
citizen,3
dis,3
knowing,3
agenda,3
dos,3
lemon,3
embed,3
prevent,3
taken,3
brought,3
reality,3
infection,3
small,3
miss,3
simple,3
office,3
freedom,3
die,3
likely,3
effort,3
company,3
campaign,3
reassuring,3
cool,3
alcoholic,3
survive,3
unleashed,3
coverage,3
project,3
universal,3
saving,3
tried,3
cover,3
curfew,3
supply,3
final,3
evidence,3
kamala,2
boot,2
licker,2
global,2
practice,2
unfortunately,2
cancel,2
prescription,2
cute,2
concerned,2
different,2
dog,2
instantly,2
blocked,2
patience,2
eat,2
addition,2
stopped,2
dinner,2
tomorrow,2
tip,2
smile,2
absurd,2
deadly,2
gimmick,2
applaud,2
eye,2
proportion,2
official,2
lighten,2
expensive,2
offset,2
gray,2
grew,2
disappointed,2
forget,2
police,2
presence,2
darling,2
granddaughter,2
negative,2
suspect,2
choice,2
brunch,2
foreseeable,2
future,2
resistance,2
attempt,2
disruption,2
scholarly,2
progress,2
adjustment,2
tenure,2
track,2
sir,2
manila,2
stuck,2
throw,2
recover,2
high,2
kit,2
suggest,2
average,2
mortgage,2
waive,2
set,2
field,2
complete,2
marco,2
catalina,2
wine,2
mixer,2
waste,2
lot,2
proof,2
event,2
vote,2
technique,2
proper,2
disinfection,2
collection,2
basement,2
related,2
deficiency,2
grid,2
cancer,2
reliable,2
saying,2
rick,2
lady,2
suggesting,2
freaky,2
