3.0,highest,san
90.0,new,record,day,instead,state,new,record,day,instead
91.0,round,covid,think,way,follow,follow,round,covid,think,way,follow,follow
92.0,safe,sex,intimate,new,covid,radio
93.0,exclusive,advised,rally,exclusive,advised,rally
94.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
97.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
99.0,people,testing,positive,covid,rally,test,temperature,people,testing,positive,covid,rally,test,temperature
101.0,rally,speech,darby,pandemic,small,number,local,rally,speech,darby,pandemic,small,numb
103.0,indigenous,land,amid,pandemic,slashing,indigenous,land,amid,pandemic
104.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
108.0,forget,genuinely,unintelligent,people,trump,sans,mask,friend,covid,son,ventilator
109.0,breaking,confirmed,campaign,working,rally,text,positive,breaking,confirmed,campaign,working,rally,text,positive
111.0,zero,covid,staff,winning
112.0,despicable,chance,voter,suppression,despicable,chance,voter,suppression
115.0,curfew,covid,ahead,campaign,rally
116.0,holy,campaign,working,rally,test,positive,holy,campaign,working,rally,test,positive
118.0,hope,covid,spread,killing
121.0,millions,useless,malaria,emergency,millions,useless,malaria,emergency
124.0,commissioner,touch,weekend,expectation,reject,try,commissioner,touch,weekend,expectation,reject,try
125.0,breaking,record,day,added,new,covid,overnight,positivity,rate,breaking,record,day,added,new,covid,overnight,positivity,rate
126.0,new,yesterday,pandemic,reaching,daily,new,like,new,yesterday,pandemic,reaching,daily,new
127.0,welcome,daily,briefing,gorgeous,day,paradise,bad,enjoy,welcome,daily,briefing,gorgeous,day,paradise,bad,enjoy
129.0,read,evidence,lock,stand,read,evidence,lock
130.0,trump,campaign,advance,team,test,positive,covid,routine,screening,according,cam,trump,campaign,advance,team,test,positive,covid,routine,screening,according,campaign
133.0,sending,properly,covid,feeling,sort,wonky,lately
136.0,tested,positive,covid,private,hospital,management,tested,positive,covid,private,hospital,management
137.0,das,mal,omen,ist,trump,setting,rally,test,positive
140.0,breaking,breaking
141.0,president,trump,set,half,hour,rally,despite,spike,covid,president,trump,set,half,hour,rally,despite,spike,covid
144.0,trump,campaign,test,positive,covid,ahead,rally
145.0,covid,major,impact,progress,reopen,phases,covid,major,impact,progress,reopen,phases
148.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
150.0,shameful,governor,said,overwhelmingly
151.0,guess,burning,country,covid
152.0,family,brother,tested,positive,corona,hard,time,fighting,family,brother,tested,positive,corona,hard,time,fighting
153.0,effect,news,daily,toll,daily,toll,effect,news,daily,toll,daily,toll,rep
154.0,official,best,response,covid,new,worst,worst,united,kingdom,official,best,response,covid,new,worst,worst,united,kingdom
155.0,according,new,today,according,new,today
156.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
159.0,excuse,excited,center,president,rally,tested,negative,covid,excuse,excited,center,president,rally,tested,negative
160.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
161.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
162.0,husband,decided,break,stay,home,extended
163.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
166.0,indoor,gathering,indoor,gathering
167.0,deeply,untimely,death,brig,hasan,covid,family,country,deeply,untimely,death,brig,hasan,covid,family
169.0,million,subject,eviction,need,cash,relief,immediate,million,subject,eviction,need,cash,relief
171.0,seeing,people,break,act,like,covid,especially
173.0,clad,white,brave,flag,presidente
175.0,course,needs,great,great,havoc
176.0,getting,ready,speak,president,friend,got,teste,getting,ready,speak,president,friend,got
179.0,covid,closed,entry,avoid,spreading,maybe,plan,yes,said
180.0,urban,corona,tune
182.0,new,report,wealth,billion,start,new,report,wealth,billion,start
184.0,sister,dad,family
185.0,wow,nursing,home,lose,single,person,covid,soon,wow,nursing,home,lose,single,person,covid
189.0,tuned,watch,horse,racing,social
190.0,unreal,vote,people,black,covid,excuse,slash,polling,vital,primary,defeat
193.0,like,media,turn,covid,depending,expedient,moment,like,media,turn,covid,depending,expedient,moment
194.0,million,covid,relief,allegedly,fraudulently,mistakenly,wrong
195.0,read,evidence,lock,stand,read,evidence,lock
197.0,need,listen,big
198.0,care,stay,home,day,getting,high,human,rest,care,stay,home,day,getting,high,human
199.0,wish,time,read,article,today,sadly,time,volunteer,church,cooking,hot,wish,time,read,article,today,sadly,time,volunteer,church,cooking,hot
204.0,pandemic,proper,testing,clear,nationwide,guidance,instead,trump,pandemic,proper,testing,clear,nationwide,guidance,instead
207.0,watch,video,training,health,delaying,covid,spike
210.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
211.0,rice,right,trump,hateful,bigoted,belong,trash,heap,history,rice,right,trump,hateful,bigoted,belong,trash,heap,history
213.0,breaking,record,day,added,new,covid,overnight,positivity,rate,breaking,record,day,added,new,covid,overnight,positivity,rate
214.0,covid,convenient,like,remind,covid,covid,convenient,like,remind,covid
215.0,getting,ready,speak,president,friend,got,teste,getting,ready,speak,president,friend,got
216.0,sun
217.0,trump,campaign,helping,set,rally,tested,positive
218.0,anger,town,major,outbreak,kept,secret,council
221.0,like,plot,scary,novel,real,life,news,advance,staff,tested,positive,covid,infected,virus
225.0,afford,tip,pandemic,afford,eating,risk,afford,tip,pandemic,afford,eating
227.0,truly,awful,meat,taking,climate,pandemic
228.0,trump,tested,positive,covid,fun,inside,hot,humid,arena,filled,screaming,trump,tested,positive,covid,fun,inside,hot,humid,arena,filled
229.0,know,base,stop,calling,taking,covid,mask
230.0,friend,son,work,want,risk,giving,trump,wearing,mask,friend,covid,son,ventilator
232.0,wave,cresting,tsunami
233.0,piece,surely,bad,joke,middle,global,pandemic,course,streets,piece,surely,bad,joke,middle,global,pandemic,course,street
234.0,read,evidence,lock,stand,read,evidence,lock
235.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
236.0,multiple,test,positive,multiple,test,positive
238.0,time,corona,pandemic,live
239.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
240.0,afford,tip,pandemic,afford,eating,risk,afford,tip,pandemic,afford,eating
241.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
242.0,think,traffic,saying,hit,car,think,traffic,saying,hit,car
244.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
246.0,funny,covid,time,protest,march,campaign,rally,funny,covid,time,protest,march,campaign,rally
247.0,seeing,lot,people,wearing,outside,pandemic,going,seeing,lot,people,wearing,outside,pandemic,going
248.0,host,silver,lining,wide,ranging,conversation,music,host,silver,lining,wide,ranging,conversation
250.0,funder,hate,throwing,rally,middle,pandemic,raise,hand,agree,hate,throwing,rally,middle,pandemic,raise,hand
251.0,black,millions,making,millions,like,good,going,black,millions,making,millions,like,good,going
252.0,social,reality,like,social,reality,like
254.0,new,computer,modeling,study,flushing,toilet,send,cloud,little,fecal,matter,new,computer,modeling,study,flushing,toilet,send,cloud,little,fecal,mat
255.0,took,tour,mall,today,time,mall
257.0,tried,summarize,graphic,devastating,potential,impact,major,global,health,tried,summarize,graphic,devastating,potential,impact,major,global,heal
258.0,like,trump,holding,rally,pandemic,health,told,cancel,ber,like,trump,holding,rally,pandemic,health,told,cancel
260.0,ava,covid,excuse,slash,polling,vital,primary,defeat,covid,excuse,slash,polling,vital,primary,defeat
261.0,rally,social,indoors,jury,rally,social,indoors,jury
262.0,advance,team,tested,positive,advance,team,tested,positive
263.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
264.0,baby,vaccine,baby,vaccine
265.0,hear,people,covid,day,hear,people,covid,day
267.0,advance,team,tested,positive,covid,advance,team,tested,positive,covid
268.0,true,given,thought,dier,pen,solid
273.0,trump,immune,covid,trump,stupid,trump,immune,covid,trump,stupid
274.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
275.0,police,funds,buy,paramilitary,use,education,threaten
278.0,care,tried,comprehensive,care,tried
279.0,trump,campaign,advance,team,contracted,moving,sam,trump,campaign,advance,team,contracted,moving
280.0,remind,quaker,oat,breakfast,remember,newspaper,allowance,remind,quaker,oat,breakfast,remember,newspaper,allowance
285.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
288.0,campaign,setting,president,rally,test,positive,covid
289.0,new,york,district,attorney,trump,distract,dump
290.0,month,ago,sacrifice,grandma,open,economy,sacrifice,family,month,ago,sacrifice,grandma,open,economy,sacrifice,family
291.0,literally,risk,death,sending,advance,team,covid,literally,risk,death,sending,advance,team
292.0,rally,biological,bomb,health,official,said,rally,biological,bomb,health,official,said
293.0,proof,place,people,strip,club,outbreak,covid,outbreak,confirmed,gentlemens,club,dell
295.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
297.0,belt,road,initiative,issue,joint,statement,belt,road,initiative,issue,joint,statement
299.0,live,animal,meat,filthy,covered,blood,urine,scient,live,animal,meat,filthy,covered,blood,urine
300.0,like,trump,holding,rally,pandemic,health,told,cancel,ber,like,trump,holding,rally,pandemic,health,told,cancel
301.0,working,retail,nationwide,pandemic,special,kind,hell,example,working,retail,nationwide,pandemic,special,kind,hell,example
305.0,apple,new,covid,tracing,work,need,activate
306.0,pandemic,proper,testing,clear,nationwide,guidance,instead,trump,pandemic,proper,testing,clear,nationwide,guidance,instead
307.0,think,wearing,mask,oxygen,wait,find,covid,think,wearing,mask,oxygen,wait,find,covid
309.0,hanna,looking,associate,production,remote,lost,income,covid,hanna,looking,associate,production,remote,lost,income
310.0,stay,health,covid
311.0,person,voting,trump,sans,mask,friend,covid,son,ventilator
313.0,needs,declare,hot,zone,declare,national,emergency,needs,declare,hot,zone,declare,national,emergency
314.0,global,patent,pool,mean,sauce,available,scale,global,patent,pool,mean,sauce,available,scale
315.0,acting,breaking,record,day,added,new,covid,overnight,positivity,rate
316.0,afternoon,tammy,statement,like,afternoon,tammy,statement
321.0,stop,increase,sports
322.0,think,saw,mask,quarantine,rally,trump,team,prevent,surge,think,saw,mask,quarantine,rally,trump,team,prevent,surge
324.0,covid,convenient,like,remind,covid,covid,convenient,like,remind,covid
325.0,looking,design,trajectory,seating
326.0,campaign,staff,test,positive,ahead,rally
327.0,try,level,best,disassociate,political
329.0,breaking,multiple,test,positive,breaking,multiple,test,positive
330.0,people,starting,ask,covid,hanging,people,starting,ask,covid,hanging
331.0,man,public,enemy,trump,biggest,finding,solution,pandemic,don,man,public,enemy,trump,biggest,finding,solution
333.0,year,old,war,veteran,battle,covid,year,old,war,veteran,battle,covid
334.0,june,record,covid,june,hold,beer,june,record,covid,june,hold,beer
335.0,drama,series,black,brain,production,company,award,winning,hit,drama,series,black,brain,production,company,award
336.0,reason,flagrant,breach,truly,good,people,like,mum,reason,flagrant,breach,truly,good,people,like
337.0,community,took,plant,contain,covid,outbreak,undefined
339.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
340.0,right,lot,people,believe,covid,problem
343.0,trump,campaign,helping,set,rally,tested,positive,trump,campaign,helping,set,rally,tested,positive
344.0,update,continue,update,daily,yesterday,came,update,continue,update,daily,yesterday
346.0,funder,hate,throwing,rally,middle,pandemic,raise,hand,agree,hate,throwing,rally,middle,pandemic,raise,hand
347.0,bank,account,loving,quarantine,spending,money,covid,bank,account,loving,quarantine,spending,money,covid
348.0,calling,covid,common,cold,odds
349.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
350.0,close,border,country,close,border,country
354.0,data,potential,insight,current,covid,persistently,high,case,data,potential,insight,current,covid,persistently,high,case
355.0,treasure,designer,dressmaker,business,life,turned,upside,virus
356.0,minister,gull,explanation,covid,nineteen
357.0,trump,campaign,helping,set,rally,tested,positive,trump,campaign,helping,set,rally,tested,positive
359.0,nexus,infection,rise,dramatically,nexus,infection,rise,dramatically
360.0,corona,currently,best,footed,player
361.0,media,stop,lying,trust,media
362.0,single,day,record,single,day,record
363.0,wow,crowd,great,trump,wow,crowd,great,trump
364.0,advance,team,tested,positive,advance,team,tested,positive
367.0,trump,rally,today,today,fired,attorney,getting,close,revealing,trump,rally,today,today,fired,attorney,getting,close,reveal
368.0,delay,booking,test,delay,booking,test
369.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
370.0,afford,spread,lot,protest,gather,trump,rally,despite,sign,waiver,protecting,trump
371.0,getting,ready,speak,president,friend,got,teste,getting,ready,speak,president,friend,got
372.0,woman,crowd,trump,wearing,breathe,shirt,international,pand,woman,crowd,trump,wearing,breathe,shirt,international
373.0,covid
374.0,trump,campaign,test,positive,ahead,rally
375.0,feel,like,infected,looking,picture
376.0,starting,open,family,going,long,time,read,look,starting,open,family,going,long,time,read
378.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
380.0,come,eat,patio,open,enjoy,beautiful,day,delicious,food,patio
382.0,governor,covering,data,nursing,home,forced,covid,thema,protocol,violation,governor,covering,data,nursing,home,forced,covid,thema,protocol,violation
383.0,plan,covid,measles,flu,covid,people
384.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
386.0,trend,trend
387.0,funder,hate,throwing,rally,middle,pandemic,raise,hand,agree,hate,throwing,rally,middle,pandemic,raise,hand
391.0,thank,god,aunt,syrup,crap,realize,criminal,record,know,gun,pregnant
392.0,new,trump,campaign,working,rally,tested,positive,trump,campaign,new,trump,campaign,working,rally,tested,positive,trump,campaign
393.0,bet,harry,wishing,actually,went,instead,twitter,bet,harry,wishing,actually,went,instead
394.0,tell,think,going,new,covid,today
395.0,matter,people,die,matter,people,die
396.0,exceed,million,exceed,million
397.0,post,pandemic,hope,chance,travel,canada,list,national,park,post,pandemic,hope,chance,travel,canada,list,national
400.0,corona,fantastic,contamination,rate
401.0,absolutely,correct,mask,wearing,common,sense,pandemic,beginning
402.0,rice,right,trump,hateful,bigoted,belong,trash,heap,history,rice,right,trump,hateful,bigoted,belong,trash,heap,history
403.0,big,reminder,days,protest,spike,covid,big,reminder,days,protest,spike,covid
405.0,covid,convenient,like,remind,covid,covid,convenient,like,remind,covid
406.0,thankfully,know,personally,currently
408.0,fun,fact,wear,mask,prevent,spread,fun,fact,wear,mask,prevent,spread
409.0,yesterday,wear,mask,rally,wearing,mask,yesterday,wear,mask,rally,wearing,mask
410.0,covid,hoax,zero,threat,trump,covid,covid,hoax,zero,threat,trump
412.0,trump,sans,mask,friend,covid,son,ventilator,know,trump,sans,mask,friend,covid,son,ventilator
414.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
415.0,fraudulently,covid,immigration,ban,smuggle,scandal,plagued,education,minister,fraudulently,covid,immigration,ban,smuggle,scandal,plagued,education
416.0,newly,covid,home,day,react,major,hiccup,late,march,newly,covid,home,day,react,major,hiccup,late,march
418.0,trump,tested,positive,mag,trump,tested,positive,wake
419.0,removing,freedom,driving,car,want,removing,freedom,driving,car,want
420.0,think,wearing,mask,oxygen,wait,find,covid,think,wearing,mask,oxygen,wait,find,covid
423.0,people,water,covid,people,people,water,covid,people
424.0,new,heat,like,trying,avoid,pandemic
426.0,rally,play,rally,play
429.0,unbelievable,read,thread,donate,help,god,unbelievable,read,thread,donate,help,god
430.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
432.0,amazing,human,mind,capable,amazing,human,mind,capable
433.0,pandemic,proper,testing,clear,nationwide,guidance,instead,trump,pandemic,proper,testing,clear,nationwide,guidance,instead
434.0,woman,crowd,trump,wearing,breathe,shirt,international,pand,woman,crowd,trump,wearing,breathe,shirt,international
435.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
437.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
438.0,trump,sans,mask,friend,covid,son,ventilator
439.0,said,covid,kung,decision
440.0,period,real,eye,opener,period,real,eye,opener
443.0,earth,limit,limited,want,people,edge,earth,limit,limited,want,people
445.0,super,super
446.0,infected,campaign,wearing,spewing,infected,campaign,wearing
447.0,pray,baby,grow,worship,false,god,pray,baby,grow,worship
448.0,yesterday,governor,reopen,wake,covid,yesterday,governor,reopen,wake,covid
450.0,people,know,think,guy,moron,best,times,gathering
451.0,seriously,rise,overwhelmingly,seriously,rise,overwhelmingly
452.0,card,sign,donate,appeal,sure,card,sign,donate,appeal,sur
454.0,corona,goat,music,making,come,cow,music,corona,goat,music,making,come,cow,music
455.0,worried,rally,covid,problem,worried,rally,covid,problem
456.0,mask,worn,improperly,covid,red,sea
457.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
458.0,covid,convenient,like,remind,covid,covid,convenient,like,remind,covid
459.0,based,non,genetic,think,based,non,genetic,think
460.0,read,evidence,lock,stand,read,evidence,lock
461.0,stupid,leader,anxiously,waiting,version,covid
463.0,imagine,watching,smith,nutmeg,live,stream,imagine,watching,smith,nutmeg,live,stream
467.0,death,critical,new
469.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
470.0,breaking,record,day,added,new,covid,overnight,positivity,rate,breaking,record,day,added,new,covid,overnight,positivity,rate
471.0,trump,campaign,test,positive,ahead,rally,trump,campaign,test,positive,ahead,rally
472.0,employee,tested,positive,covid,close,employee,tested,positive,covid
474.0,trump,outside,center,ahead,camp,trump,outside,center,ahead
476.0,save,video,excellent,tutorial,control,outbreak,new,tested,positive,con,save,video,excellent,tutorial,control,outbreak,new,tested,positive
477.0,pet,break,covid,news,bit,hello,nickname
479.0,state,country,death,lis,state,country
483.0,general,interesting,injury,covid,post,covid,play,nights,injury,unfortunately,expect,consideration,return
484.0,know,outside,miss,outside,summer,wait,til,good,corona
486.0,smiling,pose,smile,waiting,room,dietetics,practice,home,afford,smiling,pose,smile,waiting,room,dietetics,practice,home
487.0,today,come,affected,covid,today,come
488.0,tonight,rally,covid,plus,million,tonight,rally,covid,plus,million
490.0,odds,primary,case,covid,closed,environment,times,greater,compare
493.0,covid,update,minister,health,morning,new,positive,case,covid,update,minister,health,morning,new,positive
494.0,number,abattoir,outbreak,number,abattoir,outbreak
495.0,read,evidence,lock,stand,read,evidence,lock
497.0,needs,step,stress,beer,pong,water,cup,safe,sure,submerge,ball,needs,step,stress,beer,pong,water,cup,safe,sure,submerge
500.0,anomalous,jump,covid,silver,yesterday,confirmed,anomalous,jump,covid,silver,yesterday,confirmed
501.0,bunch,campaign,sick,defacing,flag
503.0,got,covid,negative,use,code,got,covid,negative,use,code
504.0,family,smell,like,weed,cause,social,family,smell,like,weed,cause,social
505.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
506.0,extremely,following,latest,position,open,extremely,following,latest,position,open
507.0,president,canel,world,shown,incapable,enormous,president,canel,world,shown,incapable,enormous,resource
508.0,trump,campaign,advance,team,test,positive,covid,routine,screening,according,cam,trump,campaign,advance,team,test,positive,covid,routine,screening,according,campaign
509.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
510.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
511.0,problem,advance,trump,covid,testing,want,problem,advance,trump,covid,testing,don
513.0,voice,chief,leader,voice,chief,leader
514.0,news,flash,people,result,rally,tomorrow
516.0,true,research,article,mask,pray,listen,long,good,science
517.0,remind,quaker,oat,breakfast,remember,newspaper,allowance,remind,quaker,oat,breakfast,remember,newspaper,allowance
519.0,trump,campaign,helping,set,rally,tested,positive,trump,campaign,helping,set,rally,tested,positive
522.0,interesting,data,support,idea,obviously,incidence,associated,repeated,interesting,data,support,idea,obviously,incidence,associated,repeated
523.0,men,boat,fisherman,rule,fish,caught,men,boat,fisherman,rule,fish,caught
524.0,listening,fox,today,thought,coverage,rally,wrong
525.0,yesterday,governor,reopen,wake,covid,yesterday,governor,reopen,wake,covid
526.0,close,border,country,close,border,country
527.0,president,trump,set,half,hour,rally,despite,spike,covid,president,trump,set,half,hour,rally,despite,spike,covid
528.0,trump,campaign,staff,indoor,mask,optional,rally,tonight,trump,campaign,staff,indoor,mask,optional,rally,tonight
530.0,tried,search,time,trump,rally,past,test,positive,covid
531.0,trump,death,clock,truck,ahead,rally,trump,death,clock,truck,ahead,rally
533.0,outrageous,man,alan,sugar,unnecessary,important
535.0,little,wake,wearing,cousin,checked,hospital,morning,body,little,wake,wearing,cousin,checked,hospital,morning
536.0,need,test,following,offer,testing,free,testing,available,need,test,following,offer,testing,free,testing,available
537.0,believe,people,wearing,mother,covid,father,going,believe,people,wearing,mother,covid,father
538.0,recommendation,temp,considered,optional,guidance,conduct,recommendation,temp,considered,optional,guidance,conduct
540.0,open,kim,insurance,cover,damn,open,kim,insurance,cover
542.0,confused,wear,mask,hearth,stay,home
543.0,convinced,definitely,paying,attention
546.0,people,covid,result,rally,coming,people,covid,result,rally,coming
547.0,version,drinking,aid,version,drinking,aid
548.0,use,technology,activate,suppressed,leadership,founder,use,technology,activate,suppressed,leadership,founder
549.0,criminal,endangerment,trump,campaign,helping,set,rally,tested,positive
552.0,want,drop,devastating,video,trump,want,drop,devastating,video,trump
554.0,trump,campaign,advance,staff,logistics,rally,tested,positive,trump,campaign,advance,staff,logistics,rally,tested,positive
555.0,ava,covid,excuse,slash,polling,vital,primary,defeat,covid,excuse,slash,polling,vital,primary,defeat
557.0,addition,ward,time,time,librarian,possibly,lost,job
558.0,socially,reason,refuse,single,parent,entry,shop,shopping,time,morning
559.0,future,fund,donate,affected,covid
560.0,stay,ass,home,covid,covid,dumb,stay,ass,home,covid,covid,dumb
562.0,family,brother,tested,positive,corona,hard,time,fighting,family,brother,tested,positive,corona,hard,time,fighting
563.0,ava,covid,excuse,slash,polling,vital,primary,defeat,covid,excuse,slash,polling,vital,primary,defeat
564.0,bob,bolus,entirely,wrong,plenty,hypocrisy,political,bird
565.0,trump,told,wall,street,journal,people,wear,look,bad,totally,oblivious,fact,trump,told,wall,street,journal,people,wear,look,bad,totally,oblivious
566.0,trump,campaign,helping,set,rally,tested,positive,trump,campaign,helping,set,rally,tested,positive
567.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
569.0,thinking,hosting,local,pandemic,look,prevention
571.0,advance,staff,tested,positive,covid,infected,virus,advance,staff,tested,positive,covid,infected,virus
572.0,imperial,beach,palm,ave,tested,positive,covid,open,imperial,beach,palm,ave,tested,positive,covid,open
573.0,campaign,working,president,rally,tested,positive,covid,campaign,working,president,rally,tested,positive,covid
574.0,woman,crowd,trump,wearing,breathe,shirt,international,pand,woman,crowd,trump,wearing,breathe,shirt,international
576.0,took,pandemic,perform,arsenal,bought
577.0,bob,builder,type,living,bob,builder,type,living
579.0,organization,staff,test,positive,organization,staff,test
581.0,trump,campaign,rally,tested,covid,concerned,smart,trump,campaign,rally,tested,covid,concerned,smart
583.0,funder,trump,holding,rally,today,raise,hand,agree,trump,holding,rally,today,raise,hand,agree
