2.0,undercut,shave,rest
3.0,covid,admitted,country,need,supplement,covid,admitted,country,need,supple
6.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
7.0,president,trump,falsely,team,working,develop,vaccine,president,trump,falsely,team,working,develop,vaccine,dev
9.0,past,days,pence,wrote,wall,street,journal,day,past,days,pence,wrote,wall,street,journal,day,pur
10.0,wear,like,million,people,got,covid,wearing,mask,like,thing,wear,like,million,people,got,covid,wearing,mask,like,thing
12.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
13.0,new,city,financial,hit
14.0,social,dancing,eventually,worked,camera,breaking,social,dancing,eventually,worked,camera,break
16.0,literally,finally,went,pill,like,year,working
20.0,learned,look,phone,way,car,walk,slowly,brisk,focus,learned,look,phone,way,car,walk,slowly,brisk
21.0,kim,lost,grandma,dad,covid,remains,brother,kim,lost,grandma,dad,covid,remains,brother
22.0,covid,overnight,stay,home,safe,sanitize,listen,covid,overnight,stay,home,safe,sanitize,listen
23.0,sturgeon,sorry,disturb,whilst,twitter,ahead,covid,sturgeon,sorry,disturb,whilst,twitter,ahead,covid
24.0,covid,travel,abroad,place,like,mew,said,covid,travel,abroad,place,like,mew
26.0,covid,cultural,mass,scale,leaving,unsure,covid,cultural,mass,scale,leaving,unsure
27.0,cop,crying,slightly,order,people,store,working,insane
28.0,summer,heat,kill,summer,heat,kill
29.0,bank,plunge,loss,bank,plunge,loss
30.0,housing,lagged,data,especially,post,covid,dog,year,ago,single,family,housing,housing,lagged,data,especially,post,covid,dog,year,ago,single,family,housing,perm
31.0,people,russia,bought,price,tunnel,people,russia,bought,price,tunnel
32.0,people,dying,related,day,brazil,people,dying,related,day,brazil
33.0,lady,olena,covid,lady,olena,covid
34.0,dangerous,china,corona,congress,agree,dangerous,china,corona,congress,agree
36.0,virus,war
38.0,iceland,scale,mass,population,testing,population,day,testing,help,iceland,scale,mass,population,testing,population,day,testing
40.0,donate,lupus,malaria,trouble,getting,donate,lupus,malaria,trouble,getting
41.0,dangerously,unbalanced,relationship,nature,like,covid,dangerously,unbalanced,relationship,nature,like,covid
42.0,chaos,new,covid,virus,china,false,flag,kill,chaos,new,covid,virus,china,false,flag,kill
43.0,covid,forced,wear,glasses,mask,time,condensation,covid,forced,wear,glasses,mask,time,condensation
45.0,virus,crime,association,irrational,interference,access,virus,crime,association,irrational,interference,access
46.0,supermarket,chain,budge,wear,black,matter,garb,work
47.0,got,speak,climate,change,reform,event,past,tweet,linked,covid,country,got,speak,climate,change,reform,event,past,tweet,linked,covid
48.0,rising,direct,result,refusal,accept,science,public,health,data,rising,direct,result,refusal,accept,science,public,health
49.0,trump,fanning,racism,hate,playbook,trump,fanning,racism,hate,playbook
51.0,broken,record,daily,new,covid,multiple,times,week,broken,record,daily,new,covid,multiple,times,week,new
52.0,better,better
53.0,new,time,record,set,today,climate,change,exponential,ing,delay,enemy,new,time,record,set,today,climate,change,exponential,ing,delay,enemy
56.0,covid,data,manipulation,explosive,covid,facing,data,manipulation,slog
59.0,trump,rally,pandemic,rally
62.0,funder,biggest,scandal,history,biggest,scandal,history
63.0,alert,zone,wise,status,update,june
65.0,covid,noa,vigilant
66.0,support,mandatory,sure
70.0,khan,send,know,corona,think,khan,send,know,corona
71.0,inexpensive,steroid,mortality,oxygen,inexpensive,steroid,mortality
72.0,binge,like,chloroquine,shown,binge,like,chloroquine,shown
73.0,travel,mozambique,rapid,disaster,response,storm
75.0,course,personally,attend,rally
77.0,ago,thought,curve,flattening,celebrated,returned,normal,ago,thought,curve,flattening,celebrated,returned,normal
80.0,funder,breaking,pleading,trump,cancel,rally,help,spread,hat,breaking,pleading,trump,cancel,rally,help,spread,corona
81.0,isolation,ready,tonight,host,rest,northern,isolation,ready,tonight,host,rest,northern
82.0,data,seen,significantly,outcome,group,covid,received,data,seen,significantly,outcome,group,covid
83.0,trump,leading,world,far,spend,trump,leading,world,far
85.0,trying,create,reality,fight,pandemic,mass,unemployment,fascism,white,trying,create,reality,fight,pandemic,mass,unemployment,fascism,white
87.0,busy,day,important,appointment,today,thanks,staff,carrying
90.0,drug,hope,amid,corona,virus
91.0,trump,golf,course,covid,rent,relief,county,trump,golf,course,covid,rent,relief,county
92.0,brazil,brazil
93.0,according,estimate,million,people,country,drug,drug
94.0,physical,corona,peak,dangerous,family,physical,corona,peak,dangerous,family
97.0,people,tested,positive,covid,data,district,health,people,tested,positive,covid,data,district,health
98.0,admitted,effectiveness,beginning,covid,admitted,effectiveness,beginning,covid
99.0,vaccine,prep,exposure,prophylaxis,highly,effective,prevention,drug,wit,vaccine,prep,exposure,prophylaxis,highly,effective,prevention,drug
101.0,new
102.0,singer,non,film,music,needs,sound,different,film,music,singer,non,film,music,needs,sound,different,film
104.0,kim,lost,grandma,dad,covid,remains,brother,kim,lost,grandma,dad,covid,remains,brother
107.0,treat,research,treat,research
109.0,large,people,losing,forming,job,virus,large,people,losing,forming,job,virus
110.0,new,social,today,self,scan,keeping,new,social,today,self,scan,keeping
111.0,coping,crazy,crazy,era,school,summer,camp,mental,coping,crazy,crazy,era,school,summer,camp
112.0,covid,forced,wear,glasses,mask,time,condensation,covid,forced,wear,glasses,mask,time,condensation
114.0,people,positive,covid,like
115.0,time,pandemic,losing,wish,time,pandemic,losing,wish
116.0,education,spending,possibly,pay,unemployment
118.0,adequately,describe,awkward,luxury,kensington,adequately,describe,awkward,luxury,kensington
120.0,south,experience,going,need,stay,nimble,avoid,cycle,south,experience,going,need,stay,nimble,avoid,cycle
121.0,covid,forced,wear,glasses,mask,time,condensation,covid,forced,wear,glasses,mask,time,condensation
123.0,moment,running
124.0,sir,kindly,look,topic,suffering,lack,money,sir,kindly,look,topic,suffering,lack,mon
125.0,trump,supporter,dying,covid,event,mad,able,vote,report
126.0,science,ignoramus,deal,pandemic,white,deal,racial,science,ignoramus,deal,pandemic,white,deal
127.0,going,prison,border,wall,migrant,terrorist,caravan,going,prison,border,wall,migrant,terrorist
128.0,politics,glad,normal,pandemic,politics,glad,normal,pandemic
131.0,disturbing,covid,story,guest,got,outbreak,crawfish,farm,disturbing,covid,story,guest,got,outbreak
132.0,awful,pandemic,like,big,sending,healing,golden,sunrise
133.0,tired,seeing,comment,live,place,economy,research,hit,million,covid,let,sink,stop,thinking,safe
134.0,june,hosting,future,proof,business,covid,world,event,great,june,hosting,future,proof,business,covid,world,event,great
135.0,tested,negative,covid,late,tested,negative,covid,late
137.0,making,steady,progress,file
139.0,time,white,house,task,force,briefing,leaving,month,time,white,house,task,force,briefing,leaving,mon
144.0,sit,ass,damn,house,new,national,covid,new
146.0,suffer,deep,recession,crisis,yoy,suffer,deep,recession,crisis,yoy
147.0,medical,facing,medical,facing
148.0,outside,guess,month,nana,release
149.0,summer,heat,summer,heat
151.0,trump,fanning,racism,hate,playbook,trump,fanning,racism,hate,playbook
152.0,true,according,data,covid,project,mean,true,according,data,covid,project,mean
154.0,hit,million,covid,let,sink,stop,thinking,safe,hit,million,covid,let,sink,stop,thinking,safe
155.0,gotten,life,weirdly,anxious,gotten,life,weirdly,anxious
156.0,face,unspeakable,horror,horror,took,place,community,face,unspeakable,horror,horror,took,place,community
159.0,coming,war,china,likely,happen,mistake,accident,result,deliberate,coming,war,china,likely,happen,mistake,accident,result,deliberate
161.0,picture,different
164.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
165.0,posted,try,thinking,working
168.0,foreign,committee,report,officially,notified,foreign,committee,report,officially,notified
170.0,good,morning,federal,judge,ordered,treasury,secretary,steven,millions,good,morning,federal,judge,ordered,treasury,secretary,steven,millions
172.0,aga,khan,university,government,offer,range,tele,con,aga,khan,university,government,offer,range
175.0,learned,tackling,market,cluster,learned,tackling,market,cluster
176.0,covid,forced,wear,mask,glasses,time,condensation
177.0,feeling,heartbreaking,loss,life,dual,racism,corona,president,feeling,heartbreaking,loss,life,dual,racism,corona
181.0,veteran,voting,person,fall,risk,way,cast,veteran,voting,person,fall,risk,way,cast
183.0,excellent,thread,pence,trump,flat,lying,task,force,joke,pandemic,far,die,excellent,thread,pence,trump,flat,lying,task,force,joke,pandemic,far,mor
185.0,amazing,easily,pence,trump,saying,set,bar,curve,amazing,easily,pence,trump,saying,set,bar
187.0,reason,increasing,young,people,increasing,taking,pan,reason,increasing,young,people,increasing,takin
189.0,student,bravely,stepped,graduating,help,staff,student,bravely,stepped,graduating,help,staff
191.0,dear,world,worth,time,watch,video,help,stop,famine,cholera,dear,world,worth,time,watch,video,help,stop,famine,cholera,covid
192.0,rising,god,help,new,covid,confirmed,total,number
193.0,self,medicate,prescription,self,medicate,prescription
196.0,great,person,trigger,great,person
197.0,dozen,concerning,upward,trend,according,university,dozen,concerning,upward,trend,according,university
198.0,report,daily,report,daily
199.0,breaking,province,extended,covid,emergency,june,june,date,province,breaking,province,extended,covid,emergency,june,june,date
200.0,watching,covid,rising,insane,rate,care,whine
201.0,wear,like,million,people,got,covid,wearing,mask,like,thing,wear,like,million,people,got,covid,wearing,mask,like,thing
202.0,going,prison,border,wall,migrant,terrorist,caravan,going,prison,border,wall,migrant,terrorist
204.0,family,contracted,covid
206.0,trump,worst,economy,great,depression,dead,covid,trump,worst,economy,great,depression,dead,covid
207.0,social,rule,stand,close,possible,pat,social,rule,stand,close,possible,pat
209.0,covid,real,yeah,calling,work
210.0,federal,court,order,shameful,federal,court,order,shameful
211.0,russia,peace,understand,pandemic,gripping,world,military,china,contact,disc
213.0,breaking,whopping,price,despite,movie,business,amazing
214.0,report,hospitalization,broken,record,daily,new,covid,multiple,times,week,new
215.0,trump,fanning,racism,hate,playbook,trump,fanning,racism,hate,playbook
216.0,gotten,life,weirdly,anxious,gotten,life,weirdly,anxious
218.0,start,day,good,news,incredibly,cute,baby,fully,start,day,good,news,incredibly,cute,baby,fully
219.0,leadership,leadership
220.0,wearing,claim,safe,refuse,wear,pandemic,wearing,claim,safe,refuse,wear,pandemic
221.0,learned,look,phone,way,car,walk,slowly,brisk,focus,learned,look,phone,way,car,walk,slowly,brisk
222.0,time,white,house,task,force,briefing,leaving,month,time,white,house,task,force,briefing,leaving,mon
223.0,covid,fought,nation,approach,individual,covid,fought,nation,approach,individual
224.0,visionary,plan,northern,railway,joining,tell,region,visionary,plan,northern,railway,joining,tell,region,star
226.0,thread,thread
227.0,corona,angst,corona,corona,angst,corona,corona,angst,corona,corona,angst,corona
228.0,year,old,grandson,went,party,people,week,mask,social,year,old,grandson,went,party,people,week,mask,social
229.0,happening,today,ill,conversation,leadership
230.0,crore,difference,shanghai,tunnel,shanghai,tunnel,got,contract,gone,crore,difference,shanghai,tunnel,shanghai,tunnel,got,contract,gone,lamp
231.0,woke,religion,turning,agitprop,woke,religion,turning,agitprop,sheet
232.0,night,led,new,regret,night,led,new,regret
233.0,breaking,judge,request,block,president,rally,center
235.0,slow,slow
237.0,knew,initial,outbreak,covid,information,nuclear,knew,initial,outbreak,covid,information,nuclear
238.0,thank,leader,count,need,thank,leader,count,need
239.0,emerge,butterfly,busy,run,like,headless,chicken
243.0,slump,emergency,use,covid,test
244.0,real,covid,death,toll,times,bigger,official,data,real,covid,death,toll,times,bigger,official,data
245.0,retirement,forget,fear,covid,crash,force,work,longer
246.0,heat
247.0,covid,testing,widespread,death,rate,falling,dramatically,great,thing,notice,covid,testing,widespread,death,rate,falling,dramatically,great,thing
248.0,police,fire,tear,gas,health,better,pay,investment,public,hospital,system,police,fire,tear,gas,health,better,pay,investment,public
249.0,dangerously,unbalanced,relationship,nature,like,covid,dangerously,unbalanced,relationship,nature,like,covid
250.0,social,dancing,eventually,worked,camera,breaking,social,dancing,eventually,worked,camera,break
251.0,history,treat,ban,like,school,study,preside,history,treat,ban,like,school,study
255.0,portrait,terrible,leadership,portrait,terrible,leadership
257.0,pandemic,like,like,hong,pandemic,like,like,hong
258.0,rep,father,illness,covid
