word,count
covid,396
people,126
pandemic,107
mask,106
wear,96
health,60
world,53
government,47
life,46
secret,42
alive,42
use,39
today,35
new,35
like,34
breaking,33
hospital,33
news,31
far,31
trump,29
free,29
corona,29
know,29
counter,28
massive,27
scandal,27
biggest,27
thank,27
data,26
social,26
think,25
curve,25
want,25
going,24
stay,24
vaccine,23
believe,23
god,23
royal,22
rumble,22
wore,22
worth,22
year,22
look,21
told,21
way,21
rose,20
literally,20
test,19
secretary,19
wave,19
garden,18
right,18
thing,18
stability,18
ass,18
china,17
home,17
black,17
family,17
time,17
governor,16
pray,16
recover,16
talking,16
blame,16
watch,16
customer,16
kicking,16
national,16
student,16
seen,15
virus,15
cut,15
system,15
work,15
day,15
long,15
white,14
house,14
stop,14
face,14
good,14
need,14
spread,14
public,14
job,13
state,13
completely,13
competition,13
deadly,13
let,13
thinking,13
president,12
live,12
covered,12
platform,12
launch,12
death,12
post,12
media,12
second,12
worse,12
real,12
wearing,12
puzzled,12
regulate,12
measure,12
shirt,12
adjudicate,12
related,12
early,12
positive,12
worked,12
education,12
blah,12
wage,12
close,12
march,12
got,11
question,11
follow,11
successfully,11
video,11
days,11
support,11
miss,11
remember,11
said,11
food,11
holding,11
come,11
based,10
forget,10
rate,10
decided,10
human,10
reason,10
money,10
report,10
exposed,10
control,10
emergency,10
tested,10
cover,10
bad,10
care,10
fine,10
probably,9
change,9
press,9
learn,9
doctor,9
level,9
ordered,9
tory,9
medical,9
school,9
protect,9
saying,9
important,9
local,9
imagine,9
pay,9
sir,9
focus,9
immunity,9
immune,8
safe,8
summer,8
huh,8
rent,8
mistake,8
responsible,8
best,8
begun,8
purpose,8
lie,8
outbreak,8
better,8
winter,8
longer,8
stage,8
country,8
truth,8
hepatitis,8
example,8
essential,8
prevent,8
alert,8
economy,8
gratitude,8
toll,8
order,8
thread,8
fight,8
vital,8
instead,8
wages,8
huge,8
flaw,8
unemployment,8
shut,7
hard,7
global,7
hold,7
funds,7
general,7
yes,7
end,7
known,7
person,7
million,7
airport,7
absolutely,7
testing,7
company,7
party,7
access,7
case,7
getting,7
lost,7
mad,7
private,7
chief,7
administration,7
community,7
sent,7
group,7
afraid,7
fact,6
eventually,6
sooner,6
later,6
climate,6
brief,6
thunderstorm,6
great,6
park,6
open,6
lack,6
society,6
wait,6
mike,6
place,6
beat,6
article,6
matter,6
trial,6
sign,6
handle,6
active,6
solve,6
inequality,6
true,6
loot,6
bed,6
highest,6
amid,6
hear,6
business,6
young,6
single,6
risk,6
staff,6
maybe,6
half,6
deliberately,6
announce,6
yesterday,6
team,6
continue,6
firm,6
tell,6
musty,6
old,6
booking,6
able,6
survive,6
monstrous,6
imposition,6
minister,6
thought,6
calling,6
key,6
reckless,6
thousand,6
rape,6
seeking,6
scientist,6
information,6
orang,6
production,6
minimize,6
suffering,6
haul,6
university,6
check,5
program,5
week,5
sure,5
self,5
fund,5
notice,5
man,5
left,5
drive,5
help,5
city,5
brought,5
wit,5
disease,5
flu,5
guidance,5
middle,5
kill,5
major,5
sick,5
sec,5
fake,5
read,5
win,5
outside,5
mind,5
homework,5
deal,5
baby,5
war,5
effects,5
director,5
power,5
running,5
cost,5
leave,5
recovery,5
scene,5
head,5
story,5
police,5
significant,5
trying,5
fire,5
study,5
dead,5
took,5
nature,5
break,5
nation,5
respect,5
won,5
ignorant,5
thanks,5
promising,4
heavily,4
eye,4
nearly,4
rant,4
cutting,4
went,4
scorching,4
hell,4
fully,4
suggest,4
conversation,4
ford,4
total,4
forced,4
pan,4
board,4
disappointing,4
cousin,4
mile,4
ways,4
travis,4
handling,4
inaction,4
needle,4
exchange,4
gave,4
worrying,4
peak,4
lasting,4
buy,4
barely,4
whimper,4
dissent,4
doubt,4
paper,4
forgotten,4
taking,4
twitter,4
quality,4
court,4
suppression,4
marriage,4
certificate,4
age,4
update,4
phone,4
different,4
needs,4
truly,4
child,4
hand,4
sense,4
joke,4
mental,4
talent,4
storm,4
reading,4
destroy,4
freedom,4
influenza,4
achieve,4
crisis,4
conduct,4
inter,4
dine,4
impact,4
academic,4
start,4
roger,4
prison,4
statement,4
mismanagement,4
shop,4
store,4
met,4
provision,4
pest,4
employment,4
agency,4
confectionery,4
rough,4
petition,4
joining,4
cross,4
spent,4
works,4
wanting,4
number,4
missing,4
county,4
beautiful,4
strike,4
transfer,4
equipment,4
percent,4
actually,4
covering,4
period,4
clapping,4
senator,4
scam,4
save,4
hong,4
classes,4
caseworker,4
threat,4
outdoor,4
dick,4
trade,4
starting,4
woman,4
making,4
act,4
positivity,4
clear,4
nurse,4
performance,4
policy,4
throu,4
course,4
bishop,4
franco,4
learning,4
twice,4
repackage,4
surge,4
affecting,4
proper,4
month,4
bus,4
send,4
boom,4
difficult,4
especially,4
prof,4
explicitly,4
phase,4
saw,4
newsletter,4
virologist,4
yan,4
sheep,4
cup,4
given,4
dad,4
situation,4
energy,4
daily,4
transport,4
helping,4
technology,4
holiday,4
rapist,4
