word,count
covid,384
pandemic,145
twitter,88
people,79
trump,79
new,67
video,48
corona,39
bill,38
like,37
billion,37
social,36
day,36
doctor,35
mask,34
breaking,32
working,31
good,31
test,28
health,28
death,27
imagine,26
cure,26
virus,26
press,25
big,25
child,24
positive,24
epidemiologist,24
better,24
watch,24
world,23
need,23
time,22
conference,22
lost,22
effective,22
building,21
essential,21
going,21
worker,20
finally,20
sleeping,20
relief,20
led,20
treatment,20
tweet,20
suspended,20
know,19
told,19
wear,19
president,19
total,19
country,18
yale,18
days,18
medical,18
vaccine,18
house,17
misinformation,17
treat,16
removing,16
money,16
stella,16
update,16
home,16
clinical,16
free,16
stop,15
state,15
viral,15
today,15
right,15
vote,15
year,15
face,15
public,14
cause,14
hookah,14
start,14
help,14
beginning,14
inside,14
urgent,14
overwhelming,14
hospital,14
account,13
media,13
dangerous,13
use,13
general,13
long,13
seen,13
plus,13
senate,13
key,13
temporarily,13
pro,13
science,13
spread,13
seeing,13
testing,12
yesterday,12
family,12
hideous,12
effects,12
honestly,12
saying,12
global,12
debate,12
short,12
order,12
stay,12
black,12
reminder,12
hell,12
evil,12
protect,12
evidence,12
care,12
refuse,12
said,12
work,11
away,11
summer,11
found,11
plan,11
week,11
hard,11
republican,11
millions,11
eating,11
traveling,11
sitting,11
fact,11
confirmed,10
post,10
reason,10
outbreak,10
police,10
calling,10
select,10
versus,10
crisis,10
making,10
drop,10
successfully,10
action,10
data,10
surveillance,10
posting,10
telling,10
fake,10
immediate,10
truth,9
bed,9
life,9
begin,9
shown,9
highly,9
especially,9
talking,9
voting,9
play,9
took,9
tested,9
way,9
team,9
want,9
news,9
past,9
study,9
sir,9
ago,9
person,9
opt,9
die,9
important,9
outside,9
continue,9
trying,8
listen,8
foreign,8
lot,8
election,8
million,8
open,8
impact,8
come,8
agree,8
latest,8
street,8
ask,8
knowingly,8
stand,8
hepatitis,8
daily,8
demon,8
sperm,8
provide,8
economy,8
cut,8
information,8
food,8
far,8
china,8
getting,8
sense,8
feel,8
employee,8
job,8
save,8
apart,8
shot,8
needs,8
man,8
got,8
bus,8
driving,8
rate,8
season,8
came,8
ball,8
field,8
consecutive,8
chained,8
national,8
record,8
report,8
quarantine,7
source,7
stimulus,7
morning,7
love,7
find,7
thought,7
great,7
hear,7
live,7
tell,7
pay,7
moment,7
fall,7
mail,7
related,7
posted,7
retail,7
handling,7
weekend,7
response,7
apparently,7
non,7
kill,7
think,7
federal,7
screen,6
roughly,6
landing,6
warning,6
influencer,6
military,6
west,6
blood,6
sick,6
look,6
apartment,6
majority,6
package,6
case,6
dying,6
opinion,6
lose,6
middle,6
facing,6
official,6
governor,6
actually,6
thread,6
meet,6
kan,6
set,6
anxiety,6
lack,6
con,6
school,6
united,6
farm,6
young,6
concert,6
removed,6
government,6
act,6
war,6
exam,6
party,6
based,6
according,6
speaking,6
print,6
hearing,6
research,6
point,6
ford,6
system,6
marquise,6
support,6
bunch,6
following,6
let,6
situation,6
wrong,6
wave,6
reality,5
girl,5
observe,5
sex,5
real,5
issue,5
strategy,5
censorship,5
amid,5
minister,5
current,5
biggest,5
address,5
power,5
period,5
share,5
reach,5
unemployment,5
false,5
effectiveness,5
wearing,5
doc,5
sup,5
para,5
maybe,5
decision,5
major,5
place,5
poor,5
age,5
hit,5
received,5
complete,5
hope,5
left,5
failure,5
mandatory,5
informed,5
second,5
june,5
cost,5
tech,5
shut,5
consensus,5
drug,5
went,5
respect,5
looking,5
nursing,5
pass,5
closed,5
high,5
outwardly,5
human,5
critical,5
count,5
speedy,5
catch,4
kitchen,4
present,4
location,4
block,4
potential,4
rhea,4
functionality,4
limited,4
worth,4
keeping,4
clean,4
office,4
contract,4
check,4
leader,4
willing,4
union,4
fight,4
hotel,4
globally,4
chance,4
toll,4
suspension,4
hide,4
absolutely,4
legislation,4
allies,4
radio,4
longer,4
available,4
sad,4
hand,4
infection,4
interview,4
given,4
running,4
hungry,4
success,4
future,4
works,4
killing,4
cheating,4
baseball,4
entire,4
south,4
worrisome,4
jama,4
cardiology,4
relatively,4
median,4
thank,4
bob,4
creator,4
tiny,4
desk,4
hoped,4
appear,4
anti,4
rise,4
recently,4
woman,4
demand,4
alert,4
average,4
controversy,4
large,4
stunning,4
successful,4
air,4
regularly,4
ashamed,4
change,4
diplomacy,4
creation,4
leftist,4
music,4
county,4
taking,4
couple,4
editorial,4
erase,4
include,4
fighter,4
product,4
plane,4
political,4
lower,4
favorite,4
bingo,4
likely,4
henry,4
buy,4
join,4
discussion,4
registered,4
falsely,4
word,4
fraud,4
attorney,4
active,4
head,4
task,4
force,4
praising,4
pressure,4
early,4
disease,4
rushing,4
faster,4
history,4
slow,4
listening,4
deadly,4
spike,4
red,4
democrat,4
scare,4
single,4
rapid,4
turn,4
hate,4
zinc,4
considered,4
shutting,4
network,4
article,4
door,4
higher,4
unfortunately,4
geographic,4
control,4
passing,4
painful,4
horrible,4
costa,4
chief,4
mercy,4
dear,4
wrote,4
increasing,4
sooner,4
court,4
welcome,4
declared,4
parliament,4
northern,4
number,4
foot,4
tying,4
employment,4
shame,4
create,4
ban,4
pediatrician,4
survive,4
fire,3
close,3
fear,3
population,3
board,3
surrender,3
tomorrow,3
sign,3
white,3
professor,3
offensive,3
committee,3
solar,3
ensure,3
physician,3
tonight,3
taken,3
added,3
tax,3
wall,3
claim,3
miss,3
happen,3
missing,3
group,3
reopen,3
despite,3
soaring,3
coming,3
effort,3
town,3
department,3
universal,3
thinking,3
credit,3
august,3
attention,3
decide,3
giving,3
learn,3
hoax,3
student,3
zero,3
center,3
old,3
racist,3
saved,3
sure,3
abroad,3
spreading,3
efficacy,3
emergency,3
amazing,3
yeah,3
remember,3
dead,3
priority,3
