2.0,knew,ago,refuse,knew,ago,refuse
3.0,person,japan,ministry,person,japan,ministry
4.0,japan,south,send,millions,medical,spread,fake,news,hysteria,japan,south,send,millions,medical,spread,fake,news
5.0,breaking,deadly,breaking,deadly
6.0,communicate,novel,remember,link,primary,communicate,novel,remember,link,primar
7.0,outright,conspiracy,explanation,new,outright,conspiracy,explanation,new,virus
8.0,confirm,quarantine,effective,strategy,disease,reason,confirm,quarantine,effective,strategy,disease,reason
9.0,health,confirm,presumptive,case
10.0,current,outbreak,strike,better,pay,current,outbreak,strike,better,pay
11.0,going,live,talk,media,bat,concerning,potential,pandemic,going,live,talk,media,bat,concerning,potential,pandemic
12.0,people,paying,attention,outbreak,probably,lot,use,time,people,paying,attention,outbreak,probably,lot,use,time
13.0,china,offer,send,team,help,contain,china,offer,send,team,help,contain
14.0,thank,god,school,finger,pulse,amidst,rapidly,spreading,potential,pandemic,faced,thank,god,school,finger,pulse,amidst,rapidly,spreading,potential,pandemic
15.0,chair,chemistry,facing,federal,received,million,chair,chemistry,facing,federal,received,mil
16.0,stay,strong,tried,boost,morale,stay,strong,tried,boost,morale
17.0,repatriate,amid,threat
18.0,hell,catch,case,sit,ass,solidarity,confinement,bail
19.0,disturbing,video,showing,people,literally,dropping,dead,result,disturbing,video,showing,people,literally,dropping,dead,result
20.0,man,endless,respect,liang,treating,corona,virus,china,man,endless,respect,liang,treating,corona,virus,china
21.0,indictment,unsealed,scientist,lying,dod,work,recruitment,indictment,unsealed,scientist,lying,dod,work,recruitment
22.0,world,indoor,scrapped,amid,china
23.0,twitter,told,complaint,stolen,tweet,super,killer,twitter,told,complaint,stolen,tweet,super
24.0,handling,suspected,case,passenger,flight,fro,handling,suspected,case,passenger,flight
25.0,breaking,new,breaking,new
26.0,found,music,found,music
27.0,trying,figure,viral,epidemic,need,attention,trying,figure,viral,epidemic,need,attention
28.0,united,china,outbreak
29.0,spread,awareness,forget,inform,spread,awareness,forget,inform
30.0,san,airport,possible,arrival,united,san,airport,possible,arrival,united
31.0,mean,tell,cold,currently,cold
32.0,federal,taking,pronged,approach,novel,according,health,official,federal,taking,pronged,approach,novel,according
33.0,protect
34.0,flu,shot,protect,severity,urgency
35.0,matter,want
36.0,breaking,new,breaking,new
37.0,reportedly,lab,grown,version,deadly,team,outside,reportedly,lab,grown,version,deadly,tea
38.0,stay,home,health,practitioner
40.0,genuinely,unsettling,saw,genuinely,unsettling,saw
41.0,letter,church,pastor,extraordinarily,powerful,learn,people,like
42.0,expand,screening,china,expand,screening,china
43.0,speculation
44.0,yesterday,straight,convinced,contracted,turns,caffeine,withdrawal,addict
45.0,china,offer,send,team,help,contain,china,offer,send,team,help,contain
46.0,example,government,patent
47.0,launch,possible,outbreak
48.0,team,heat,highest,risk,china,highest,risk,team,heat,highest,risk,china,highest,risk
49.0,home,spread,new,home,spread,new
50.0,news,lab,outside,china,create,helping,vaccine,push
51.0,people,china,taking,face,short,supply,know,ashamed,people,china,taking,face,short,supply,know,ash
52.0,running,surgical,mask,mask,hope,naa,nay,mask
53.0,foreign,office,travel,china,following
54.0,free
55.0,different,corona,virus,mean,outbreak
56.0,case,zero,hedge
57.0,single,report,confirmed,novel,infection,fake,comes,single,report,confirmed,novel,infection,fake,comes
58.0,indictment,unsealed,scientist,lying,dod,work,recruitment,indictment,unsealed,scientist,lying,dod,work,recruitment
59.0,canada,confirmed,patient,hong,china,canada,confirmed,patient,hong,china
60.0,united,soon,temporarily,suspend,daily,direct,united,soon,temporarily,suspend,daily,direct
61.0,corona,avoid,association,outbreak,corona,avoid,association,outbreak
62.0,worried,worried
63.0,breaking,fire,outbreak,academy,breaking,fire,outbreak,academy
64.0,send,chicken,hero,trump
65.0,risk,low,worry,spread
66.0,paho,director,readiness,detect,new
67.0,situation,taking,preparedness,immediate,risk,situation,taking,preparedness,immediate,risk
68.0,thought,hat,find,interesting
69.0,actually,know,epidemic
70.0,situation,report,novel,confirmed,suspect,china,situation,report,novel,confirmed,suspect,china
71.0,latest,response,outbreak,latest,response,outbreak
73.0,concerned,outbreak,complicated,concerned,outbreak,complicated
74.0,people,shouting,add,oil,singing,people,shouting,add,oil,singing
75.0,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry
76.0,clock,novel
77.0,new,infection,wide,range,mild,disease,new,infection,wide,range
78.0,virus,meant,decrease,population,white,virus,meant,decrease,population,white
79.0,china,friendly,regime,entry,city,china,friendly,regime,entry
80.0,know,contain,combat,global,health,emergency,like,trump,administration,know,contain,combat,global,health,emergency,like,trump,administration
81.0,needs,attention,corona,virus,currently,epidemic,china,easily,pandemic,needs,attention,corona,virus,currently,epidemic,china,easily,pandemic
82.0,china
83.0,business,recovery,diagnosis,treatment,novel,business,recovery,diagnosis,treatment,novel
84.0,protect,infection,simple,step
85.0,death,plane,shot,away,death,plane,shot,away
86.0,silicon,valley,stop,misinformation,working,behalf,bill,silicon,valley,stop,misinformation,working,behalf
87.0,health,ministry,new,case,previously,health,ministry,new,case,previously
88.0,death,cult,death,cult
89.0,concerned,leave,house,concerned,leave,house
90.0,create,vaccine,create,vaccine
91.0,china,apology,cartoon,china,apology,cartoon
93.0,outbreak,government,damage,outbreak,government
94.0,possibly,respond,common,use
95.0,going,live,talk,media,bat,concerning,potential,pandemic,going,live,talk,media,bat,concerning,potential,pandemic
96.0,control,bill,national,security,world,latest,piece
97.0,update,patient,university,met,case,definition,update,patient,university,met,case,definition
98.0,coming,worry,house,perfectly,safe,come,west,street
99.0,economic,force,reaction,central,arend,economic,force,reaction,central,arend
100.0,update,infected,condition,dead,update,infected,condition,dead
101.0,following,read,following,read
102.0,joke,comment,research
103.0,san,airport,possible,arrival,united,san,airport,possible,arrival,united
104.0,swine,flu,better
105.0,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry
106.0,china,visual,guide,outbreak
107.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
108.0,donated,help,outbreak,donate,donate,donated,help,outbreak,donate,donate
109.0,world,feeling,heat,outbreak,global,like,world,feeling,heat,outbreak,global,like
110.0,movie,story,scientist,said,team,major,vaccine,movie,story,scientist,said,team,major
111.0,friend,going,country,friend,going,country
112.0,billion,people,tragic,smaller,canada,flu,year,billion,people,tragic,smaller,canada,flu,year
113.0,clock,novel
114.0,gold,forget
115.0,travel,raised,china,amid,virus,outbreak
116.0,man,endless,respect,liang,treating,corona,virus,china
117.0,vaccine
118.0,united,temporarily,reducing,schedule,united,china,light,united,temporarily,reducing,schedule,united,china,light
119.0,presumptive,positive,case,health,presumptive,positive,case
120.0,novel,flu,need,know,novel,flu,need,know
121.0,outbreak,record,said,virus,outbreak,record,said
122.0,medical,team,province,left,night,aid,novel,control,effort,medical,team,province,left,night,aid,novel,con
123.0,wow,sure,deputy,dog,plus,dirt,head,china
124.0,department,state,health,state,medical,center,department,state,health,state,medical,center
125.0,watching,days,worry,people,end,reading,news,event,watching,days,worry,people,end,reading,news,event
126.0,video,fact,giving,patient,recovery,diagnosis,treatment,novel,pneumonia
127.0,quarantine,area,likely,exhausted,choose,stay,quarantine,area,likely,exhausted,choose
128.0,map,confirmed,country,map,confirmed,country
129.0,world,war,passing,away,edge,final,world,war,passing,away,edge,final
130.0,help,providing,active,knowledge
131.0,maybe,seen,true,story,musher,lead,dog,crossed,maybe,seen,true,story,musher,lead,dog,crosse
133.0,showing,people,infected,quarantine,toom,video,trying,showing,people,infected,quarantine,toom,video
134.0,people,traveled,virus,china,confirmed,infected,people,traveled,virus,china,confirmed,infected
135.0,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry,wow,leader,lam,suspension,high,speed,rail,service,cross,border,ferry
136.0,electron,news,start,electron,news,start
137.0,new,fad,disease,sweeping,funny,patent,new,fad,disease,sweeping,funny,patent
138.0,group,stocks,rebound,despite,mystery,virus,trump,tweet,record,super
139.0,create,vaccine,create,vaccine
140.0,worrying,worried,bout,cheese,touch,worrying,worried,bout,cheese,touch
141.0,health,wellness,minister,told,press,conference,short,ago
142.0,animal,infected,disease,virus,animal,infected,disease,virus
143.0,airport,screening,despite,post,study,found,little,use,airport,screening,despite,post,study,found,little,use
144.0,health,investigating,people,possible,health,investigating,people,possible
145.0,government,perfectly,crisis,especially,epidemic,government,particularly,incompetent,government,perfectly,crisis,especially,epidemic,government,particularly
146.0,getting,racism,wagon,fast
147.0,biggest,response,novel,outbreak,intensive,biggest,response,novel,outbreak,intensive
148.0,update,thread,news,follow,china,health,update,thread,news,follow,china,health
149.0,news,case,patient,went,news,case,patient,went
150.0,outbreak,important,stay,safe,world,health,organ
151.0,pair,basketball,threat,pair,basketball,threat
152.0,breaking,university,student,flu,like,recently,china,isolated,campus,breaking,university,student,flu,like,recently,china,isolated
153.0,feel,response,government,ugh
154.0,like,outbreak,world,health,organization,told,china,health,like,outbreak,world,health,organization,told,china,health
155.0,man,endless,respect,liang,treating,corona,virus,china,man,endless,respect,liang,treating,corona,virus,china
156.0,hell,naw,family,china,trying,come,stay
157.0,seeing,people,excuse,super,racist,people,china,seeing,people,excuse,super,racist,people,china
158.0,visual,understand,spreading,working,update,recent,visual,understand,spreading,working,update
159.0,united,prepared,airlift,city,center,united,prepared,airlift,city
160.0,think,getting,soon,concerned,able,completely,clean,think,getting,soon,concerned,able,completely
161.0,caution,epidemic,know,like,million,caution,epidemic,know,like,million
162.0,wut,stolen,unidentified,material,fraudulent,visa,wut,stolen,unidentified,material,fraudulent,visa
163.0,available,available
164.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
165.0,alert,right,join,learn,report,truth,alert,right,join,learn,report,truth
166.0,year,try,clean,local,raise,awareness,plastic,waste,epidemic,year,try,clean,local,raise,awareness,plastic,waste
167.0,breaking,new,breaking,new
168.0,white,soccer,like,went,school,working,white,soccer,like,went,school
169.0,trump,failure,react,news,outbreak
170.0,latest,information,outbreak,death,toll,china
171.0,beating,traffic,epidemic,people,section,leaving,left,bother
172.0,big,deal,scanning,single,passenger,landing,big,deal,scanning,single,passenger,landing
173.0,idea
174.0,foreign,office,china,entry,country,difficult,coming,foreign,office,china,entry,country,difficult
175.0,united,soon,temporarily,suspend,daily,direct,united,soon,temporarily,suspend,daily,direct
176.0,case,cote,wash,soap,water,case,cote,wash,soap,water
177.0,student,exchange,hold,coming,virus
178.0,interesting,laid,interesting,laid
179.0,china,stopped,crisis,china,stopped,crisis,passe
180.0,posted,night,morning,nonessential,travel,china,posted,night,morning,nonessential,travel,china
181.0,big,outbreak,early,impact,big,outbreak,early,impact
182.0,biochemist,treason,biochemist,treason
184.0,type,moment,warn,complacent
185.0,coming,close,incentive,wild
186.0,friend,told,today,work,kung,virus,like,friend,told,today,work,kung,virus,like
187.0,train,family,wear,wash,minimum,thing,train,family,wear,wash,minimum,thin
188.0,case,case
189.0,probably,epidemic,tedious,hopefully,happen
190.0,left,election,zone,party,left,election,zone,party
191.0,recovery,diagnosis,treatment,novel,pneumonia,effective,recovery,diagnosis,treatment,novel,pneumonia
192.0,breaking,white,house,considering,china,travel,amid,traveling,breaking,white,house,considering,china,travel,amid,traveling
193.0,join,tonight,fox,discuss,reporter,epidemic,missing,teenage
194.0,blood,save,life,short,importance,blood,help,blood,save,life,short,importance,blood
195.0,evidence,sustained,novel,transmission,like,china
196.0,related,illness,seen,confirmed,summer,response,nationwide,outbreak,related,illness,seen,confirmed,summer,response,nationwide
197.0,love,getting,high,making,conspiracy,like,new,pandemic,sam,love,getting,high,making,conspiracy,like,new,pandemic,release
198.0,infected,people,china,china,infected,people,china,china
199.0,news,china,misinformation,origin,scale
200.0,flu,according,latest,season,flu,burden,million,flu,flu,according,latest,season,flu,burden,million,flu
201.0,herald,sun,pun,today
202.0,left,election,zone,party,left,election,zone,party
203.0,going,start,derby,away,going,start,derby,away
204.0,foreign,office,essential,travel,china
205.0,know,capital,million,people,know,capital,million,people
206.0,breaking,new,breaking,new
207.0,clear,talk,fictional,media,start,saying,fictional,event,clear,talk,fictional,media,start,saying,fictional,eve
208.0,sad,people,consider,vermin,staple
209.0,worse,repeated
210.0,stay,strong,stay,healthy,stay,strong,stay,healthy
211.0,globe,position,plan,stop
212.0,worried,pandemic,good,news,working,cure,worried,pandemic,good,news,working
213.0,prophet,peace,said,hear,outbreak,plague,land,enter,plague,prophet,peace,said,hear,outbreak,plague,land,enter
214.0,informative,interview,head,new,spreading,mortality,informative,interview,head,new,spreading
215.0,clinical,care,suspected,new,focus,early,recognition,immediate,clinical,care,suspected,new,focus,early,recognition
216.0,people,china,large,family
217.0,getting,hand
218.0,official,responsible,preparedness,response,deadly,pandemic,quit,global,health,official,responsible,preparedness,response,deadly,pandemic,quit,global,health
219.0,according,latest,season,flu,burden,million,flu,flu,hospital,according,latest,season,flu,burden,million,flu
220.0,bet,like
221.0,latest,latest
222.0,excuse,racist
223.0,people,china,shouting,hope,stay,people,china,shouting,hope
224.0,impeachment,hearing,finished,today,update
225.0,great,article,wright,director,infection,epidemiology,great,article,wright,director,infection,epidemiology
226.0,bit,like,chasing,real,threat
227.0,china,control,china,control
228.0,population,bomb,coming,ice,age,west,virus,bird,flu,death,meteorite,killer,bees,population,bomb,coming,ice,age,west,virus,bird,flu,death,meteorite,killer,bees
229.0,actually,worried,public,health,recommend,keeping,eye,shady
230.0,breaking,new,breaking,new
231.0,hopeful,away,latest,son,live,district
232.0,weekend,avoid,travel,china,weekend,avoid,travel,china
233.0,update,infected,condition,dead,update,infected,condition,dead
234.0,place,sit
235.0,wonder,wild,west,think,modern,run,surgical
236.0,university,vice,president,international
237.0,probably,global,pandemic
238.0,boy,boy
239.0,create,vaccine,create,vaccine
240.0,big,deal,scientist,working,china,ground,zero,big,deal,scientist,working,china,ground,zero
241.0,china,people,leaving,country,china,people,leaving,country
242.0,airport,begin,screening,china
243.0,avoid,nonessential,travel,china,ongoing,outbreak,avoid,nonessential,travel,china,ongoing
