2.0,knew,ago,refuse,knew,ago,refuse
245.0,conservative,health,critic,health,minister,patty,canada,antiviral,conservative,health,critic,health,minister,patty,canada
246.0,birthday,birthday
247.0,welcome,welcome
249.0,virus,travel,entry,outbreak,zone
250.0,san,airport,possible,arrival,united,san,airport,possible,arrival,united
251.0,pose,bigger,threat,china
252.0,travel,hong,china,slashed,pressure,close,border,travel,hong,china,slashed,pressure,close,border
253.0,bat,soup,cause,virus,bat,soup,cause,virus
254.0,case,cote,wash,soap,water,case,cote,wash,soap,water
255.0,damn,shame,bed
256.0,confirmed,case,confirmed,fourth,patient
257.0,picture,china,want,western,media,confirm,publish,people,picture,china,want,western,media,confirm,publish
258.0,total,nonsense,time,read,court,justice,decision,rule,law,gave,trying,total,nonsense,time,read,court,justice,decision,rule,law,gave
259.0,read,following,post,official,statement,candy,cane,statement,read,following,post,official,statement,candy,cane
260.0,pair,basketball,threat,pair,basketball,threat
261.0,update,china,confirmed,china,japan,update,china,confirmed,china
262.0,friend,told,today,work,kung,virus,like,friend,told,today,work,kung,virus,like
263.0,hope,government,standing,ready,china,hope,government,standing,ready
264.0,today,leading,global,health,outbreak,novel,china,learned,today,leading,global,health,outbreak,novel,china,learned
265.0,availability,pork,foreign
266.0,warren,plan,good,warren,plan,good
267.0,big,deal,scientist,working,china,ground,zero,big,deal,scientist,working,china,ground,zero
268.0,create,vaccine,create,vaccine
269.0,disease,control,confirmed,case,statement,disease,control,confirmed,case
270.0,new,trade,war,yesterday,outbreak,economic,yes,new,trade,war,yesterday,outbreak,economic,yes
271.0,death,cult,death,cult
272.0,know,bit,similar,respiratory,like,flu,know,bit,similar,respiratory,like,flu
273.0,prone,deadly,second,home,prone,deadly,second,home
274.0,remix,banger
275.0,conspiracy,time,left,symbol,company,manifested,right,conspiracy,time,left,symbol,company,manifested,right
276.0,big,deal,scanning,single,passenger,landing,big,deal,scanning,single,passenger,landing
277.0,pale,horse,china,offer,assistance,corona,virus,outbreak,health,chief,pale,horse,china,offer,assistance,corona,virus,outbreak,health,chief
278.0,friend,going,country,friend,going,country
279.0,epidemic,video,china,sad,shocking,people,literally,dropping,epidemic,video,china,sad,shocking,people,literally
281.0,baby,baby
282.0,repeal,national,childhood,vaccine,injury,act,hold,liable,repeal,national,childhood,vaccine,injury,act,hold,liable
283.0,according,latest,season,flu,burden,million,flu,flu,hospital,according,latest,season,flu,burden,million,flu
284.0,blood,virus,politics,blood,virus,politics
285.0,learned,game,close,immediately,learned,game,close,immediately
286.0,instance,situation,measles,potentially,infectious,end,instance,situation,measles,potentially,infectious,end
287.0,home,game,central,michigan,tonight,pair,potential,home,game,central,michigan,tonight,pair,potential
288.0,found,high,alert,contain,spread,found,high,alert,contain,spread
289.0,remember,outbreak,got,seeing,remember,outbreak,got,seeing
290.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
291.0,outbreak,refuse,board,flight,hour,standoff,outbreak,refuse,board,flight,hour,standoff
292.0,world,health,standard,general,public,reduce,exposure
293.0,went,worrying,feeling,earthquake,tsunami,watch,hour,went,worrying,feeling,earthquake,tsunami,watch,hour
294.0,hope,government,standing,ready,china,hope,government,standing,ready
295.0,dangerous,virus,dangerous,virus
296.0,hospital,taking,possible,case,hospital,taking,possible,case
297.0,surgical,mask,protect
298.0,death,toll,confirmed,nearly,overnight,hong,significant,limit,death,toll,confirmed,nearly,overnight,hong
299.0,blame,entire,race,deserve,catch,blame,entire,race,deserve,catch
300.0,yes,research,study,validate,triage,early,outbreak,advance,surge
301.0,design,unique,modern,free,trump
302.0,hell,way,china,control,looking,good,human,race,hell,way,china,control,looking,good,human,race
303.0,case,think,case,person,person,spread,china,source,case,like,case,think,case,person,person,spread,china,source,case,like
304.0,think,end,world,flu,think,end,world,flu
305.0,send,send
306.0,tracked,able,current,corona,virus,data,tracked,able,current,corona
307.0,man,media
308.0,dangerous,virus,dangerous,virus
309.0,media,generate,fear
310.0,able,stop,spread,new,scary,spreading,like,able,stop,spread,new,scary,spreading
311.0,potential,case,hospital,potential,case,hospital
312.0,fresno,stay,away,thanks,fresno,stay,away,thanks
313.0,comes
314.0,conservative,rick,follow,infect,rick,god,sent,purge,lot,sin,planet
315.0,global,clinical,data,platform,allow,member,contribute,clinical,data,order,inform,global,clinical,data,platform,allow,member,contribute,clinical,data
316.0,china,misinformation,origin,scale
317.0,new,confirmed,new,confirmed
318.0,update,china,confirmed,china,japan,update,china,confirmed,china
319.0,lady,landed,china,absolutely,screening,people,coming,china,tambo,lady,landed,china,absolutely,screening,people,coming,china,tambo,inter
320.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
321.0,china,people,leaving,country,china,people,leaving,country
322.0,hurting,massive,supply,chain,hurting,massive,supply,chain
323.0,definition,definition,expose
324.0,breaking,case,breaking,case
325.0,single,report,confirmed,novel,infection,fake,comes,single,report,confirmed,novel,infection,fake,comes
326.0,vaccine,new,ready,tested,people,soon,soon,vaccine,new,ready,tested,people,soon
327.0,know,federal,scientist,lying,dod,know,federal,scientist,lying,dod
328.0,people,infected,southern,german,state,health,ministry,people,infected,southern,german,state,health,ministry
329.0,went,worrying,feeling,earthquake,tsunami,watch,hour,went,worrying,feeling,earthquake,tsunami,watch,hour
330.0,blamed,epidemic,anxiety,young,people,blamed,epidemic,anxiety,young,people
331.0,big,deal,scanning,single,passenger,landing,big,deal,scanning,single,passenger,landing
332.0,big,deal,scanning,single,passenger,landing,big,deal,scanning,single,passenger,landing
333.0,fighting,fighting
334.0,prevention,treatment,novel,prevention,treatment,novel
335.0,conservative,bombed,day,commons,push,public,health,low,point,came,conservative,bombed,day,commons,push,public,health,low,point,came
336.0,outbreak,assuming,apocalyptic,china,likely,true,scale,outbreak,assuming,apocalyptic,china,likely,true,scale
337.0,foreign,office,essential,travel,china,amid,outbreak,foreign,office,essential,travel,china,amid,outbreak
338.0,health,confident,case,found
339.0,closed,shanghai,hong,amid,spread,outbreak,impact,closed,shanghai,hong,amid,spread,outbreak,coul
340.0,breaking,fourth,case,new,strand,country,breaking,fourth,case,new,strand,country
341.0,china,hong,vaccine,need,time,test,expert,china,hong,vaccine,need,time,test,expert
342.0,breaking,fire,outbreak,academy,breaking,fire,outbreak,academy
343.0,amid,exodus,china,man,stays
344.0,locust,east,consuming,food,day,feed,people,locust,east,consuming,food,day,feed,people
345.0,trump,loving,conspiracy,tout,drinking,bleach,miracle,cure,trump,loving,conspiracy,tout,drinking,bleach,miracle,cure
346.0,hit,clad,treat,man,face,mask,hit,clad,treat,man,face,mask
347.0,flora,danger,contagious,case
348.0,chair,chemistry,facing,federal,received,million,chair,chemistry,facing,federal,received,mil
349.0,china,friendly,regime,entry,city,china,friendly,regime,entry
350.0,liang,treating,infected,treating,liang,treating,infected,treating
351.0,science,amazing,best,hope,sustainable,safe,world
352.0,working,closely,affected,teaming,global,surveillance,working,closely,affected,teaming,global
353.0,entirely,different,subject,president,contact,open,investigation,disease
354.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
355.0,japan,patient,visit,china
356.0,donate,million,combat,virus
357.0,disgusted,airport,literally,hong,coming
358.0,postpone,super,bowl
359.0,thread,novel,prevention,entirety,source,thread,novel,prevention,entirety,source
360.0,wow,wow,wow,reading,criminal,complaint,researcher,wow,wow,wow,reading,criminal,complaint,researcher
361.0,conspiracy,urging,ward,drinking,bleach,conspiracy,urging,ward,drinking,bleach
362.0,china,china
363.0,breaking,new,breaking,new
364.0,locally,acquired,new,welt
365.0,case,getting,close,case,getting,close
366.0,highly,contagious,week
367.0,update,novel,need,know,update,novel,need,know
368.0,true,needs,china
369.0,video,twitter,week,footage,allegedly,dead,lying,hospital,video,twitter,week,footage,allegedly,dead,lying,hospital
370.0,united,soon,temporarily,suspend,daily,direct,united,soon,temporarily,suspend,daily,direct
371.0,crossed,result,eaten,people
372.0,body,body
373.0,create,vaccine,create,vaccine
374.0,government,flight,china,city,center,novel,outbreak,government,flight,china,city,center,novel
375.0,wut,stolen,unidentified,material,fraudulent,visa,wut,stolen,unidentified,material,fraudulent,visa
376.0,crisis,long,election,campaign,prince,lack,coop
377.0,breaking,province,confirmed,new,new,breaking,province,confirmed,new,new
378.0,united,soon,temporarily,suspend,daily,direct,united,soon,temporarily,suspend,daily,direct
379.0,vaccine
380.0,china,apology,newspaper,cartoon,flag,yellow,star
381.0,mayor,admitted,live,interview,information,revealed,mayor,admitted,live,interview,information
382.0,china,fast,tracked,vaccine,development,days,manufacture,pro,china,fast,tracked,vaccine,development,days,manufacture
383.0,human,human,transmission,suspected,human,human,transmission,suspected
384.0,breast,density,mean,cancer,risk,talk,doctor,quest
385.0,wait,real,arctic,outbreak,actually,possible,unusually,mild,winter,wait,real,arctic,outbreak,actually,possible,unusually,mild,winter
386.0,confirmed,family,confirmed,case,ago,confirmed,family,confirmed,case
387.0,new,contagious,initially,thought
388.0,wow,wow,wow,reading,criminal,complaint,researcher,wow,wow,wow,reading,criminal,complaint,researcher
389.0,new,thread,entering,city,confirmed,case,new,thread,entering,city,confirmed
390.0,sicken,air,cargo,sector
392.0,today,met,president,china,discuss,battle,new,today,met,president,china,discuss,battle,new
393.0,global,clinical,data,platform,allow,member,contribute,clinical,data,order,inform,global,clinical,data,platform,allow,member,contribute,clinical,data
394.0,life,expectancy,steadily,gone,past,case,life,expectancy,steadily,gone,past,case,sin
395.0,leave,science,team,drop,best,explainer
396.0,federal,government,state,government,odds,time,federal,education,federal,government,state,government,odds,time,federal,education
397.0,corona,avoid,association,outbreak,corona,avoid,association,outbreak
398.0,mean,like,mean,like
399.0,fever,consecutive,days,went,hospital,medicine,hospital,fever,consecutive,days,went,hospital,medicine,hospital
400.0,big,deal,scanning,single,passenger,landing,big,deal,scanning,single,passenger,landing
401.0,intent,develop,vaccine,effort,relieve,current
402.0,real,time,global,confirmed,total,real,time,global,confirmed
403.0,update,chief,told,twitter,update,chief,told,twitter
404.0,self,composed,stay,fighting,self,composed,stay
405.0,infected,making,total,infected,making,total
406.0,saw,true,simulation,run,ran,simulation,saying,virus,kill,million,people
407.0,create,vaccine,create,vaccine
408.0,case,cote,wash,soap,water,case,cote,wash,soap,water
409.0,offer,change,china,free,month
410.0,china,offer,send,team,help,contain,china,offer,send,team,help,contain
411.0,scientist,lying,dod,work,recruitment,program,scientist,lying,dod,work,recruitment,program
412.0,number,fictional,event,modeling,hypothetical,unnamed,modeling,exercise
414.0,outbreak,warning,unhealthy,people,need,help,outbreak,warning,unhealthy,people,need,help
415.0,hit,making
416.0,mean,global,clinical,data,platform,allow,member,contribute,clinical,data
417.0,outbreak,government,damage,outbreak,government
418.0,create,vaccine,create,vaccine
419.0,course,course
420.0,people,infected,far,official,people,infected,far,official
421.0,government,usually,tight,grip,said,seen,china,sheer,criticism,government,usually,tight,grip,said,seen,china,sheer
422.0,person,tested,negative,investigation,novel,infection,person,tested,negative,investigation,novel,infection
423.0,stay,support
424.0,boy,boy
425.0,costing,global,tourism,industry,big,spending
426.0,liang,treating,infected,treating,liang,treating,infected,treating
427.0,breaking,new,breaking,new
428.0,create,vaccine,create,vaccine
429.0,little,weekly,report,week,period,little,weekly,report,week,period
430.0,institute,grow,share,novel,announcement,institute,grow,share,novel,announcement
431.0,number,census,number,census
432.0,important,risk,economy,probably,vulnerable
433.0,hey,came,holiday,china,cool,thinking
434.0,share,share
435.0,hope,government,standing,ready,china,hope,government,standing,ready
436.0,china,people,leaving,country,china,people,leaving,country
437.0,matter,life,death
438.0,sadly,priority,political,bidding,sadly,priority,political,bidding
439.0,vaccine,new,ready,tested,people,soon,soon,vaccine,new,ready,tested,people,soon
440.0,near,war,flooding,outbreak,traumatic,brain,injury,near,war,flooding,outbreak,traumatic,brain
441.0,earthquake,spreading,earthquake,spreading
442.0,update,china,confirmed,china,japan,update,china,confirmed,china
443.0,global,breakthrough,lab,outside,china,create,helping,vaccine,push,global,breakthrough,lab,outside,china,create,helping,vaccine,push
444.0,perspective,thread,perspective,thread
445.0,food,til,sorted,know,damn,guy,food,til,sorted,know,damn
446.0,spread,awareness,forget,inform,spread,awareness,forget,inform
447.0,henry,provincial,health,officer,share,information,positive,case,novel,cor,henry,provincial,health,officer,share,information,positive,case
448.0,governor,free,zone,governor,free,zone
450.0,people,infected,far,official,people,infected,far,official
451.0,unpopular,opinion,update,infected,dead,million,unpopular,opinion,update,infected,dead,million
452.0,die,bleach,poisoning,die,sure,thing,work
453.0,create,vaccine,create,vaccine
454.0,virus,visiting,china,virus,visiting,china
455.0,prevent,drink,green,prevent,drink,green
456.0,want,know,spread,awareness,want,know,spread,awareness
457.0,debunk,news,follow,twitter,latest,debunk,news,follow,twitter
458.0,united,temporarily,reducing,schedule,united,china,light,united,temporarily,reducing,schedule,united,china,light
459.0,exactly,exactly
460.0,got,literally,dying
461.0,following,true,kill,kill,following,true,kill,kill
462.0,create,vaccine,create,vaccine
463.0,claim,earthquake,west,region
464.0,news,new,type,food,grade,mask,works,prevention,washing,soap,works,news,new,type,food,grade,mask,works,prevention,washing,soap
465.0,new,infected,confirmed,new,infected,confirmed
466.0,scientist,lying,dod,work,recruitment,program,scientist,lying,dod,work,recruitment,program
467.0,waiting
468.0,follow
469.0,new,sec,update,today,novel,new,sec,update,today
470.0,foreign,minister,area,china,affected
471.0,race,confirmed,reach,china
472.0,skeptical,successfully,come,vaccine,common,cold,cor
473.0,public,health,system,ready,public,health,system,ready
474.0,pharmaceutical,company,rush,create,vaccine,right,vaccine,market,pharmaceutical,company,rush,create,vaccine,right,vaccine,market
475.0,new,infection,wide,range,mild,disease,new,infection,wide,range
476.0,white,people,making,outbreak,spread
477.0,thought
478.0,create,vaccine,create,vaccine
