3.0,great,bad,plague,great,bad,plague
38.0,let,trump,press,let,trump
39.0,plague,pandemic,near,economic,collapse,violence,police,brut,writing,book,sentence
40.0,reason,governor,voided,local,mask,cult,leader
42.0,corona
43.0,demand,branded,set,stupendous,growth,post,global,covid,pandemic,demand,branded,set,stupendous,growth,post,global,covid,pandemic
44.0,stay,supreme,court,despite,multiple,infection,good,country,stay,supreme,court,despite,multiple,infection,good,country,wear,damn,mask
45.0,crazy,trump,news,today,trump,light,mary,trump,confirm,crazy,trump,news,today,trump,light,mary,trump
46.0,explain,live,crisis,support,doubt,explain,live,crisis,support,doubt,tha
47.0,quit,job,mobile,positive,covid,store,quit,job,mobile,positive,covid,store
48.0,breaking,real,news,leader,covid,task,force,incompetent,real,warn,breaking,real,news,leader,covid,task,force,incompetent,real,war
49.0,millions,verge,eviction,midst,global,pandemic,let,happen,today,millions,verge,eviction,midst,global,pandemic,let,happen
50.0,single,going,know,seriously,ill,covid
52.0,selected,trump,lost,election,michigan,today
54.0,discourse,covid,stupid,wearing,getting,test,discourse,covid,stupid,wearing,getting
55.0,bound,breakup,said,today,overly,reliant,goods,bound,breakup,said,today,overly,reliant,goods
56.0,selfish,consideration,concerned,chiefly,personal,profit,pleasure,selfish,consideration,concerned,chiefly,personal,profit,pleasure
57.0,good,point,wear,mask,damn,uncomfortable,thing,wear
58.0,exactly,right,fact,fully,open,independent,failure
60.0,follow,lead,barbershop,hair,salon,northern,town,decided,defy,stay,follow,lead,barbershop,hair,salon,northern,town,decided,defy
62.0,stay,supreme,court,despite,multiple,infection,good,country,stay,supreme,court,despite,multiple,infection,good,country,wear,damn,mask
63.0,trump,month,ago,yesterday,point,stuff,goes,away,going,away,trump,month,ago,tomorrow,trump,month,ago,yesterday,point,stuff,goes,away,going,away,trump,month,ago
64.0,warning,total,media,warning,total,media
65.0,watching,gotten,covid,control,watching,gotten,covid,control
68.0,wear,mask,hard
70.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
71.0,note,journalism,work,try,hand,lawyer
72.0,million,jobless,covid,close,million,jobless,lunch,friend,guesthouse,today,telling,suicide
73.0,total,number,cross,million,mark,day,new,record,broken,total,number,cross,million,mark,day,new,record,broke
74.0,time,grocery,close,panic,buy,time,grocery,close
78.0,premier,took,credit,pushing,rest,country,endorse,new,billion,federally,premier,took,credit,pushing,rest,country,endorse,new,billion
79.0,new,study,evidence,spread,covid,school,revealed,new,study,evidence,spread,covid,school,rev
80.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
81.0,wonderful,sessions,outside,wonderful,sessions,outside
82.0,willing,staff,meeting,probably,willing,staff,meeting,probably,teache
83.0,today,want,know,covid,live,know,way,forward,register,immunity,mental,health
85.0,homeless,population,wear,mask,wash,follow,social,homeless,population,wear,mask,wash,follow,social
87.0,tory,shot,kangaroo,got,governor,suing,quit,real,nick,tory,shot,kangaroo,got,governor,suing,quit,real
88.0,sick,stomach,covid,twisted,left,right,argument,instead,sick,stomach,covid,twisted,left,right,argument,instead
89.0,languish,recourse,justice,amidst,pandemic,languish,recourse,justice,amidst,pandemic
90.0,handling,covid,state,handling,covid,state
91.0,politics,race,politics,race
93.0,miss,life,covid,miss,life,covid
94.0,bali,suffer,difficult,time,coping,bali,suffer,difficult,time
95.0,man,grocery,store,small,town,wear,mask,employee,fled,hit,man,grocery,store,small,town,wear,mask,employee,fled
96.0,let,trump,press,let,trump
97.0,covid,got,work,covid,got,work
98.0,pay,bill,lawyer,review,public,terrible,precedent,pay,bill,lawyer,review,public,terrible,precedent
99.0,man,grocery,store,small,town,wear,mask,employee,fled,hit,man,grocery,store,small,town,wear,mask,employee,fled
100.0,latest,view,public,outcry,hospital,data,latest,view,public,outcry,hospital,data
101.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
102.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
103.0,voter,suppression,reason,kemp,voiding,local,mask
104.0,scary,shot,covid,real,scary,shot,covid,real
107.0,trump,wartime,president,proclamation,lost,trump,wartime,president,proclamation,lost
108.0,game,host,chuck,son,positive,day,host,game,host,chuck,son,positive,day,host
109.0,step,heal,covid
111.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
114.0,covid,stay,alive
117.0,mask,trying,appeal,moment,truly,mask,trying,appeal,moment,truly,belie
118.0,hotel,solo,forced,shut,staff,tourism,ministry
119.0,holding,press,conference,morning,discuss,guidance,multiple,fear,holding,press,conference,morning,discuss,guidance,multiple,fear
120.0,measure,road,covid,measure,road,covid
121.0,voting,try,distract,posing,photo,reminder,voting,try,distract,posing,photo,reminder
123.0,true,covid,supposedly,contagious,true,covid,supposedly,contagious
126.0,girl,corona,saving,happy,birthday,majo,love
127.0,public,employee,excel,regular,care
128.0,work,nursing,forced,covid,work,nursing,forced,covid
129.0,happy,working,bring,mar,happy,working,bring
132.0,trump,covering,trump,covering,trump,covering,fox,trump,covering,trump,covering,trump,covering
133.0,come,right,gate,saying,false,immediately,brand,conspiracy,theory,come,right,gate,saying,false,immediately,brand,conspiracy
134.0,voting,try,distract,posing,photo,reminder,voting,try,distract,posing,photo,reminder
135.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
136.0,entrance,free,support,san,covid,center,collected
137.0,wear,mask,wear,mask
138.0,major,story,department,health,caught,red,handed,increasing,covid,case,number,major,story,department,health,caught,red,handed,increasing,covid,case
140.0,start,allow,live,news,today,shattering
141.0,kemp,feeling,hate,decided,sue,mayor,lance,stop,mask,kemp,feeling,hate,decided,sue,mayor,lance,stop
142.0,tested,record,people,yesterday,virtually,tested,record,people,yesterday,virtually
144.0,president,covid,use,pandemic,reference,president,covid,use,pandemic,reference
145.0,chancellor,said,starting,fall,different,thought,university,chancellor,said,starting,fall,different,thought
146.0,voting,try,distract,posing,photo,reminder
147.0,wholeheartedly,agree,want,lower,count,red,alert,day,hit,day,month,wear,damn,mask,people
148.0,thing,congress,thing,congress
150.0,corona,corona
151.0,opponent,deadly,herd,immunity,danger,opponent,deadly,herd,immunity,danger
153.0,sorry,reading,trump,forcing,stop,sending,covid,data,skew,sorry,reading,trump,forcing,stop,sending,covid,data,skew
154.0,trump,left,pence,offer,brief,pandemic,run,trump,left,pence,offer,brief,pandemic,run
155.0,trying,steal,vaccine,research,need,steal
156.0,man,grocery,store,small,town,wear,mask,employee,fled,hit,man,grocery,store,small,town,wear,mask,employee,fled
157.0,pharmaceutical,given,billion,taxpayer,come,develop,pharmaceutical,given,billion,taxpayer,come,develop
158.0,look,origin,realize
162.0,dad,probably,saw,pandemic,coming,social,ago,smart,dad,probably,saw,pandemic,coming,social,ago,smart
163.0,read,legal,opinion,jeff,unconstitutionality,forced
164.0,living,corona,virologist,likely,corona,virus,rid
165.0,update,yesterday,came,positive,total,update,yesterday,came,positive,total
166.0,new,math
167.0,extension,anna,yojana,distressed,amid,extension,anna,yojana,distressed,amid
169.0,ridiculous,covid,impulse,purchase,time,bought,lamp
170.0,good,bad,nutshell,case,chance,wear,mask,happen
171.0,begun,trump,team,scrubbed,previously,available,data,hospital,begun,trump,team,scrubbed,previously,available,data,hospital
172.0,news,supreme,court,justice,brazil,president,handling,pandemic,end,news,supreme,court,justice,brazil,president,handling,pandemic
173.0,course,course
174.0,japan,new,virus,fear,wave,japan,new,virus,fear,wave
175.0,people,wear,mask
176.0,hero,wear,mask,hero,wear,mask
178.0,covid,day,average,new,day,day,average,week,prior,covid,day,average,new,day,day,average,week
179.0,wear,mask,wear,mask
181.0,evangelical,liberty,university,times,million,scathing,article,gay
182.0,better,headline,governor,right,potentially,kill,better,headline,governor,right,potentially,kill
183.0,accused,medical,lying,virus,effort,hurt,accused,medical,lying,virus,effort,hurt
184.0,need
185.0,governor,suing,mayor,got,covid,mask,love,hip,hop
187.0,insanity,like,enemy,power,intent,damage,possible,insanity,like,enemy,power,intent,damage,possible
188.0,literally,saying,wear,virus,bozo,suing,literally,saying,wear,virus,bozo,suing
190.0,explain,live,crisis,support,doubt,explain,live,crisis,support,doubt,tha
191.0,oddly,politics,run,wear,mask,zero,virus
192.0,exclusive,study,exception,new,york,new,jersey,overall,mortality,differ
194.0,literally,bit,said,true,death,count,virus,literally,bit,said,true,death,count
195.0,business,extend,industrial,longer,use,job
196.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
198.0,want,extremely,clear,day,forth,trust,data,moving,forward,covid,blocking,want,extremely,clear,day,forth,trust,data,moving,forward,covid,block
199.0,horrific,disaster,intentional,horrific,disaster,intentional
200.0,dear,sir,resume,international,aviation,ministry,properly
201.0,sorry,reading,trump,forcing,stop,sending,covid,data,skew,sorry,reading,trump,forcing,stop,sending,covid,data,skew
202.0,governor,snatch,isolation,governor,snatch
203.0,times,right,real,phone,comes,early,morning,shake
204.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
206.0,breaking,report,scientist,fired,covid,test,media,silent
207.0,want,help,stop,spread,virus,wear,mask,want,protect,community,want,help,stop,spread,virus,wear,mask,want,protect,community
209.0,hello,believe,hello,believe
210.0,man,covid,running,rapid,hate,able,highlight,return,school
211.0,super,rich,covid,crisis,people,society,likely,super,rich,covid,crisis,people,society
212.0,man,grocery,store,small,town,wear,mask,employee,fled,hit,man,grocery,store,small,town,wear,mask,employee,fled
213.0,trump,administration,middle,pandemic,trump,administration,middle,pandemic
214.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
215.0,mad,big,tech,blocking,truth,try,tweet,space,mad,big,tech,blocking,truth,try,tweet
216.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
217.0,people,sign,covid,death,waiver,clearly,ready,reopen,covid
218.0,breaking,supreme,court,president,handling,covid,likely,tried,breaking,supreme,court,president,handling,covid,likely,tried,gen
219.0,family,tested,positive,covid,family,tested,positive,covid
222.0,said,shutdown,coming,continue,rise,said,shutdown,coming,continue
223.0,tell,people,agency,seriously,implore,soc,tell,people,agency,seriously,implore
224.0,record,day
226.0,vaccine,human,challenge,vaccine,team,aim,start,lab,human,trial,vaccine,human,challenge,vaccine,team,aim,start,lab,human
227.0,essential,forced,work,food,package,essential,forced,work,food
228.0,man,alive,longer,access,covid,data,sent,trump,administration,like,going
229.0,covid,news,covid
231.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
232.0,world,thinking,brought,think,fool,world,thinking,brought,think,fool
233.0,state,today,remove,covid,positive,case,count,san,health,state,today,remove,covid,positive,case,count,san
235.0,vote,wearing,covid,relief,vote,wearing,covid
236.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
237.0,saw,highest,single,day,new,covid,today
239.0,face,halved,covid,despite,growing,try,face,halved,covid,despite,growing
240.0,miss,instead,miss,instead
241.0,latest,good,chance,country,risk,latest,good,chance,country,risk
243.0,pharmaceutical,given,billion,taxpayer,come,develop,pharmaceutical,given,billion,taxpayer,come,develop
244.0,impossible,trump,grasping,ways,recover,politically,gain,momentum,foothold,race,joe,bid
245.0,covid,got,work,covid,got,work
247.0,wear,mask,wear,mask
248.0,pandemic,shooting,pandemic,shooting
249.0,loving,covid,exposed,unnecessary,bigger,picture,loving,covid,exposed,unnecessary,bigger,picture
251.0,chuck,accused,lying,seriousness,covid,hurt,trump,got,chuck,accused,lying,seriousness,covid,hurt
253.0,vial,candidate,tested,successful,video,gone,viral,congress,people
254.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
255.0,director,wearing,mask,director,wearing,mask
259.0,community,health,world,work,saving,ending,community,health,world,work,saving,ending
260.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
261.0,pharmaceutical,given,billion,taxpayer,come,develop,pharmaceutical,given,billion,taxpayer,come,develop
262.0,trump,want,know,real,like,trump,want,know,real
263.0,hey,remember,snorting,pixie,sticks,covid,test
264.0,action,urgently,recover,faster,build,action,urgently,recover,faster,build
265.0,deadline,extended,share,word,deadline,extended,share,word
266.0,continuous,decline,daily,growth,rate,begin,continuous,decline,daily,growth,rate
267.0,worry,taller,dangerous,worry,shield,chest,worry,taller,dangerous,worry,shield
268.0,spent,read
269.0,havoc,small,mid,sized,produce,milk,humanely,tell
270.0,taking,president,lead,medical,taking,president,lead,medical
271.0,china,russia,stifle,society,communism,china,russia,stifle,society
273.0,think,governor,university,informed,remember,think,governor,university,informed,remember
274.0,covid,got,work,covid,got,work
275.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
276.0,caught,good,lost
277.0,hard,depressive,episode,covid,basically,fervor,hard,depressive,episode,covid,basically,fervor
278.0,voting,try,distract,posing,photo,reminder,voting,try,distract,posing,photo,reminder
279.0,aku,plak,dari,got,yes,exist,pandemic,sneeze,look,like,featured
280.0,family,tested,positive,covid,family,tested,positive,covid
281.0,like,covid,like,throat,like,covid,like,throat
282.0,latest,lake,plan
283.0,country,ass,middle,pandemic,majority,people,afford,millions,country,ass,middle,pandemic,majority,people,afford
286.0,year,old,raised,million,health,care,walking,garden,year,old,raised,million,health,care,walking,garden
289.0,year,old,raised,million,health,care,walking,garden,year,old,raised,million,health,care,walking,garden
290.0,knew,corona,forgot,knew,corona,forgot
292.0,wearing,mask,respect,national,campaign,encourage,wear,mask,stop,wearing,mask,respect,national,campaign,encourage,wear,mask,stop
294.0,need,start,covid,relief,need,start,covid,relief
295.0,fact,completely,pandemic,terrifying,fact,completely,pandemic,terrifying
296.0,population,left,unchecked,unmasked,quick,turn,population,left,unchecked,unmasked,quick,turn
297.0,forum,live,send,forum,live,sen
299.0,photo,history,explain,trump,pandemic,people,photo,history,explain,trump,pandemic,people
300.0,cutie,wear,mask,cutie,wear,mask
301.0,pharmaceutical,given,billion,taxpayer,come,develop,pharmaceutical,given,billion,taxpayer,come,develop
302.0,stringent,border,mandatory,quarantine,new,good,chance,remain,free,covid,stringent,border,mandatory,quarantine,new,good,chance,remain,free,covid
303.0,fighter,champion,struggling,pay,thing,fighter,champion,struggling,pay
304.0,good,news,read,announcement,update,hospital,good,news,read,announcement,update
305.0,educational,system,proceed,amid,pandemic,classes,distance,learning,academic,educational,system,proceed,amid,pandemic,classes,distance,learning,academic,freeze,thread
306.0,game,host,chuck,twitter,account,son,covid,karma,game,host,chuck,twitter,account,son,covid,karma
307.0,arrest,end,police,brutality,wear,mask,free,arrest,end,police,brutality,wear,mask,free
310.0,new
311.0,wife,health,worker,possibly,galling,thing,seeing,like,smith,play,wife,health,worker,possibly,galling,thing,seeing,like,smit
312.0,days,flatten,curve,days,flatten,curve
313.0,trump,administration,middle,pandemic,trump,administration,middle,pandemic
314.0,covid,plus,lost,positivity,days,daily,growth,rate,covid,plus,lost,positivity,days,daily,growth
315.0,killer,tone,deaf,self,poster,killer,tone,deaf,self,poster
319.0,tirade,spokesman,led,abrupt,termination,conference,hosting,tirade,spokesman,led,abrupt,termination,conference
321.0,consider,position,executive,director,awesome,work,helping
322.0,fact,completely,pandemic,terrifying,fact,completely,pandemic,terrifying
323.0,senator,safety,million,represent,political,statement,job,senator,safety,million,represent,political,statement
324.0,express,home,state,willfully,ignorant,covid,express,home,state,willfully,ignorant,covid
325.0,getting,ready,seeing,face,face,covid,getting,ready,seeing,face,face
326.0,know,epidemic,sick,abuse,nice,epidemic,know,epidemic,sick,abuse,nice,epidemic
327.0,new,completely,covid,woman,new,completely,covid,woman
328.0,veteran,wear,mask,veteran,wear,mask
330.0,international,community,guarantee,equal,global,access,covid,vaccine,post,international,community,guarantee,equal,global,access,covid,vaccine,post
331.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
332.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
333.0,thread,thread
334.0,truth,bomb,covid,black,matter,major,cover,pedophilia,human,truth,bomb,covid,black,matter,major,cover,pedophilia,human
335.0,covid,relief,mask,follow,covid,relief,mask,follow
336.0,correct,time,arrest,honest,people,friend,correct,time,arrest,honest,people,friend
337.0,literally,job,center,disease,control,literally,job,center,disease,control
338.0,think,corny,unnecessary,carry,hostile,demeanor,meeting,think,corny,unnecessary,carry,hostile,demeanor
341.0,breaking,positive,short,breaking,positive,short
343.0,absolutely,right,government,corrupt,president,damn,family,absolutely,right,government,corrupt,president,damn
344.0,close,emergency,center,test,positive,covid
345.0,trump,trump
347.0,mask,government,abuse,mask,government,abuse
349.0,wear,mask,wear,mask
350.0,new,york,covid,appreciative,said,mayor,sylvester,turner,new,york,covid,appreciative,said,mayor,sylvester
351.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
352.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
353.0,kemp,requirement,wear,public,covid,kemp,requirement,wear,public,covid
355.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
358.0,midst,pandemic,husband,citizen,today,midst,pandemic,husband,citizen,today
360.0,question,remember,beginning,outbreak,discourage,question,remember,beginning,outbreak,disc
364.0,times,opportunity,smile,amid,adversity,old,times,opportunity,smile,amid,adversity,old,discharge
365.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
366.0,band,hin,sarkar,corona,hub,ban,know,happen,near,future,digital,rally
369.0,unified,approach,manic,narcissist,psychopath,office,removed,power
370.0,literally,saying,wear,virus,bozo,suing,literally,saying,wear,virus,bozo,suing
371.0,question,remember,beginning,outbreak,discourage,question,remember,beginning,outbreak,disc
372.0,found,found
375.0,better,headline,governor,right,potentially,kill,better,headline,governor,right,potentially,kill
376.0,time,grocery,close,panic,buy,time,grocery,close
377.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
378.0,different,coming,research,write,peer,review,publish,high,different,coming,research,write,peer,review
379.0,literally,job,center,disease,control,literally,job,center,disease,control
380.0,trillion,spent,precious,time,wrestle,virus,control,trillion,spent,precious,time,wrestle,virus
381.0,guy,reading,tea,leaves,endure,increasing,number
384.0,breaking,report,scientist,fired,covid,test,media,breaking,report,scientist,fired,covid,test,media,silent
385.0,fact,completely,pandemic,terrifying,fact,completely,pandemic,terrifying
386.0,pull,busybody,plant,kiss,orange,county,strike,team,randomly,inspect
387.0,selfish,wear,mask,crush,curve,selfish,wear,mask,crush,curve
391.0,got,compartment,subject
392.0,realize,pandemic,hope,realize,life,disposable,capitalism,realize,pandemic,hope,realize,life,disposable,capitalism
393.0,editorial,interactive,covid,new,medical,design,paradigm,medical,sign
394.0,media,hey,boycott,pro,trump,trump,think,buy,media,media,hey,boycott,pro,trump,trump,think,buy,media
396.0,alright,alright,known
397.0,dead,watch,wake
398.0,vote,wearing,covid,relief,vote,wearing,covid
399.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
400.0,senior,high,safe
401.0,brilliant,brilliant
403.0,tory,shot,kangaroo,got,governor,suing,quit,real,nick,tory,shot,kangaroo,got,governor,suing,quit,real
404.0,kemp,feeling,hate,decided,sue,mayor,lance,stop,mask,kemp,feeling,hate,decided,sue,mayor,lance,stop
405.0,took,covid,written,test,today,took,covid,written,test,today
406.0,corona,warrior,aged,ventilator,corona,warrior,aged,ventil
407.0,wear,mask,wear,mask
408.0,wear,mask,wear,mask
411.0,breaking,report,scientist,fired,covid,test,media,breaking,report,scientist,fired,covid,test,media,silent
413.0,instead,count,covid,guy,instead,count,covid,guy
414.0,watch,video,consider,happening,vacuum,disappearing,data,covid,refusal,condemn,watch,video,consider,happening,vacuum,disappearing,data,covid,refusal
415.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
416.0,bound,breakup,said,today,overly,reliant,goods,bound,breakup,said,today,overly,reliant,goods
417.0,start,economy
418.0,stay,home,stay,safe
419.0,know,time,spent,need,wear,mask,worn,probably,know,time,spent,need,wear,mask,worn
422.0,like,giveaway,thread
423.0,hello,based,practitioner,successfully
425.0,good,singing,pandemic,answer,simply,war,god,good,singing,pandemic,answer,simply,war,god
426.0,case,covid,cross,mark,case,covid,cross,mark
427.0,new,study,evidence,spread,covid,school,revealed,new,study,evidence,spread,covid,school,rev
429.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
430.0,watching,recover,covid,country,political,stunt,start,watching,recover,covid,country,political,stunt,start
433.0,saying,congress,selling,desperate,cheer,leader,breaking,saying,congress,selling,desperate,cheer,leader,breaking
434.0,wear,mask,wear,mask
435.0,help,maybe,know,convince,wear,mask,got,help,maybe,know,convince,wear,mask,got
437.0,covid,plus,lost,positivity,days,daily,growth,rate,covid,plus,lost,positivity,days,daily,growth
440.0,covid,vaccine,runner,ahead,competition,crossed,covid,vaccine,runner,ahead,competition,crossed
442.0,time,grocery,close,panic,buy,time,grocery,close
443.0,worry,taller,dangerous,worry,shield,chest,worry,taller,dangerous,worry,shield
444.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
445.0,kill,squirrel,kill,squirrel
446.0,shutting,wearing,limiting,large,social,shutting,wearing,limiting,large,social
448.0,family,tested,positive,covid,family,tested,positive,covid
450.0,time,getting,tested,covid,time,getting,tested,covid
452.0,white,house,want,document,white,house,document,white,house,want,document,white,house,document
455.0,covid,ruined,senior,year,freshman,year,college,covid,ruined,senior,year,freshman,year,college
456.0,time,woman,domestic,violence,amidst,nat,time,woman,domestic,violence,amidst
460.0,curve,rest,western,world,crushed,curve,difference,astonishing,remove,new,york,state,equation,progress,epidemic,marc
461.0,new,fired,dashboard,creator,complaint,new,fired,dashboard,creator,complaint
462.0,watching,gotten,covid,control,watching,gotten,covid,control
463.0,starting,suspect,trump,administration,handling,starting,suspect,trump,administration,handling
464.0,henry,sticking,people,gathering,number,people,health,reasonably,henry,sticking,people,gathering,number,people,health
465.0,wearing,mask,respect,national,campaign,encourage,wear,mask,stop,wearing,mask,respect,national,campaign,encourage,wear,mask,stop
467.0,brazil,topped,million,according,official,data,brazil,topped,million,according,official
468.0,know,covid,raging,nervous,college,sports,sat,know,covid,raging,nervous,college,sports,sat
471.0,think,baron,trump,transfer,public,school,month,attend,mask,science,think,baron,trump,transfer,public,school,month,attend,mask
472.0,remember,economy,best,right,china,virus
473.0,gave,bartender,restaurant,ate,tonight,bar,covid
474.0,wear,mask,stay,safe,corona,wear,mask,stay,safe,corona
477.0,stay,supreme,court,despite,multiple,infection,good,country,stay,supreme,court,despite,multiple,infection,good,country,wear,damn,mask
480.0,fine,fine
481.0,reason,thought,data,sync
482.0,literally,job,center,disease,control,literally,job,center,disease,control
483.0,mask,mandate,new,ordinance,king,foot,traffic,drop,exponentially
484.0,delaying,release,new,reference,tonight,delaying,release,new,reference,ton
485.0,force,wear,mask,force,cover,wear,spaghetti,strap,tank,force,wear,mask,force,cover,wear,spaghetti,strap,tank
487.0,mask,wearer,people,wear,crowded,simple,risk,aversion,mask,wearer,people,wear,crowded,simple,risk
488.0,need,ban,utility,ensure,people,roof,head,need,ban,utility,ensure,people,roof,head
489.0,hey,read,china,virus,maybe,opening,mouth,loo,hey,read,china,virus,maybe,opening,mouth
494.0,ignorance,going,sick
496.0,person,refusing,wear,mask,mask,like,told,person,refusing,wear,mask,mask,like,told
497.0,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask,wear,mask
498.0,keeping,eye,cause,believe,rise,cause,fatal,keeping,eye,cause,believe,rise
499.0,deceive,people,happening,deceive,people,happening
500.0,love,love,job,worth,life,getting,sick,family,scar,love,love,job,worth,life,getting,sick,family
501.0,bound,breakup,said,today,overly,reliant,goods,bound,breakup,said,today,overly,reliant,goods
502.0,wow,come,better,place,wow,come,better,place
503.0,san,covid,crisis,hero,dealt
504.0,took,covid,written,test,today,took,covid,written,test,today
505.0,literally,job,center,disease,control,literally,job,center,disease,control
506.0,flatten,curve
507.0,check,cartoon,check,cartoon
508.0,longer,access,covid,data,sent,trump,administration,like,going,longer,access,covid,data,sent,trump,administration,like,going
509.0,power,release,covid,minimum,testing,college,football,season,plenty,power,release,covid,minimum,testing,college,football,season,plenty
512.0,got,donation,clown,senator,high,rate,social,distance
513.0,special,bitch,special,bitch
515.0,needs,follow,suit,open,state,stop,mask,insanity,kemp,needs,follow,suit,open,state,stop,mask,insanity,kemp
516.0,pandemic,new,gear,everybody
517.0,man,grocery,store,small,town,wear,mask,employee,fled,hit,man,grocery,store,small,town,wear,mask,employee,fled
519.0,wearing,mask,little,protection,indeterminable,wearing,mask,wearing,mask,little,protection,indeterminable,wearing,mask
520.0,sweet,night,kim,sweet,night,kim
522.0,bravo,mince,second,bravo,mince,second
523.0,covid,got,work,covid,got,work
524.0,justice,trump,roger,stone,avoid,prison,time,justice,trump,roger,stone,avoid,prison,time
527.0,explain,live,crisis,support,doubt,explain,live,crisis,support,doubt,tha
528.0,weather,channel,platform,incident,map,data,dashboard,available
529.0,study,found,work,treat,shocker,study,found,work,treat,shocker
530.0,live,job,tracker,check,contribute,live,job,tracker,check,contribute
531.0,county,covid,testing,community,testing,real,thing,county,covid,testing,community,testing,real
532.0,staggering,covid,average,death,mid,country,staggering,covid,average,death,mid,country
533.0,man,sang,like,earthquake,tweet
535.0,tired,tired,told,wear,mask,shut,business,stay,home
