3.0,important,support,important,support
210.0,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,want,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,wan
212.0,advisory,encourage,private,sector,allow,work,advisory,encourage,private,sector,allow,work
214.0,eaten,elementary,school,reason,decided,social
215.0,yoga,exercise,fight,corona,breathe,correctly,absorb,oxygen,need
216.0,difficult,compare,currently,testing,people,suffering,difficult,compare,currently,testing,people
217.0,daughter,godfather,grade,classroom,birthday,pandemic,daughter,godfather,grade,classroom,birthday
218.0,trump,china,ambassador,virus
220.0,large,fringe,group,people,party,ward,large,fringe,group,people,party
222.0,governor,told,simply,testing,available,governor,told,simply,testing,available
223.0,covered,aid,package
224.0,trump,irresponsibly,turned,offer,test,maybe,bypass,covid,trump,irresponsibly,turned,offer,test,maybe,bypass
225.0,pandemic,finally,wash,huh,pandemic,finally,wash,huh
227.0,trump,manslaughter,trump,intentionally,misled,fast,trump,manslaughter,trump,intentionally,misled,fast
228.0,episode,talking,effect,con,season,episode,talking,effect,con,season
230.0,thought,thought
231.0,near,opposed,taking,near,opposed,taking
232.0,wait,days,house,bipartisan,bill,address,public,health,crisis,head
236.0,united,dose,possible,vaccine,today,united,dose,possible,vaccine,today
238.0,protect,neck,making,thousand,new,york,city,protect,neck,making,thousand,new,york
239.0,breaking,taking,joint,regional,action,reduce,spread,effective,tonight,crowd,breaking,taking,joint,regional,action,reduce,spread,effective,tonight
242.0,responsible,spread,world,care,correct,responsible,spread,world,care,correct,themsel
244.0,booked,public,safety,act,booked,public,safety,act
246.0,address,help,provide,assistance,address,help,provide,assistance
249.0,people,dumb,saw,said,like,corona,virus,people,dumb,saw,said,like,corona,virus
256.0,grocery,clearing,afraid,scary,grocery,clearing,afraid,scary
257.0,vice,president,joe,senator,sanders,elbow,bump,place,handshake,greet
261.0,guidance,investigation,test
262.0,china,self,middle,new,year,china,self,middle,new,year
263.0,precaution,bob,visit,wife,nursing,home,stood,precaution,bob,visit,wife,nursing,home
266.0,white,house,corona,task,force,white,house,corona,task,force
269.0,trust,government,given,choice,isolate,close,like,like,pier,trust,government,given,choice,isolate,close,like
270.0,dealt,pandemic,far,calm,rational,listen,dealt,pandemic,far,calm,rational
271.0,revealed,pandemic,separate,affect,revealed,pandemic,separate
272.0,chief,fan,closed,chief,fan,closed
274.0,ladies,gentleman,joke,let,know,funny,found,kind
277.0,unbelievable,sanders,campaign,officially,encouraging,voter,suppression,option,left,unbelievable,sanders,campaign,officially,encouraging,voter,suppression,option
280.0,state,state,breakdown,morning,state,state,breakdown,morning
281.0,pandemic,mistake,federal,government,unable,respond,pandemic,mistake,federal,government,unable,respond
283.0,fox,encourage,people,post,fox,encourage,people
284.0,offer,use,offer,use
286.0,sleepy,joe,confused,joe,swine,flu,sleepy,joe,confused,joe,swine,flu
287.0,concerned,coming,china,today,climate,change,concerned,coming,china,today,climate,change
289.0,perspective,maybe,help,think,social
291.0,considering,service,considering,service
297.0,conspiracy,tweet,think,covid,awhile,remember,sick,conspiracy,tweet,think,covid,awhile,remember
302.0,asymptomatic,tested,positive,need,mass,testing,saying,asymptomatic,tested,positive,need,mass,testing,saying
305.0,working,home,today,chief,leading,exam,working,home,today,chief,leadin
306.0,needs,tested,head,hospital,best,pro,needs,tested,head,hospital
307.0,outbreak,long,stupid,closed,despite
309.0,praise,gone,medical,bedside,praise,gone,medical,bedside
313.0,joke,idea,new,enhanced,joke,idea,new,enhanced
314.0,check,kill,dan,lee
317.0,impacted,apply,unemployment
318.0,trying,enjoy,stop,thinking,middle,literal,pandemic,trying,enjoy,stop,thinking,middle,literal,pandemic
320.0,people,need,stop,stupid,people,need,stop,people,need,stop,complacent,people,need,people,need,stop,stupid,people,need,stop,people,need,stop,complacent,people
321.0,die,surprising,consider,die,surprising,consider
322.0,dear,corona
325.0,far,tweet,pandemic,excellent,achievement,cancel,birthday,party,week,told,long,commit,thro
328.0,exactly,fear,panic,lead,demand,mandatory,vaccination,untested,vaccine,exactly,fear,panic,lead,demand,mandatory,vaccination,untested,vaccine
329.0,sorry,gen,saying,corona,kill,participate,social,exactly,sorry,gen,saying,corona,kill,participate,social
331.0,china,isolated,global,community,world,standstill,china,isolated,global,community,world,standstill,endanger
333.0,vaccine,ready,widely,available,free,charge,period,vaccine,ready,widely,available,free,charge,period
334.0,reminder,nearly,half,nursing,home,state,reminder,nearly,half,nursing,home,state
337.0,covid,strategy,dangerously,leaves,unanswered,prof
338.0,dog,sent,dog,sent
340.0,god,stop,time,finish,project,churning,quality,content,god,stop,time,finish,project,churning,quality,content
341.0,health,agency,attack,covid,outbreak
343.0,governor
344.0,hard,hit,way,hard,hit,way
346.0,following,china,covid,hong,flu,flu,following,china,covid,hong,flu,flu
347.0,people,need,push,hysteria,people,need,push,hysteria
348.0,manger,manger
350.0,anna,anna
353.0,shipment,test,taking,shanghai,best,ame,shipment,test,taking,shanghai,best
354.0,people,outside,china,inside,people,outside,china,inside
356.0,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,want,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,wan
357.0,pandemic,response,committee,space,force,pandemic,response,committee,space,force
365.0,corona,need,baby,year,live
367.0,nova,york,new,york,new,jersey,death,toll,live,news
368.0,neighborhood,singing,chun,self,neighborhood,singing,chun,self
371.0,trump,said,weekend,true,large,pand,trump,said,weekend,true
373.0,breaking,health,human,department,attack,computer,system,night,breaking,health,human,department,attack,computer,system,night
375.0,breaking,governor,testing,sent,breaking,governor,testing,sent
379.0,excited,share,occur,virtually,march,excited,share,occur,virtually,march
383.0,pandemic,vote,pandemic,whooping,ass,pandemic,vote,pandemic,whooping
384.0,work,tell,self,isolate,caught,red,handed,news,work,tell,self,isolate,caught,red,handed,news
386.0,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,want,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,wan
387.0,president,instead,government,president,instead,government,event
388.0,daughter,angry,official,response,situation,going,daughter,angry,official,response,situation,going,tweet
391.0,mask,hand,nak,dari,corona,virus,best,mask,hand,nak,dari,corona,virus,best
392.0,peaky,line,duty,previously,said,peaky,line,duty,previously,said
396.0,hope,covid,faster,apply
397.0,office,unaware,origin,graphic,false,social,media,verify,office,unaware,origin,graphic,false,social,media,verify
399.0,know,suffer,social,dating,welcome,courtship,know,suffer,social,dating,welcome
401.0,closed,public,notice,precautionary,measure,help,stop,spread,covid,thank,closed,public,notice,precautionary,measure,help,stop,spread,covid
402.0,hey,convention,situation,plan,group,hey,convention,situation,plan,group
404.0,precaution,wife
405.0,big,day,coming,directly,china,screening,fever,quar,big,day,coming,directly,china,screening,fever
410.0,lock,song,sing,suggest,victor,lock,song,sing,suggest,victor
411.0,daily,reminder,shut,congress,sham,impeachment,trump,shutting,daily,reminder,shut,congress,sham,impeachment,trump,shutting
412.0,government,public,distance,president,government,public,distance,president
415.0,president,declaration,national,emergency,deal,pandemic,sign,president,declaration,national,emergency,deal,pandemic
417.0,super,scary,yes,crazy,expensive,test,super,scary,yes,crazy,expensive,test,wha
418.0,needs,address,pan,needs,address,pan
419.0,sense,corona,dead,femicide
420.0,quantitative,easing,removing,reserve,requirement,zero,blown,panic,quantitative,easing,removing,reserve,requirement,zero,blown,panic
422.0,biggest,supermarket,chain,united,receive,sick,leave,biggest,supermarket,chain,united,receive,sick
423.0,great,leadership,true,humanitarian,community,thanks,taking,care,notice,laughing,planet,providing,free,meal,qualify
424.0,corona,virus
425.0,outbreak,lightly,spread,obligation,necessary,precaution,outbreak,lightly,spread,obligation,necessary
426.0,company,fighting,idea,reportedly,giving,exclusive,vaccine,company,fighting,idea,reportedly,giving,exclusive,vaccine
427.0,push,touch,til,vaccination,push,touch,til,vaccination
431.0,new,trump,low,german,health,ministry,confirmed,report,trump,large
432.0,need,explain,social,use,need,explain,social,use
433.0,conspiracy,tweet,think,covid,awhile,remember,sick,conspiracy,tweet,think,covid,awhile,remember
441.0,face,quarantine,china
442.0,definitely,close,china,traffic,definitely,close,china,traffic
443.0,fluid,situation,march,fluid,situation,march
444.0,helpful,advice,discuss,reassure,feel,frightened,seeing,hearing
447.0,house,bill,help,impacted,free,house,bill,help,impacted,free
450.0,everybody,roll,worked
451.0,wake,way,early,wake,way,early
453.0,factual,official,safe
455.0,child,return,positive,preliminary,covid
457.0,late,year,want,sure,access,inform
459.0,covid,rural
462.0,making,people,awaken,inner,guy,bought,math,making,people,awaken,inner,guy,bought,math
463.0,local,temporarily,closed,search,amid,outbreak,local,temporarily,closed,search,amid,outbreak
464.0,covid,mutual,aid,effort,need,help,want,volunteer
465.0,love,pushing,social,idea,thinking,work,completely,forgetting,fact,love,pushing,social,idea,thinking,work,completely,forgetting,fact
466.0,social,tip,right,friend
468.0,need,explain,social,use,need,explain,social,use
469.0,shipment,test,taking,shanghai,best,ame,shipment,test,taking,shanghai,best
473.0,calling,gaming,work,fighting,covid,calling,gaming,work,fighting,covid
474.0,people,looking,factual,information,page,stuck,data
475.0,like,beautiful,day,sadly,work
476.0,saddling,shall,country,people,went,panic,quickly,ask,boss,saddling,shall,country,people,went,panic,quickly,ask
477.0,spread,effectively,north,task,force,mon,spread,effectively,north,task,force
478.0,thank,god,trump,corona,outbreak,chief
480.0,trump,irresponsibly,turned,offer,test,maybe,bypass,covid,trump,irresponsibly,turned,offer,test,maybe,bypass
481.0,people,stay,home,shut,people,stay,home,shut
482.0,slowly,man,leaves,home,accident,rushed,slowly,man,leaves,home,accident,rushed
483.0,added,fluent,added,fluent
485.0,logic,reducing,shopping,social,stock
488.0,reality,check,social,busted
489.0,fear,contagion,source
490.0,frequently,explaining,frequently,explaining
492.0,worried,way,mind,use,worried,way,mind,use
494.0,casino,turn,second,slot,machine,article
496.0,brother,life,line,corona,orang,yang,brother,life,line,corona,orang,yang
499.0,sorry,twitter,social,media,people,talk,language
500.0,simple,testing,moron,simple,testing,moron
501.0,natural,selection
502.0,worrying,outbreak,senator,confirmed,virus,unaware,came,worrying,outbreak,senator,confirmed,virus,unaware
504.0,stepped,corona,virus,took,stepped,corona,virus,took
506.0,mean,client,guardian
509.0,social,mean,social,reducing,close,contact,people,slow,social,mean,social,reducing,close,contact,people
511.0,recommend,avoidance,people,recommend,avoidance,people
513.0,selling,non,alcoholic,halal,hand,tell,corona
515.0,wake,wake
516.0,trump,irresponsibly,turned,offer,test,maybe,bypass,covid,trump,irresponsibly,turned,offer,test,maybe,bypass
517.0,hospital,ran,local,biz,brought,printer,hospital,produced,hospital,ran,local,biz,brought,printer,hospital,produced
528.0,covid,globe,smart,cal,covid,globe,smart
534.0,jack,twitter,account,tweet,shipment,test,taking,shanghai,best
537.0,love,collectively,lying,love,collectively,lying
548.0,gone,far,declare,national,emergency,join,share,information,gone,far,declare,national,emergency,join,share,information
550.0,sleepy,plan,exactly,plagiarist,joe,taking,cue,trump,sleepy,plan,exactly,plagiarist,joe,taking,cue
552.0,people,testing,positive,novel,world
553.0,public,health,come,short,time,fix,antiquated
556.0,social,social
559.0,week,employed,unemployed,self,employed,week,employed,unemployed,self,employed,wee
561.0,hell,nationwide,closed,hell,nationwide,closed,con
562.0,wildcat,strike,factory,company,order,staff,work,despite,confirmed,case,wildcat,strike,factory,company,order,staff,work,despite
564.0,wondering,start,panic,wondering,start,panic
566.0,shipment,test,taking,shanghai,best,ame,shipment,test,taking,shanghai,best
567.0,disappointed,disappointed
568.0,climate,change,virus,like,year,climate,change,virus,like
569.0,bit,trying,smear,old,man,dementia,debate,bit,trying,smear,old,man,dementia
570.0,man,police,commissioner,event,lifetime,sense,unease,man,police,commissioner,event,lifetime,sense,unease
572.0,slade,large,good,people,stay,home,bad,people,ill,want,large,good,people,stay,home,bad,people,ill,want
574.0,week,south,government,drive,testing,prevent,like,tested,walk,covid,testing
576.0,wake,way,early,wake,way,early
577.0,pandemic,mistake,federal,government,unable,respond,pandemic,mistake,federal,government,unable,respond
579.0,kiss,corona,kiss,corona
586.0,ugh,trying,pit,beautiful,ugh,trying,pit,beautiful
587.0,science,know,busy,question,people,sure
588.0,south,democracy,country,place,area,city,movement,south,democracy,country,place,area,city
589.0,social,talent,finally,time,shine,social,talent,finally,time,shine
591.0,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,want,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,wan
592.0,days,corona,making,laugh,days,corona,making,laugh
593.0,world,health,organization,test,ready,use,ago,trump,said,develop,world,health,organization,test,ready,use,ago,trump,said,develop
595.0,fake,pandemic,laugh,eat,morning,laugh,fake,pandemic,laugh,eat,morning,laugh
597.0,german,health,ministry,confirmed,report,trump,large,money,german,pharmaceutical,company,german,health,ministry,confirmed,report,trump,large,money,german,pharmaceutical
598.0,work,teaching,artist,kudos,executive,director,kept,aware
600.0,help,stop,spread,continue,practice,good,hand,hygiene,cover,elb,help,stop,spread,continue,practice,good,hand,hygiene,cover
602.0,latest,doubling,days,million,locked
604.0,despair,country,like,think,awfu,despair,country,like,think
606.0,best,twitter,follow,reliable,outbreak,great,best,twitter,follow,reliable,outbreak,great
608.0,sanders,oppose,authoritarianism,soviet,union,sanders,oppose,authoritarianism,soviet,union
609.0,underlying,racism,needs,soap,happy,birthday,scrub,need,safe
610.0,dependent,china,dog,food,want,dependent,china,dog,food,want
611.0,social,activity,tweet,response
612.0,distance,social,help,new,york,stay,home,cancel,non,essential,appointment,distance,social,help,new,york,stay,home,cancel,non,essential
613.0,breaking,taking,joint,regional,action,reduce,spread,effective,tonight,crowd,breaking,taking,joint,regional,action,reduce,spread,effective,tonight
618.0,temple,closed,temple,closed
621.0,couple,decide,recreate,cruise,couple,decide,recreate,cruise
622.0,saw,morning,saw,morning
623.0,simple,wash,soap,water,unwashed,awa,simple,wash,soap,water,unwashed,hand
624.0,ate,emergency,food,ate,emergency,food
627.0,ugh,trying,pit,beautiful,ugh,trying,pit,beautiful
629.0,absolutely,crucial,hard,explain,sophisticated,people,editorial,board,understand,appeal,attack,line,liberal,need,seed,corn,response
631.0,informed,head,house,office,test,negative,informed,head,house,office,test,negative
632.0,love,time
633.0,interview,said,testing,available,undermining,argument,staff,interview,said,testing,available,undermining,argument
635.0,ting,known,corona
636.0,want,ask,opinion,beloved,scary,tweet,want,ask,opinion,beloved,scary
641.0,country,shutting,trader,needs,provide,hazard,pay,starting,right,country,shutting,trader,needs,provide,hazard,pay,starting,right
644.0,think,able,forward,bipartisan,think,able,forward,bipartisan
645.0,today,roker,absent,morning,employee,works,today,roker,absent,morning,employee,works
646.0,maybe,old,people
650.0,day,school,forgetting,submit
651.0,completely,perplexed,panic,food,normally,eat,completely,perplexed,panic,food
654.0,increase,exponentially,impossible,test
655.0,social,social
661.0,given,suspected,given
662.0,sure,taking,preventive,regularly,carrying,worried,covid,asthma
664.0,came,animal,challenge,distract,isolating,reason,rea
665.0,people,constantly,getting,tested,clean,explain,clean,dirty,people,constantly,getting,tested,clean,explain,clean
667.0,making,potentially,deadly,response,director,making,potentially,deadly,response,director
668.0,important,update,national,grid,learn,stay,visit,important,update,national,grid,learn,stay,visit
669.0,corona,time,corona,time
670.0,comes,rescue,typical,moth,comes,rescue,typical,moth
671.0,covid,bitch,ugh,covid,bitch,ugh
673.0,wake,wake
675.0,breaking,confirmed,yesterday,patient,tested,positive,breaking,confirmed,yesterday,patient,tested
678.0,wake,corona,decided,work,home,till,wake,corona,decided,work,home,till
679.0,way,helping,situation,resign,cabinet,sent,absolutely,simply,nod,unison
680.0,update,total,unfortunately,dead,crucial,point,update,total,unfortunately,dead,crucial,point,expert
681.0,corona,ruined,looking,forward,corona,ruined,looking,forward
683.0,supporting,anti,continue,road,right,helping,cause,said,supporting,anti,continue,road,right,helping,cause
685.0,south,democracy,south,democracy
688.0,social,social
689.0,wait,hear,covid,finally,gone,ease,wait,hear,covid,finally,gone,ease
690.0,walking,everybody,walking,everybody
691.0,people,sitting,potential,risk,covid,goi
695.0,shipment,test,leaving,shanghai,airport,arrive,united,shipment,test,leaving,shanghai,airport,arrive,united
696.0,tested,positive,covid,west,careful,tested,positive,covid,west,careful
697.0,covid,gone,solar,project,plan
698.0,album,roll,hilarious,retrospect,project,corona
699.0,flint,stone,gummy,ate,flint,stone,gummy,ate
700.0,issue,partisan,misnomer,versus,public,health,issue,partisan,misnomer,versus,public
701.0,dear,triage,trump,close,trump,dear,triage,trump,close
705.0,final,week,run,house,building,remains,open,final,week,run,house,building,remains,open
712.0,going,flack,important,delay,extend,going,flack,important,delay,extend
714.0,new,covid,today,person,critical,right,rabbi,heal,protect,new,covid,today,person,critical,right,rabbi,heal,protect
715.0,buy,plenty,china
716.0,looking,donate,money,area,need,need,time,consider,looking,donate,money,area,need,need,time
717.0,good,thread,perspective,start,rounding,corner,exponential,curve,going,worse,good,thread,perspective,start,rounding,corner,exponential,curve,going
718.0,suggest,suggest
719.0,know,taking,regional,approach,reduce,spread,effective
723.0,need,right,corona,virus,outbreak,need,right,corona,virus,outbreak
724.0,grant,morning,said,testing,people,country,china,grant,morning,said,testing,people,country,china
725.0,social,social
727.0,end,life,dominated,idea,end,life,dominated,idea
728.0,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,want,seriously,stop,thinking,sick,selfish,utterly,morally,corrupt,wan
729.0,hospital,ran,local,biz,brought,printer,hospital,produced,hospital,ran,local,biz,brought,printer,hospital,produced
733.0,fact,corona,meant,delay,album,broken,emotionally
736.0,fraud,boy,sleep,coffin,inside,week,client,corona,virus
737.0,ladies,gentleman,joke,let,know,funny,found,kind,ladies,gentleman,joke,let,know,funny,found,kind
743.0,days,corona,making,laugh,days,corona,making,laugh
745.0,going,home,risk,hit,upheaval
746.0,wrong,people,shoplifting,rad,home,invasion,depending,home,far,left,wrong,people,shoplifting,rad,home,invasion,depending,home,far
751.0,ginger,ale,looking,ginger,ale,looking
754.0,met,brother,bin,public,health,safety,met,brother,bin,public,health,safety
757.0,hey,position,donate,help,safe,throu,hey,position,donate,help,safe
758.0,pandemic,different,transportation,free,pandemic,different,transportation
761.0,explode
762.0,unanimous,consent,senate,moving,bill,mid,late,week,unanimous,consent,senate,moving,bill,mid,late,week
764.0,apparently,people,work,home,come,office,hey,working,home,apparently,people,work,home,come,office,hey,working
766.0,unbelievable,breaking,department,health,human,experienced,form,attack,night,related
767.0,health,crisis,media,induced,hysteria,look,vigilant,social,medical,fighting,line
770.0,making,people,awaken,inner,guy,bought,math,making,people,awaken,inner,guy,bought,math
772.0,panic
775.0,provide,day,payment,extension,march,provide,day,payment,extension,march
778.0,people,crime,sitting,people,crime,sitting
780.0,president,trump,repeatedly,outbreak,unforeseen,intelligence,community,public,president,trump,repeatedly,outbreak,unforeseen,intelligence
781.0,president,trump,froze,interest,student,loan,debt,midst,china,virus,pandemic,democrat,president,trump,froze,interest,student,loan,debt,midst,china,virus,pandemic,democrat
782.0,corona,corona
783.0,pandemic,mistake,federal,government,unable,respond,pandemic,mistake,federal,government,unable,respond
784.0,feel,hysteria,destabilize,country,destroy,unparalleled,historic,feel,hysteria,destabilize,country,destroy,unparalleled,historic
785.0,tried,hand,washing,tutorial,cherry,think,pay,attention,safe,wash,tried,hand,washing,tutorial,cherry,think,pay,attention,safe,wash
787.0,find,strange,getting,bank,telling,taking,extra,find,strange,getting,bank,telling,taking,extra
789.0,shipment,test,taking,shanghai,best,ame,shipment,test,taking,shanghai,best
793.0,latest,country,close,emergency,march,march,latest,country,close,emergency,march,mar
795.0,landlord,evict,middle,pandemic,repair,landlord,evict,middle,pandemic,repair
800.0,set,look,catastrophe,swine,flu,charge,set,look,catastrophe,swine,flu,charge
805.0,add,list,love
809.0,saw,display,symptom,comparison,flu,cold,good,saw,display,symptom,comparison,flu,cold,good
810.0,regardless,campaign,safe,vote,tomorrow,guidance,regardless,campaign,safe,vote,tomorrow,guidance
811.0,important,summary,thread,lit,lab,closed,yesterday,reading
812.0,testing,school,year,continue,empower,testing,school,year,continue,empower
814.0,hey,site,offering,free
815.0,continuation,student,sure,notify,management,specialist,continuation,student,sure,notify,management
817.0,stocking,item,symbol,price,people,use,stocking,item,symbol,price,people
819.0,watch,watch,global,cascade,watch,watch,global,cascade
