2.0,like,conspiracy,theory,works
109.0,outrageous,message,federal,government,blunt,said,phone,clearly,cease,outrageous,message,federal,government,blunt,said,phone,clearly
110.0,trump,ask,investigate,declined,use,ready,sent,trump,ask,investigate,declined,use,ready,sent,count
113.0,joe,literally,said,hell,veto,outbreak,man,elect,joe,literally,said,hell,veto,outbreak,man,electable
114.0,good,lord,people,kill,older,people,vote,share,grotesque,good,lord,people,kill,older,people,vote,share,grotesque
115.0,days,ago,said,stopped,closed,tonight,case,days,ago,said,stopped,closed,tonight
116.0,goes,nationwide,lock,death,toll,goes,nationwide,lock,death,toll
118.0,chancellor,percent,people,infected,chancellor,percent,people,infected
119.0,trump,going,propose,payroll,tax,cut,help,hourly,deal,pay,smaller,trump,going,propose,payroll,tax,cut,help,hourly,deal,pay
128.0,consider,travel
132.0,aunt,remember
134.0,book,flight,trip,probably,die,book,flight,trip,probably,die
135.0,telegraph,morning,news,briefing,health,minister,interest,cut,tackle,morning,news,briefing,health,minister,interest,cut
136.0,flu,people,wash,regularly,face,flu,people,wash,regularly,face
137.0,corona,student,debt,corona,student,debt
139.0,good,morning,bed,near,window,talk,news
140.0,group,cancer,worked,produce,consistent,advice,group,cancer,worked,produce,consistent,advice
141.0,tory,party,courtesy,ill,sympathy,tory,party,courtesy,ill,sympathy
146.0,sister,draw,work,prevention,protection,disease,nee,sister,draw,work,prevention,protection,disease
147.0,thousand,people,yellow,movement,sam
158.0,giving,sober,magnanimous,speech,right,spiking,football,right,tone,given,giving,sober,magnanimous,speech,right,spiking,football,right,tone,given
159.0,ani,ani
160.0,god,saving,corona,virus,god,saving,corona,virus
165.0,got,stocking,doomsday,shopping,bathing,got,stocking,doomsday,shopping,bathing
167.0,covid
169.0,perfect,billionaire,funded,program,soon,offer,home,testing,new
172.0,history,travel,contracted,disease,department,history,travel,contracted,disease,department
174.0,south,rand,weigh
175.0,joe,literally,said,hell,veto,outbreak,man,elect,joe,literally,said,hell,veto,outbreak,man,electable
176.0,thanks,lots,fun,teaching,week,graduated,symbol
180.0,scare,limit,usage,saliva,shining,ball
181.0,media,bitch,want,failure,leadership,covid,line,nation,media,bitch,want,failure,leadership,covid,line
184.0,think,visit,affected
185.0,according,paper,known,wrapping,padding,material,china
186.0,news,anti,sentiment,epidemic,hit,news,anti,sentiment,epidemic,hit
190.0,spend,week,isolation,watching,classic,doctor,order,healthy,day,ree,spend,week,isolation,watching,classic,doctor,order,healthy,day
193.0,finally,stopped,nose
196.0,today,important,step,response,level,bring,forward,today,important,step,response,level,bring,forward
197.0,people,bathing,literal,cow,try,cure,people,bathing,literal,cow,try,cure
200.0,expert,deeply,irresponsible,expert,deeply,irresponsible
201.0,wife,corona,virus,ride,park,wife,corona,virus,ride,park,quarantine
202.0,single,day,raising,death,toll,latest,single,day,raising,death,toll,latest
204.0,breaking,death,breaking,death
205.0,bank,respond,economic,shock,covid
206.0,warn,people,stop,kissing,crisis,grow,warn,people,stop,kissing,crisis,grow
208.0,alive,god,alive,god
209.0,went,prison,went,prison
214.0,fact,taking,hot,bath,prevent,new,disease,taking,hot,bath,extremely,hot,water,harmful,fact,taking,hot,bath,prevent,new,disease,taking,hot,bath,extremely,hot,water
218.0,information,covid,cancer,information,covid,cancer
223.0,breaking,death,breaking,death
224.0,read,thread,heart,read,thread,heart
225.0,normal,day,rally,test,kit,corona,virus,normal,day,rally,test,kit,corona,virus
227.0,wild,wild
230.0,test,disease,covid,local,university,test,disease,covid,local,university
233.0,opt,washing,stop,large,congregation,help,brit,government,resisting,dramatic,action,science,led,approach
234.0,exclusive,health,minister,exclusive,health,minister
235.0,office,work,home,memo,office,work,home,memo
241.0,cry,think,flu,soon,choice,cry,think,flu,soon,choice
242.0,copy,site,old,corona,dating,china,men
246.0,stupid,question,people,violent,influenza,epidemic,stupid,question,people,violent,influenza
248.0,steel,source,china,daily
251.0,periodic,reminder,tried,silence,intimidate,discovered,covid,likely,periodic,reminder,tried,silence,intimidate,discovered,covid,likely
252.0,chuck,incompetent,handling,corona,virus,singing,chuck,incompetent,handling,corona,virus,sin
253.0,broadway,cautiously,optimistic,attendance,steady,deadline
255.0,hysteria,trump,impeachment,care,hurt,hysteria,trump,impeachment,care,hurt
259.0,hear,big,way,hear,big,way
267.0,time,plan,warning,lack,epidemic
268.0,crap,virus,turning,people,crap,virus,turning,people
271.0,country,job,country,job
272.0,wild,tissue,paper,hand,washing,soap,wild,tissue,paper,hand,washing,soap
273.0,lab,weapon,lab,sold,lab,weapon,lab,sol
278.0,noisy,week,speculation,claim,counter,week,comes,noisy,week,speculation,claim,counter,week
280.0,corona,virus,rise,remember,properly,wash,healthy,public,stay,corona,virus,rise,remember,properly,wash,healthy,public
285.0,corona,stop,world,tour,need,rest,corona,stop,world,tour,need,rest
286.0,convinced,twitter,find,cure,convinced,twitter,find,cure
288.0,afraid,catching,afraid,catching
289.0,shut,case,new,york,trading,floor
290.0,lady,train,pointed,told,start,wearing,corona,virus,daw,lady,train,pointed,told,start,wearing,corona,virus
293.0,china,rescue,government,send,lung,million,face,china,rescue,government,send,lung,million,face
294.0,century,corona,virus,task,force,work,century,corona,virus,task,force,work
295.0,western,media,talk,government,helping,fight,offering,western,media,talk,government,helping,fight,offer
298.0,people,blaming,people,corona,virus,hypocritical,thing,seen,people,blaming,people,corona,virus,hypocritical,thing
303.0,health,system,prepared,needs,fight,health,system,prepared,needs,fight
304.0,country,job,country,job
312.0,ladies,respect,president,today,terrible,mistake,sending,beloved,sol,ladies,respect,president,today,terrible,mistake,sending,beloved
314.0,professor,told,whiff,smoke,professor,grading,professor,told,whiff,smoke,professor,grad
319.0,taps,excuse,racism,taps,excuse,racism
321.0,ago,china,ago,china
322.0,health,minister,positive,news,health,minister,positive,news
323.0,thing,normally,epidemic,hit,worse,hit,come
331.0,yes,people,saying,dangerous,old,people
332.0,new,urgent,closed,new,urgent,closed
334.0,stoned,care,covid
335.0,feel,like,surviving
338.0,clean,disinfect,amid,outbreak,health,fitness,clean,disinfect,amid,outbreak,health,fitness
340.0,totally,incoherent,times,simply,sense,usual,totally,incoherent,times,simply,sense,usual
347.0,idea,split,coverage,idea,split,coverage
348.0,thought,death,china,thought,death,china
349.0,flew,rally,weird,fly,flew,rally,weird,fly
351.0,health,minister,tested,positive
353.0,gender,neutral,emergency,economically,vulnerable,likely,work,gender,neutral,emergency,economically,vulnerable,likely
358.0,bank,slashed,interest,emergency,alleviate,economic,impact,bank,slashed,interest,emergency,alleviate,economic,impact
359.0,trying,shield,demonstrate,handle,debate,trying,shield,demonstrate,handle,debate
366.0,holy,water,mano
369.0,lot,suggestion,cancel,student
372.0,episode,eventuality,episode,eventuality
373.0,russia,snapshot,march,spread,actively,risk,asse
375.0,bank,economic,shock,bank,economic,shock
376.0,absolute,faith,magical,lying,chaos,pixie,dust,headlong,political,absolute,faith,magical,lying,chaos,pixie,dust,headlong
381.0,sending,people,mental,honestly,train,tissue,woman,goes,sending,people,mental,honestly,train,tissue,woman,goes
385.0,certain,people,left,absolutely,vile,shame,empathy,care,fellow,human,certain,people,left,absolutely,vile,shame,empathy,care,fellow,human
387.0,corona,looking,tempting
389.0,demonstrate,removed,new,prime,minister,news,time
390.0,useful,little,gif,key,point,taking,strong,slow,covid,useful,little,gif,key,point,taking,strong,slow,covid
394.0,cancel,link,lots,people,stay,close,small,confined,space
398.0,win,league,title,looking,like,finally,return,win,league,title,looking,like,finally,return
399.0,said,protecting,people,press,conference,trump,said,protecting,people,press,conference,trump
400.0,read,read
401.0,waffle,shutting,officially,crisis,waffle,shutting,officially,crisis
402.0,flu,kitchen,good,try
405.0,independent,half,people,minimal,indicate,half,people,minimal,indicate
408.0,crossed,line,crossed,line
410.0,bali,governor,victim,temp,check,arrival,bali,airport,days,late,bali,governor,victim,temp,check,arrival,bali,airport
414.0,respond,instead,finishing,add,respond,instead,finishing,add
416.0,information,government,follow,link,information,government,follow,link
417.0,commentator,bank,reduction,wake,commentator,bank,reduction,wake
420.0,graphic,proper,attribution,share,far,wide,graphic,proper,attribution,share
421.0,racist,racist
424.0,chop,fluey,like,style
425.0,boss,hostile,statement,welfare,face,sanction,boss,hostile,statement,welfare,face,sanction
427.0,joe,president,response,outbreak,people,joe,president,response,outbreak
428.0,stuff,bet,news,health
430.0,director,briefs,taken,director,briefs,taken
434.0,kind,support
439.0,hear,crisis,dire,hear,crisis,dire
440.0,testing,million,japan,march,testing,million,japan,march
443.0,need,know,found,regularly,need,know,found,regularly
444.0,giving,citizen,sick,leave,help,stop,spread,giving,citizen,sick,leave,help,stop,spread
447.0,wild,year,smoking,alcohol,suicide,wild,year,smoking,alcohol,suicide
448.0,loving,loving
449.0,doctor,told,inch,soft,penis,likely,life,doctor,told,inch,soft,penis,likely,life
451.0,witness,craft,beer,brewer,carried,bank,robbery,detective,identify,line,witness,craft,beer,brewer,carried,bank,robbery,detective,identify
453.0,office,work,home,memo,office,work,home,memo
455.0,whilst,agree,politically,wish,speedy,recovery,whilst,agree,politically,wish,speedy,recovery
456.0,days,progression,follow,days,progression,follow
457.0,holy,premier,league,closed,spread,strongly
458.0,playbook,restaurant,respond,covid,time,trace,doubt,playbook,restaurant,respond,covid,time,trace
461.0,airport,passenger,fallen,million,covid,outbreak,airport,passenger,fallen,million,covid,outbreak
463.0,outbreak,seriously,affecting,movie,industry,outbreak,seriously,affecting,movie,industry
465.0,despite,wealthy,father,public,school,education,qualification,despite,wealthy,father,public,school,education
466.0,day,look,study,impact,virus,course,mass,global,day,look,study,impact,virus,course,mass
467.0,international,conference,got,cancel,problem,travel,insurance,international,conference,got,cancel,problem,travel
468.0,clear,race,nationality,xenophobia,racism,people,safe,clear,race,nationality,xenophobia,racism,people
472.0,case,store,new,employee,leave,policy
476.0,crossed,line,crossed,line
477.0,come,theory,pilot,suffering
480.0,culture,need,update,affected,culture,need,update,affected
481.0,south,innovative,drive,testing,wonder
482.0,ready,abandon,mortal,life,people,care,forward,plague,stricken,ready,abandon,mortal,life,people,care,forward,plague
484.0,bring,bring
486.0,beginning,worry,neglect,final,step,turning,immigrant,detention,beginning,worry,neglect,final,step,turning,immigrant,detention
487.0,want,husband,need,learn,want,husband,need,learn
488.0,elderly,mad,corona,chin,came,poor,said,elderly,mad,corona,chin,came,poor
489.0,book,flight,trip,probably,die,book,flight,trip,probably,die
490.0,finally,starting,struck,south,decided,send,finally,starting,struck,south,decided,send,mask
494.0,military,chlorine,dioxide,kill,like,registered,sanitize,military,chlorine,dioxide,kill,like,registered,sanitize
497.0,people,want,transparency,accountability,virus,visit,beautiful,country
498.0,crossed,line,crossed,line
501.0,good,discussion,prime,minister,appreciation,good,discussion,prime,minister,appreciation
503.0,expert,pure,political,backed,science,data,expert,pure,political,backed,science
505.0,stop,casual,saying,corona,virus,karma,people,stop,casual,saying,corona,virus,karma,people
510.0,corona,virus,end,soon,corona,virus,end,soon
514.0,china,para,ser,con,control,red,social
515.0,smith,culpa,smith,culpa
516.0,plane,left,night,fetch,south,stuck,china,plane,landed,plane,left,night,fetch,south,stuck,china,plane,landed
517.0,disease,specialist,ability,instinct,test,early,told,disease,specialist,ability,instinct,test,early
520.0,tomorrow,covid,response,isolating
521.0,lose,sax,solo,lose,sax,solo
523.0,believe,anon,wear,yellow,tie,press,conference,anybody,remember,believe,anon,wear,yellow,tie,press,conference,anybody
524.0,verbal,diarrhea,gibberish,word,salad,aka
525.0,tinder,try,chatting,people,commitment,story,thrown,question,tinder,try,chatting,people,commitment,story,thrown
526.0,financial,seriousness,provide
528.0,ago,volcano,giving,rise,great,fear,suffering,today,serenity,ago,volcano,giving,rise,great,fear,suffering,today,serenity
529.0,like,going,hit,hard,like,going,hit,hard
530.0,cancellation,classes,postponement,moving,proper,happy,cancellation,classes,postponement,moving,proper,happy
531.0,photograph,collective,exhaustion,fighting,outbreak,photograph,collective,exhaustion,fighting,outbreak
533.0,episode,office,work,home,memo
534.0,hope,corona,student,debt
535.0,got,acting,got,acting
537.0,health,concerned,spread,elderly,health,concerned,spread,elderly
539.0,pour,billion,steel,decade,save
540.0,game,stop,spread,game,stop,spread
542.0,severe,covid,require,stays,quarter,critical,care,severe,covid,require,stays,quarter,critical,care,bed
544.0,nation,effectively,respond,million,lack,health,insurance,nation,effectively,respond,million,lack,health,insurance
545.0,facilitate,social,virtual
548.0,crossed,line,crossed,line
554.0,mortality,flu,spread,mild,vast,majority,stop,panic,respond,systematically,know
556.0,apple,health
558.0,daily,reminder,produce,proper,science,backup,claim,cause,daily,reminder,produce,proper,science,backup,claim
560.0,priority,flatten,curve,curve,point,point,aggressive,priority,flatten,curve,curve,point,point,aggressive
561.0,time,read,informative,cute,comic,explanation,face,know,ideal,time,read,informative,cute,comic,explanation,face,know
562.0,live,bank,base,rate,emergency,fight,economic,impact,virus
564.0,south,smart,drive,testing,administration,south,smart,drive,testing
567.0,rarely,comment,personal,love,dog,media,rarely,comment,personal,love,dog,media
569.0,sure,time,corona,virus,awareness,audio,message,skip,audio,sure,time,corona,virus,awareness,audio,message,skip,audio
572.0,damn,damn
575.0,ugly,whore,corona,virus,sucking,cock,spreading
578.0,day,look,study,impact,virus,course,mass,global,day,look,study,impact,virus,course,mass
580.0,push,peter,rabbit,premiere,august,push,peter,rabbit,premiere,august
581.0,protect,local,host,community,early,march,imperial,col,protect,local,host,community,early,march
582.0,away,real,challenge,labour,budget,day,latest
583.0,join,club,like,great,member,join,club,like,great,member
584.0,health,minister,positive,health,minister,positive
585.0,response,plan,response,plan
588.0,fact,taking,hot,bath,prevent,new,disease,taking,hot,bath,extremely,hot,water,harmful,fact,taking,hot,bath,prevent,new,disease,taking,hot,bath,extremely,hot,water
590.0,inflation,wage,declined,bad,news,somewhat,inflation,wage,declined,bad,news,somewhat
592.0,german,german
594.0,double,days,time
597.0,death,toll,outbreak,increase,death,toll,outbreak,increase
599.0,sorry,virus,scare,form,state,sorry,virus,scare,form,state
602.0,zee,news,petrol,price,reduced,petrol,price,reduced,petrol,price,reduced,zee,news,petrol,price,reduced,petrol,price,reduced,petrol,price,reduced
603.0,office,work,home,memo,office,work,home,memo
604.0,book,flight,trip,probably,die,book,flight,trip,probably,die
606.0,breaking,new,total,number,presumptive,breaking,new,total,number,presumptive
607.0,short,video,world,korona,corona,short,video,world,korona,corona
610.0,classes,think,times,hope,classes,think,times
615.0,test,economic,plan,time,time,rush
616.0,court,appointment,corona,court,appointment,corona
617.0,tested,problem
624.0,actually,starting,feel,like,trying,sure,virus,actually,starting,feel,like,trying,sure,virus
626.0,crossed,line,crossed,line
628.0,tucker,trump,demagogue,correctly,tucker,trump,demagogue,correctly
629.0,bank,unexpected,basis,point,cut,interest,response,bank,unexpected,basis,point,cut,interest,response
631.0,sri,public,support,contain,locally,patient,found,sri,public,support,contain,locally,patient,found
632.0,key,return,work,province
635.0,health,minister,went,near,trouble
637.0,notice,push,peter,rabbit,premiere,august
639.0,little,insane,given,focus,story,completely,news,cycle,assassination,attempt,explosion,apparently,targeted,vehicle,state,media
640.0,singing,breath,wash,singing,breath,wash
641.0,real,big,use,experience,tell,people,saved,real,big,use,experience,tell,people
643.0,involved,epidemic,response,expect,white,house,federal,public,heal,involved,epidemic,response,expect,white,house,federal
644.0,fighting,corona,virus,wow,government,people,like,fighting,corona,virus,wow,government,people
647.0,breaking,bank,cut,interest,emergency,measure,response,economic,breaking,bank,cut,interest,emergency,measure,response
649.0,taking,corona,virus,lightly,alarming,taking,corona,virus,lightly,alarming
651.0,year,old,man,suspected,infected,government,year,old,man,suspected,infected,government
652.0,breaking,visa,exemption,south,hong,breaking,visa,exemption,south,hong,bhut
653.0,interested,spread,wave,return,work,rest,china
654.0,classes,think,times,hope,classes,think,times
655.0,idea,people,hook,night,wake,self,isolate,idea,people,hook,night,wake,self,isolate
656.0,arcade,owner,toilet,roll,hand,grabber,amid,shortage
657.0,alright,officially,gone,far,alright,officially,gone,far
659.0,trump,administration,try,use,stimulus,package,help,leisure,industry,industry,mon,trump,administration,try,use,stimulus,package,help,leisure,industry,industry
664.0,government,advisory,away,china,south,government,advisory,away,china
666.0,crossed,line,crossed,line
669.0,crossed,line,crossed,line
678.0,entire,country,time,festival,entire,country,time,festival
681.0,remember,disinfect,corona,virus,spreading,rapidly,pray,remember,disinfect,corona,virus,spreading,rapidly,pray
682.0,baby,time,shine,baby,time,shine
684.0,care,protect,helpful,care,protect,helpful
687.0,survival,end,low,cash,pull,bunny,survival,end,low,cash,pull
689.0,influenza,year,covid,zero,year,zero,influenza,year,covid,zero,year,zero
690.0,new,total,new,total
696.0,corona,virus,end,soon,amen,corona,virus,end,soon,amen
697.0,crossed,line,crossed,line
700.0,pound,bank,cut,interest,basis,emergency
705.0,open,question,journalistic,grounds,inviting,open,question,journalistic,grounds,inviting
711.0,stagecoach,festival,stagecoach,festival
713.0,media,political,story,stay,accountability,media,political,story,stay,accountability
714.0,death
715.0,days,progression,follow,days,progression,follow
717.0,western,media,talk,government,helping,fight,offering,western,media,talk,government,helping,fight,offer
719.0,fight,corona,corona,fight,corona,corona
720.0,watch,briefing,pence,president,trump,continue,shake,people,watch,briefing,pence,president,trump,continue,shake
723.0,looking,like,frightened,rabbit,caught,looking,like,frightened,rabbit,caught
725.0,doctor,doctor
726.0,realize,wear,day,realize,wear,day
727.0,large,street,south,student,neighborhood,night,reaction,news,large,street,south,student,neighborhood,night,reaction
732.0,need,scream,chance,need,scream,chance
733.0,common,slavery,way,thinking,slavery,way,thinking
740.0,days,epidemic,trajectory,track,epidemic,level,days,epidemic,trajectory,track,epidemic,level
743.0,people,locked,ripe,outbreak,ready
746.0,zee,news,petrol,price,reduced,petrol,price,reduced,petrol,price,reduced,zee,news,petrol,price,reduced,petrol,price,reduced,petrol,price,reduced
747.0,saying,paper,trail,saying,paper,trail
749.0,point,literally,dangerous,mor
751.0,cure,stage,mortality,low,virus,brought,turmoil,discrimination,cure,stage,mortality,low,virus,brought,turmoil
752.0,impact,film,industry,spoke,major,studio,executive,pair,box,office,lear,impact,film,industry,spoke,major,studio,executive,pair,box,office
756.0,left,pocket,self,isolating,avoid,spreading
757.0,corona,virus,black,people,found,immune,god,corona,virus,black,people,found,immune,god,slavery
761.0,death,confirmed,total
764.0,china,return,work
770.0,response,plan,response,plan
771.0,new,total,related,new,total,related
772.0,breaking,health,insurance,agree,waive,white,house,meeting,pro,breaking,health,insurance,agree,waive,white,house,meeting
773.0,drive,test,set,drive,test,set
774.0,government,think,slick,giving,nice,weather,link,crowded,catch,government,think,slick,giving,nice,weather,link,crowded,catch
775.0,taps,excuse,racism,taps,excuse,racism
776.0,self,quarantine,coming,covid,affected
777.0,day,corona,virus,day,corona,virus
778.0,truly,sobering,analysis,vulnerable,owing,combination,high,truly,sobering,analysis,vulnerable,owing,combination,high,number
782.0,response,plan,response,plan
783.0,despite,covid,virus,world,muscular,diplomacy,replace,despite,covid,virus,world,muscular,diplomacy
784.0,idea,people,hook,night,wake,self,isolate,idea,people,hook,night,wake,self,isolate
786.0,breaking,news,south,patient,tested,positive,covid,hospital,breaking,news,south,patient,tested,positive,covid
787.0,response,plan,response,plan
790.0,cent,infected,cent,infected,equate
794.0,wow,said,child,support,hearing,travel,wow,said,child,support,hearing,travel
796.0,corona,virus,black,people,found,immune,god,corona,virus,black,people,found,immune,god,slavery
797.0,breaking,north,work,home,breaking,north,work,home
798.0,imagine,single,scenario,happen,imagine,single,scenario,happen
801.0,corona,virus,kit,game
804.0,minister,porter,prepared,sick,leave,minister,porter,prepared,sick,leave
808.0,hour,change,hey,professor,respect,map,resource,world
809.0,keeping,close,eye,right
810.0,corona
811.0,chuck,watched,organized,comprehensive,federal,response,chuck,watched,organized,comprehensive,federal,response
812.0,corona,virus,end,soon,amen,corona,virus,end,soon,amen
813.0,play,politics,cost,left,right,play,politics,cost,left,right
818.0,health,minister,currently,sick,leave,taxpayer,funded,salary,health,minister,currently,sick,leave,taxpayer,funded,salary
819.0,grew,listening,immune,grew,listening,immune
820.0,protecting,everybody,like
823.0,said,feeling,current,covid,situation,hard,hard,feeling,powerless,actually,said,feeling,current,covid,situation,hard,hard,feeling,powerless
826.0,suspend,mortgage,amid,outbreak,news,suspend,mortgage,amid,outbreak,news
827.0,thanks,useful,resource,collection,help
828.0,astonishing,people,time,attack,disagree,astonishing,people,time,attack,disagree
829.0,breaking,health,minister,positive,breaking,health,minister,positive
831.0,twitter,sop,covid,routinely,lots,twitter,sop,covid,routinely
833.0,opening,platform,support,digital,transformation,service,china,opening,platform,support,digital,transformation,service,chi
834.0,know,fault,fault,use,test,like,know,fault,fault,use,test,like
836.0,country,job,country,job
839.0,response,plan,response,plan
840.0,thought,death,china
841.0,know,massive,problem,football,sitting,thinking,know,massive,problem,football,sitting,thinking
842.0,black,picture,people,brought,black,picture,people,brought
844.0,breaking,quarantine,father,daughter,dance,epitome,private,school,culture,breaking,quarantine,father,daughter,dance,epitome,private,school,culture
848.0,fighting,corona,virus,wow,government,people,like,fighting,corona,virus,wow,government,people
849.0,watching,video,food,world,saya,baru,yang,dari,watching,video,food,world,saya,baru,yang
850.0,total,number,confirmed,total,number,confirmed
851.0,better,control,june,cause,need,florence
853.0,warren,told,private,release,warren,told,private,release
855.0,health,service,enormous,pressure,interviewer,politician,hear,health,service,enormous,pressure,interviewer,politician
856.0,nurse,works,vulnerable,tested,tested,nurse,works,vulnerable,tested,tested
858.0,doctor,gave,original,whistle,got
859.0,key,yesterday,key,yesterday
862.0,corona,pandemic,stock,misguided,environmentalism,politics,yes,uplifting,news
866.0,media,political,story,stay,accountability,media,political,story,stay,accountability
870.0,people,infected,outbreak,linked,people,infected,outbreak,linked
871.0,federal,government,nationwide,testing,state,state,federal,government,nationwide,testing,state,state
872.0,tested,positive,corona,virus,work,airport,tested,positive,corona,virus,work,airport
873.0,monitor,implement,advice,outbreak,ahead,match,monitor,implement,advice,outbreak,ahead
875.0,drop,politics,economics,ego,listen,people,spend,like
876.0,government,worst,government,worst
880.0,going,sound,mad,week,consider,making,weekly,family,going,sound,mad,week,consider,making,weekly,fam
881.0,crossed,line,crossed,line
882.0,tested,positive,returned,wife,child,friend,tested,positive,returned,wife,child,friend
883.0,health,minister,positive
885.0,doctor,report,doctor,report
887.0,powerful,warning,letter,warning,come,capture,powerful,warning,letter,warning,come
888.0,feel,like,everybody,dirty
889.0,man,man
890.0,people,blaming,people,corona,virus,hypocritical,thing,seen,people,blaming,people,corona,virus,hypocritical,thing
891.0,cure
893.0,public,days
895.0,breaking,michigan,state,emergency,breaking,michigan,state,emergency
896.0,danger,growing,exponentially,fine
899.0,forgive,league,owner,intended,spread
901.0,share,news,read,share,information,stay,safe
905.0,baby,time,shine,baby,time,shine
906.0,stay,want
907.0,panic,actually,spread,faster,panic,actually,spread,faster
909.0,book,flight,trip,probably,die,book,flight,trip,probably,die
910.0,low,key,low,key
912.0,keeping,safe,help,attract,keeping,safe,help,attract
916.0,maybe,shift,investment,like,medical,antibacterial
917.0,corona,virus,rising,reluctantly,travel,til,corona,virus,rising,reluctantly,travel,pro
918.0,sending,people,mental,honestly,train,tissue,woman,goes,sending,people,mental,honestly,train,tissue,woman,goes
919.0,digital
922.0,protect,wash,use,soap,water,protect,wash,use,soap,water
923.0,genuinely,ready,confront,challenge,week,time,ask,genuinely,ready,confront,challenge,week,time,ask
925.0,covid,thread,look,covid,look,traditional,bush,medicine
926.0,health,minister,tested,positive,self,isolating,health,minister,tested,positive,self,isolating
927.0,monitor,implement,advice,outbreak,ahead,match,monitor,implement,advice,outbreak,ahead
928.0,health,minister,confirmed,late,tested,positive,health,minister,confirmed,late,tested,positive
929.0,map,matter,time,sorry,know,map,matter,time,sorry,know
930.0,turn,hyper,political,internationally,government,starting,claim,turn,hyper,political,internationally,government,starting,claim,create
933.0,typical,allergy,cold,flu,associated,typical,allergy,cold,flu,associated
935.0,breaking,visa,exemption,south,hong,breaking,visa,exemption,south,hong,bhut
939.0,joe,literally,said,hell,veto,outbreak,man,elect,joe,literally,said,hell,veto,outbreak,man,electable
940.0,china,china
941.0,disease,specialist,ability,instinct,test,early,told,disease,specialist,ability,instinct,test,early
950.0,pension,reportedly,cash,pension,reportedly,cash
951.0,dealing,viral,outbreak,epidemic,dealing,viral,outbreak,epidemic
953.0,longer,self,quarantine,exposed,virus,going,longer,self,quarantine,exposed,virus
954.0,stop,laughing,stop,laughing
956.0,straw,corona,virus,straw,corona,virus
957.0,alright,officially,gone,far,alright,officially,gone,far
960.0,clear,race,nationality,xenophobia,racism,people,safe,clear,race,nationality,xenophobia,racism,people
961.0,classes,think,times,hope,classes,think,times
962.0,new,source,close,task,force,said,continued,hand,shaking,worried,federal,health,new,source,close,task,force,said,continued,hand,shaking,worried,federal,health
963.0,powerful,interview,joe,rogan,internationally,expert,infectious,disease,powerful,interview,joe,rogan,internationally,expert,infectious,disease
965.0,today,land,health,minister,whilst,act,making,today,land,health,minister,whilst,act,making
966.0,book,flight,trip,probably,die,book,flight,trip,probably,die
967.0,traffic,going,roof,exchange,point,traffic,going,roof,exchange,point
972.0,bad,advice,true,nasopharyngeal,oropharyngeal
973.0,death,toll,health,chief,covid,infect
974.0,intuitive,use,communication,entertainment,therapy,self,isolation,likely,looking,use,help,people
976.0,think,trump,better,covid,starting
977.0,sanctuary,rang,dinner,bell,expect,coming,dinner
978.0,breaking,health,minister,positive,breaking,health,minister,positive
979.0,free,built,different,free,built,different
980.0,think,kill,think,kill
