2.0,expert,wave,china
144.0,doctor,ready,able,save,life,want,safe,stay,home,doctor,ready,able,save,life,want,safe,stay,home
145.0,confirm,rescue,package,confirm,rescue,package
147.0,great,public,save,stay,home,home,today,short,note,thank,love,felt,strongly
148.0,health,care,world,exhausted,hard,days,treating,covid,health,care,world,exhausted,hard,days,treating,covid
149.0,start,new,campaign,trump
150.0,everybody,away,everybody,away
152.0,presser,prepared,beginning,outbreak,virus,trump,beginning,presser,prepared,beginning,outbreak,virus,trump,beginning
153.0,slow,spread,making,conscious,effort,physical,distance
154.0,para,hay,con,para,hay,con
155.0,look,weekend,candidate,away,shoehorn,look,weekend,candidate,away,shoehorn
158.0,stay,safe,stay,home,social,wash,use,mask,mask,stay,safe,stay,home,social,wash,use,mask
159.0,public
160.0,great,early,result,drug,start,tomorrow,new,york,great,early,result,drug,start,tomorrow,new,york
161.0,disaster,feminism
162.0,closed,outbreak,sure,unsold,bread,waste,sending,closed,outbreak,sure,unsold,bread,waste
163.0,covid,covid
165.0,remain,vigilant,confirm,remain,vigilant,confirm
166.0,holding,relief,hostage,unprecedented,collective,holding,relief,hostage,unprecedented,collective
167.0,helpful,video,care,banking,branch,check
169.0,psychology,response,pandemic,right,psychology,response,pandemic,right
170.0,confirm,rescue,package,confirm,rescue,package
172.0,new,past,fall,yesterday,crucially,rise,new,new,past,fall,yesterday,crucially,rise
173.0,best,example,social,like,best,example,social,like
174.0,oil,brace,hellish,outbreak,remote
175.0,corona,virus,spreading,alarming,rate,act,responsibly,use,soap,corona,virus,spreading,alarming,rate,act,responsibly,use
177.0,police,promise,enforce,pub,pandemic,find,police,promise,enforce,pub,pandemic,find
180.0,dear,join,instead,dear,join,instead
181.0,hopelessly,depth,needs,tonight,tell,hopelessly,depth,needs,tonight,tell
185.0,collins,popular,senator,disgrace,delay,day,collins,popular,senator,disgrace,delay,day
186.0,campaign,people,work,tackle,social,injustice,face,campaign,people,work,tackle,social,injustice,face
187.0,virus,tremendous,opportunity,holding,entire,country,hostage,achieve,fringe,virus,tremendous,opportunity,holding,entire,country,hostage,achieve
190.0,literally,posted,video,twitter,saying,covid,people,revealed,literally,posted,video,twitter,saying,covid,people,reveal
191.0,team,free,learning,staff,inde
192.0,breaking,new,covid,total,breaking,new,covid,total
193.0,crazy,know,false,russia,know,crazy,know,false,russia,know
194.0,possible,acknowledge,role,stifling,early,worsening,crisis,possible,acknowledge,role,stifling,early,worsening
195.0,hey,want,read,non,corona,virus,news,thread,history,feature
196.0,brother,donated,welfare,survival,mem,brother,donated,welfare,survival
198.0,big,politics,murphy,way
199.0,corona,international,airport,perfect,social,corona,international,airport,perfect,social
200.0,people,sick,president,trump,trying,save,holding,bill,people,sick,president,trump,trying,save,holding
203.0,spin,globe,sir,spin,globe,sir
205.0,wearing,creator,rocky,talking,live,thing
206.0,nerve,blaming,blocking,bill,supporting,trump,taking,sur,nerve,blaming,blocking,bill,supporting,trump,taking
207.0,area,food,curry,chow,mein,china,coffee
208.0,great,early,result,drug,start,tomorrow,new,york,great,early,result,drug,start,tomorrow,new,york
210.0,going,rest,going,rest
211.0,like,home,social,try,lessen,impact,covid,want,like,home,social,try,lessen,impact,covid,want
212.0,need,turn,save,money,need,turn,save,money
213.0,celebrate,demonetization,celebrate,celebrate,problem,celebrate,demonetization,celebrate,celebrate,problem
214.0,recent,resident,hong,kind,watching,media,praise,government,response,corona,recent,resident,hong,kind,watching,media,praise,government,response
215.0,case,soldier,case,case,soldier,case
216.0,cobra,haya,brother,currently,boarding,bus,catch
217.0,covid,testing,available,today,provided,offering,testing,highest,risk,covid,testing,available,today,provided,offering,testing,highest,risk
218.0,brought,week,ago,helping,brought,week,ago,helping
219.0,manage,practice,social,observe,proper,cleanliness,infected,manage,practice,social,observe,proper,cleanliness,infected
221.0,state,isolation,state,isolation
223.0,quarantine,outside,strict,allow,walk
226.0,great,early,result,drug,start,tomorrow,new,york,great,early,result,drug,start,tomorrow,new,york
227.0,housing,evacuate,rented,apartment,came,saying,housing,evacuate,rented,apartment,came
231.0,scientific,power,answer,necessary,resort,spiritual,power,scientific,power,answer,necessary,resort,spiritual,power
234.0,collins,popular,senator,disgrace,delay,day,collins,popular,senator,disgrace,delay,day
235.0,sitting,home,eating,free,fish,sent,tell,human,sitting,home,eating,free,fish,sent,tell,human
236.0,turkey,people,leave,food,road,poor,needy,earn,turkey,people,leave,food,road,poor,needy,earn
237.0,know,people,going,acting,like,covid,big,deal,nurse,know,people,going,acting,like,covid,big,deal,nurse
238.0,seeing,safe,smart,entire,world,seriously
239.0,open,related,argument,vote,remotely,open,related,argument,vote,remotely
241.0,experience,line,treatment,covid,use,save,experience,line,treatment,covid,use
242.0,like,nancy,politics,people,impacted,pand,like,nancy,politics,people,impacted
245.0,joe,official,response,screwed,immediately,guess,joe,wha,joe,official,response,screwed,immediately,guess,joe,know
247.0,look,address,likelihood,random,natural,presence
248.0,said,million,number,said,million,numb
249.0,reason,thrive,watch,new,video,stay,safe,reason,thrive,watch,new,video,stay,safe
250.0,country
253.0,questionable,stock,selling,related,early,questionable,stock,selling,related,early
254.0,stay,home,avoid,public,stay,home,avoid,public
255.0,nice,know,testing,congress,getting,model,rea,nice,know,testing,congress,getting,model
258.0,possible,acknowledge,role,stifling,early,worsening,crisis,possible,acknowledge,role,stifling,early,worsening
259.0,wondering,oppose,secret,half,trillion,corporate,slush,fund,tha,wondering,oppose,secret,half,trillion,corporate
260.0,appropriate,infected,segregation
262.0,roof,food,provided,grateful,roof,food,provided,grateful
265.0,social,socially,social,socially
266.0,thank,coach,skip,helmet,beauty,wait,till,hope,bear,land,stay,home,stay,safe,school,work,workout,watch,film,kind
268.0,read,upset,tonight,remember,picture,closed,sen,read,upset,tonight,remember,picture
269.0,week,day,work,bit,boring,want
271.0,fact,covid,crisis,financial,public,policy,self,congress,fact,covid,crisis,financial,public,policy,self
272.0,great,equalizer,rich,poor,odd,new,bathtub,video,watch
273.0,billion,curfew,response,billion,curfew,response
274.0,chamber,commerce,major,administration,act,chamber,commerce,major,administration
275.0,imagine,touch,tap,wash,time,pandemic,corona,virus,imagine,touch,tap,wash,time,pandemic,corona,virus
276.0,concerned,paying,tax,concerned,paying,tax
277.0,translation,want,government,treat,like,force,stay,home,maybe,people
278.0,federal,stockpile,federal,stockpile
280.0,peter,intellectual,justification,fiscal,response,potentially,bigg,peter,intellectual,justification,fiscal,response
281.0,power,fuel,emission,wind,solar,industry,power,fuel,emission,wind,solar,industry
284.0,breaking,new,new,raising,total,dead,breaking,new,new,raising,total,dead
285.0,predictable,headline,day,goes,predictable,headline,day,goes
286.0,silver,result,stupidity,incompetence,lack,close,mor,silver,result,stupidity,incompetence,lack,close
294.0,goalkeeper,child,self,isolation,trying,training,came,goalkeeper,child,self,isolation,trying,training
295.0,asymptomatic,senator,able,obtain,corona,virus,test,took,tested,positive,asymptomatic,senator,able,obtain,corona,virus,test,took,tested,positive
296.0,voice,fake,news,voice,fake,news
297.0,home,stay,home,said,going,sure,home,stay,home,said,going,sure
299.0,pandemic,seriously,stay,home,care,family,pandemic,seriously,stay,home,care,family
301.0,democrat,majority,whip,virus,stimulus,bill,tremendous,opportunity,democrat,majority,whip,virus,stimulus,bill,tremendous,opportunity
302.0,couple,came,couple,came
303.0,brave,outbreak,deliver,goods,stop,world
306.0,news,tube,furious,crowded
308.0,need,protection,sick,citizenship,status,essential,need,protection,sick,citizenship,status
310.0,extensively,worked,structure,appropriate,responsive,emergency,related,cash,extensively,worked,structure,appropriate,responsive,emergency,related,cash
314.0,great,early,result,drug,start,tomorrow,new,york,great,early,result,drug,start,tomorrow,new,york
315.0,covid,better,hear,trash,low,end,people,grocery,store,dollar,covid,better,hear,trash,low,end,people,grocery,store
316.0,booze,use,irony,corona,going
319.0,report,racist,encouraging,spread,report,racist,encouraging,spread
321.0,remember,let,virus,destroy
322.0,swallow,altitude,view,pic
323.0,going,happen,lot,future,sadly,going,happen,lot,future,sadly
324.0,find,lover,like,people,herpes,find,lover,like,people,herpes
326.0,good,news,good,news
329.0,covid,stop,falsehood,son,tested,negative,aide
330.0,football,fan,worry,league,suspended,bigger,life,worry
332.0,blocking,couple,child,billion,blocking,couple,child,billion
334.0,pain,suffering,opportunity,grab,bag,abortion,climate,change,pain,suffering,opportunity,grab,bag,abortion,climate,change
335.0,need,billion,slush,fund,compete,big,busine,need,billion,slush,fund,compete,big
336.0,sense,breaking,news,joe,came,virus,stop,wat
337.0,pass,average,person,pass,pass,pass,average,person,pass
338.0,risk,high,responsibility,safe,ways,risk,high,responsibility,safe,ways
339.0,second,time,nancy,trying,sick,abortion,agenda,combat,second,time,nancy,trying,sick,abortion,agenda,combat
340.0,monkey,dark,skinned,monkey,dark,skinned
341.0,way,identify,virus,test,test,test,request,covid,test,free,way,identify,virus,test,test,test,request,covid,test,free
343.0,predictable,headline,day,goes,predictable,headline,day,goes
344.0,hell,corona,governor,like,mayor,definitely
346.0,wow,knew,coming,demanding,fuel,wind,solar,tax,wow,knew,coming,demanding,fuel,wind,solar,tax
347.0,professor,confident,zoom,rest,classes,today,watched,professor,confident,zoom,rest,classes,today,watched
348.0,wonder,voting,future
350.0,hell,accomplish,problem,social,gathering,alcohol,drinking,hell,accomplish,problem,social,gathering,alcohol,drinking
352.0,new,york,social,weekend,new,york,social,weekend
354.0,video,hospital,watch,watch,volume,cancel,brunch,postpone,video,hospital,watch,watch,volume,cancel,brunch,postpone
355.0,went,country,ago,nearly,yesterday,new,rising,went,country,ago,nearly,yesterday,new
358.0,dad,days,ago,hospital,restricted,order,contain,dad,days,ago,hospital,restricted,order
359.0,political,set,start,measure,combat
360.0,understand,pack,sizes,understand,pack,sizes
361.0,panic,buy,food,disintegrate
362.0,government,set,rent,bank,pay,directly,small,covid,pandemic,sign,government,set,rent,bank,pay,directly,small,covid,pandemic
363.0,terrible,federal,stockpile,terrible,federal,stockpile
366.0,need,assistance,medical,employment,pandemic,need,assistance,medical,employment,pandemic
367.0,sadly,story,remotely,surprise,suspected,terrible,human,tragedy,sadly,story,remotely,surprise,suspected,terrible,human
370.0,parking,update,require,parking,campus,parking,parking,update,require,parking,campus,parkin
371.0,believe,federal,needs,fully,right,time,believe,federal,needs,fully,right,time
372.0,worst,hit,south,morocco,worst,hit,south,moro
373.0,pandemic,continue,reach,low,income,world,pandemic,continue,reach,low,income,world
374.0,cut,week,pay,check,global,health,pand,cut,week,pay,check,global
375.0,beginning,pandemic,astonishing,behavior,press,beginning,pandemic,astonishing,behavior,press
377.0,suspend,rent,mortgage,country,abandon,people,suspend,rent,mortgage,country,abandon
379.0,government,trying,contain,going,outside,government,trying,contain,going,outside
380.0,communique,today,march,media,live,today,unveiling,voluntary,community,communique,today,march,media,live,today,unveiling,voluntary
382.0,senate,proposal,aid,relief,economic,security,act,cash,assistance,han,senate,proposal,aid,relief,economic,security,act,cash,assistance
385.0,big,breaking,announce,complete,entire,covering,ann,big,breaking,announce,complete,entire,covering
386.0,world,lock,dow,world
387.0,sturgeon,closure,week,extended,guidance,sturgeon,closure,week,extended,guidance
388.0,state,baseless,man,serving
389.0,wow,tory,double,people,consider,low,skilled,actually,pretty,crucial,smooth,wow,tory,double,people,consider,low,skilled,actually,pretty,crucial
391.0,spread,spread
392.0,honestly,leaving,honestly,people,honestly,leaving,honestly
394.0,papa,papa
395.0,huge,big,mac,police,shut,huge,big,mac,police,shut
396.0,telling,stay,home,non,essential,stay
399.0,society,play,society,play
400.0,need,availability,abortion,need,availability,abortion
402.0,sale,hospital,general,sale,hospital,general
404.0,reason,people,think,social,big,reason,people,think,social
406.0,sen,come,pandemic,partisanship,unfortunately,sen,come,pandemic,partisanship
407.0,day,day
408.0,professor,confident,zoom,rest,classes,today,watched,professor,confident,zoom,rest,classes,today,watched
409.0,thanks,campus,safety,article,use,mass,notification,tool
411.0,disgraceful,reply,urgent,question,disgraceful,reply,urgent,question
412.0,nar,early,days,defensive,cover,censorship,propaganda,offensive,early,days,defensive,cover,censorship
414.0,tell,burr,insider,epidemic,enrich,tell,burr,insider,epidemic,enrich
415.0,covid,spring,stack,pretty,good,thing,crazy,times,stack
416.0,bill,risk,limiting
417.0,sant,stop,corona,epidemic,sant,stop,corona,epidemic
418.0,bad,news,house,commons,speaker,hoyle,alcohol,parliament,bad,news,house,commons,speaker,hoyle,alcohol,parliament
419.0,fact,virus,came,china,racist
422.0,great,truth,pandemic,great,truth,pandemic
423.0,wrong,wow,knew,coming,demanding,fuel,wind,solar,tax
426.0,suspend,rent,mortgage,country,abandon,people,suspend,rent,mortgage,country,abandon
428.0,need,donated,funds,equip,second,harvest,purchase,food,meet,need,need,donated,funds,equip,second,harvest,purchase,food,meet,need
429.0,suspend,rent,mortgage,country,abandon,people,suspend,rent,mortgage,country,abandon
430.0,battle,public,health,crisis,ensure,trump,trying,battle,public,health,crisis,ensure,trump
431.0,usual,deplorable,hateful,angry,woman,stopping,man,right,thing,particular,time,history,little,social
432.0,rightly,concerned,global,pandemic,remember,anti,pogrom,rightly,concerned,global,pandemic,remember,anti
433.0,market,federal,govern
434.0,way,save,family,stay,home,way,save,family,stay,home
436.0,great,news,work,weekend,great,news,work,weekend
437.0,super,funny,joke,incredible,super,funny,joke,incredible
438.0,viral,south,fish,chips,following,south,model,fight,talk
440.0,scum,earth,trying,overturn,people,trying,topple,president,thing
441.0,withhold,financial,aid,stock,market,crash,spread,family,withhold,financial,aid,stock,market,crash,spread,family
442.0,breaking,bail,court,march,breaking,bail,court,march
445.0,holocaust,new,york,times,propaganda,operation,radical,holocaust,new,york,times,propaganda,operation,radical
447.0,night,block,pay,fighting,corona,night,block,pay,fighting,cor
450.0,minute,monumental,save,saw,interesting,video,social,media,minute,monumental,save,saw,interesting,video,social,media
451.0,let,job,sent,home,pay,covid,list,let,job,sent,home,pay,covid,list
452.0,apparently,people,aware,stay,home,covid,concern,economy,survive,apparently,people,aware,stay,home,covid,concern,economy,survive
453.0,posted,night,honestly,bring,twitter,lot,posted,night,honestly,bring,twitter,lot
455.0,spit,fear,safety,new,york,times,spit,fear,safety,new,york,times
456.0,world,bleeding,dying,like,situation,getting,dire,day,look,creator,almighty
457.0,trump,interest,scaling,social,health,growing,trump,interest,scaling,social,health
459.0,watch,stay,home
460.0,sad,people,dying,family,seriously,sad,people,dying,family,seriously
461.0,ongoing,pandemic,cause,taking,new,luckily,ready,waiting
462.0,voting,accessible,ballot,mailed,voter,postage,voting,accessible,ballot,mailed,voter,postage
463.0,age,exclusive,covid,split,impact,retail,performance
464.0,invasive,covid,test,excuse,multiple,vagina,invasive,covid,test,excuse,multiple
466.0,evil,ignorant,white,amid
467.0,going,animated,holding,trillion,dollar,stimulus,pac,going,animated,holding,trillion,dollar
468.0,emergency,tweet,man,tested,positive,self,quarantine,went,said,emergency,tweet,man,tested,positive,self,quarantine,went
469.0,democrat,majority,whip,virus,stimulus,bill,tremendous,opportunity,democrat,majority,whip,virus,stimulus,bill,tremendous,opportunity
471.0,german,army,asylum,center,quarantine,set,waved,flag,threw,german,army,asylum,center,quarantine,set,waved,flag
473.0,easy,task,based,pitching,increase,share,medical,easy,task,based,pitching,increase,share
475.0,trump,lied,justify,ford,making,company,currently,trump,lied,justify,ford,making,company
476.0,need,fast,track,research,drug,need,fast,track,research,drug
478.0,banner,pic,need,reinforce,message,drop,banner,pic,need,reinforce,message,drop
480.0,hearing,dairy,donated,food,amid,hearing,dairy,donated,food
482.0,dey,read,shouting,chose,drag,dey,read,shouting,chose,drag
486.0,uncle,people,dead,protest,son,people,dead,corona,proof,uncle,people,dead,protest,son,people,dead,corona,proof
488.0,hey,mouse,persuasive,thought,appropriate,national,hey,mouse,persuasive,thought,appropriate,national
489.0,spread,help,related,testing,cleanliness,direct,message,open
490.0,new,twitter,rampant,government,notably,spokesman,new,twitter,rampant,government,notably,spoke
491.0,grateful,donated,crore,today,raj,covid,appeal,grateful,donated,crore,today,raj,covid,appeal
492.0,governor,henry,state,public,health,media,briefing,update,public,governor,henry,state,public,health,media,briefing,update,public
493.0,maybe,bending,curve,new,days,new,march,maybe,bending,curve,new,days,new,march
494.0,covid,forced,social,plan,enjoy,period,covid,forced,social,plan,enjoy,period
496.0,establishment,devastating,effect,true,establishment,devastating,effect,true
497.0,live,world,beg,public,stay,home,fight,aid
498.0,best,exemplify,pandemic,senator,husband,sick,virus,best,exemplify,pandemic,senator,husband,sick,virus
500.0,michigan,stay,home,order,wonderful,mean,possibly,michigan,stay,home,order,wonderful,mean
501.0,telephonic,conversation,pir,shah,pir,pir,shah,sain,telephonic,conversation,pir,shah,pir,pir,shah,sain,con
502.0,bad,news,house,commons,speaker,hoyle,alcohol,parliament,bad,news,house,commons,speaker,hoyle,alcohol,parliament
504.0,wearing,actually,protect,covid,wearing,actually,protect,covid
505.0,stay,safe,stay,home,social,wash,use,mask,mask,stay,safe,stay,home,social,wash,use,mask
506.0,purify,air,home,help,stay,healthy,purify,air,home,help,stay,healthy
507.0,number,registered,covid,time,single,digit,death,number,registered,covid,time,single,digit
509.0,important,senator,tell,need,secure,important,senator,tell,need,secure
512.0,crown,prince,social,media,urging,people,amid,outbreak
514.0,non,covid
515.0,lot,unfounded,nationwide,lock,spread,stuff,lot,unfounded,nationwide,lock,spread,stuff
516.0,opinion,spread,chicken,consumption,virus,biological,weapon,hot,wat,opinion,spread,chicken,consumption,virus,biological,weapon,hot
520.0,update,situation,government,taking,necessary,update,situation,government,taking
523.0,sorry,people,fast,food,grocery,store,considered,essential,sorry,people,fast,food,grocery,store,considered,essential
526.0,took,twitter,account,video,sweet,vendor,boy,took,twitter,account,video,sweet
527.0,useful,summary,current,best,thinking,public,health,need,approach,fight,useful,summary,current,best,thinking,public,health,need,approach,fig
528.0,true,unmasked,medical,staff,countless,fighting,sacrificing,true,unmasked,medical,staff,countless,fighting,sacrificing
530.0,radio,making,good,money,china,virus,people,forced,stay,inside,swallow
531.0,support,fight,covid,century,support,fight,covid,cent
535.0,ban,delivery
536.0,consumer,hoarding,panic,great,compulsion,right,understandable,consumer,hoarding,panic,great,compulsion,right
537.0,essential,include,limited,grocery,gas,essential,include,limited,grocery,gas,police
538.0,number,increase,new,number,decrease,stay,home,number,increase,new,number,decrease,stay,home
539.0,corona,corona
542.0,corona,virus,pass,mid,speaking,existence,corona,virus,pass,mid,speaking,existence
543.0,begin,tomorrow,till,march,restriction,public,transport,unnecessary,begin,tomorrow,till,march,restriction,public,transport
544.0,reading,republican,bill,think,important,people,corporate,wrong,reading,republican,bill,think,important,people,corporate
545.0,rapidly,capacity,support,test,affected,covid
547.0,new,reporter,new,world,order,linking,right,plain,sight,new,reporter,new,world,order,linking,right,plain,sight
550.0,support,fight,covid,century,support,fight,covid,cent
552.0,guardian,know,health,editor,key,know,health,editor
554.0,dad,days,ago,hospital,restricted,order,contain,dad,days,ago,hospital,restricted,order
556.0,told,mum,think,corona,breast
557.0,use,emergency,funnel,money
560.0,follow,risk,stay,home,protect,follow,risk,stay,home,protect
563.0,shelter,place,risk,abuse,elevated,use,fear,uncertainty,covid
565.0,crocodile,fought,hard,strip,pandemic,prep,drive,lack,crocodile,fought,hard,strip,pandemic,prep
568.0,hey,know,covid,bill,nonprofit,home,community,based,disability,community,base,hey,know,covid,bill,nonprofit,home,community,based,disability
569.0,blueprint,police,state,triggered,pandemic,exposed,blueprint,police,state,triggered,pandemic,exposed
570.0,nation,morocco,nation,morocco
571.0,russia,sending,protective,gear,medical,equipment,help,combat,russia,sending,protective,gear,medical,equipment,help,combat
572.0,corona,virus,flow,people,dumb
573.0,shall,overcome,stay,home
579.0,crocodile,fought,hard,strip,pandemic,prep,drive,lack,crocodile,fought,hard,strip,pandemic,prep
580.0,intellectual,midget
581.0,social,untouchability,social,untouchability
583.0,army,officer,standing,giant,white,rabbit,enclave,linked,army,officer,standing,giant,white,rabbit,enclave,link
586.0,stupid,increase,number,covid,mortality,rate,population,number
587.0,protect,truth,protect,truth
589.0,covid,testing,age,restriction,test,north,criteria,testing,covid,testing,age,restriction,test,north,criteria,testing
590.0,read,interview,read,interview
591.0,need,right,night,ran,workshop,marketing,class,hong
593.0,covid,situation,report,march,remain,completely,situation
594.0,according,terrible
595.0,china,legislation,new,national,security,law,suppress,today,pro,china,legislation,new,national,security,law,suppress
596.0,thing,specially,media,importance,social,thing,specially,media,importance,social
597.0,protect,getting,sick,wash,sneezing,sick,protect,getting,sick,wash,sneezing
598.0,breaking,new,new,raising,total,dead,breaking,new,new,raising,total,dead
599.0,dear,media,need,interview,corona,virus,invite,need,interview,home,dear,media,need,interview,corona,virus,invite,need,interview
600.0,spent,past,screening,treating,corona,virus,knew,spent,past,screening,treating,corona,virus
602.0,prepared,use,army,police,contact,tracing,prepared,use,army,police,contact,tracing
605.0,watch,false,covid
607.0,know,export,sugar,life,expectancy,know,export,sugar,life,expectancy,cub
610.0,thought,damage,morale,staff,better,think,glad,thought,damage,morale,staff,better,think
612.0,relief,bill,ago,delight,surprise,great,deal,relief,bill,ago,delight,surprise,great,deal
613.0,pregnant,new,born,pandemic,attack,pregnant,new,born,pandemic,attack
614.0,wow,special,kind,stand,senate,accuse,standing,wow,special,kind,stand,senate,accuse
617.0,trick,trick
618.0,grandmother,age,woman,recover,grandmother,age,woman,recover
620.0,confirmed,covid,especially,south,sent,got,days,left,confirmed,covid,especially,south,sent,got,days
622.0,wake,outbreak,like,bit,safety,wish,donation,wake,outbreak,like,bit,safety,wish,donation
623.0,religious,group,claim,god,immune,religious,group,claim,god,immune
626.0,way,stop,year,winning,national,championship,global,pandemic,happening
