3.0,book,book
55.0,small,account,voice,trillion,pandemic,small,account,voice,trillion,pandemic
56.0,like,inform,covid,tested,like,inform,covid,tested
59.0,looking,ways,learn,new,check,adolescent,kit,expression,looking,ways,learn,new,check,adolescent,kit,expression,inn
60.0,state,deficit,million,million,triggered,covid,crisis
64.0,bunch,individual,nursing,home,facility,approach,meet,bunch,individual,nursing,home,facility,approach,meet
66.0,graham,senate,holding,investigation,russia,graham,senate,holding,investigation
67.0,social,dead,virtue,defend,country,social,dead,virtue,defend
68.0,covid,bush,new,suspect,covid,bush,new,suspect
71.0,trump,correct,use,tear,gas,according,tear,gas,trump,correct,use,tear,gas,according,tea
72.0,yesterday,covid,disproportionately,affecting,people,color,racism,today,supposed,systemic,ame,yesterday,covid,disproportionately,affecting,people,color,racism,today,supposed
73.0,racism,strong
74.0,tell,man,tell,man
75.0,excellent,bleak,portrait,war,deal,excellent,bleak,portrait,war,deal
76.0,covid,business,secretary,face,times,handkerchief,struggle
77.0,fresh,highest,single,day,spike,tally,death,toll
78.0,black,people,pandemic,pandemic,comes,police,brutality,black,people,pandemic,pandemic,comes,police,brutality
79.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
81.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
82.0,large,dense,risk,large,dense,risk
83.0,license,plate,license,plate
85.0,goes,repulsive,mouth,substance,comes,complete,lying,confirmed,tear,gas,peaceful
87.0,wrong,breaking,new,past,entire
88.0,broke,quarantine,musty,gone,week,broke,quarantine,musty,gone,week,sin
90.0,union,protest,administrative,area,amidst,demand,working,union,protest,administrative,area,amidst,demand,working
92.0,love,amazing,young,people,local,seriously,tasty,come,hey,try,yummy,food,drink,cookbook,church,youth,group
95.0,new,positive,covid,today,active,people,hospital,new,positive,covid,today,active,people,hospital
96.0,attorney,board,need,fight,attorney,board,need
98.0,covid,easily,cop,activist,covid,easily,cop,activist
99.0,ill,bet,person,las,year
101.0,loot,store,burn,cop,car,hit,innocent,person,loot,store,burn,cop,car,hit,innocent,person
103.0,covid,apparently,virus,imaginable,people,protest,covid,covid,apparently,virus,imaginable,people,protest,covid,grand
104.0,confused,right,want,come,work,guy,confused,right,want,come,work,guy
105.0,sacked,doubt,sacked,doubt
107.0,council,saint,tribe,emphasize,importance,continued,prevent,council,saint,tribe,emphasize,importance,continued
108.0,new,link
109.0,bank,billion,minority,impacted,bank,billion,minority,impacted
110.0,police,taking,action,police,taking,action
111.0,chance,vaccine,provide,immunity,long
112.0,brains,quarantine
114.0,democrat,open,business,church,buy,gun,democrat,democrat,open,business,church,buy,gun
115.0,trump,scientific,forward,dangerously,weak,air,quality,contribute,trump,scientific,forward,dangerously,weak,air,quality
117.0,midst,global,health,pandemic,ordered,stay,home,adhere,social,midst,global,health,pandemic,ordered,stay,home,adhere,social
118.0,leaving,job,hospital,sat,night,valentine,lying,leaving,job,hospital,sat,night,valentine,lying
119.0,black,people,days,straight,middle,pandemic,likely,kill,black,people,days,straight,middle,pandemic,likely,kill
120.0,current,met,roof,lot,concerning,post,current,met,roof,lot,concerning
121.0,yes,stopped,think,small
122.0,cutting,police,budget,grossly,underpaid,big,got
123.0,latest,covid,update,account,latest,covid,update,account
126.0,unbelievable,want,post,bail,bad,battered,pan,unbelievable,want,post,bail,bad,battered
127.0,thanks,appreciate,article,written,simple,educational,fashion,like,usually,thanks,appreciate,article,written,simple,educational,fashion,like,usually
128.0,watching,regular,poor,ass,fund,needs,food,housing,bail,funds,midst,watching,regular,poor,ass,fund,needs,food,housing,bail,funds
131.0,survey,fear,keeping,half,away,survey,fear,keeping,half,away
132.0,quarantine,mid,pandemic,simp,quarantine,mid,pandemic
135.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
136.0,carrying,russia,carrying,russia
137.0,testify,legislative,oversight,hearing,policy,covid,testify,legislative,oversight,hearing,policy,covid
138.0,pandemic,recession,super,high,health,care,college,tuition,refund,food,pandemic,recession,super,high,health,care,college,tuition,refund
139.0,supporting,commuting,worrying,social,public,transport,supporting,commuting,worrying,social,public
140.0,right,clear,sighted,useful,current,air,right,clear,sighted,useful,current,air
141.0,covid,covid
142.0,people,stupid,think,good,job,breaking,new,past,entire
143.0,saying,legal,pee,police,pee,saying,legal,pee,police,pee
145.0,bring,pandemic,depression,race,bring,pandemic,depression,race
146.0,social,easy,like,people,social,easy,like,people
148.0,super,worrying,absurd,professional,know,lock,super,worrying,absurd,professional
149.0,lot,anger,today,covid,medical,lot,anger,today,covid,medical
150.0,ahead,premier,league,restart,positive,case,confirmed,latest,round,ahead,premier,league,restart,positive,case,confirmed,latest
152.0,president,covid,pandemic,vocational,training,open
153.0,peacefully,remember,covid,virus,wear,mask,smart,peacefully,remember,covid,virus,wear,mask,smart
154.0,study,writing,hysterical,ago,fake,study,writing,hysterical,ago,fake
155.0,force,open,school,week,force,open,school,week
156.0,literate,state,suffering,state,induced,digital
157.0,happening,happening
158.0,want,die,soon,corona,stopping,save,want,die,soon,corona,stopping,save
163.0,leaving,job,hospital,sat,night,valentine,lying,leaving,job,hospital,sat,night,valentine,lying
164.0,like,week,covid,getting,thrown,like,week,covid,getting,thrown
165.0,ass,home,ass,home
167.0,going,blame,rebound,tear,gas,ago,tear,gas,stop,going,blame,rebound,tear,gas,ago,tear,gas
168.0,right,people,likely,able,earn,people,pand,right,people,likely,able,earn,people
169.0,day,news,coincidentally,internal,review,safe,day,news,coincidentally,internal,review
170.0,senior,law,ministry,official,positive
171.0,corona,ruined
172.0,huge,scam,spread,rapidly,country,huge,scam,spread,rapidly,country
173.0,pass,million,pass,million
175.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
177.0,horse,race,think,till
178.0,today,amazing,parliament,safely,today,amazing,parliament,safely
179.0,better,understand,wear,mask,protect,community,fro,better,understand,wear,mask,protect
180.0,dead,pandemic,millions,unemployed,country,authoritarianism,streets,dead,pandemic,millions,unemployed,country,authoritarianism,streets
181.0,pacific,daily,economic,briefing,looking,recession,covid
182.0,amidst,fight,racial,justice,today,talking,black,amidst,fight,racial,justice,today,talking,black,immi
186.0,guy,spat,belly,gave,virus,guy,spat,belly,gave,virus
187.0,dead,pandemic,millions,unemployed,country,authoritarianism,streets,dead,pandemic,millions,unemployed,country,authoritarianism,streets
189.0,justification,went,work,justification,went,work
192.0,hell,total,period,entire,combined,hell,total,period,entire,combined
193.0,care,corona,care,time,waste,standing,queue,bank,care,corona,care,time,waste,standing,queue
194.0,child,quick,point,masked,store
196.0,hurt,hurt
197.0,alarm,government,substantially,prepared,war,people,provide,bas,alarm,government,substantially,prepared,war,people,pro
199.0,work,home,drastic,shift,virtual,work,post,covid,labor,market,work,home,drastic,shift,virtual,work,post,covid,labor,mark
200.0,lost,year,waste,half,waste,lost,year,waste,half,waste,half
201.0,alert,level,remains,alert,level,remains
205.0,gone,pandemic,situation,mindful,embracing,motivational
206.0,forget,bun,oven,covid,baking,banana,bread
207.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
208.0,new,report,public,coco,homeless,youth,service,ala,new,report,public,coco,homeless,youth,service
210.0,protest,resilience,pandemic,stop,protest,resilience,pandemic,stop
212.0,public,broadcaster,opening,special,public,broadcaster,opening,special
213.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
215.0,literally,kick,black,people,saw,literally,kick,black,people
216.0,lost,job,covid,crisis,currently,looking,job,social,media,manager,currently,lost,job,covid,crisis,currently,looking,job,social,media,manager,currently
217.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
219.0,epidemiologist,admitted,strategy,fight,covid,epidemiologist,admitted,strategy,fight,covid
220.0,new,review,free,new,review,free
222.0,organized,list,state,time,review,donate,thank,organized,list,state,time,review,donate,thank
224.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
226.0,find,positivity,word,positive,find,negativity,word,negative
228.0,true,steven,tested,positive,covid,virus,fully,recover,bigger,threat,true,steven,tested,positive,covid,virus,fully,recover,bigger,threat
229.0,tourism,industry,formal,ask,government,reducing,social,avoid,coll,tourism,industry,formal,ask,government,reducing,social,avo
230.0,fund,mathematical,modeling,initially,investigator
232.0,join,annual,event,commemorate,international,day,sexual,violence,conflict,imp,join,annual,event,commemorate,international,day,sexual,violence,conflict
234.0,trump,correct,use,tear,gas,according,tear,gas,trump,correct,use,tear,gas,according,tear,gas
238.0,rubbish,human,waste,left,beauty,disrespectful,rubbish,human,waste,left,beauty,disrespectful,par
239.0,white,people,saying,outside,start,said,outside
240.0,covid,testing,available,new,test,safe,free,confidential,easy,critical,covid,testing,available,new,test,safe,free,confidential,easy
242.0,bold,statement,pending,active,covid,rita,jail
243.0,way,tackle,crisis,way,tackle,crisis
245.0,poor,innocent,people,dying,ignorant,white,privilege,showing,poor,innocent,people,dying,ignorant,white,privilege,showing
248.0,society,needs,change,reflect,hard,learned,pandemic,need,new,social,contract,society,needs,change,reflect,hard,learned,pandemic,need,new,social,contract
250.0,dead,pandemic,millions,unemployed,country
251.0,people,tuning,think,watching,run,priority,senate,judiciary,committee,june,people,tuning,think,watching,run,priority,senate,judiciary,committee
252.0,covid,chef,mise
253.0,want,understand,senate,right,covid,passing,want,understand,senate,right,covid
254.0,minister,health,manner,vulnerable,minister,health,manner,vulnerable
255.0,like,play,covid,act,contact,tracing,murder,like,play,covid,act,contact,tracing,murder
256.0,stop,china,travel,allies,stop,china,travel,allies
259.0,second,view,indictment,covid,earth,shattering,result,reaction,support,anarchy
263.0,forget,covid,thing,talking,stay,safe,forget,covid,thing,talking,stay,safe
264.0,pandemic,stopped,evident,racism,pandemic,stopped,evident,racism
265.0,happy,video,happy,video
269.0,reason,avoid,public,transport,ride,electric,maintain,reason,avoid,public,transport,ride,electric,maint
271.0,posting,big,long,saying,donate,money,black
273.0,guardian
275.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
277.0,survey,large,scale,job,lower,food,intake,amid,survey,large,scale,job,lower,food,intake,amid
279.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
280.0,like,week,covid,getting,thrown,like,week,covid,getting,thrown
282.0,absolutely,brilliant,pleasantly
284.0,pandemic,recession,super,high,health,care,college,tuition,refund,food,pandemic,recession,super,high,health,care,college,tuition,refund
285.0,racism,strong,racism,strong
286.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
289.0,high,diabetes,obesity,complicate,fight
290.0,legitimately,impossible,track,deception,related,crisis,legitimately,impossible,track,deception,related,crisis
291.0,picture,casually,telling,making,dinner,picture,casually,telling,making,dinner
292.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
294.0,left,taken,end,park,today,left,taken,end,park,today
296.0,criminal,justice,news,police,shot,journalist,face,tracer,round,criminal,justice,news,police,shot,journalist,face,tracer,round
302.0,new,positive,yesterday,covid,gone,away,new,positive,yesterday,covid,gone,away
303.0,world,suffering
305.0,friend,covid,sent,text,long,term,health,recover,friend,covid,sent,text,long,term,health,recover
306.0,tired,bus,boycott,year,got,going,tired,bus,boycott,year,got
309.0,pandemic,loss,money,pandemic,loss,mon
312.0,shocking,report,people,living,sewage,shanty,speak,people,shocking,report,people,living,sewage,shanty,speak
313.0,pandemic,recession,super,high,health,care,college,tuition,refund,food,pandemic,recession,super,high,health,care,college,tuition,refund
314.0,learned,learned
315.0,better,communist,propaganda,need,know,people,tested
318.0,wait,wait,wait,guy,getting,angry,wait,wait,wait,guy,getting,angry
319.0,stole,walk,free,hearing
321.0,attention,covid,news,odd
322.0,covid,policy,based,suspect,data,tiny,company,read,weep,covid,policy,based,suspect,data,tiny,company,read,weep
325.0,social,march,today,broke,join,outside,parliament,social,march,today,broke,join,outside,parliament
327.0,like,job,police,people,leave,house,pandemic,demonstrate,like,job,police,people,leave,house,pandemic,demonstrate
329.0,irresponsible,think,mind,flu,remember,irresponsible,think,mind,flu,remember
330.0,electricity,data,package,pay,electricity,data,package
334.0,loosen,day,total,scandal,loosen,day,total,scandal
336.0,year,old,waved,arms,victory,beating,covid,spent,days,year,old,waved,arms,victory,beating,covid,spent
339.0,context,schooling,post,overall,suggest,individual,student,largely,independent,rated
341.0,baby,come,baby,come
344.0,news,airing,segment,lock,music,industry,talk,news,airing,segment,lock,music,industry,talk
346.0,government,today,received,vital,health,equipment,government,support,government,today,received,vital,health,equipment,government,support
348.0,breaking,new,past,entire,breaking,new,past,entire
350.0,wait,wait,wait,guy,getting,angry,wait,wait,wait,guy,getting,angry
351.0,tonight,talking,virtual,season,sky,deal,morning,lots,digest,time,tonight,talking,virtual,season,sky,deal,morning,lots,digest
352.0,great,news,new,losing,potency,lethal,senior,great,news,new,losing,potency,lethal,senior
353.0,wondering,speak,issue,local,gymnastics,club
355.0,county,council,looking,cottage,stayed,county,council,looking,cottage,stayed,lock
357.0,alarm,government,substantially,prepared,war,people,provide,bas,alarm,government,substantially,prepared,war,people,pro
358.0,clearly,sitting,bench,river,wife,way,infectious,clearly,sitting,bench,river,wife,way,infectious
360.0,actor,redd,covid,protest,relief,fund,provide,testing,care,actor,redd,covid,protest,relief,fund,provide,testing,care
361.0,bit,bubbly,victorious,ling,widow,watching,jud,time,enter,ring,illustrious,hugely,popular,tonight
362.0,obviously,people,speak,coz,uncle,dear,serve,world,china
364.0,day,want,hold,convention,august,governor,talk,safety
366.0,wrong,start,independent,cost,wrong,start,independent,cost
367.0,property,damage,government,beat,property,damage,government,beat
371.0,drive,car,isolation,people,inside,ready
373.0,clips,meeting,want,realize,talk,power,god,clips,meeting,want,realize,talk,power
374.0,current,crisis,getting,people,work
376.0,license,plate,license,plate
377.0,community,testing,covid,available
378.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
380.0,covid,update,risk,reduction,framework,staff,risk,covid,infection,news,covid,update,risk,reduction,framework,staff,risk,covid,infection,news
383.0,yeah,badge,accountable,beating,yeah,badge,accountable,beating
384.0,single,piece,paper,decide,future,single,case,corona,family,single,piece,paper,decide,future,single,case,corona,family
385.0,definitely,mean,racism,strong
387.0,ton,got,infected,laughing,right
388.0,impeachment,global,pandemic,worst,recession,century,worst,impeachment,global,pandemic,worst,recession,century,worst,gen
389.0,watching,regular,poor,ass,fund,needs,food,housing,bail,funds,midst,watching,regular,poor,ass,fund,needs,food,housing,bail,funds
390.0,action,protect,action,protect
393.0,walt,total,revenue,financial,consideration,impact,walt,total,revenue,financial,consideration
394.0,prime,minister,notice,got,grip,prime,minister,notice,got,grip
395.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
396.0,week,wedding,planner,better,expert,infection,control,hint
397.0,chile,photo,taken,year,yeah,social
399.0,honest,determined,come,las,week,completely,days,honest,determined,come,las,week,completely
400.0,save,zoo,biggest,charity,zoo,tried,stay,positive,pandemic,conservationist,save,zoo,biggest,charity,zoo,tried,stay,positive,pandemic
401.0,tear,gas,region,sparkling,fascism,tear,gas,region,sparkling,fascism
402.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
405.0,license,plate,license,plate
406.0,confirm,member,staff,tested,positive,confirm,member,staff,tested,positive
407.0,racism,strong,racism,strong
409.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
410.0,impeachment,global,pandemic,worst,recession,century,worst,impeachment,global,pandemic,worst,recession,century,worst,gen
411.0,man,corona,sum,right
412.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
413.0,likely,doc,yesterday,exempt,pandemic,analysis,studied,evidence,fringe,amorphous,group,driving
414.0,premier,ford,said,hit,virus,actually,premier,ford,said,hit,virus,actually
415.0,getting,report,inside,precinct,pandemic,mass,saw,cop,getting,report,inside,precinct,pandemic,mass,saw
418.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
419.0,evidence,increase,new,evidence,increase,new
421.0,thought,provoking,read,martin,infected,finding,peace,pandemic,martin,thought,provoking,read,martin,infected,finding,peace,pandemic,martin
422.0,literally,stupid,insult,literally,stupid,insult
424.0,blessed,gainfully,employed,especially,mentally,blessed,gainfully,employed,especially,mentally,exhausting,point
425.0,covid,corona,light,covid,corona,light
426.0,deal,worth,reason,player,deal,worth,reason,player
427.0,believe,riot,season,covid,believe,riot,season,covid
429.0,set,month,ago,confront,critical,question,raised,public,health,set,month,ago,confront,critical,question,raised,public,health
430.0,thought,saw,fast,corona,virus,spread,imagine,fast,kindness,compassion,love,spread,thought,saw,fast,corona,virus,spread,imagine,fast,kindness,compassion,love
431.0,epidemiologist,admitted,strategy,fight,covid,epidemiologist,admitted,strategy,fight,covid
432.0,want,die,soon,corona,stopping,save,want,die,soon,corona,stopping,save
433.0,money,combat
435.0,urgency,burial,pandemic,emergency,shutdown,anti,terrorism,bill,urgency,burial,pandemic,emergency,shutdown,anti,terrorism,bill
436.0,kind,gesture,hour,need,case,money,kind,gesture,hour,need,case,money
438.0,cutter,narwhal,taking,week,narwhal,cutter,based,corona,mar,cutter,narwhal,taking,week,narwhal,cutter,based
440.0,like,week,covid,getting,thrown,like,week,covid,getting,thrown
441.0,lost,interest,twitter
442.0,prof,impact,prof,impact
443.0,finished,ask,going,think,second,peak
444.0,record,record,highest,excess,record,record,highest,excess
445.0,thing,shall,massive,rally,ceremoniously,throw,mask,thing,shall,massive,rally,ceremoniously,throw
446.0,came,idea,bracelet,support,fight,racism,came,idea,bracelet,support,fight,racism
447.0,upset,protest,today,considerate,cos,high,risk,covid,upset,protest,today,considerate,cos,high,risk,covid
448.0,getting,report,inside,precinct,pandemic,mass,saw,cop,getting,report,inside,precinct,pandemic,mass,saw
452.0,pandemic,literally,biological,warfare,fired,pandemic,literally,biological,warfare,fired
453.0,people,week,government,advisor,breaking,social,arrange,people,week,government,advisor,breaking,social
454.0,kindly,change,government,kindly,change,government
456.0,county,council,property,trip,correct,county,council,property,trip
457.0,want,tell,dead
458.0,trump,looking,place,hold,republican,convention,follow,covid,trump,looking,place,hold,republican,convention,follow,covid
460.0,stood,parliament,people,said,record,covid,stood,parliament,people,said,record,covid
461.0,fully,support,peaceful,protest,park,right,total,absence,social,fully,support,peaceful,protest,park,right,total,absence,social
462.0,letter,grade,response,vote,letter,grade,response,vote
463.0,twitter,corona,cyclone,like,twitter,corona,cyclone,like
466.0,racism,strong,racism,strong
467.0,waiting,flood,new,riot,develop
468.0,han,estado
469.0,gue,covid,flu,dan,stigma
470.0,watching,regular,poor,ass,fund,needs,food,housing,bail,funds,midst,watching,regular,poor,ass,fund,needs,food,housing,bail,funds
471.0,corona,spread,ani,corona,spread,ani
472.0,certain,force,working,hard,turn,president,trump,support,bad,staggering,consider,urgent,research,pand
473.0,license,plate,license,plate
474.0,yeah,badge,accountable,beating,yeah,badge,accountable,beating
475.0,ser,las,ser
477.0,alarm,government,substantially,prepared,war,people,provide,bas,alarm,government,substantially,prepared,war,people,pro
478.0,usar,para,debate,usar,para,debate
479.0,space,hold,hope,global,community,exploring,space,hold,hope,global,community,exploring
480.0,social,people,virtue,virus,ended,pandemic,hurrah
481.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
482.0,para,covid,para,covid
483.0,para,memoria,para,memoria
484.0,sir,facing,thing,corona,den
485.0,fake,pull,unsure,police,run,new,begin,black,mourning,hearts
486.0,domestic,warfare,psychological,warfare,fear,panic,continuous,public
489.0,think,think
490.0,visit,district,health,staff,district,administration,visit,district,health,staff,district
491.0,anti,malaria,drug,resume,anti,malaria,drug,resume
492.0,license,plate,license,plate
493.0,covid,fiction
494.0,month,ago,listen,government,stay,home,sheep,free,country,month,ago,listen,government,stay,home,sheep,free
496.0,saw,bold,imagination,black,youth,believe,love,future,midst,saw,bold,imagination,black,youth,believe,love,future,midst
498.0,retired,justice,invalid,unconstitutional,rubbish,retired,justice,invalid,unconstitutional,rubbish
501.0,amazing,win,craving,gaming,time,win,basket,scan,monthly,giveaway
504.0,need,supporting,people,disability,covid,pandemic,need,supporting,people,disability,covid,pandemic
505.0,worry
506.0,breaking,new,past,entire,breaking,new,past,entire
508.0,roar,covid,covid,frank
510.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
511.0,remember,corona,virus,gone,fake,wave,mark,remember,corona,virus,gone,fake,wave,mark
515.0,new,covid,new,covid
516.0,airport,staff,country,thoroughly,trained,precautionary,prevent,spread,airport,staff,country,thoroughly,trained,precautionary,prevent
517.0,covid,report,today,significant,racial,consistent,ons,data
518.0,bring,pandemic,depression,race,bring,pandemic,depression,race
519.0,lovely,letter,today,thank,recognition,work,lovely,letter,today,thank,recognition,work
520.0,covid,policy,based,suspect,data,tiny,company
522.0,confirm,member,staff,tested,positive,confirm,member,staff,tested,positive
524.0,bus,driver,people,eastern,van,province,van,bus,driver,people,eastern,van,province
525.0,sweeping,spread,soon,tell
528.0,chemistry,kiss,corona,shame,chemistry,kiss,corona,shame
529.0,defence,recruitment,hit,covid,crisis,defence,recruitment,hit,covid,crisis
530.0,happy,harvest,season,bring,endless,joy,good,health,family,happy,harvest,season,bring,endless,joy,good,health
531.0,fallen,covid,fraud,stirring,race,excuse,fallen,covid,fraud,stirring,race,excuse
532.0,actively,withheld,covid,testing,response,hope,actively,withheld,covid,testing,response
533.0,huge,scam,spread,rapidly,country,huge,scam,spread,rapidly,country
534.0,tops,list,south,report,highest,number,highest,number,daily,covid,today,eastern,world,everyday,brazil
535.0,moron,brigade,swing,moron,brigade,swing
536.0,resident,evil,creator,horror,change,post,pandemic,resident,evil,creator,horror,change,post
538.0,god,shut,beg,apparently,spent,seeing,month,old,grandson,develop
539.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
540.0,gospel,singer,song,waymaker,source,hope,world,gospel,singer,song,waymaker,source,hope,world
541.0,peacefully,remember,covid,virus,wear,mask,smart,peacefully,remember,covid,virus,wear,mask,smart
542.0,unknown,infection,normal,respiratory,virus,unknown,infection,normal,respiratory,virus
543.0,revolution,epidemic,happening,revolution,epidemic,happening
545.0,tam,reliable,source,covid
546.0,imagine,living,country,took,respond,pandemic,militarize,police,imagine,living,country,took,respond,pandemic,militarize,police
547.0,voter,fraud,alert,congress,today,voting,fed,voter,fraud,alert,congress,today,voting
548.0,defy,racism,case,religious,people,defy,racism,case,religious,people
549.0,professor,initially,sent,lab,address,misinformation,hate,time,pandemic,professor,initially,sent,lab,address,misinformation,hate,time,pan
550.0,millions,particularly,wait,end,cast,vote,long,millions,particularly,wait,end,cast,vote
552.0,bring,pandemic,depression,race,bring,pandemic,depression,race
554.0,believe,riot,season,covid,believe,riot,season,covid
556.0,democracy,skin,deep
557.0,foolish,approach,people,dense,stop,crazy,times,wrote,experience,argue
559.0,minister,unware,content,minister,unware,content
564.0,hogan,speak
565.0,literally,stupid,insult,literally,stupid,insult
566.0,clear,hide,badge,painstakingly,obvious,clear,hide,badge,painstakingly
570.0,media,worrying,racist,flu,worse,wearing,mask,stupid,actually,wearing,mask,media,worrying,racist,flu,worse,wearing,mask,stupid,actually,wearing
571.0,thing,start,sports,trump,crisis,thing,start,sports,trump,crisis
573.0,news,woman,gas,feminist,issue,news,woman,gas,feminist
574.0,sacrifice,people,prevent,spread,thrown,away,like,sacrifice,people,prevent,spread,thrown,away
575.0,unconstitutional,want,stay,inside,corona
576.0,workplace,post,closed,today,days,tested
580.0,expert,opinion,feature,president,expert,opinion,feature,president
583.0,moment,fight,justice,address,paramount,importance,moment,fight,justice,address,paramount,importance
585.0,social,march,today,broke,join,outside,parliament,social,march,today,broke,join,outside,parliament
586.0,authority,letter,strongly,use,relation,testing,authority,letter,strongly,use,relation
588.0,laugh,middle,pandemic,mass,nut,social
589.0,watching,regular,poor,ass,fund,needs,food,housing,bail,funds,midst,watching,regular,poor,ass,fund,needs,food,housing,bail,funds
590.0,yeah,getting,feeling,yeah,getting,feeling
593.0,government,focus,educational,fee,epidemic,situation,difficult,pay
594.0,guy,spat,belly,gave,virus,guy,spat,belly,gave,virus
595.0,true,steven,tested,positive,covid,virus,fully,recover,bigger,threat,true,steven,tested,positive,covid,virus,fully,recover,bigger,threat
596.0,today,substantive,economic,pandemic,video,today,substantive,economic,pandemic,video
597.0,friend,covid,sent,text,long,term,health,recover,friend,covid,sent,text,long,term,health,recover
599.0,picture,lady,zimbabwe,man,collins,picture,lady,zimbabwe,man,col
600.0,believe,riot,season,covid
601.0,join,session,coping,series,join,session,coping,series
602.0,believe,riot,season,covid,believe,riot,season,covid
604.0,amor
605.0,starting,media,dispel,silence,stay,home,starting,media,dispel,silence,stay,home
606.0,actively,withheld,covid,testing,response,hope,actively,withheld,covid,testing,response
607.0,law,student,recent,law,graduate,trying,navigate,legal,market,pandemic,listen
608.0,student,drastically,cut,worked,campus,rent,pay,low,significant,gap,equity,amid,effects,immeasurable,particular
609.0,corona,virus,black,aggression
612.0,monthly,consumer,pandemic,monthly,consumer,pandemic
613.0,covid,anyways
615.0,license,plate,license,plate
616.0,told,given,love,come,told,given,love
617.0,total,breakdown,social,total,breakdown,social
