2.0,yeah,man,money,spending,getting
131.0,actually,said,mum,ran,room,thank,god,breaking,trump,travel,united,starting,midnight
135.0,sure,yeah,true,got,crazy,sure,yeah,true,got,crazy
138.0,breaking,princess
141.0,joe,tomorrow,giving,address,expect,ways,joe,tomorrow,giving,address,expect
142.0,tough,time,know,outbreak,tough,time,know,outbreak,dun
143.0,look,track,care,limiting,public,contact,look,track,care,limiting,public
145.0,breaking,news,fat,cock,contracted,way,big,breaking,news,fat,cock,contracted,way,big
147.0,affected,way,people,affected,way,people
151.0,want,complete,economic,collapse,need,find,way,clown,mouth,shut,idea,wha,want,complete,economic,collapse,need,find,way,clown,mouth,shut
156.0,news,conveniently,broke,overnight,director,table,covid,death,director,admitted,seemingly,influenza,tested,positive
157.0,swear,god
161.0,push,touch,til,vaccination,push,touch,til,vaccination
163.0,stern,silver,decision,suspend,rest,season,correct,stern,silver,decision,suspend,rest,season,correct
166.0,president,making,sure,hourly,wage,flexibility,need,president,making,sure,hourly,wage,flexibility
167.0,commuter,meter,stick,para,social,mass,public,shall,continue,operation,provided
168.0,needs,gone,summer,need,needs,gone,summer,need
169.0,virus,washing,sing,red,nosed,reindeer
171.0,fall,propaganda,longer,works,spread,state,emergency,fall,propaganda,longer,works,spread,state
172.0,corona,virus,funny,people,starting,concerned,corona,virus,funny,people,starting,concerned
174.0,joint,later,joint
175.0,ensure,support,need,manage,coming,ensure,support,need,manage,coming
176.0,god,took,cheap,flight,corona,virus,god,took,cheap,flight,corona,virus
177.0,bill,free,testing,emergency,medical,leave,extended,unemployment,insurance,food,assi,bill,free,testing,emergency,medical,leave,extended,unemployment,insurance
178.0,clinic,drive,testing,clinic,drive,testing
179.0,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban
180.0,breaking,bay,announce,attendance,regular,season,season,breaking,bay,announce,attendance,regular,season
183.0,china,dear,global,media,unfair,china,dear,global,media,unfair
185.0,traveling,found,best,traveling,found,best
187.0,trump,corrected,treatment
188.0,breaking,government,ordered,closure,cinema,till,march,breaking,government,ordered,closure,cinema,till,mar
190.0,cost,insured,matter,public,health,test
191.0,posted,record,loss,yuan,posted,record,loss,yuan
194.0,commission,governing,body,union,scathing,statement,condemning,travel,commission,governing,body,union,scathing,statement,condemning
196.0,mild,devastating,especially,elderly,listen,scient,mild,devastating,especially,elderly,listen
197.0,force,black,people,care,taking,away,basketball,force,black,people,care,taking,away,basketball
198.0,sane,tweet,week,covid,helping,people
199.0,entering,airport,entering,airport
200.0,bother,flu,bubonic,plague,ice,age,bother,flu,bubonic,plague
201.0,mike,pence,said,irresponsible,rhetoric,people,seriousness,mike,pence,said,irresponsible,rhetoric,people,seriousness
203.0,breaking,suspend,league,league
205.0,people,realize,outside,china,covid,far,people,realize,outside,china,covid
207.0,don,lemon,read,testing,phone,zero,today,don,lemon,read,testing,phone,zero
208.0,city,honest,city,honest
209.0,join,twitter,deputy,director,infectious,jay,butler,answer,join,twitter,deputy,director,infectious,jay,butler,answer
210.0,mean,true,right,thing,release,animal,crossing,today,forcing,people,stay,inside,cor
212.0,woody,deserve,woody,deserve
213.0,find,evidence,health,care,expert,epidemiologist,official,said,find,evidence,health,care,expert,epidemiologist,official,said
215.0,washing,gone,job,soon,watch,week
216.0,famous,people,getting,covid,famous,people,famous,people,getting,covid,famous,people
217.0,president,trump,personal,responsibility,visit,embrace,people,contract,corona,president,trump,personal,responsibility,visit,embrace,people,contract,corona
221.0,watched,president,speech,nation,night,right,let,tell
223.0,start,believe,induce,panic,crash,start,believe,induce,panic,crash
224.0,withdraw,grand,team,member,withdraw,grand,team,member
225.0,speaking,public,health,list,dozen,practical,speaking,public,health,list,dozen,practical
226.0,landing,china,care,health,landing,china,care,health
228.0,confirmed,outside,china,today,crisis,affecting,daily,life,confirmed,outside,china,today,crisis,affecting,daily
229.0,bigotry,xenophobia,people,descent,unacceptable,let,clear,discriminate,bigotry,xenophobia,people,descent,unacceptable,let,clear
230.0,fast,spreading,panel,link,recipient,fast,spreading,panel,link
232.0,cause,know,unhygienic,smelling,like,spoiled,meat,corona,cause,know,unhygienic,smelling,like,spoiled,meat
233.0,orang,postpone,mass,orang,postpone,mass
236.0,book,flight,trip,probably,die,book,flight,trip,probably,die
238.0,let,use,money,received,flight,selfish,prick
242.0,flu,vaccine,fight,flu,mad,vaccine,explain,quickly,flu,vaccine,fight,flu,mad,vaccine,explain,quickly
243.0,trump,national,security,getting,glimpse,republican,trump,national,security,getting,glimpse,republican,health,care
244.0,clear,pneumonia,traveled,high,risk,recently,clear,pneumonia,traveled,high,risk,recently
245.0,breaking,occupation,combat,corona,virus,breaking,occupation,combat,corona,virus
247.0,commune,march,global,commune,march,global
248.0,come,china,hope
249.0,hope,big,dick,cause
250.0,hear,mike,pence,covid,saying,elderly,poor,health,hear,mike,pence,covid,saying,elderly,poor,health,tha
253.0,forward,costa,come,mixed,zone,cough,nice,forward,costa,come,mixed,zone,cough
254.0,attention,word,let,matter,action,attention,word,let,matter
256.0,think,video,define,generation,better,making,tested,corona,think,video,define,generation,better,making,tested,corona
258.0,finally,china,control,coming
260.0,sports,world,feeling,impact,suspended,season,player,tested,positive,sports,world,feeling,impact,suspended,season,player,tested,positive
264.0,corona,virus,new,black,plague,corona,virus,new,black,plague
265.0,left,homeless,research,stopping,don,lemon,read,testing,phone,zero
269.0,corona,virus,new,black,plague,corona,virus,new,black,plague
270.0,large,precaution,corona,virus,later,massive,strength,large,precaution,corona,virus,later,massive,strength
271.0,daily,jump
272.0,breaking,confirm,defender,tested,positive,breaking,confirm,defender,tested,positive
273.0,god,guess,audience,good,corona
274.0,hopeless,hopeless
276.0,cool,point,virus,china
280.0,apologize,nationality,bearing,likelihood,spreading
286.0,book,flight,trip,probably,die,book,flight,trip,probably,die
289.0,influenza,real,disease,influenza,flu,season,closed,influenza,real,disease,influenza,flu,season
291.0,severely,long,sit,inside,house,living,caffeine,chee,severely,long,sit,inside,house,living,caffeine,cheese
292.0,rich,year,run,easy,money,central,giving,stimulus,package,combat,impact
294.0,crap,confident,trump,ability,handle
295.0,dear,telling,right,away,soccer,golf,tennis,volleyball,dear,telling,right,away,soccer,golf,tennis,volleyball
296.0,president,dod,building,field,surging,health,care,capacity,calling,president,dod,building,field,surging,health,care,capacity
297.0,coverage,free,access,news,coverage,free,access,news
298.0,update,covid,update,covid
301.0,image,need,know,moving,close,cancel,large,image,need,know,moving,close,cancel
303.0,pop,march,wonder,store,pop,march,wonder,store
305.0,good,news,year,old,han,wife,soon,good,news,year,old,han,wife
306.0,big,meeting,today,discuss
307.0,manila,national,capital,region,amid,manila,national,capital,region,amid
308.0,know,unable,find,housing,college,surrounding,covid,know,unable,find,housing,college,surrounding
314.0,fellow,asthma,people,advice,given,need,start,fellow,asthma,people,advice,given,need
315.0,older,people,severe,chronic,medical,condition,prepare,advance,possibility,outbreak,older,people,severe,chronic,medical,condition,prepare,advance,possibility
316.0,need,communicate,better,china,find,working,working,help,country
318.0,close,deal,close,deal
321.0,south,province,donated,testing,japan,south,province,donated,testing,japan
322.0,fired,pandemic,response,team,cut,lied,hoax,horrible,fired,pandemic,response,team,cut,lied,hoax
323.0,great,article,location,intelligence,help,aid,local
324.0,opposition,leader,cancellation
329.0,want,believe,want,believe
331.0,buy,sunshine,temperature,raising,scientific,study
334.0,twitter,twitter
335.0,perfect,leave,application,dear,suffering,corona,virus,request,grant,leave,perfect,leave,application,dear,suffering,corona,virus,request,grant,leave
336.0,breaking,president,raised,alert,code,red,sub,level,tonight,breaking,president,raised,alert,code,red,sub,level,tonight
339.0,unfortunately,afraid,death,unfortunately,afraid,death
341.0,stay,healthy,live,stay,healthy,live
344.0,misinformation,toilet,paper,panic,daily
346.0,government,pandemic,additional,reason,commit,human,government,pandemic,additional,reason,commit,human
347.0,attention,fear,getting,time,reason,attention,fear,getting,time
348.0,incompetent,president,spent,treating,like,joke,find,incompetent,president,spent,treating,like,joke,find
349.0,confident,confident
350.0,update,clinic,covid,test,opposed,days,update,clinic,covid,test,opposed,days
352.0,worth,hospital,going,world,tour
354.0,easy,news,easy,news
356.0,today,university,new,prevent,slow,spread,virus,today,university,new,prevent,slow,spread,virus
358.0,bill,free,testing,emergency,medical,leave,extended,unemployment,insurance,food,assi,bill,free,testing,emergency,medical,leave,extended,unemployment,insurance
359.0,complex,son,gave,update,condition,tested,positive,son,gave,update,condition,tested,positive
360.0,story,surrounding,outbreak,evolve,look,far,story,surrounding,outbreak,evolve,look
362.0,conveniently,place,conveniently,place
363.0,confirmed,total,today,days,ago
364.0,finally,good,news,covid,hospital,finally,good,news,covid,hospital
365.0,covid,covid
367.0,accident,purpose,good,killing,seen,russia,glad,considering,range
368.0,xenophobia,spreading,faster,covid
369.0,vale,van,para,las,vale,van,para,las
370.0,god,thread,social,media,rep,watch,public,address,response,pandemic,watch
371.0,las,han,son,las,las,han,son
372.0,corona,chicken,finally,corona,chicken,finally
373.0,china,iba,china,iba
374.0,stade,nous,dire,mains,bel,stade,nous,dire,mains,bel
375.0,hospital,going,world,tour,hospital,going,world,tour
377.0,disregard,new,disregard,new
378.0,corona,situation,matter,frivolous,technologically,advanced,society,corona,situation,matter,frivolous,technologically,advanced
379.0,breaking,north,tower,condominium,center,tested,positive,breaking,north,tower,condominium,center,tested,positive
380.0,win,today,cricket,win,today,cricket
381.0,good,sane,person,care,good,sane,person,care
384.0,plan,place,eat,meal,school,plan,place,eat,meal,school
390.0,news,newsworthy,news,newsworthy
391.0,herd,immunity,needs,plus,population,exposed,virus,vaccine
392.0,suicide,people,today,hug,wash,suicide,people,today,hug,wash
394.0,social,circle,bunch,immunology,half,dozen,news,daily,feel,like,social,circle,right,read,news,china
395.0,certainly,reduce,number,new,days
396.0,thread,admitted,chronic,cough,shortness,breath,lung,thread,admitted,chronic,cough,shortness
397.0,wash,corona,stupid,chill
400.0,great,way,pass,time,traffic,watching,billboard,china,relate,great,way,pass,time,traffic,watching,billboard,china,relate
401.0,dumb,ale,corona,beer,image,dumb,ale,corona,beer,image
404.0,feu,high,school,cancel,classes,rest,school,year,response,covid
405.0,finally,good,news,covid,hospital,finally,good,news,covid,hospital
407.0,test,positive,test,positive
409.0,save,forcing,fox,news,tell,truth,right,save,forcing,fox,news,tell,truth,right
410.0,today,designed,limit,covid,risk,campus,community,today,designed,limit,covid,risk,campus,community
413.0,correct,decision,sure,global,response,pandemic,tour,time,correct,decision,sure,global,response,pandemic,tour
414.0,epidemiologist,told,covid,epidemiologist,told,covid
415.0,rita,summer,rita,summer
417.0,mask,chowk
418.0,light,ongoing,spread,covid,discuss,light,ongoing,spread,covid,discuss
419.0,causing,demand,crash,people,goods,treat,demand,crash,causing,demand,crash,people,goods,treat,demand
421.0,wow,watch,testimony,getting,vaccine,china,virus,testing,phase,development,wow,watch,testimony,getting,vaccine,china,virus,testing,phase,development,occur
422.0,new,today,highest,daily,toll,world,china,new,today,highest,daily,toll,world,china
423.0,covid,scary,video,mana,naik,covid,scary,video,mana,naik
424.0,update,clinic,covid,test,opposed,days,update,clinic,covid,test,opposed,days
425.0,breaking,princess,pause,global,ship,days,breaking,princess,pause,global,ship,days
426.0,corona,virus,funny,people,starting,concerned,corona,virus,funny,people,starting,concerned
429.0,giving,citizen,sick,leave,help,stop,spread,giving,citizen,sick,leave,help,stop,spread
430.0,bad,disease,bad,bad,flu,worse,flu,sick,bad,disease,bad,bad,flu,worse,flu,sick
432.0,positive,news,humanity,fought,won,hard,fight,unlock,fought,positive,news,humanity,fought,won,hard,fight,unlock,fought
433.0,come,single,mass,epidemic,brought,come,single,mass,epidemic
434.0,breaking,central,bank,stimulus,bond,interest,rate,breaking,central,bank,stimulus,bond
435.0,belting,favorite,protect
436.0,treasury,department,calling,lifting,help,fight,treasury,department,calling,lifting,help,fight
437.0,ill,corona,hold,virus,dad,vacation,right,ill,corona,hold,virus,dad,vacation,right
438.0,update,clinic,covid,test,opposed,days,update,clinic,covid,test,opposed,days
440.0,people,need,stop,think,vulnerable,people,elderly,cope,ess,people,need,stop,think,vulnerable,people,elderly,cope
441.0,somebody,lied,crazy,said,people,literally,straight,racism,somebody,lied,crazy,said,people,literally,straight
442.0,protect,protect,especially,higher,risk,severe,ill,protect,protect,especially,higher,risk
443.0,care,starting,center,care,starting,center
444.0,yes,speech,strategy,trump,state,yes,speech,strategy,trump,state
449.0,fever,gripping,world,hope,open,discussion,fever,gripping,world,hope,open,discussion
450.0,business,continuity,plan,light,pandemic
451.0,factory
452.0,let,guess,labour,party,member,let,guess,labour,party,member
453.0,protect,copy,phenomenology,hand,protect,copy,phenomenology,hand
456.0,trying,enter,body,ginger,ale,stomach,trying,enter,body,ginger,ale,stomach
457.0,covid,end,bazaar,covid,end,bazaar
460.0,instead,travel,ban,trump,decent,health,care,system,works,instead,travel,ban,trump,decent,health,care,system,works
461.0,early,briefing,federal,major,issue,testing,early,briefing,federal,major,issue,testing
463.0,respective,minister,health,respective,minister,heal
465.0,virus,campaign,trail,lifetime,lowering,gas,people,leave,work,virus,campaign,trail,lifetime,lowering,gas,people,leave
466.0,politely,tell,school,indefinitely,politely,tell,school,indefinitely
468.0,ill,career,ended,dude,suit,tie,better,end,roll,second,baseman,cha,ill,career,ended,dude,suit,tie,better,end,roll,second,baseman
470.0,section,free,coverage,live,briefing,confirmed,advice,section,free,coverage,live,briefing,confirmed
471.0,infected,country,outside,china,guarantee,people,pizza,infected,country,outside,china,guarantee,people,pizza
472.0,imagine,house,fire,year,dressed,like,rolled,wagon,imagine,house,fire,year,dressed,like,rolled,wagon,buck
477.0,dad,dad,old,lifelong,republican,trump,fox,news,religiously,retired
479.0,talk,boy,pence,irresponsible,rhetoric,people,seriousness,cor
480.0,miss,universe,set,winning,world,cup,come,miss,universe,set,winning,world,cup,come
484.0,far,world,war,corona,virus,death,asteroid,discovered,heading,earth,far,world,war,corona,virus,death,asteroid,discovered,heading
485.0,hope,true,hope,true
486.0,covid,spreading,country,certain,leader,speaking,china,covid,spreading,country,certain,leader,speaking,china,province
488.0,officially,contagion,pandemic,designation,novel,officially,contagion,pandemic,designation,novel
489.0,update,clinic,covid,test,opposed,days,update,clinic,covid,test,opposed,days
490.0,covid,artist,resource,list
491.0,taking,protect,population,covid
493.0,look
494.0,traveling,traveling
496.0,maybe,passing,know,risk,maybe,passing,know,risk
497.0,faulty,administration,lack,lack,ability,process,testing,faulty,administration,lack,lack,ability,process
499.0,update,clinic,covid,test,opposed,days,update,clinic,covid,test,opposed,days
500.0,guidance,successfully,coping,mention,herd,immunity,recommend
502.0,thanks,people,like,live,thanks,people,like,live
504.0,going,classes,going,shut,public
506.0,sick,difficult,thing,tho,probably,extremely,beneficial,sick,difficult,thing,tho,probably,extremely
507.0,news,concerning,covid,state,tournament
509.0,hello,like,report,double,homicide,president,trump,satire,law,hello,like,report,double,homicide,president,trump,satire,law
511.0,fooling,ass
513.0,post,post
514.0,identify,straight,gay,outbreak,identify,straight,gay,outbreak
515.0,need,immediate,utility,people,need,immediate,utility
516.0,find,cure,find,cure
517.0,word,black,people,word,black,people
519.0,like,parody,like,literally,like,aware,like,literally,like,like,like,parody,like,literally,like,aware,like,literally,like,like
520.0,book,flight,trip,probably,die,book,flight,trip,probably,die
522.0,spread,news,spread,news
523.0,church,advice,regularly,covid,guidance
525.0,state,southern,home,midday,shut,state,southern,home,midday
527.0,whoa,whoa
528.0,fight,push,draft,fight,push,draft
529.0,omnipresence,twitter,speaker,remains,dominant,figure,hill,comes,omnipresence,twitter,speaker,remains,dominant,figure,hill,come
530.0,covid,helping,people,covid,helping,people
531.0,hospital,going,world,tour,hospital,going,world,tour
532.0,clinic,posted,informational,article,people,clinic,posted,informational,article,people
533.0,include,president,include,president
534.0,thing,researcher,collected,bats,china,thought
535.0,covid,officially,pandemic,important,remember,individual,level,minimize,covid,officially,pandemic,important,remember,individual,level
536.0,light,ongoing,spread,covid,discuss,light,ongoing,spread,covid,discuss
537.0,long,informative,data,based,article,covid,force,fed
539.0,republic,close
543.0,bother,flu,bubonic,plague,ice,age,bother,flu,bubonic,plague
544.0,like,watching,zombie,film,fact,bitten,like,watching,zombie,film,fact,bitten
546.0,outbreak,decline,bar,outbreak,decline,bar
547.0,simple,summary,biology
551.0,think,need,cancel,virus,trump,term,think,need,cancel,virus,trump,term
552.0,forget,run,mode,buzz,scud,hugging,bear,pete,old,prospector,day,deserted,island
554.0,follow,stay
555.0,manila,press,manila
558.0,data,total,testing,capacity,remember,total,capacity,ref,data,total,testing,capacity,remember,total,capacity
559.0,mother,god,absolutely,bone,chilling,fatality,rate,times,higher,mother,god,absolutely,bone,chilling,fatality,rate,times,higher,corona
561.0,way,additional,thing,indication,corona,crisis,end
562.0,love,god,shave,beard,city,like,meeting,day,parade
564.0,unacceptable,behavior,child,hell,thinking,jazz,thought,joke,touched,room
565.0,science,journalist,prize,winner,work,virus,outbreak,science,journalist,prize,winner,work,virus
567.0,suspend,travel,starting,come
568.0,pandemic,mean,certain,age,intensive,care
569.0,lucky,china,total,transparency,quick,action,taken,sound,alarm,avoid,lucky,china,total,transparency,quick,action,taken,sound,alarm
572.0,good,advice,good,advice
578.0,rate,reaction,covid
580.0,covered,blood,corona,touch,covered,blood,corona,touch
581.0,anti,peak,people,shot,dead,north,shut,anti,peak,people,shot,dead,north,shut
582.0,problem,current,crisis,dependent,china,life,saving,problem,current,crisis,dependent,china,life,saving
583.0,corona,starting,freak
584.0,find,cure,find,cure
587.0,world,health,organization,dogs,contract,covid,dogs,previously,quarantine,world,health,organization,dogs,contract,covid,dogs,previously,quarantine
588.0,actual,action,best,protect,corona,like,read,actual,action,best,protect,corona,like
591.0,reason,kind,want,blame,sudden,rapid,covid,infection,mean,reason,kind,want,blame,sudden,rapid,covid,infection,mean
592.0,oval,office,address,strong,clear,message,encourage,unity,oval,office,address,strong,clear,message,encourage,unit
595.0,twitter,twitter
596.0,corona,virus,black,people,found,immune,god,corona,virus,black,people,found,immune,god,slavery
597.0,necessary,compare,blame,president,remember,fro,confident,trump,ability,handle
601.0,light,ongoing,spread,covid,discuss,light,ongoing,spread,covid,discuss
603.0,city,honest,city,honest
604.0,economy,shutting,like,god,got,economy,shutting,like
605.0,plan,prepare,community,review,update,implement,emergency,plan,prepare,community,review,update,implement,emergency
606.0,mayor,holding,massive,rally,despite,spread,stop,living,mayor,holding,massive,rally,despite,spread,stop,living
607.0,formal,declaration,pandemic,change,fact,simple,formal,declaration,pandemic,change,fact,simp
610.0,trying,enter,body,ginger,ale,stomach,trying,enter,body,ginger,ale,stomach
611.0,trump,provide,impacted,provide,low,interest,trump,provide,impacted,provide,low,interest
613.0,response,week,wash,week,close,school,suspend,international,response,week,wash,week,close,school,suspend
614.0,school,corona,day
615.0,hospital,going,world,tour,hospital,going,world,tour
617.0,interesting,read,canada,virus,china,stole,interesting,read,canada,virus,china,stole
618.0,deep,state,satanic,stocks,comfortable
620.0,contagion,screenwriter,watching,movie,viral,contagion,screenwriter,watching,movie,viral
624.0,breaking,bong,tested,covid,hold,better,worse,sickness,breaking,bong,tested,covid,hold,better,worse,sickness,health
625.0,sides,expert,blackface,sides,expert,blackface
628.0,bet,jenny,gave,bet,jenny,gave
630.0,way,spoke,assembly,disgusting,unwanted,damage
633.0,thought,funny,touch,press,conference,karma,think,funny,thought,funny,touch,press,conference,karma,think
635.0,making,case,free,public,making,case,free,public
639.0,player,going,corona,upper,body,injury,questionable,player,going,corona,upper,body,injury,questionable
641.0,breaking,virus,advisor,pandemic,june,breaking,virus,advisor,pandemic,june
643.0,hand,office,national,assembly,preventive,measure,hand,office,national,assembly,preventive,measure
644.0,light,introduction,curtail,spread,covid,national,light,introduction,curtail,spread,covid
645.0,covid,survive,metal,plastic,long,days,potentially,transmission,train,car,covid,survive,metal,plastic,long,days,potentially,transmission
647.0,extend,spring,break,week,prevent,spread,extend,spring,break,week,prevent,spread
648.0,roundup,virtual,overwatch,league,suspended,work,home
649.0,needs,gone,summer,need,needs,gone,summer,need
653.0,think,video,define,generation,better,making,tested,corona,think,video,define,generation,better,making,tested,corona
654.0,people,realize,outside,china,covid,far,people,realize,outside,china,covid
655.0,like,point,midst,chaos,stock,market
657.0,clear,case,covid,clear,case,covid
659.0,spread,money,money,home,wrap,spread,money,money,home,wrap
660.0,insist,geographic,definition,disease,today,locate,responsibility
661.0,covid,covid
662.0,needs,tell,congress,care,party,need,needs,tell,congress,care,party,need,protect
663.0,find,cure,find,cure
664.0,today,designed,limit,covid,risk,campus,community,today,designed,limit,covid,risk,campus,community
665.0,las,gobernadora
666.0,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban
667.0,know,insurance,urging,president,trump,agreed,waive,china,virus,know,insurance,urging,president,trump,agreed,waive,china
668.0,animal
669.0,pour,pour
670.0,bureau,national,bureau,national
671.0,find,cure,find,cure
672.0,thread,face,alternative,hard,follow,path,similar,south,thread,face,alternative,hard,follow,path,similar,south,kor
673.0,sporadic,source,covid,infection,religious,event,sporadic,source,covid,infection,religious,event
676.0,health,minister,positive
679.0,corona,virus,damn,white,men,earth,corona,virus,damn,white,men,earth
681.0,fascinating,case,study,mass,hysteria,contagious,flu,based,south,fascinating,case,study,mass,hysteria,contagious,flu,based
682.0,altogether,entire,live,entertainment,industry,feel,impact,global,altogether,entire,live,entertainment,industry,feel,impact,global
683.0,south,tested,people,day,aggressive,organized,south,tested,people,day,aggressive,organized
685.0,senator,senator
687.0,social,virtual,access,religious,monthly,social,virtual,access,religious
689.0,coming,virus,coming,come,look
690.0,thread,marketing,advertising,world,response,thread,marketing,advertising,world,response
691.0,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban,close,trouble,big,vaccine,quarantine,toilet,paper,seen,travel,ban
692.0,lawyer,harness,horseman,joe,lost,friend,fever,cough,lawyer,harness,horseman,joe,lost,friend,fever
693.0,discernible,difference,actual,trump,tweet,check,national,health,briefing,boring,pic
694.0,latest,badly,affected,outbreak,outside,china,unde
695.0,suggest,air,multiple,virus,important,suggest,air,multiple,virus,important
696.0,launch,direct,challenge,solution,crisis,disagree,work,launch,direct,challenge,solution,crisis,disagree
697.0,expect,covid,related,law,school,bar
