0.0,ben,right,ben,right
190.0,chief,priest,away,covid,far,people,posted,chief,priest,away,covid,far,people,posted
193.0,acting,chief,medical,officer,concern,virus,range,work,acting,chief,medical,officer,concern,virus,range,work
198.0,epidemiology,canada,daily,update,epidemiology,canada,daily,update
200.0,business,organization,looking,buy,sell,personal,protective,equipment,check,business,organization,looking,buy,sell,personal,protective,equipment,check
202.0,half,global,investment,offshore,wind,total,global,investment,new,half,global,investment,offshore,wind,total,global,investment
203.0,need,liability,ready,reopen,need,liability,ready,reopen
205.0,birthday,year,hair,dan,pic,birthday,year,hair,dan,pic
206.0,answer,answer
208.0,wait,hear,dey,fight,bae,shipping,wait,hear,dey,fight,bae,shipping
211.0,like,gripping,story,michigan,lost
213.0,trump,morning,china,virus,stopped,stopped,transparent,trump,morning,china,virus,stopped,stopped
214.0,right,china,crap,china,sold,crap,right,china,crap,china,sold,crap
215.0,covid,daily,health,bulletin,detailed,snapshot,relevant,covid,covid,daily,health,bulletin,detailed,snapshot,relevant,covid
216.0,happy,birthday,thank,making,incredible,experience,wit
217.0,turkey,outbreak,turkey,outbreak
218.0,wearing,cloth,face,covering,leave,home,slow,spread
219.0,nancy,tied,relief,aid
223.0,coping,strategy,intense,stress,building,mental,fitness,coping,strategy,intense,stress,building,mental
224.0,fascism,acting,secretary,guy,told,senator,oath,flu,fascism,acting,secretary,guy,told,senator,oath
225.0,capitalism,sentence,capitalism,sentence
227.0,want,wear,mask,china,protect,virus,china,buy,crap,china
230.0,black,matter,systemic,racism,country,pandemic,black,matter,systemic,racism,country,pandemic,tha
232.0,covid,cake
234.0,stay,safe,stay,safe
236.0,want,justice,corona,want,justice,corona
237.0,breaking,collision,people,actually
239.0,west,total,days,month,relaxation,west,total,days,month,relaxation
240.0,national,academy,politics,absurd,looking,way,trump,handled,national,academy,politics,absurd,looking,way,trump,hand
242.0,trump,starting,tomorrow,lot,people,watching,trump,starting,tomorrow,lot,people
244.0,use,care,use,care
245.0,middle,pandemic,warning,sensitive,media,ago,man,shot,dead,unknown,men,amid
249.0,know,pay,mil,mil,know,pay,mil
251.0,good,getting,disability,stopped,tipping,eat,tip,rarely,eat,covid,pizza
252.0,imagine,trump,administration,fought,hard,peacefully,imagine,trump,administration,fought,hard,pea
256.0,weird,red,scandal,fact,apparently,crushed,global,pandemic,keeping,able,boo
257.0,try,croak,pretty,solid,chance,ill,covid,eventually
259.0,cope,mental,stress,period,discuss,renowned,senior,consultant,cope,mental,stress,period,discuss,renowned,senior,consult
260.0,stimulus,package,summit,flaunting,greeting,stimulus,package,summit,flaunting,greeting
261.0,year,million,police,end,fatal,police,year,million,police,end,fatal,police
262.0,act,digital,new,face,inequality,pandemic,act,digital,new,face,inequality,pandemic
263.0,know,cool,politician,know,cool,politician
265.0,white,house,zero,money,testing,contact,tracing,congress,stimulus,bill,zero,trump,white,house,zero,money,testing,contact,tracing,congress,stimulus,bill,zero,trump
266.0,urging,league,listen,safely,opening,training,amid,pand,urging,league,listen,safely,opening,training,amid
267.0,black,matter,systemic,racism,country,pandemic,black,matter,systemic,racism,country,pandemic,tha
268.0,statistically,shot,death,pandemic,tombstone,statistically,shot,death,pandemic,tombstone
269.0,seeing,government,sneaking,hidden,agenda,help,seeing,government,sneaking,hidden,agenda
272.0,think,working,covid,response,break,reps,instead,think,working,covid,response,break,reps,instead
274.0,vaccine,safe,immune,reaction,according,preliminary,vaccine,safe,immune,reaction,according,preliminary
275.0,navy,personnel,ensure,covid,social,navy,personnel,ensure,covid,social
276.0,going,home,hospital,going,home,hospital,covid
277.0,god,happening,god,happening
278.0,people,coherently,explain,mad,police,people,coherently,explain,mad
279.0,military,tear,gas,military,tear,gas
283.0,white,house,control,covid,statistics,going,start,giving,daily,white,house,control,covid,statistics,going,start,giving
285.0,group,worried,request,mention,thing,university,home,economics
286.0,century,ago,amidst,great,influenza,forged,century,ago,amidst,great,influenza,forged
287.0,mark,free,hong,mark,free,hong
289.0,home,health,time,covid
290.0,high,risk,shutting
293.0,tired,come,defend,spent,covid,covid,management
294.0,kill,people,hospital,recession,canada,looking,kill,people,hospital,recession,canada,looking
297.0,epidemic
299.0,trump,starting,tomorrow,lot,people,watching,trump,starting,tomorrow,lot,people
302.0,breaking,vaccine,safe,according,new,study,breaking,vaccine,safe,according,new,study
303.0,reject,president,claim,best,testing,world,covid,matte,reject,president,claim,best,testing,world,covid
304.0,honestly,people,lazy,work,people,getting,laid,finding
305.0,military,tear,gas,military,tear,gas
306.0,pounding,wall,outside,good,look,daily,update,pounding,wall,outside,good,look,daily,update
307.0,trump,getting,ready,daily,trump,getting,ready,daily
310.0,ready,cancel,wanting,health,care,poor,ready,cancel,wanting,health,care,poor
313.0,dad,covid,working,nail,salon,enforce,mask,closed,dad,covid,working,nail,salon,enforce,mask,closed
314.0,mean,impeachment,handled,setup
317.0,thank,collective,achievement,thank,collective,achievement
318.0,hate,pandemic,waste,early,gotten,married,high,school,left,hate,pandemic,waste,early,gotten,married,high,school,left,home,town
319.0,van,pronto,normal,van,pronto,normal
320.0,big,exclusive,tonight,degree,apply,year,mentor,big,exclusive,tonight,degree,apply,year
322.0,clear,try,ride,covid,epidemic,white,house,come,key,clear,try,ride,covid,epidemic,white,house,come,key
324.0,military,tear,gas,military,tear,gas
325.0,touched,terrible,thing,losing,mother,able,touch,comfort,touched,terrible,thing,losing,mother,able,touch,comfort
327.0,willfully,entire,political,gain,forcing,reopen,willfully,entire,political,gain,forcing,reopen
329.0,find,breathe,good,justification,wear,mask,good,prevent,find,breathe,good,justification,wear,mask,good,prevent
330.0,imagine,future,create,trump,white,house,future,tackle,climate,crisis,imagine,future,create,trump,white,house,future,tackle,climate
333.0,response,covid,justly,medical,response,exceptional,response,covid,justly,medical,response,exceptional
334.0,people,coherently,explain,mad,police,people,coherently,explain,mad
336.0,completely,cut,horizon
338.0,working,home,working,stay,working,home,working,stay
340.0,imagine,future,create,trump,white,house,future,tackle,climate,crisis,imagine,future,create,trump,white,house,future,tackle,climate
341.0,anti,racism,argument,wearing,mask,people,screaming,matter,anti,racism,argument,wearing,mask,people,screaming
342.0,stick,data,stop,media,induced,panic
343.0,year,old,wore,mask,straight,today,second,complain,year,old,wore,mask,straight,today,second,complain
344.0,dear,embarrassing,depth,resign,rob,rose,dear,embarrassing,depth,resign,rob,rose
345.0,heading,martial,law,happening,said,ago,today,said,loo,heading,martial,law,happening,said,ago,today,said
347.0,source
348.0,yea,doc,case,corona,check
349.0,dear,god,second,wave,dear,god,second,wave
350.0,said,person,shop,today,wearing,mask,wear,til
351.0,making,kitchen,food,hall,ghost,reducing,operating,service,staff,attractive,making,kitchen,food,hall,ghost,reducing,operating,service,staff,attract
352.0,case,reason,trust,word,coming,deep,state,mouth,said,case,reason,trust,word,coming,deep,state,mouth,said
354.0,important,service,customer,notice,government,guidance
355.0,administration,want,impose,complete,city
356.0,yeah,global,pandemic,happen
357.0,unequal,task,large,proportion,unequal,task,large,proportion
358.0,pandemic,frequently,drive,past,barbershop,think,pandemic,frequently,drive,past,barbershop,think
359.0,narrator,little,know,care,trump,resume
360.0,breaking,trump,latest,covid,data,breaking,trump,latest,covid,data
364.0,ask,wear,mask
368.0,persuaded,charge,vote,trump,elect,persuaded,charge,vote,trump
369.0,covid,rock,electric,avenue,covid,rock,electric,avenue
370.0,military,tear,gas,military,tear,gas
371.0,action,alert,covid,foreign,interference,pose,extraordinary,democracy,national,sec,action,alert,covid,foreign,interference,pose,extraordinary,democracy,national
372.0,trying,engage,conspiracy,talk,friend,tested,covid,yesterday,literally,test,trying,engage,conspiracy,talk,friend,tested,covid,yesterday,literally,test
373.0,cancel,rest,cancel,rest
374.0,better,great,leadership
375.0,live,endless,war,middle,east,middle,live,endless,war,middle,east,middle
376.0,jordan,covid,working,way,college,custodian,local,elementary,jordan,covid,working,way,college,custodian,local
379.0,vaccine,university,safe,immune,system,key,early
380.0,think,run,think,run
381.0,update,covid,took,life,early,morning,peacefully,sleep,know,felt,update,covid,took,life,early,morning,peacefully,sleep,know,felt
382.0,rarely,transmit,reopen,albeit,certain,safety,proto,rarely,transmit,reopen,albeit,certain,safety
383.0,unemployment,cliff,coming,totally,ready,unemployment,cliff,coming,totally,ready
384.0,nut,job,added,child,killing,spree,nut,job,added,child,killing,spree
385.0,county,fully,pandemic,sun,county,fully,pandemic,sun
386.0,people,gather,mass,person,worship,home,people,gather,mass,person,worship
387.0,second,worst,hit,district,second,worst,hit,district
388.0,corona,virus,hand,mouth,corona,virus,hand,mouth
390.0,covid,vaccine,university,robust,immune,covid,vaccine,university,robust,immune
391.0,covid,inadequate,facility,want,fully,hospital,covid,inadequate,facility,want,fully,hospital
393.0,team,got,letter,survival,benefit,policy,bank,passbook,team,got,letter,survival,benefit,policy,bank,passbook
394.0,pure,roaster,mask
395.0,weekend,covid,quit,tough,sure,smart,wear,mask,soc,weekend,covid,quit,tough,sure,smart,wear
396.0,dear,god,second,wave,dear,god,second,wave
398.0,virus,kill,virus,kill
400.0,breaking,collision,people,actually,breaking,collision,people,actually
401.0,president,help,sending,covid,president,help,sending,covid
402.0,starting,potential,second,wave,wear,face,mask,stop,shaking,regularly,starting,potential,second,wave,wear,face,mask,stop,shaking
403.0,turn,world,banana,republic,listen,plan,print
404.0,addition,mask,mandate,voluntary,advisory,covid,addition,mask,mandate,voluntary,advisory,covid
405.0,ram,corona,jibe,calculated,wrest,control,appeasement,bank,ram,corona,jibe,calculated,wrest,control,appeasement,bank
406.0,want,wear,mask,china,protect,virus,china,buy,crap,want,wear,mask,china,protect,virus,china,buy,crap,china
407.0,augur,phase,tested,augur,phase,tested
408.0,going,video,lucy,great,idea,working,getting,like,struggling,time,deafness,hearing,loss,decided,share
409.0,getting,president,trump,daily,virus
411.0,intentional,error,virology,positive,test,active,infection,antibody,positive,test,past,infection,intentional,error,virology,positive,test,active,infection,antibody,positive,test,past,infection
415.0,refusal,meaningfully,address,rising,infection,defend,refusal,meaningfully,address,rising,infection
417.0,fascism,acting,secretary,guy,told,senator,oath,flu,fascism,acting,secretary,guy,told,senator,oath
419.0,reason,hold,political,trump,covid,rage,use,campaign,actually,contain
420.0,camp,people,isolation,positive,case,covid,found,week,background,camp,people,isolation,positive,case,covid,found,week
421.0,thanks,share
423.0,imagine,future,create,trump,white,house,future,tackle,climate,crisis,imagine,future,create,trump,white,house,future,tackle,climate
424.0,day,past,state,day,past,state,rep
425.0,tuck,humidity,wear,mask,tuck,humidity,wear,mask
426.0,designed,privacy,policy,designed,privacy,policy
427.0,don,wow,brain
428.0,economic,recovery,explicitly,address,failing,economic,recovery,explicitly,address,failing
431.0,piece,promising,covid,vaccine,data
433.0,general,narrative,people,contract,virus,fall,experience,acute,general,narrative,people,contract,virus,fall,experience
434.0,pro,life,giving,permanent,brain,heart,lung,damage,pro,life,giving,permanent,brain,heart,lung,damage
435.0,wear,mask,days,week,seven,whilst,getting,radiation,mouth,kill,cancer,wear,mask,days,week,seven,whilst,getting,radiation,mouth,kill
436.0,said,let,clear,judge,risk,covid,solely,mortality,rate,point,said,let,clear,judge,risk,covid,solely,mortality,rate
437.0,new,update,early,autumn,term
438.0,covid,covid
439.0,trump,cancel,convention,grind,halt,trump,cancel,convention,grind,halt
440.0,finally,use,testing,method,let,test,million,people,days
442.0,following,chief,nurse,covid,briefing,refusing,following,chief,nurse,covid,briefing,refusing
443.0,fascism,acting,secretary,guy,told,senator,oath,flu,fascism,acting,secretary,guy,told,senator,oath
444.0,eat,subway,thing,pandemic,right
445.0,emergency,unemployment,insurance,kept,afloat,end,emergency,unemployment,insurance,kept,afloat,end
446.0,wear,mask,reassured,people,tell,got,gap,teeth,like,dale,rescue,ranger
447.0,zimbabwe,covid,zimbabwe,covid
448.0,covid,history,broadly,defined,consider,proposal,accept,covid,history,broadly,defined,consider,proposal
449.0,breaking,vaccine,today,support,humoral,cellular,immune,response,person,trial,chad,breaking,vaccine,today,support,humoral,cellular,immune,response,person,trial
450.0,busy,busy
451.0,battle,covid,need,investment,new,prevent,future,battle,covid,need,investment,new,prevent,future
453.0,useful,harry,potter,cool,covid,vaccine,good,immune,response,new,study
458.0,willfully,entire,political,gain,forcing,reopen,willfully,entire,political,gain,forcing,reopen
459.0,date,covid
460.0,breaking,vaccine,today,support,humoral,cellular,immune,response,person,trial,chad,breaking,vaccine,today,support,humoral,cellular,immune,response,person,trial
461.0,mike,parson,got,school,covid
465.0,ser,para,con,ser,para,con
466.0,enter,stage,new,declared,today
468.0,globally,officially,unreported,likely,globally,officially,unreported,likely
469.0,global,recovery,task,force,outlined,follow,equitable,sustainable,global,recovery,task,force,outlined,follow,equitable
470.0,briefing,time,new,time,slot,mayor,tory
471.0,bill,likely,include,payroll,tax,cut,tie,school,money,latest,bill,likely,include,payroll,tax,cut,tie,school,money,latest
472.0,dad,covid,working,nail,salon,enforce,mask,closed,dad,covid,working,nail,salon,enforce,mask,closed
473.0,blues,thanks
474.0,tory,government,want,away,free,travel,respecting,tory,government,want,away,free,travel
475.0,guilty,guilty
476.0,figured,potential,time,frame,covid,vaccine,avail,figured,potential,time,frame,covid,vaccine
477.0,president,got,carney,adviser,governor,said,pandemic,president,got,carney,adviser,governor,said
478.0,climate,change,urgent,problem,climate,change,urgent,problem
479.0,white,people,think,dumb,mike,parson,got,school,covid
480.0,tiger,nation,time,vote,preseason,tristate,football,team,remember,tiger,nation,time,vote,preseason,tristate,football,team,remember
483.0,million,people,rioting,streets,month,million,people,rioting,streets,month
484.0,peak,performance,art,courtesy,satan,death,anti,mask,town,hall,meeting,trump
485.0,hate,pandemic,waste,early,gotten,married,high,school,left,hate,pandemic,waste,early,gotten,married,high,school,left,home,town
487.0,yah,woman,infected,covid,testing,positive
488.0,macron,mark,departed,trying,contain,reckless,macron,mark,departed,trying,contain
489.0,black,matter,systemic,racism,country,pandemic,black,matter,systemic,racism,country,pandemic,tha
490.0,trump,getting,ready,daily,trump,getting,ready,daily
491.0,confirmation,chief,nursing,officer,silenced,refusal,decision,confirmation,chief,nursing,officer,silenced,refusal
492.0,covid,surge,political,hoax,collusion,hoax,impeachment,hoax
493.0,imagine,following,science,dumping,senior,publicly,imagine,following,science,dumping,senior,publicly
494.0,world,trying,protect,pandemic,canada,basically
496.0,said,biggest,strict,leaving,said,biggest,strict,leaving
498.0,long,pandemic,moving,weight,long,pandemic,moving,weight
499.0,trying,engage,conspiracy,talk,friend,tested,covid,yesterday,literally,test,trying,engage,conspiracy,talk,friend,tested,covid,yesterday,literally,test
500.0,daily,press,got,board,daily,press,got
501.0,military,tear,gas,military,tear,gas
503.0,feeling,lucky,taught,amazing,people,vaccine,university,safe,immune,system,key,early
504.0,china,data,china,data
505.0,unfathomable,equate,people,want,follow,public,health,advice,imagine,newspaper,unfathomable,equate,people,want,follow,public,health,advice,imagine
506.0,apart,superpower,beating,work,apart,stop
509.0,corona,corona
510.0,starting,tomorrow,going,watch,starting,tomorrow,going,watch
514.0,covid,available
515.0,year,transfer,design,school,year,sophomore,deferred,till,working,story,covid,year,college,experience,know
516.0,confirmation,bill,conductor,covid,false,confirmation,bill,conductor,covid,false
517.0,party,follow,resistance,party,follow,like,comment,drop,favorite
518.0,fascism,acting,secretary,guy,told,senator,oath,flu,fascism,acting,secretary,guy,told,senator,oath
519.0,busy,busy
520.0,think,pool,testing,hell,showing,said,think,pool,testing,hell,showing,said
522.0,brother,brother
523.0,hate,thing,inevitable,corruption,hate,thing,inevitable,corruption
524.0,wish,need,good,place,days,comet,try,big,sky
525.0,confirmed,case,count,stood,dead,million,infected,confirmed,case,count,stood,dead,million,infected
528.0,global,pandemic,race,war,try,win,election,global,pandemic,race,war,try,win
529.0,wear,mask,wear,mask,wear,mask,know,talking,point
531.0,law,shut,continue,law,shut,continue
532.0,hate,break,fact,going,way,hate,break,fact,going,way
533.0,breaking,collision,people,actually,breaking,collision,people,actually
534.0,pandemic,money,wise,forever,perfect,time,lock,pandemic,money,wise,forever,perfect,time,lock,hustle
536.0,piece,night,conspiracy,piece,night,conspiracy
537.0,pandemic,way,live,work,cap
538.0,stay,home,stay,safe,stay,home,stay,safe
539.0,yes,contact,local,public,library,access,links,borrow,yes,contact,local,public,library,access,links
542.0,covid,researcher,come,result,led,lead,perform,covid,researcher,come,result,led,lead
546.0,bubble,today,testing,positive,covid,bubble,today,testing,positive,covid
547.0,imagine,future,create,trump,white,house,future,tackle,climate,crisis,imagine,future,create,trump,white,house,future,tackle,climate
548.0,breaking,trump,latest,covid,data,breaking,trump,latest,covid,data
549.0,kind,person,happening,kind,person,happening
551.0,complain,lot,national,deference,lunacy,headline,post,dispatch,article,complain,lot,national,deference,lunacy,headline,post,dispatch
552.0,alert,zone,wise,status,update,alert,zone,wise,status,update
553.0,black,community,network,care,black,bear,black,community,network,care,black
554.0,apply,fool,insurance,like,apply,fool,insurance,like
555.0,reply,today,speak,pointed,covid,related,reply,today,speak,pointed,covid
556.0,record,number,retail,covid,spirit,record,number,retail,covid,spirit
557.0,note,statistics,based,data,likely,data,visit,covid,note,statistics,based,data,likely,data,visit
558.0,longer,democrat,establishment,pandemic,rabid,anti,longer,democrat,establishment,pandemic,rabid
559.0,military,tear,gas,military,tear,gas
560.0,mike,parson,got,school,covid,mike,parson,got,school,covid
562.0,gay,straight,hate,pathetic,pandemic,working,photo,lim
563.0,ready,covid,magically,away,come,hoe,ready,covid,magically,away,come,hoe
564.0,vaccine,safe,immune,reaction,according,preliminary,vaccine,safe,immune,reaction,according,preliminary
565.0,tough,article,read,covid,country,people,sloppy,tough,article,read,covid,country,people,sloppy
566.0,earth,earth
567.0,know,data,limited,pediatric,chi
568.0,thinking,going,year,sadly,covid
569.0,friendly,wear,mask,avoid,close,contact,limit,home,friendly,wear,mask,avoid,close,contact,limit
570.0,uncle,week,federal,leadership,weber,state,leader,uncle,week,federal,leadership,weber
571.0,today,moment,sports,major,covid,world,cup,today,moment,sports,major,covid,world,cup
572.0,hubby,care,know,look,mask,afraid
573.0,wonderful,gesture,worthy,welcome,elder,sis,returned,pandemic
575.0,involved,family,food,box,program,coastal,produce,involved,family,food,box,program,coastal
576.0,need,new,face,covid,ward
577.0,met,student,early,excited,evidence,based,medicine,met,student,early,excited,evidence,based,medicine
579.0,friend,way,son,friend,way,son
581.0,facial,recognition,firm,tech,monitor,compliance,restrict,facial,recognition,firm,tech,monitor,compliance
582.0,needs,start,needs,start
583.0,military,tear,gas,military,tear,gas
585.0,parliament,today,order,deal,emergency,legislation,related,covid,parliament,today,order,deal,emergency,legislation,related,covid
590.0,television,lock,million,television,lock,million
591.0,republican,actually,getting,school,month,republican,actually,getting,school,month
592.0,class,whites,people,realize,trump,favor
593.0,wait,hear,dey,fight,bae,shipping,wait,hear,dey,fight,bae,shipping
594.0,making,rapid,progress,vaccine,therapeutics,making,rapid,progress,vaccine,therapeutics
595.0,taking,medication,busy,trying,find,food,bread,taking,medication,busy,trying,find,food
596.0,people,coherently,explain,mad,police,people,coherently,explain,mad
597.0,god,mercy,vaccine,medicine,cure,finish,covid
598.0,covid,vaccine,good,immune,response,new,study,covid,vaccine,good,immune,response,new,study
599.0,mike,parson,got,school,covid
600.0,stop,trying,divert,failing,war,war,stop,trying,divert,failing,war,war
603.0,busy,busy
604.0,average,farm,potential,present,continent,average,farm,potential,present,continent
