2.0,talk,actual,talk,actual
125.0,broadcast,divert,attention,news,day,regard
126.0,trump,administration,rick,bright,high,federal,scientist,trump,administration,rick,bright,high,federal,scientist
129.0,covid,update,lied,potential,death,toll,country,covid,update,lied,potential,death,toll,country
130.0,die,home,live,like,tell,care,die,home,live,like,tell,care
131.0,responsible,political,went,hospital,yesterday,got,responsible,political,went,hospital
132.0,bonus,spot,spring,enjoy,local,stay,safe,bonus,spot,spring,enjoy,local
133.0,game,simple,demand,closed,completely
135.0,throwing,public,health,drastic,province,throwing,public,health,drastic,province
136.0,provided,support,help,provide,specialist,nigh
139.0,understand,trump,people,like,phoenix,tested,understand,trump,people,like,phoenix,tested
140.0,stay,home,protect,save
142.0,exist,know,oversight,safety,hold,accountable,bad
143.0,politically,inconvenient,government,politically,inconvenient,government
147.0,total,related,peaked,early,total,related,peaked,early
149.0,yes,actually,trump,stalwart,fox,host,repeatedly,task,force,yes,actually,trump,stalwart,fox,host,repeatedly,task,force,member
150.0,want,meet,thank,super,work,work
151.0,unavailable,comment,politico,president,trump,said,management,outbreak
152.0,late,march,ordered,nursing,accept,covid,late,march,ordered,nursing,accept,covid
154.0,jail,time,cutting,hair,stay,home,order,contempt,court,jail,time,cutting,hair,stay,home,order,contempt
155.0,south,country,world,giving,pandemic,relief,based,colour,skin,south,country,world,giving,pandemic,relief,based,colour,skin
156.0,afford,laugh,want,people,afford,laugh,want
157.0,interesting,clip,friend,new,york,fight,covid,interesting,clip,friend,new,york,fight,covid
158.0,good,morning,hope,good,good,sending,love,help,good,morning,hope,good,good,sending,love
159.0,good,time,endure,medical,ailment,particularly,difficult,raging,best,good,time,endure,medical,ailment,particularly,difficult,raging,bes
161.0,absolutely,unacceptable,needs,covid
162.0,key,customer,experience,pandemic,dig,key,customer,experience,pandemic
163.0,today,live,day,special,pandemic
165.0,likely,broke,law,funded,lab,continue,likely,broke,law,funded,lab,continue
166.0,covid,send,indoors,capture,team,able,going,impart,covid,send,indoors,capture,team,able,going,impart
170.0,wonder,long,government,lock,longer,wonder,long,government,lock,longer
173.0,lost,mother,mary,covid,immigrant,expert,lost,mother,mary,covid,immigrant,expert
176.0,times,matter,times,kill,check,times,matter,times,kill,check
177.0,highest,number,highest,world,highest,number,highest,world
179.0,shut,business,stop,seeing,elderly,lock,home,shut,business,stop,seeing,elderly,lock
180.0,flu,virus
181.0,sir,happy,covid,said,statistics,vary,wildly
183.0,obvious,hit,gove,obvious,hit
188.0,cabinet,minister,travelled,second,home,aft,cabinet,minister,travelled,second,home
189.0,survive,pandemic,central,government,spite,central,survive,pandemic,central,government,spite
190.0,stay,home,stay,safe,stay,home,stay,safe
192.0,meet,friend,family,social,problem,discount
193.0,lot,unnecessary,confusion,book,ridiculous,year,visa,validity,lot,unnecessary,confusion,book,ridiculous,year,visa,valid
194.0,contagious,mutant,strain,sweeping,globe,science,tech,news,sky,news
196.0,retrospect,probably,prepared,callousness,open,people,care,retrospect,probably,prepared,callousness,open,people,care
197.0,celebrate,end,social,celebrate,end,social
200.0,today,given,police,booth,police,corona,today,given,police,booth,police,corona
202.0,reminder,good,check,information,especially,sensational,article,risk,covid,raising,calling,metric
203.0,travelled,undergo,today,prepare,return,travelled,undergo,today,prepare,return
204.0,lake,district,banking,stay,home,holiday,weekend,read,little
206.0,student,joe,research,improve,transition,primary,secondary,student,joe,research,improve,transition,primary,secondary
207.0,ahead,covid,human,ahead,covid,human
208.0,tireless,commendable,continuous,distribution,food,tireless,commendable,continuous,distribution,food
209.0,historical,research
210.0,time,longer,hate,ridicule,able,time,longer,hate,ridicule,able
211.0,restock,supply,ahead,pandemic,president,trump,lot,going,restock,supply,ahead,pandemic,president,trump,lot,going
212.0,sorry,disturb,wish,personal,growth,happiness,remainder,pandemic,sorry,disturb,wish,personal,growth,happiness,remainder,pandemic
214.0,government,publish,list,provided,covid,relief,know,government,publish,list,provided,covid,relief,know
215.0,maybe,providing,strengthening,health,infrastructure,facing,maybe,providing,strengthening,health,infrastructure
216.0,covid,brazil,highest,south,highest,world,highest,covid,brazil,highest,south,highest,world,highest,wha
217.0,come,circle,coffin,video,thank,come,circle,coffin,video,thank
219.0,know,world,living,alarmed,trump,ready,fight,covid,know,world,living,alarmed,trump,ready,fight,covid
220.0,quick,throw,scientist,bus,affair,breaking,bury,highest,death,tol,quick,throw,scientist,bus,affair,breaking,bury,highest
221.0,imagines,media,sound,like,president,pandemic,video
222.0,shine,darkness,people,shine,darkness,people
224.0,agenda,spread,lie,cash,risk,people,fell,agenda,spread,lie,cash,risk,people,fell
225.0,working,home,benefit,couple,hindsight,best,pandemic
226.0,join,conversation,afternoon,search,vaccine,join,conversation,afternoon,search,vaccine
227.0,great,covid,raffle,better,fan,bobby,great,covid,raffle,better,fan,bobby
228.0,covid,send,indoors,capture,team,able,going,impart,covid,send,indoors,capture,team,able,going,impart,candidate
229.0,people,coming,china,trying,defend,comment,away,people,coming,china,trying,defend,comment
232.0,everybody,need,attend,doctor,brilliant,curr
233.0,jail,time,cutting,hair,stay,home,order,contempt,court,jail,time,cutting,hair,stay,home,order,contempt
234.0,collateral,damage,people,people,whore,purposely,negative,stand
235.0,watch,trump,promise,million,covid,day,deny,day,unusual,trump,watch,trump,promise,million,covid,day,deny,day,unusual,trump
236.0,unnerved,rattled,unsteady,hand,covid,unnerved,rattled,unsteady,hand,covid
237.0,free,fearless,press,worth,paper,printed,free,fearless,press,worth,paper,printed
238.0,trump,said,ultraviolet,light,kill,media,insane,guess,trump,said,ultraviolet,light,kill,media,insane,guess
240.0,like,day,newsroom,forced,air,government,amid,like,day,newsroom,forced,air
241.0,opportunity,feel,good,covid,join,donate,unsold,food,petition,help
243.0,glad,share,patient,glad,share,patient,fro
244.0,said,sir,history,written,brave,find,army
247.0,yesterday,remix,use,yesterday,remix,use
249.0,read
251.0,uphill,struggle,series,sports,grounds
253.0,friend,process,soon,friend,process,soon
254.0,primary,school,teacher,wrote,book,help,class
259.0,corona,virus,update,new
260.0,mean,mean
263.0,dangerous,piece,telegraph,black,minority,ethnic,people,dying,covid,dangerous,piece,telegraph,black,minority,ethnic,people,dying,covid
264.0,purchase,index,survey,report,deterioration,business,following,purchase,index,survey,report,deterioration,business,follow
265.0,staff,today,hospital,paying,consultant,staff,today,hospital,paying,consultant
266.0,amidst,pandemic,unceasingly,hold
268.0,kindness,shine,inspire,kindness,shine,inspire
271.0,school,school
272.0,blame,sole,country,hell,hell,mem,blame,sole,country,hell,hell
274.0,sign,attend,heritage,session,financial,covid,pandemic,sign,attend,heritage,session,financial,covid,pandemic
276.0,level,equivalent,level,equivalent
277.0,remark,khan,tone,remark,khan,tone
278.0,new,training,routine,keeping,footwork,sharp
279.0,virus,likely,lab,funded,millions,virus,likely,lab,funded,millions
280.0,alien,practice,lent,respect
282.0,want,vote,mail,like,care,best,want,vote,mail,like,care,best
286.0,past,pandemic,way,perform,think,brain,actually,screaming
289.0,justify,justify
294.0,government,come,area,wise,issue,daily
296.0,task,force,thank,sir,west,team,task,force,thank,sir,west,team
297.0,new,add,evidence,transmit,new,york,times
298.0,use,corona,crisis,fortune,time,divert,attention,economic,collapse,record,unemployment,use,corona,crisis,fortune,time,divert,attention,economic,collapse,record,unemployment
299.0,brand,world,dutch,product,brand,world,dutch,product
300.0,absolutely,pathetic,charging,people,pandemic
302.0,million,year,government,help,pandemic,paradoxically,million,year,government,help,pandemic,paradoxically
303.0,hypothetically,speaking,perform,essential,job,covid,pandemic,hypothetically,speaking,perform,essential,job,covid,pandemic
304.0,copy,repost,period,especially,hard,people,copy,repost,period,especially,hard,people
305.0,practice,mindfulness,pandemic,mindful,help,curr,practice,mindfulness,pandemic,mindful,help
306.0,think,run,fully,funded,covid,stock,market,cap,think,run,fully,funded,covid,stock,market,cap
307.0,highest,number,highest,world,highest,number,highest,world
308.0,stay,home,stay,safe
309.0,enraged,trump,ordered,find,incompetent,faulty,enraged,trump,ordered,find,incompetent
310.0,lying,freshness,lying,freshness
311.0,think,suffer,horrible,death,open,country
313.0,blood,known,antibody,lot,accurate
315.0,come,circle,coffin,video,thank,come,circle,coffin,video,thank
317.0,health,research,regular,million,competition,spring,focus,fed,health,research,regular,million,competition,spring,focus
318.0,pontifex,let,men,work,media,worked,tirelessly,let,men,work,media,worked,tirelessly
319.0,seeing,model,economy,seeing,model,economy,tan
321.0,happy,hello,happy,hello
322.0,responsible,ensure,social,comes,buy,liquor,responsible,ensure,social,comes,buy
324.0,worried,older,covid,lock,hello,touch,phone,video,cal,worried,older,covid,lock,hello,touch,phone
325.0,ring,large,company,sun,actually,donated,lots,ring,large,company,sun,actually,donated,lots
326.0,highest,death,toll,days,highest,death,toll,days
327.0,believe,said,need,expert,viral,apply,knowledge,believe,said,need,expert,viral,apply,knowledge
328.0,social,difficult,social,difficult
329.0,speechless,extraordinary,scientist,speechless,extraordinary,scientist
330.0,late,march,ordered,nursing,accept,covid,late,march,ordered,nursing,accept,covid
332.0,practice,social,villager,animal,crossing,social,dis,practice,social,villager,animal,crossing
333.0,accept,best,seen,like,accept,best,seen,like
334.0,raft,new,help,retain,skilled,young,allow,training,place,raft,new,help,retain,skilled,young,allow,training,place
336.0,nearly,new,nursing,unclear,nearly,new,nursing,unclear
337.0,director,football,categorically,coach,director,football,categorically,coach
338.0,national,consciousness,existential,value,written,mary,wang,covid,national,consciousness,existential,value,written,mary,wang,covid
340.0,good,yea,like,lived,nearby,real,slow
342.0,social,sure,client
344.0,remark,khan,tone,remark,khan,tone
345.0,new,study,nearly,diamond,princess,asymptomatic,half
349.0,wait,order,similar,pitch,new,comedy,available,digital,vinyl,wait,order,similar,pitch,new,comedy,available,digital,vinyl
350.0,dream,north,park,social,lining,cuss
352.0,motor,amid,pandemic,motor,amid,pandemic
353.0,vaccination,major,role,disease,surveillance,catch,early
354.0,need,submerge,immense,picturesque,place,wrapped
355.0,police,consider,action,scientist,police,consider,action,scientist
358.0,breaking,use,powerful,ultra,violet,kill,breaking,use,powerful,ultra,violet,kill
359.0,thanks,completely,non,political,position,role,going,bring
360.0,familiar,teenage,son,arrive,kitchen,spend,minute,leave
362.0,thank,trump,finally,sir,kiss,rectum
363.0,true,people,die,end,people,die,end,true,people,die,end,people,die,end
364.0,start,talking,drug,according,article,site,star,start,talking,drug,according,article,site
366.0,ridiculous,story,plenty,abundance,testing,sky,hit,ridiculous,story,plenty,abundance,testing,sky,hit
369.0,strange,pandemic,laser,thermometer,blood,oxygen,meter,bulk,ply,toilet,paper,strange,pandemic,laser,thermometer,blood,oxygen,meter,bulk,ply,toilet,paper
370.0,unprepared,protect,virus,acting,director
371.0,good,news,effect,chloroquine,corrected,interval,good,news,effect,chloroquine,corrected,interval
372.0,epidemiologist,frightening,precipitated,resigned
373.0,hunt,construction,covid,screening,hunt,construction,covid,screening
374.0,vaccine,behaviour,research,unit,vaccine,behaviour,research,unit
376.0,total,despite,request,unseal,complaint,total,despite,request,unseal,complaint
377.0,subway,rush,hour,social,relaxed,zero,new,subway,rush,hour,social,relaxed,zero,new
380.0,corruption,criminality,corruption,criminality
384.0,imagine,federal,money,sent,disproportionately,landing,small
385.0,disaster,warning,sent,mobile,event,natural,disaster,warning,sent,mobile,event
386.0,virus,skin,precede,respiratory,friend
387.0,sound,right,chilling,door,door,covid,blood,sound,right,chilling,door,door,covid,blood
388.0,vaccine,year,testing,world,normal
389.0,highest,highest,world
390.0,recognize,real,time,kind,mistake,haunt,politician,day,recognize,real,time,kind,mistake,haunt,politician
392.0,yesterday,today,noted,ethical,hacker,yesterday,today,noted,ethical,hacker
393.0,couple
395.0,celebrate,want,thank,world,work,celebrate,want,thank,world,work
399.0,work,locked,reps,told,work,locked,reps
404.0,stop,economy,stop,covid,solution,stop,economy,stop,covid,solution
405.0,lose,current,strategy,end
406.0,narrator,carried,narrator,carried
409.0,actually,truth,south,country,world,giving,pandemic,relief,based,actually,truth,south,country,world,giving,pandemic,relief,based,skin,colour
410.0,got,mad,truth,times
413.0,politico,crisis,causing,harm,coal,crisis,causing,harm,coal
414.0,days,transform,workplace,days,transform,workplace
416.0,covid,covid,typical,risk,life,covid,covid,typical,risk,life
417.0,radical,economic,transformation,best,post,covid,whites,radical,economic,transformation,best,post,covid,whites
418.0,bill,world,long,let,power
419.0,infected,country,far,according,data,news,infected,country,far,according,data,news,agency
420.0,temperature,boss,news
421.0,wrong,presumption,death,unknown,cause,covid,death
422.0,kim,spread,min,interview,scientist,shut
423.0,reason,virus,objective,reason,virus
424.0,let,protect,corona,let,protect,corona
425.0,wow,corona
426.0,project,quarantine,project,quarantine
429.0,disaster,warning,sent,mobile,event,natural,disaster,warning,sent,mobile,event
430.0,listen,famous,playback,singer,voice,universal,song,listen,famous,playback,singer,voice,universal,song
431.0,fancy,breakfast,pint,nice,weather,lash
433.0,sant,miss,single,chance,lock
435.0,honestly,imagine,worse,leadership,honestly,imagine,worse,leadership
436.0,absolutely,treating,covid,zinc,effective,treatment
437.0,lunacy,police,door,advise,essential,travel,received,lunacy,police,door,advise,essential,travel,receive
438.0,wait,wut,wait,wut
439.0,life,support,shutdown,covid,simply,plug,life,support,shutdown,covid,simply,plug
440.0,detailed,read,pandemic,disastrous,detailed,read,pandemic
442.0,disaster,warning,sent,mobile,event,natural,disaster,warning,sent,mobile,event
443.0,people,perish,lack,knowledge,know,corona,killing
444.0,death,toll,death,toll
445.0,state,government,taken,significant,innovative,overcome,threat,state,government,taken,significant,innovative,overcome,threat
446.0,time,child,people,die,prime,minister,time,child,people,die,prime
447.0,busy,return,unveil
448.0,fish,head,people,better,pay,attention,prevent,foremost,mayor,car,fish,head,people,better,pay,attention,prevent,foremost,mayor
449.0,start,turning,temporary,permanent,business
450.0,turned,record,buy,amid,marked,second,straight,month,historic,gun,turned,record,buy,amid,marked,second,straight,month
451.0,union,recession,historic,year,union,recession,historic,year
452.0,federal,government,considering,rolling,infection,control,nursing,federal,government,considering,rolling,infection,control,nursing
455.0,fire,china,need,accept,fact,china,urge,stop,spreading,china,recent,trump,administration
456.0,world,successful,global,fighting,clearly,world,successful,global,fighting
457.0,compare,warning,immediately,compare,warning,immediate
460.0,study,shown,people,country,relentless,culture,study,shown,people,country,relentless
462.0,new,covid,people
464.0,message,tory,party,death,toll,highest,send,message,tory,party,death,toll,highest,send
465.0,good,news,effect,chloroquine,corrected,interval,good,news,effect,chloroquine,corrected,interval
467.0,good,death,rate,fall,time,desperately,sad,care,home,good,death,rate,fall,time,desperately,sad
468.0,citizen,removal,office,legal,fascist,citizen,removal,office,legal
472.0,trump,people,die,pandemic,busy,man,nominated,stop,trump,people,die,pandemic,busy,man,nominated,stop
473.0,president,million,million,surgical,million,face,shi,president,million,million,surgical
474.0,apple,reach,mobility,report,tool,help,mitigate,covid,spread
475.0,mediocre,mind,real,estate,newspaper,middle,east,peace,mediocre,mind,real,estate,newspaper,middle,east,peace
480.0,deputy,minister,swinney,million,increase,deputy,minister,swinney,million,increase
481.0,strain,contagious,original,mean,vaccine,useless,strain,contagious,original,mean,vaccine,useless
482.0,yaya
484.0,wages,wages
485.0,evidence,lab,china,united,country,said,evidence,lab,china,united,country,sai
487.0,family,keen,understand,impact,loneliness,family,keen,understand,impact
489.0,copy,repost,period,especially,hard,people,depress,copy,repost,period,especially,hard,people
490.0,added,red,cross,video,red,cross
491.0,divine,blessing,sant,continuously,long,divine,blessing,sant,continuously
492.0,interesting,clip,friend,new,york,fight,covid,interesting,clip,friend,new,york,fight,covid
494.0,reason,reason
496.0,think,learn,strategy,decision,precise
500.0,today,include,community,daily,today,include,community,daily
501.0,similar,analysis,goes,step,driving,similar,analysis,goes,step,driving
503.0,county,health,covid,people,mingle,county,health,covid,people,mingle
504.0,lying,freshness,lying,freshness
506.0,cyrus,said,idea,pandemic,like,privilege,celebrity,cyrus,said,idea,pandemic,like,privilege
507.0,covid,stock,business
508.0,obviously,voiced,slap,afraid,crazy
509.0,corona,virus
510.0,meeting,task,force,corona,vaccine,development,drug,discovery,diagnosis,testing,meeting,task,force,corona,vaccine,development,drug,discovery,diagnosis,testing
511.0,opinion,lesson,data,analysis,gap,covid,death,canada
514.0,super,short,presentation,classes,news,covid
516.0,end,covid,task,force,information
518.0,stop,fear,stay,home,want
519.0,glad,share,patient,glad,share,patient,fro
521.0,making,announcement,ann,making,announcement
522.0,poor,people,panic,situation,helpless,sant
525.0,broke,visit,mount
526.0,join,expert,ambassador,carr,live
528.0,heavily,skewed,bad,close,proximity
529.0,die,perfect,time,disband,task,die,perfect,time,disband
531.0,thought,relief,package,sri,vulnerable,society,thought,relief,package,sri,vulnerable,society
534.0,watch,trump,adjust,death,count,higher,higher,higher,moving,watch,trump,adjust,death,count,higher,higher,higher
535.0,covid,community,recovery
536.0,covid,cut,long,difficult,cut
537.0,yes,people,family,loss,smell,shortness,breath,intense,fatigue
539.0,crisis,exposed,impact,underlying,social,economic,health,crisis,exposed,impact,underlying,social,economic,health
542.0,newish,user,bike,plan,post,commuting,want,newish,user,bike,plan,post,commuting,want
544.0,felt,like,actually
546.0,law,given,survive,pandemic
547.0,lovely,sunset,night,looking,great,western,road,start,seventh,week,lovely,sunset,night,looking,great,western,road,start,seventh,week
548.0,gloom,new,today,gloom,new,today
549.0,early,social,meant,large,local,community,spread
550.0,time,clear,advice,start,highest,time,clear,advice,start
552.0,sant,shelter,food,sant,shelter,food
553.0,going,better,going,better
554.0,covid,usher,socialism,perfectly,covid,usher,socialism,perfectly
556.0,community,long,island,new,york,covid,county,community,long,island,new,york,covid,county
558.0,middle,pandemic,people,country,far,talking,wow,time,trump,hater,come,way,home,easily,beat
559.0,restock,supply,ahead,pandemic,president,trump,lot,going,restock,supply,ahead,pandemic,president,trump,lot,going
560.0,mother,away,lost,father,brother,sick,mother,away,lost,father,brother,sick
564.0,coming,pandemic,difficult,coming,pandemic,difficult
566.0,genuine,corona,body,fight,corona,genuine,corona,body,fight,corona
567.0,astonishing,way,thrown,bus,ensure,real,headline,news,astonishing,way,thrown,bus,ensure,real,headline,news
568.0,stay,home,save,stay,home,save
569.0,turn,twitter,real
571.0,times,got,wrong,news,times,got,wrong,news
572.0,speechless,matter,police,went,second,home,getting,ill,speechless,matter,police,went,second,home
573.0,happen,trump,administration,action,produce,desperately,protective,happen,trump,administration,action,produce,desperately
575.0,fan,mutant,contagious,original,study
579.0,big,question,mind,right,going,return,work,post,covid
580.0,dad,home,went,covid,got,dad,home,went,covid,got
581.0,need,strong,oversight,need,hold,trump,administration,accountable,public,know,need,strong,oversight,need,hold,trump,administration,accountable,public,know
582.0,delighted,number,ongoing,creative,despite
584.0,level,unlocked,level,unlocked
585.0,cabinet,minister,travelled,second,home,aft,cabinet,minister,travelled,second,home
586.0,government,government,good
591.0,cabinet,minister,travelled,second,home,aft,cabinet,minister,travelled,second,home
600.0,positive,person,state,health,minister,positive,person,state,health,minister
601.0,interesting,clip,friend,new,york,fight,covid,interesting,clip,friend,new,york,fight,covid
602.0,contagious,new,study
603.0,prepare,outbreak,bird,flu
604.0,sent,relief,dead,people
605.0,nation,nation,nation,appreciate,president,trump,tribal,reservation,nation,nation,nation,appreciate,president,trump,tribal,reservation
607.0,yes,actually,trump,stalwart,fox,host,repeatedly,task,force,yes,actually,trump,stalwart,fox,host,repeatedly,task,force,member
610.0,gratitude,biggest,change,think,happen,intrinsic,core,behavior,way,thinking
612.0,everybody,free,pandemic
613.0,lawyer,tam,knew,act,actually,came,told,lawyer,tam,knew,act,actually,came
614.0,proposal,actually,plea,covid,new,loss,smell,proposal,actually,plea,covid,new,loss,smell
615.0,need,death,positive,test,need,data,indicate,actual,cause,death
617.0,disgraceful,staff,threatening,withdrawing,disgraceful,staff,threatening,withdrawing,benefit
618.0,urge,stop,spreading,china,recent,trump,administration,covid,urge,stop,spreading,china,recent,trump,administration
619.0,trump,tough,choice,chasing,want,broad,economic,sup,trump,tough,choice,chasing,want,broad,economic
620.0,enter,toilet,time,enter,toilet,time
621.0,come,difference,showing,delivery,relief
626.0,life,feared,understood,time,understand,fear,life,feared,understood,time,understand
627.0,clear,endothelial,damage,pulmonary,thrombosis,central,pathogenicity,clear,endothelial,damage,pulmonary,thrombosis,central
629.0,stay,home,wash,touch,face,help,flatten,curve,stay,home,wash,touch,face,help,flatten
634.0,contribution,fight,contribution,fight
638.0,bet,love,ask,tara,seen,guy,bet,love,ask,tara,seen
642.0,interesting,mourning
644.0,dog,fitness,inside,advice,keeping
647.0,driving,recent,spike,economic,research,covering,analysis,female,driving,recent,spike,economic,research,covering,analysis
649.0,like,fun,competition,younger,decide,share
650.0,set,report,people,refuse,work,pandemic,set,report,people,refuse,work,pandemic
652.0,breathing,anxious,times,added,covid,breathing,anxious,times,added,covid
653.0,trump,term
654.0,blindly,know,economic
656.0,red,corona,came,warning,red,corona,came,warning
657.0,gunman,sparked,terror,discharging,blank,firing,pistol,outside
658.0,huge,thanks,donated,goal,time,huge,thanks,donated,goal,time
660.0,police,follow,social,people
661.0,going,best,meant,going,best,mean
662.0,decided,creative,music,video,celebrate
663.0,house,price,mean,home,different
665.0,join,surveillance,topic,surveillance,frame,work,join,surveillance,topic,surveillance
667.0,day,challenge,team,day,day,march
668.0,middle,pandemic,president,united,found,time,critique,late,night,middle,pandemic,president,united,found,time,critique,late,night
670.0,end,today,wait,announcement,end,today,wait,announcement
671.0,safe,country,agreement,active,stuck,southern,haven,safe,country,agreement,active,stuck,southern
672.0,looking,research,funded,available,annual,basis,looking,research,funded,available,annual,basis
673.0,stay,home,stay,gold
674.0,want,black,face,getting,stimulus,black,business
676.0,caught,recording,saying,increase,spread,trump,caught,recording,saying,increase,spread
679.0,association,trump,drug,chance,helping,covid,video,association,trump,drug,chance,helping,covid
680.0,covid,death,incarceration,united,eastern,standard,time,covid,death,incarceration,united,eastern,standard,time
681.0,extremely,inhumane,exploit,pandemic,situation,money,people,excise,extremely,inhumane,exploit,pandemic,situation,money,people
683.0,video,action,case,grand,video,action,case,grand
684.0,survey,found,young,people,worried,effect,pandemic,survey,found,young,people,worried,effect,pandemic
686.0,donate,support,person,community,unaffected,outbreak,left
687.0,know,people,lost,personally,block,like,know,global,pandemic,fact,government,afford,paying
688.0,covid,worst,come,covid,worst,come
689.0,update,covid,taking,total,update,covid,taking,total
691.0,leader,false,covid,die,way,impose,dictatorship,leader,false,covid,die,way,impose,dictatorship
693.0,debate,cohabitation,single,life,date,venue,zoom,debate,cohabitation,single,life,date,venue,zoom
694.0,funder,breaking,trump,wear,mask,shaking,landed,phoenix,propaganda,breaking,trump,wear,mask,shaking,landed,phoenix,propaganda
695.0,sensational,article,risk,covid,raising
